@relation phoneme

@attribute Ao numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
1.16,0.896,0.821,1
1.011,1.184,0.832,1
0.593,1.154,-0.419,1
0.671,1.095,0.583,1
0.976,-0.786,-0.392,1
2.847,0.438,-0.144,1
2.206,-0.407,-0.147,1
0.956,1.758,-0.72,1
0.932,-0.707,0.988,1
1.433,-0.415,-0.168,1
0.695,1.107,-0.635,1
0.819,1.016,1.261,1
0.49,1.816,-0.7,1
2.352,-0.325,-0.129,1
0.559,1.421,1.516,1
0.771,1.89,0,1
1.213,1.048,0.786,1
1.104,0.729,0.636,1
0.638,0.73,1.219,1
0.656,1.496,1.357,1
0.991,0.869,0.765,1
0.372,1.957,1.105,1
0.435,0.792,0,1
0.821,0.89,-0.377,1
2.391,-0.248,-0.129,1
0.874,1.074,1.181,1
2.347,-0.317,-0.156,1
1.255,-0.496,-0.265,1
0.808,0.932,1.497,1
1.069,1.049,1.84,1
1.664,-0.71,1.043,1
0.522,2.073,-0.849,1
2.194,-0.357,-0.145,1
0.617,0.633,0.493,1
0.585,0.809,0.429,1
0.526,1.108,1.932,1
1.067,1.328,1.095,1
0.794,0.962,1.607,1
0.584,1.532,-0.672,1
0.911,1.985,0,1
1.256,0.884,1.175,1
0.961,1.132,1.339,1
0.655,1.735,0.846,1
2.627,-0.469,-0.194,1
0.684,2.185,-1.039,1
0.255,-0.667,-0.416,1
1.069,2.259,-0.731,1
2.441,0.436,-0.162,1
0.457,1.058,-0.36,1
0.517,1.565,-0.879,1
0.75,1.019,1.273,1
0.433,1.429,2.012,1
2.967,1.082,-0.279,1
0.603,0.636,-0.259,1
0.824,1.792,-0.738,1
0.402,-0.23,0,1
1.331,0.887,-0.3,1
0.573,1.495,-0.636,1
1.578,-0.353,0.979,1
0.854,0.584,-0.46,1
1.215,0.415,0.89,1
1.273,0.733,-0.692,1
0.854,0.779,0.477,1
0.293,-0.332,-0.419,1
0.711,0.79,0.636,1
0.809,1.442,0,1
0.906,-0.609,-0.372,1
0.485,-0.982,0,1
0.871,-0.54,-0.384,1
0.442,1.071,-0.371,1
0.502,1.496,1.734,1
1.402,-0.409,1.116,1
1.042,1.051,0,1
2.68,0.763,0.722,1
0.374,0.482,0,1
0.562,1.387,0,1
2.64,0.803,-0.271,1
1.04,0.703,-0.33,1
1.688,-0.256,-0.178,1
2.829,1.401,-0.329,1
1.478,0.845,1.184,1
1.409,1.683,-0.481,1
0.931,0.902,1.253,1
0.61,0.864,-0.918,1
0.842,2.022,-0.738,1
-0.363,1.3,0,1
0.588,1.501,1.115,1
1.368,0.783,-0.601,1
1.538,-0.549,-0.202,1
0.739,1.878,-0.9,1
0.734,-0.34,1.24,1
0.798,0.796,-1.107,1
1.113,1.019,1.024,1
0.596,1.204,0.683,1
0.677,1.591,-0.513,1
0.758,1.06,0,1
0.473,1.616,-0.756,1
2.525,-0.326,-0.166,1
0.815,-0.502,-0.268,1
1.289,1.191,-0.418,1
0.687,1.694,0,1
0.915,1.984,-0.806,1
2.469,0.83,-0.371,1
0.728,1.453,-0.995,1
-0.298,-1.084,-0.995,1
0.742,1.047,-0.379,1
0.498,0.849,0,1
0.917,2.233,-1.078,1
0.392,0.966,0.786,1
0.596,0.923,0.602,1
0.534,1.363,0.771,1
-0.709,-1.135,-0.58,1
0.642,0.778,0.713,1
0.742,1.221,-0.88,1
0.921,-0.81,0.587,1
1.253,-0.668,-0.28,1
-0.565,-0.931,-0.407,1
0.474,0.861,1.547,1
0.443,0.65,0.758,1
0.292,1.273,0.993,1
1.598,0.708,-0.255,1
0.497,1.917,-0.738,1
-0.329,-0.597,0,1
2.514,0.812,-0.214,1
0.666,-0.366,1.391,1
0.474,1.311,2.021,1
0.378,1.364,-0.784,1
1.105,-0.658,0.947,1
0.788,1.386,1.212,1
0.673,1.377,0.732,1
1.029,0.89,-0.673,1
2.804,0.927,0.56,1
0.635,1.262,1.014,1
0.821,1.064,0.469,1
0.474,2.735,-0.624,1
1.316,0.669,1.196,1
1.444,0.716,0.689,1
0.731,1.803,-0.634,1
0.662,-0.607,-0.242,1
1.044,-0.775,-1.045,1
1.29,1.098,0.834,1
2.294,-0.396,-0.163,1
0.861,1.026,0,1
0.619,1.167,-1.013,1
0.599,1.92,-0.635,1
0.328,0.751,0.387,1
-0.397,-0.743,1.456,1
0.938,1.097,0.886,1
1.17,1.012,1.311,1
1.033,1.106,1.171,1
1.666,1.431,-0.431,1
0.936,0.998,1.148,1
0.785,1.792,0,1
0.51,1.566,0,1
1.413,0.69,1.283,1
1.796,1.431,-0.338,1
0.565,1.149,1.763,1
0.964,1.071,0,1
0.509,0.749,0,1
0.876,-0.853,1.208,1
0.969,1.683,-1.009,1
1.224,1.786,-0.516,1
2.097,0.781,-0.23,1
1,1.238,1.264,1
0.532,1.32,1.052,1
0.328,1.662,-0.889,1
0.573,1.39,1.461,1
1.986,-0.38,-0.167,1
1.36,1.141,-0.308,1
0.42,-0.357,-0.357,1
0.538,0.777,0,1
0.555,1.247,1.558,1
0.462,1.248,1.302,1
0.58,1.264,1.061,1
-0.273,1.198,1.274,1
0.827,1.827,0,1
1.555,-0.56,-0.228,1
0.596,2.122,-0.553,1
0.335,1.496,1.241,1
0.56,0.828,0,1
0.605,0.623,0,1
1.225,1.224,-0.431,1
0.567,1.194,0,1
0.676,-0.554,0.514,1
2.242,0.587,-0.178,1
0.908,-0.531,-0.226,1
1.333,-0.562,0,1
1.65,1.805,-0.458,1
1.218,0.859,-0.372,1
0.844,2.52,-0.974,1
0.397,0.421,-0.36,1
0.471,0.907,0.39,1
1.201,0.768,0.428,1
1.848,0.741,0.612,1
0.693,0.912,1.322,1
0.517,2.47,-0.766,1
0.764,-0.605,0.721,1
0.509,1.332,1.757,1
1.043,0.84,1.487,1
0.581,1.122,1.408,1
2.03,-0.264,-0.257,1
1.011,1.292,0,1
0.52,1.652,-0.749,1
1.384,0.778,0.913,1
0.638,1.742,0,1
0.697,1.713,0,1
0.985,-0.563,0.401,1
2.821,0.699,0.367,1
2.776,0.474,-0.168,1
0.497,1.099,0,1
1.478,1.155,-0.505,1
1.132,-0.601,-0.231,1
2.622,0.834,0.691,1
0.363,1.63,-0.97,1
1.904,-0.309,-0.273,1
1.167,-0.516,1.483,1
0.583,0.711,0,1
0.546,1.665,1.184,1
0.433,1.743,0,1
2.523,0.863,-0.24,1
0.391,2.21,-0.693,1
2.944,0.78,0.756,1
0.659,2.194,-0.904,1
1.124,1.904,-0.735,1
2.081,0.603,-0.404,1
0.674,-0.9,-0.738,1
0.415,1.861,-0.632,1
1.059,-0.874,1.442,1
0.809,-0.604,-0.711,1
0.618,0.633,1.451,1
0.723,2.037,0,1
0.551,1.163,1.59,1
2.248,0.679,-0.187,1
0.97,1.16,1.802,1
0.648,1.123,0.634,1
0.422,1.4,-0.748,1
-0.263,-0.581,1.145,1
0.478,0,0,1
0.801,1.195,1.344,1
0.398,2.126,-0.77,1
0.675,1.531,0.725,1
0.661,0.296,0.958,1
0.552,1.504,-0.933,1
0.349,1.081,-0.749,1
1.179,0.92,1.018,1
0.583,0.937,0.682,1
1.079,-0.673,-0.831,1
0.746,0.393,1.21,1
1.029,1.26,0,1
-0.563,-0.916,0,1
2.223,1.384,-0.442,1
0.387,0.639,0,1
0.889,1.601,-0.768,1
0.531,1.883,0,1
2.03,-0.264,-0.257,1
0.779,1.357,0,1
0.63,0.539,-0.389,1
0.411,1.529,1.854,1
0.698,0.776,0,1
1.963,1.48,-0.357,1
0.86,0.993,1.422,1
0.702,1.329,-0.822,1
0.685,1.896,-0.536,1
1.789,1.406,-0.496,1
0.517,0.829,0,1
0.619,1.36,1.06,1
0.878,1.898,1.184,1
0.705,1.02,-0.52,1
0.538,1.29,0,1
0.964,-0.477,0,1
1.765,-0.355,-0.144,1
2.734,0.416,0.213,1
1.08,2.245,-0.67,1
1.542,1.723,-0.478,1
1.814,0.741,-0.208,1
0.562,0.839,0.6,1
1.655,-0.528,-0.219,1
1.211,2.254,-0.569,1
0.495,1.268,1.067,1
0.797,1.68,0,1
0.596,0.648,1.14,1
0.394,2.066,0,1
1.646,0.448,0.299,1
0.745,1.225,1.068,1
0.719,1.061,-0.518,1
1.214,1.077,0.748,1
0.965,0.638,0.325,1
1.655,0.458,-0.223,1
0.746,1.934,-0.782,1
0.277,-0.248,-0.275,1
1.215,0.409,0.233,1
0.679,1.823,-0.782,1
0.881,1.905,-0.772,1
1.264,-0.485,-0.22,1
0.7,1.292,1.084,1
0.846,1.537,1.264,1
0.585,2.188,1.632,1
1.125,1.147,-0.518,1
0.499,1.597,-1.029,1
0.785,1.012,0,1
1.569,1.172,-0.597,1
0.662,-0.607,-0.242,1
0.496,1.548,-0.667,1
0.805,0.64,0,1
0.434,1.443,1.977,1
0.576,0.945,-1.009,1
0.496,1.696,1.766,1
0.785,2.162,-0.935,1
1.13,-0.678,-0.344,1
2.061,0.577,-0.16,1
0.729,1.954,-0.764,1
1.392,0.476,1.277,1
1.981,0.856,1.153,1
0.658,0.851,0.706,1
0.487,-0.558,0.643,1
0.405,0.681,0.694,1
2.615,0.653,0.542,1
2.48,0.655,-0.201,1
0.613,1.203,-0.848,1
0.613,0.62,0.507,1
0.814,1.082,-0.349,1
0.878,1.531,0,1
1.502,-0.692,0.402,1
0.768,0.826,-0.247,1
1.054,0.808,0.732,1
1.678,0.668,0,1
0.847,2.785,-0.707,1
2.114,-0.23,-0.106,1
0.587,0.668,0.544,1
1.233,-0.547,-0.292,1
1.166,0.952,-0.677,1
0.682,2.159,1.867,1
0.727,1.152,-0.627,1
1.512,0.469,0.63,1
0.698,0.741,0.647,1
-0.335,-1.28,-0.787,1
0.395,1.722,2.137,1
1.881,1.629,-0.476,1
0.892,1.008,-0.476,1
0.648,1.075,0,1
0.724,0.52,0,1
0.495,1.905,0,1
0.413,0,0,1
0.424,2.001,0,1
1.101,-0.672,-0.56,1
1.029,-0.998,1.722,1
1.809,0.456,0.298,1
0.724,1.007,0,1
0.535,1.079,-0.646,1
0.958,2.169,0,1
1.572,1.509,-0.349,1
0.681,-0.694,0.691,1
0.586,1.078,-0.395,1
1.445,0.716,0.689,1
0.852,1.811,-1.058,1
0.447,2.028,-0.833,1
0.458,1.811,-1.284,1
0.652,1.213,-0.438,1
0.58,2.097,1.297,1
0.512,1.683,0,1
0.717,1.897,0,1
1.292,0.819,0.444,1
0.726,1.448,0,1
1.318,-0.469,-0.167,1
1.233,0.942,1.1,1
0.816,1.041,0.354,1
0.132,0.47,0.892,1
0.526,0.862,0.997,1
1.059,-0.751,1.249,1
-1.082,-0.873,-0.347,1
0.635,0.514,1.456,1
1.414,1.857,-0.593,1
2.133,0.436,-0.326,1
2.472,-0.429,-0.19,1
0.654,0.404,0.873,1
0.576,0.83,0,1
0.352,1.879,-0.616,1
0.964,-0.559,0.887,1
1.807,-0.398,-0.16,1
3.147,-0.41,-0.172,1
2.116,0.391,0.465,1
0.704,1.268,1.578,1
0.722,0.732,1.318,1
0.695,1.63,0,1
1.188,-0.667,-0.424,1
0.611,-0.61,-0.361,1
1.132,1.763,0,1
0.399,1.404,0,1
2.43,0.542,0.786,1
2.076,1.383,-0.414,1
0.307,1.045,-0.403,1
2.761,1.349,-0.331,1
0.493,1.654,-0.626,1
0.791,1.416,0.563,1
2.31,0.748,-0.207,1
2.357,0.519,-0.174,1
1.104,-0.509,-0.268,1
2.412,1.286,-0.362,1
0.675,-0.755,0,1
0.426,0.71,0,1
0.671,0,0,1
1.023,1.307,-0.706,1
1.276,1.478,-0.4,1
0.453,2.483,-0.904,1
0.99,0.904,0,1
0.602,-0.748,0.714,1
2.625,-0.205,-0.12,1
1.519,0.766,1.126,1
0.769,0.71,-0.211,1
1.229,1.902,-0.541,1
0.67,-0.831,-0.387,1
2.811,0.495,0.699,1
0.602,2.131,-0.569,1
0.443,-0.536,0.443,1
0.692,0.712,0,1
1.068,0.515,-0.298,1
1.082,-0.575,-0.644,1
0.511,1.042,0,1
0.854,1.221,1.817,1
0.768,0.546,0,1
1.367,-0.44,-0.162,1
0.965,0.958,1.31,1
0.788,2.166,0,1
0.545,0.979,-0.547,1
1.226,1.044,0.721,1
-0.391,-0.685,0,1
0.454,0.713,0.72,1
0.331,2.039,1.045,1
0.541,1.106,-0.785,1
0.887,1.122,-0.716,1
0.735,2.285,0,1
0.651,1.263,0,1
2.978,1.06,-0.35,1
1.119,-0.634,-0.324,1
0.376,1.93,-0.578,1
0.797,1.179,1.337,1
0.639,0.671,1.312,1
-0.497,-0.818,-0.459,1
0.558,1.417,0.709,1
0.67,0.839,0.794,1
0.539,1.194,1.138,1
0.675,1.532,0.726,1
1.133,-0.601,-0.231,1
1.508,1.312,1.497,1
0.295,1.349,1.88,1
0.749,-0.97,0.516,1
0.484,-1.097,-0.629,1
1.391,2.097,0,1
0.577,1.267,0,1
0.731,1.347,-0.397,1
0.542,1.853,0.767,1
0.849,-0.609,0.507,1
0.62,1.164,0,1
2.109,-0.419,-0.159,1
2.509,-0.212,-0.111,1
0.724,1.292,-0.496,1
0.563,1.186,-0.912,1
2.546,0.868,-0.228,1
1.665,-0.371,-0.159,1
0.443,-0.318,0.904,1
1.034,1.278,0,1
0.947,-0.911,1.519,1
0.658,0.616,1.462,1
0.958,-0.813,1.215,1
2.852,-0.284,-0.154,1
0.784,0.566,0,1
0.452,0.462,-0.305,1
0.427,1.374,0.984,1
0.515,1.668,0.674,1
0.412,1.09,0,1
0.708,1.517,-0.511,1
0.697,2.289,2.125,1
1.284,1.508,-0.421,1
1.177,-0.463,0.681,1
0.351,1.423,1.371,1
2.192,0.518,-0.194,1
0.824,-0.602,0.402,1
1.144,0.776,0.471,1
0.64,1.899,0,1
0.68,1.552,0,1
1.215,-0.318,-0.267,1
1.015,1.156,0,1
0.964,-0.753,1.305,1
1.143,-0.54,-0.577,1
0.443,2.5,0,1
0.816,-0.591,0.989,1
1.171,0.947,-0.352,1
0.67,0.978,1.835,1
0.335,0.887,1.862,1
0.566,1.201,0.704,1
2.242,0.684,0.845,1
0.486,1.473,-0.81,1
0.679,-0.68,0.545,1
0.551,1.204,1.426,1
0.619,0.937,0,1
0.398,1.72,1.699,1
0.506,0.84,-0.477,1
2.88,0.65,-0.23,1
0.951,1.058,1.044,1
1.471,1.503,-0.515,1
0.526,0.918,0.957,1
0.515,1.668,-0.674,1
0.38,1.639,0.997,1
0.926,0.679,-0.34,1
1.005,0.892,-0.351,1
1.595,0.705,-0.257,1
0.697,0.579,0,1
0.6,1.399,1.392,1
0.609,1.347,0,1
0.901,1.343,0.75,1
1.822,-0.452,0.447,1
2.094,0.607,-0.2,1
0.435,0.743,0.422,1
0.747,1.08,0.996,1
2.231,1.144,-0.307,1
0.794,2.03,0,1
2.494,1.169,-0.355,1
0.744,2.221,-1.086,1
0.623,0.915,0.612,1
0.256,0.891,1.044,1
0.881,2.501,0,1
0.406,1.704,1.572,1
0.923,0.668,0.874,1
0.628,1.116,2.116,1
0.532,1.884,0,1
2.453,-0.4,-0.212,1
0.736,0.839,-0.451,1
1.104,1.35,0,1
0.678,0.914,0,1
0.494,0.887,-0.244,1
0.725,1.374,0.893,1
0.801,-0.743,-0.506,1
1.494,1.755,0,1
1.035,0.808,0.827,1
1.265,-0.651,0,1
0.753,1.907,0,1
0.603,0.636,-0.26,1
0.414,-0.633,0.34,1
0.772,1.13,0.969,1
0.934,-0.615,0.965,1
0.984,1.034,-0.364,1
0.527,1.904,0.718,1
1.106,2.263,-0.624,1
0.66,-0.691,0.462,1
2.709,0.369,0.56,1
0.754,1.265,-0.528,1
0.767,1.507,-0.647,1
2.312,-0.381,-0.162,1
0.506,0.837,0,1
0.632,1.327,-0.638,1
1.929,-0.3,-0.122,1
0.753,0.942,1.234,1
0.991,1.083,1.006,1
2.339,1.411,-0.354,1
0.719,1.245,0.819,1
3.02,0.677,-0.201,1
0.351,1.423,1.371,1
0.641,2.283,-1.064,1
0.742,1.419,1.107,1
0.607,0.867,1.106,1
0.905,0.987,0,1
0.214,0.45,0.847,1
0.721,1.228,1.565,1
0.87,0.649,-0.324,1
0.598,0.636,-0.247,1
1.232,2.405,-0.653,1
1.301,1.889,-0.615,1
1.163,1.493,1.117,1
0.355,1.934,1.389,1
1.602,-0.576,-0.203,1
1.037,0.772,0,1
0.32,1.601,1.188,1
2.502,-0.343,-0.167,1
0.871,0.758,-0.313,1
0.526,0.965,0,1
1.592,1.732,-0.538,1
2.024,0.524,0.634,1
2.479,1.436,-0.286,1
0.491,-0.37,1.116,1
0.802,-0.659,0,1
0.626,0.974,0.522,1
0.372,0.579,0,1
0.526,0.918,0.958,1
0.317,1.238,0.913,1
0.712,0.826,0.543,1
1.382,0.706,0.375,1
0.897,1.64,-0.648,1
0.644,-0.542,0.52,1
3.148,0.533,-0.174,1
2.694,1.585,-0.456,1
0.625,0.618,0.273,1
0.938,-0.593,-0.357,1
0.548,1.319,1.587,1
0.747,0.953,0.448,1
1.167,-0.494,-0.229,1
1.011,0.796,1.37,1
0.517,2.237,0,1
2.496,0.798,-0.242,1
1.208,-0.469,-0.284,1
0.548,-1.084,1.037,1
0.293,1.27,0.929,1
0.257,0.905,-0.513,1
0.724,1.233,0.64,1
2.407,0.749,-0.224,1
1.66,-0.371,-0.14,1
1.005,0.835,-0.338,1
0.52,2.105,0,1
0.837,2.826,-0.816,1
0.659,2.197,2.149,1
2.779,0.605,-0.19,1
1.277,-0.761,0.791,1
1.103,-0.509,-0.267,1
0.629,1.985,0,1
2.717,-0.364,-0.173,1
0.827,1.191,0,1
1.93,1.596,0,1
0.749,0.986,-0.491,1
0.554,2.295,0,1
0.501,0.882,-0.52,1
0.678,2.134,-0.854,1
0.41,-0.497,0.44,1
1.673,-0.351,0.624,1
0.376,1.861,1.246,1
0.451,2.514,0,1
0.809,0.954,0.865,1
0.408,0.75,0,1
0.681,0.769,0,1
0.51,1.576,-0.617,1
0.545,0.979,-0.547,1
0.611,0.807,1.199,1
0.674,2.252,2.087,1
0.259,0.769,0.429,1
0.65,1.528,0,1
0.642,1.281,-0.716,1
1.63,1.155,-0.379,1
0.711,1.127,1.429,1
1.09,1.063,1.043,1
0.516,1.92,-0.775,1
0.698,-0.483,0.685,1
0.656,2.117,1.779,1
2.812,0.495,0.699,1
1.053,0.57,0.851,1
0.874,0.641,-0.258,1
2.468,0.83,-0.371,1
0.5,0.733,0.449,1
0.731,1.89,-0.709,1
0.513,1.332,0.851,1
0.511,0.573,0,1
0.787,1.728,-0.619,1
0.73,-0.761,0.493,1
1.042,-0.728,-0.385,1
0.551,0.914,0.517,1
0.949,0.603,0,1
0.76,-0.404,0,1
0.863,0.915,1.496,1
0.62,-0.518,0,1
2.557,1.003,-0.411,1
0.629,0.669,1.234,1
1.289,1.098,0.834,1
0.219,0.873,-0.602,1
2.329,0.7,0.875,1
3.202,0.624,0.457,1
-0.237,1.003,1.676,1
1.692,0.901,1.131,1
-0.088,-0.326,0,1
0.584,1.532,-0.671,1
0.292,1.358,0.978,1
0.468,-1.116,2.319,1
2.372,-0.324,-0.129,1
0.521,1.135,1.037,1
1.183,-0.473,-0.394,1
1.2,1.386,0,1
0.732,1.236,0,1
1.911,-0.271,-0.123,1
0.734,0.34,1.24,1
0.619,1.714,-0.828,1
0.661,0.649,0.65,1
2.223,0.713,0.951,1
0.754,0.915,1.399,1
0.633,-0.626,-0.248,1
2.657,0.449,0.698,1
0.359,1.857,-0.832,1
1.435,-0.378,-0.239,1
0.903,0.648,-0.264,1
0.885,-0.425,0.345,1
0.543,1.125,1.457,1
2.286,0.269,-0.134,1
1.079,1.109,0.688,1
2.421,0.572,-0.191,1
0.556,1.111,-1.014,1
1.263,0.971,0.568,1
0.343,1.584,1.263,1
0.519,1.611,0,1
1.556,-0.526,-0.355,1
1.309,1.936,-0.501,1
1.044,1.037,0.666,1
0.765,1.373,-0.677,1
0.501,0.782,-0.249,1
0.99,0.943,0.927,1
0.546,1.385,-0.702,1
0.965,0.638,0.325,1
0.601,-0.771,-0.904,1
0.593,1.026,1.258,1
0.796,1.726,-0.639,1
0.385,1.504,2.106,1
1.414,-0.299,-0.313,1
0.697,0.579,0,1
0.557,-1.242,0,1
0.64,2.099,-0.722,1
0.699,2.133,0,1
0.458,-0.51,1.155,1
0.394,1.108,-0.72,1
2.304,0.764,0.957,1
0.699,1.115,-0.529,1
0.546,1.11,0.548,1
0.732,1.432,-0.481,1
1.412,1.31,-0.515,1
2.528,0.882,-0.241,1
0.536,1.808,-0.623,1
0.359,1.917,1.346,1
0.594,0.942,-0.477,1
0.396,-0.54,0.5,1
0.336,1.634,1.03,1
1.513,1.471,-0.451,1
0.951,1.058,1.043,1
0.334,-0.651,-0.394,1
0.884,1.215,-0.349,1
0.648,2.168,-0.728,1
0.526,1.195,1.876,1
0.172,-0.439,1.005,1
0.576,0.82,0,1
0.842,-0.622,1.512,1
0.479,-0.925,-0.387,1
-0.297,1.205,0,1
2.897,0.567,0.831,1
0.574,2.314,0,1
1.333,1.261,-0.565,1
0.422,1.517,0.961,1
0.827,0.986,-0.473,1
0.603,1.006,-0.831,1
0.765,2.161,-0.94,1
0.892,1.384,-0.652,1
0.757,1.021,-0.579,1
0.44,1.01,0.719,1
1.065,1.27,0,1
3.149,0.85,-0.389,1
0.79,-0.547,-0.257,1
0.661,1.153,1.191,1
0.605,0.873,-0.751,1
0.9,2.319,-0.814,1
1.231,-0.436,1.254,1
1.346,0.365,0.839,1
0.611,-0.446,0.477,1
1.13,1.29,-0.74,1
1.074,1.111,-0.805,1
1.325,0.701,-0.457,1
0.655,0,0,1
1.209,0.716,0.837,1
1.668,-0.369,-0.138,1
1.094,-0.935,1.467,1
0.468,0.825,-0.558,1
1.035,0.84,0,1
1.532,0.86,-0.244,1
0.483,1.404,1.526,1
2.161,1.08,-0.375,1
0.832,1.274,0.872,1
1.231,1.386,-0.735,1
1.187,1.122,0.604,1
2.86,1.081,-0.321,1
0.577,1.784,-1.143,1
2.381,-0.348,0.221,1
0.603,2.053,1.019,1
0.8,0.957,0.873,1
0.486,1.553,-0.668,1
0.954,1.696,-0.645,1
0.727,1.739,-0.781,1
0.38,0.714,0.69,1
0.617,1.657,0,1
1.666,1.471,-0.607,1
0.592,-0.555,0.367,1
0.802,1.568,-0.936,1
0.51,1.266,1.975,1
1.201,1.41,0.764,1
1.935,-0.473,-0.183,1
1.075,1.744,1.669,1
0.768,1.657,-0.414,1
0.705,1.585,-0.878,1
1.176,0.714,0,1
1.026,1.809,1.525,1
0.705,1.27,0.92,1
0.588,1.854,0,1
0.808,-0.511,-0.38,1
0.635,0.453,0.944,1
0.592,1.247,1.999,1
0.909,-0.531,-0.226,1
0.774,1.417,0,1
1.259,-0.585,-0.268,1
0.357,1.133,-0.724,1
0.77,0.881,-0.4,1
0.962,-0.78,1.386,1
0.691,0.941,0.758,1
0.458,1.602,1.481,1
0.722,-0.604,-0.236,1
0.515,1.773,0,1
2.708,0.369,0.56,1
0.573,1.341,1.099,1
0.341,1.026,0,1
0.697,1.233,0.647,1
0.753,1.923,0,1
1.319,1,1.248,1
0.514,1.609,-0.794,1
0.67,-0.384,1.48,1
0.417,1.823,1.688,1
0.939,1.636,0,1
2.068,-0.297,-0.138,1
2.082,-0.401,-0.172,1
0.782,1.563,-0.553,1
0.673,1.332,-0.6,1
0.593,1.406,1.257,1
0.85,1.021,0.69,1
0.768,1.657,-0.414,1
1.129,-0.542,1.27,1
2.368,0.752,-0.291,1
1.048,1.328,-0.969,1
2.465,0.761,-0.31,1
1.791,0.277,-0.263,1
0.733,0.343,1.266,1
0.508,-0.698,0,1
-0.648,-0.693,0.832,1
1.086,0.933,1.105,1
0.419,1.248,1.47,1
0.62,0.949,0,1
0.465,0.635,0,1
0.506,0.837,0,1
1.134,-0.838,1.005,1
0.746,-0.393,1.21,1
0.545,1.286,0.849,1
0.759,1.077,0.982,1
1.464,0.546,1.342,1
0.613,1.183,0,1
0.625,0.618,0.273,1
-0.256,-0.954,0,1
0.584,1.044,1.251,1
1.527,-0.418,-0.15,1
1.651,0.625,-0.207,1
3.296,0.722,0.378,1
0.299,1.123,1.037,1
0.514,0.766,0.643,1
0.441,0.757,0,1
-0.751,-0.583,1.304,1
1.678,0.932,0.726,1
0.796,1.752,0,1
0.555,1.481,1.495,1
1.231,-0.798,0.623,1
2.154,0.836,1.02,1
1.054,-0.724,1.77,1
2.201,1.27,-0.276,1
0.909,0.848,-0.23,1
0.615,-0.682,0.457,1
0.712,1.91,-0.908,1
1.131,1.918,0,1
1.212,0.432,0.239,1
0.471,2.121,-0.681,1
1.168,-0.494,-0.229,1
0.949,-0.418,1.071,1
0.601,0.993,1.2,1
0.653,1.07,1.297,1
0.367,1.789,1.503,1
0.482,-0.875,0,1
0.555,1.481,1.496,1
0.661,-0.789,1.02,1
0.654,0.404,0.873,1
0.414,-0.634,0.34,1
1.93,1.343,-0.285,1
0.517,0.888,1.952,1
0.971,1.085,0,1
0.522,1.744,0,1
0.701,1.669,1.539,1
1.352,0.861,0.854,1
0.587,1.021,0,1
3.092,0.693,-0.255,1
1.348,1.562,-0.498,1
0.978,2.218,-1.008,1
1.967,0.986,-0.323,1
0.544,0.468,1.522,1
0.604,0.896,0.547,1
1.574,0.381,0,1
1.5,0.959,0.989,1
0.832,2.286,-0.76,1
1.414,-0.299,-0.313,1
0.702,1.858,0,1
0.47,0.597,-0.789,1
-0.25,1.539,-1.184,1
0.566,-0.499,-0.534,1
0.56,0.949,1.396,1
0.757,0.757,1.26,1
0.543,1.316,0,1
0.177,0.714,-0.937,1
0.187,0.863,-0.569,1
0.425,1.008,-0.408,1
0.719,0,0,1
0.526,1.262,0,1
0.487,0.693,0,1
1.429,1.151,-0.472,1
0.343,-0.823,2.113,1
1.4,1.303,-0.455,1
0.896,0.769,0,1
0.509,1.578,-0.978,1
0.921,1.018,0,1
0.924,-0.625,1.592,1
0.689,-0.736,0,1
0.695,-0.786,0,1
0.624,1.151,0.627,1
1.134,0.838,1.005,1
2.493,1.169,-0.355,1
0.627,0.294,0.915,1
1.149,0.662,1.499,1
0.671,1.258,1.718,1
2.706,0.903,-0.32,1
1.846,1.53,-0.462,1
0.454,0.713,0.72,1
0.46,0.906,0.501,1
3.172,0.623,0.39,1
0.732,1.698,0.843,1
0.953,1.066,0.639,1
0.357,2.419,-0.677,1
0.709,1.706,-0.58,1
0.807,-0.724,0.521,1
1.043,1.127,1.375,1
0.966,-0.458,0.4,1
0.659,1.769,-0.693,1
0.938,-0.78,0.96,1
0.534,-0.799,0,1
0.985,1.072,1.783,1
0.623,2.13,-0.793,1
1.119,-0.864,0,1
0.672,2.422,-1.051,1
1.249,-0.451,-0.173,1
0.685,-0.687,0.477,1
0.731,1.308,-0.537,1
1.016,1.009,-0.356,1
0.627,2.079,-0.564,1
0.709,1.3,-0.721,1
0.817,-0.679,-0.684,1
0.596,2.123,-0.553,1
1.093,0.697,-0.376,1
0.707,-0.562,0,1
-0.438,-0.886,0,1
2.367,0.751,-0.291,1
0.43,1.484,1.698,1
0.882,1.149,0.78,1
0.714,0.972,-0.63,1
0.715,0.846,0,1
1.257,1.406,0,1
1.331,-0.545,-0.263,1
1.68,0.633,-0.2,1
0.815,1.28,1.95,1
0.599,0.893,-0.462,1
0.349,1.579,-1.115,1
2.247,1.177,-0.411,1
0.342,1.911,-1.145,1
1.072,1.088,0.91,1
1.09,1.114,0.729,1
-0.74,-0.529,-0.319,1
2.314,0.646,0.835,1
0.391,1.141,-0.683,1
0.623,-0.671,2.141,1
0.451,0.832,0,1
0.776,1.646,0,1
1.413,-0.653,-0.275,1
0.789,1.781,-0.602,1
0.733,-0.343,1.266,1
0.559,1.421,1.516,1
0.462,1.562,1.704,1
