@relation phoneme

@attribute Ao numeric
@attribute Dcl numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.802,2.23,-0.659,1
1.188,2.135,-0.667,1
1.331,2.092,-0.545,1
0.644,3.005,-0.542,1
0.385,1.589,1.504,1
2.312,1.531,-0.381,1
2.897,-0.553,0.567,1
-0.397,0.703,-0.743,1
0.535,1.803,1.079,1
0.656,1.949,1.496,1
0.481,1.122,-1.007,1
0.486,0.528,1.473,1
2.31,1.406,0.748,1
0.772,1.949,1.827,1
1.043,1.193,2.294,1
0.749,2.928,0.986,1
0.478,0.762,0,1
0.671,1.581,1.095,1
0.695,1.079,1.107,1
0.472,0.772,0.685,1
0.487,0.289,0.693,1
0.754,1.966,0.915,1
0.46,2.157,0.906,1
1.059,1.928,-0.874,1
0.522,0.97,2.073,1
1.215,0.822,0.415,1
0.538,0.551,1.29,1
0.303,0.59,1.548,1
2.206,1.501,-0.407,1
0.309,0.63,1.796,1
1.104,1.705,1.35,1
0.661,0.363,0.649,1
0.731,1.058,1.347,1
1.413,2.371,-0.653,1
2.402,1.721,-0.458,1
0.842,1.864,-0.622,1
0.719,1.221,0,1
0.722,2.709,-0.604,1
2.046,0.955,1.252,1
0.672,1.092,1.526,1
0.443,1.584,-0.536,1
2.707,0.894,0.903,1
0.66,2.966,-0.691,1
0.426,0.948,0.71,1
0.527,1.608,1.904,1
0.765,0.736,1.373,1
0.932,1.388,-0.707,1
0.705,0.671,1.585,1
0.598,1.717,0.635,1
2.236,-0.452,-0.132,1
0.41,1.943,-0.497,1
0.718,0.778,1.253,1
2.829,0.701,1.401,1
0.544,0.439,1.434,1
1.4,1.587,1.303,1
0.422,0.393,1.4,1
1.284,2.266,1.508,1
0.771,0.837,1.89,1
0.51,1.018,1.576,1
0.892,1.488,1.384,1
0.328,1.847,0.751,1
-0.391,-0.537,-0.685,1
1.043,1.901,1.127,1
0.809,0.806,0.954,1
0.635,0.252,0.453,1
0.538,1.261,0.777,1
1.229,0.921,0.608,1
0.431,1.293,1.326,1
2.094,1.311,0.607,1
1.233,2.288,0.942,1
0.584,1.866,1.532,1
1.2,1.679,1.386,1
2.812,0.757,0.495,1
0.581,2.032,1.122,1
0.74,0.345,1.219,1
0.674,1.197,-0.9,1
0.48,1.833,1.151,1
0.891,0.891,2.313,1
0.884,1.435,1.215,1
0.854,1.671,0.779,1
0.297,0.561,1.412,1
0.734,0.685,1.698,1
0.511,0.279,0.573,1
1.054,1.336,0.808,1
1.119,1.644,-0.634,1
0.336,0.767,-0.21,1
1.323,-1.087,-0.618,1
0.352,0.808,1.879,1
1.08,0.845,2.245,1
0.953,2.482,1.212,1
0.956,0.749,1.758,1
3.148,1.502,0.533,1
1.13,2.504,-0.678,1
1.226,0.86,1.086,1
1.042,2.617,-0.728,1
0.62,1.236,-0.518,1
1.011,0.624,1.292,1
1.688,0.593,0.627,1
1.118,2.514,1.132,1
0.293,0.883,-0.332,1
0.554,0.714,2.295,1
1.069,1.007,2.259,1
0.526,0.524,1.262,1
0.618,1.494,0.633,1
0.582,0.581,1.101,1
1.464,1.335,0.546,1
1.935,1.325,-0.473,1
0.349,0.624,1.579,1
1.709,1.006,0.695,1
0.714,0.898,1.607,1
0.797,1.295,1.68,1
1.146,1.123,2.144,1
1.167,1.552,-0.516,1
0.535,0.665,1.348,1
0.72,0.442,1.172,1
0.807,2.059,-0.724,1
1.093,2.39,-0.687,1
0.577,0.988,1.104,1
1.268,0.739,0.863,1
0.973,1.448,0.678,1
0.729,0.666,1.338,1
0.566,2.063,1.201,1
0.704,0.758,1.268,1
0.724,1.25,1.292,1
0.753,-0.972,1.907,1
0.734,0.887,-0.34,1
1.301,0.931,1.889,1
0.709,2.382,-0.877,1
1.005,1.486,0.892,1
2.231,1.364,1.144,1
0.433,0.631,2.096,1
2.811,0.758,0.495,1
0.863,1.979,-0.496,1
0.905,2.106,1.777,1
0.378,0.766,0.692,1
1.226,1.88,1.044,1
0.605,1.869,1.409,1
0.758,0.7,1.06,1
0.568,0.883,0.887,1
0.506,0.833,0.837,1
1.265,2.349,-0.651,1
0.256,-0.164,0.891,1
0.405,1.611,0.681,1
0.876,1.788,-0.853,1
0.931,2.156,0.902,1
0.474,0.548,0.996,1
0.462,1.551,1.562,1
-0.298,-0.509,-1.084,1
1.807,1.98,-0.398,1
0.501,-0.531,-1.14,1
1.249,1.456,-0.451,1
0.976,2.743,-0.786,1
1.237,1.356,0.992,1
0.754,1.926,1.265,1
0.449,2.054,0.936,1
0.711,1.794,1.127,1
1.938,0.812,1.274,1
1.279,-0.573,-0.331,1
0.567,0.709,0.957,1
0.468,0.906,0.825,1
1.655,1.1,0.458,1
0.51,1.109,1.566,1
1.17,1.464,1.012,1
0.562,0.59,1.387,1
1.619,1.684,-0.428,1
0.286,0.689,0.449,1
0.527,0.821,1.185,1
0.909,2.019,-0.531,1
1.231,1.499,-0.436,1
1.093,1.336,0.697,1
0.843,1.965,0.939,1
1.044,1.083,-0.775,1
1.871,0.637,0.378,1
0.514,-0.887,1.609,1
0.648,0.364,1.123,1
0.685,0.936,2.078,1
1.302,1.472,-0.408,1
0.813,1.844,0.772,1
1.101,2.179,-0.672,1
1.809,0.869,0.456,1
1.63,1.856,1.155,1
0.523,0.517,1.435,1
0.774,0.772,1.417,1
1.726,1.747,0.696,1
1.276,1.749,1.478,1
0.687,0.823,1.845,1
0.559,1.321,1.421,1
0.599,0.826,1.92,1
1.053,0.731,0.57,1
0.819,2.246,1.016,1
0.534,0.383,1.363,1
1.075,0.915,1.744,1
1.367,1.504,-0.44,1
0.555,1.311,1.481,1
0.419,1.9,1.248,1
0.725,2.656,1.374,1
0.794,2.317,0.913,1
0.342,0.758,1.911,1
1.054,1.372,-0.724,1
1.368,1.608,0.783,1
1.632,1.455,0.562,1
0.878,0.548,1.898,1
0.82,0.63,1.777,1
0.425,1.9,1.008,1
3.092,1.04,0.693,1
0.807,1.508,1.552,1
0.847,1.561,2.785,1
2.514,0.865,0.812,1
2.421,1.189,0.572,1
0.816,1.133,1.041,1
0.542,1.528,0.834,1
2.528,1.186,0.882,1
0.675,0.405,-0.755,1
0.693,0.294,0.912,1
0.87,-1.3,0.649,1
1.848,1.467,0.741,1
0.596,1.601,1.204,1
0.418,2.13,0.91,1
1.016,0.8,1.009,1
0.486,0.788,1.553,1
0.58,1.723,1.108,1
1.93,1.45,1.343,1
2.573,1.102,0.344,1
-0.648,2.077,-0.693,1
0.452,0.519,0.462,1
0.673,1.025,1.332,1
2.368,1.053,0.752,1
0.576,0.342,0.83,1
1.008,2.523,-0.625,1
0.611,0.498,1.293,1
0.635,1.424,1.116,1
2.328,-0.422,-0.148,1
1.279,1.977,-0.533,1
0.425,0.699,1.953,1
2.03,0.841,-0.264,1
0.582,0.517,-0.638,1
0.514,0.733,0.725,1
2.493,1.148,1.169,1
-0.363,-0.401,1.3,1
0.781,2.473,-0.787,1
0.724,2.633,1.233,1
1.299,1.945,0.86,1
0.656,0.838,2.117,1
0.731,1.465,1.308,1
0.602,0.686,2.131,1
0.471,0.873,2.121,1
0.764,2.141,-0.605,1
1.789,1.276,1.406,1
0.676,1.059,0.924,1
1.578,1.248,-0.353,1
0.724,0.292,0.52,1
0.465,0.749,0.635,1
3.296,-0.554,0.722,1
0.809,2.106,-0.604,1
0.555,0.595,1.213,1
2.496,1.039,0.798,1
0.334,2.258,-0.651,1
0.81,0.888,1.628,1
0.594,2.011,-0.693,1
0.813,1.771,1.27,1
0.767,1.296,1.229,1
0.788,0.52,1.231,1
1,0.65,1.428,1
2.302,1.197,0.369,1
1.13,0.75,1.29,1
0.502,0.868,0.864,1
0.965,0.75,0.638,1
2.644,0.805,0.394,1
0.592,1.338,1.247,1
0.7,0.858,1.292,1
2.978,-0.561,1.06,1
0.642,1.59,0.778,1
0.652,0.695,-0.969,1
0.527,0.407,1.66,1
1.193,1.433,1.55,1
0.255,2.422,-0.667,1
1.678,0.559,0.668,1
0.654,0.257,0.404,1
1.167,1.752,-0.494,1
-0.438,-0.816,-0.886,1
0.685,1.928,1.896,1
0.978,-0.604,2.218,1
0.556,0.522,1.111,1
0.821,1.077,1.064,1
0.953,1.54,1.066,1
0.655,1.833,1.735,1
1.213,0.769,1.048,1
1.352,1.66,0.861,1
0.653,1.828,1.07,1
0.675,1.915,1.532,1
0.532,0.652,1.32,1
0.574,1.057,2.314,1
1.277,2.454,-0.761,1
0.711,2.162,0.79,1
0.749,2.933,-0.97,1
2.523,0.772,0.863,1
0.75,2.305,1.019,1
0.619,0.902,1.714,1
2.202,1.692,0.436,1
0.545,0.349,1.286,1
0.99,1.292,0.833,1
0.697,0.709,1.227,1
0.502,1.452,1.496,1
2.734,0.668,0.416,1
1.592,0.943,1.732,1
0.911,1.096,1.985,1
1.079,1.385,1.109,1
0.852,2.056,-0.463,1
2.65,1.256,0.584,1
1.348,1.521,1.562,1
-0.709,-1.258,-1.135,1
0.686,1.129,1.911,1
0.861,0.683,1.026,1
2.465,0.634,0.761,1
1.086,2.021,0.933,1
2.407,1.776,0.749,1
0.791,0.893,1.416,1
1.257,2.31,1.406,1
0.351,-0.866,1.614,1
0.435,0.763,0.792,1
0.61,0.755,0.864,1
0.542,0.738,0.954,1
2.347,1.606,-0.317,1
2.479,-0.455,1.436,1
0.852,0.534,1.811,1
0.43,1.707,1.484,1
0.536,0.941,1.808,1
0.636,0.753,1.258,1
0.715,1.059,0.849,1
0.596,0.65,2.123,1
0.837,1.659,0.895,1
1.061,2.321,1.546,1
1.035,0.613,0.808,1
2.365,-0.493,-0.183,1
0.555,1.311,1.481,1
0.853,2.321,0.792,1
0.697,1.807,1.233,1
0.511,1.162,-0.406,1
0.626,0.914,2.22,1
1.435,1.551,-0.378,1
0.571,0.31,1.106,1
0.733,0.89,0.343,1
0.583,1.946,0.937,1
0.9,2.517,-0.649,1
0.708,1.151,1.517,1
0.625,1.634,0.618,1
0.517,1.49,0.888,1
0.519,0.76,1.611,1
0.629,0.293,0.74,1
0.593,1.714,1.154,1
0.788,1.702,2.166,1
0.336,0.652,1.634,1
2.615,1.061,0.653,1
2.578,-0.598,0.433,1
0.951,2.084,1.058,1
0.827,0.475,1.191,1
1.664,1.233,-0.71,1
0.758,1.516,1.905,1
0.99,1.566,0.904,1
0.827,0.947,1.827,1
2.27,1.651,0.636,1
0.593,1.924,1.406,1
0.458,0.662,1.811,1
0.613,1.14,1.183,1
0.939,0.865,1.636,1
0.854,0.867,0.584,1
0.504,2.298,0.889,1
0.421,-0.247,1.066,1
0.927,1.783,1.192,1
0.603,1.704,0.636,1
0.475,1.736,1.339,1
0.861,0.785,2.039,1
1.029,1.582,0.89,1
1.079,2.209,-0.673,1
0.885,1.552,-0.425,1
0.598,1.717,0.636,1
0.592,2.047,-0.555,1
0.705,0.759,1.27,1
0.984,0.623,0.73,1
0.812,2.462,-0.564,1
2.847,0.928,0.438,1
0.158,0.101,0.547,1
0.769,1.214,0.71,1
0.546,1.548,1.737,1
0.263,0.868,0.476,1
0.655,1.024,0,1
2.694,-0.586,1.585,1
1.967,1.315,0.986,1
1.113,1.751,1.019,1
1.256,1.727,0.884,1
0.551,0.647,1.204,1
1.66,1.282,-0.371,1
0.307,0.415,1.045,1
0.86,1.686,0.658,1
0.402,0.264,-0.23,1
1.47,1.261,-0.437,1
0.591,1.458,0.632,1
0.917,-0.659,2.233,1
1.256,1.688,2.351,1
0.895,1.831,-0.673,1
1.06,0.93,2.435,1
0.849,1.679,-0.609,1
1.203,1.834,0.804,1
0.85,2.082,1.021,1
0.214,0.237,0.45,1
0.605,0.837,0.873,1
0.585,1.525,0.809,1
1.051,1.546,1.689,1
1.508,0.87,1.312,1
0.75,1.83,2.181,1
0.816,1.927,-0.591,1
0.58,0.978,2.097,1
1.085,2.155,-0.596,1
0.802,1.001,1.568,1
0.548,1.694,1.319,1
0.679,0.923,1.823,1
0.973,1.521,1.282,1
1.502,2.495,-0.692,1
2.622,0.749,0.834,1
1.641,1.936,-0.367,1
0.378,1.059,-0.398,1
0.624,1.504,1.151,1
1.765,1.763,-0.355,1
1.09,2.044,1.063,1
1.247,2.436,-0.623,1
0.984,1.695,-1.032,1
0.656,1.835,1.737,1
0.497,0.8,1.743,1
0.625,1.634,0.618,1
0.515,0.665,1.668,1
1.171,2.48,0.947,1
0.731,0.957,1.803,1
0.812,2.105,0.852,1
0.391,1.954,1.141,1
0.697,0.322,0.579,1
0.451,0.87,0.832,1
0.633,2.839,-0.626,1
0.474,2.067,0.75,1
1.029,2.142,1.26,1
1.382,1.907,0.706,1
2.209,0.967,-0.361,1
0.795,1.715,0.884,1
0.798,1.154,2.06,1
0.801,2.391,-0.743,1
0.51,1.476,-1.004,1
0.394,0.731,2.066,1
0.991,0.508,1.083,1
0.629,2.321,-0.719,1
0.468,1.136,-1.116,1
2.88,0.945,0.65,1
0.747,1.72,0.953,1
0.678,1.223,1.745,1
0.398,0.533,1.72,1
0.308,0.613,1.503,1
-0.25,-0.445,1.539,1
0.416,1.871,1.073,1
1.201,1.998,0.768,1
0.876,0.9,1.509,1
0.752,1.637,1.324,1
1.136,2.694,-0.661,1
0.699,0.419,1.115,1
2.779,1.315,0.605,1
0.335,-1.057,1.496,1
0.558,0.412,1.417,1
0.796,1.385,1.726,1
0.499,2.231,0.939,1
2.603,0.912,0.986,1
2.525,1.24,-0.326,1
0.51,0.812,1.442,1
2.821,1.234,0.699,1
0.462,0.877,1.248,1
0.815,2.557,-0.502,1
0.847,1.805,2.094,1
0.714,1.35,0.972,1
2.154,1.28,0.836,1
0.532,0.866,1.36,1
1.132,1.895,-0.601,1
0.665,0.361,1.111,1
3.02,1.304,0.677,1
0.19,-0.186,-0.344,1
-0.297,-0.468,1.205,1
2.03,0.841,-0.264,1
2.314,1.457,0.646,1
2.574,2.009,-0.413,1
1.512,0.929,0.469,1
0.702,0.859,1.858,1
1.215,1.535,-0.318,1
0.859,2.111,1.339,1
0.699,0.836,2.133,1
0.824,2.081,-0.602,1
1.532,1.984,0.86,1
0.697,0.322,0.579,1
0.502,1.841,0.783,1
0.627,0.454,0.294,1
2.617,1.061,0.653,1
0.654,0.257,0.404,1
0.427,0.643,1.374,1
1.09,2.044,1.063,1
0.6,1.39,1.399,1
0.937,1.285,1.256,1
0.51,0.977,1.266,1
2.076,0.841,1.383,1
0.408,1.901,-0.56,1
0.488,1.665,2.657,1
0.772,0.327,1.13,1
1.231,0.761,1.386,1
0.374,0.269,0.482,1
1.094,2.292,1.109,1
1.289,2.224,1.191,1
1.214,0.8,1.077,1
0.517,0.866,1.565,1
0.61,0.518,0.791,1
0.617,0.883,1.338,1
0.949,0.954,0.603,1
0.497,0.8,1.743,1
2.468,1.182,0.83,1
0.522,0.881,1.744,1
0.611,2.199,0.807,1
1.929,1.524,-0.3,1
1.223,1.633,1.285,1
1.094,1.433,-0.935,1
0.596,0.65,2.122,1
1.229,1.472,1.902,1
0.551,1.518,0.914,1
0.458,0.449,-0.51,1
1.426,1.665,-0.464,1
1.068,1.811,0.515,1
1.187,0.829,1.122,1
0.42,0.923,-0.357,1
0.64,0.936,2.099,1
-0.256,-0.448,-0.954,1
1.253,2.338,-0.668,1
1.911,1.588,-0.271,1
1.822,-0.428,-0.452,1
0.341,0.592,1.026,1
1.414,1.483,-0.299,1
-0.563,-1.041,-0.916,1
1.391,1.712,2.097,1
0.659,1.536,1.769,1
0.744,0.912,2.221,1
0.177,-0.167,0.714,1
0.567,0.905,1.194,1
0.846,2.121,1.537,1
0.392,0.477,1.763,1
0.435,1.759,0.743,1
0.809,0.511,1.196,1
0.76,0.937,-0.404,1
0.903,1.661,0.648,1
1.519,1.315,0.766,1
0.719,0.413,1.061,1
1.285,1.167,0.435,1
0.533,0.693,1.327,1
0.99,1.752,0.943,1
2.708,-0.576,0.369,1
0.613,1.414,0.62,1
0.543,0.212,1.125,1
1.527,1.842,-0.418,1
1.263,0.836,0.971,1
1.218,1.497,0.859,1
0.687,1.305,1.694,1
2.627,1.902,-0.469,1
0.292,0.594,1.273,1
0.802,1.485,-0.791,1
0.602,2.488,-0.748,1
0.451,0.767,2.514,1
0.742,1.648,1.419,1
0.712,1.286,0.826,1
0.483,1.901,1.404,1
0.601,0.681,0.993,1
0.505,0.473,1.348,1
2.109,1.791,-0.419,1
0.62,1.462,0.949,1
0.684,0.57,2.185,1
0.534,2.077,-0.799,1
0.793,-0.519,1.583,1
0.263,0.266,-0.386,1
1.538,1.081,-0.549,1
0.599,0.826,1.921,1
1.449,1.806,-0.52,1
1.105,2.39,-0.658,1
0.9,0.781,2.319,1
0.699,0.514,0.797,1
0.86,1.755,0.993,1
0.172,0.165,-0.439,1
0.753,0.951,1.923,1
1.331,2.356,0.887,1
0.984,1.417,1.034,1
0.511,1.018,1.577,1
0.398,0.845,2.126,1
0.399,0.524,1.404,1
2.453,2.164,-0.4,1
0.484,-0.573,-1.097,1
0.692,0.303,0.712,1
1.555,2.311,-0.56,1
1.554,2.102,-0.409,1
0.676,3.044,-0.554,1
0.785,1.7,1.012,1
0.654,1.664,0.789,1
0.563,0.768,1.569,1
1.016,1.186,2.047,1
0.808,1.355,-0.511,1
0.808,0.61,0.932,1
0.844,1.007,2.52,1
-0.237,-0.372,1.003,1
1.316,1.722,0.669,1
0.543,0.622,1.316,1
0.593,1.381,1.936,1
0.711,1.002,1.138,1
0.596,2.27,0.923,1
1.52,1.042,1.115,1
0.732,0.356,1.236,1
0.907,1.464,-0.617,1
0.496,1.401,1.696,1
2.717,1.521,-0.364,1
1.037,0.547,0.772,1
0.219,1.588,0.873,1
1.791,-0.416,0.277,1
0.411,0.654,1.529,1
0.698,2.216,0.741,1
0.526,1.47,1.195,1
0.8,0.792,0.957,1
1.199,1.959,1.051,1
0.881,0.792,2.501,1
1.177,1.718,-0.463,1
0.372,0.458,0.579,1
1.414,1.1,1.857,1
0.464,0.533,0.801,1
1.152,0.964,1.276,1
0.648,1.572,2.168,1
0.701,1.966,1.669,1
0.707,1.457,-0.562,1
0.363,1.871,2.417,1
0.742,1.263,1.047,1
0.532,0.697,1.884,1
1.124,0.888,1.904,1
0.822,0.849,0.806,1
0.614,0.629,0.449,1
0.442,1.683,1.071,1
0.931,1.287,1.046,1
0.803,1.946,-0.764,1
0.417,0.705,1.823,1
0.772,2.184,-0.608,1
0.658,1.639,0.851,1
0.497,1.054,1.099,1
0.457,1.714,1.058,1
0.908,2.019,-0.531,1
0.815,1.529,1.28,1
0.752,2.025,-0.604,1
0.698,2.216,0.741,1
1.932,2.113,-0.448,1
1.325,1.531,0.701,1
2.082,0.905,0.603,1
1.572,1.564,1.509,1
0.722,1.57,-0.392,1
1.16,0.798,0.896,1
2.329,0.972,0.7,1
0.412,0.37,1.379,1
2.242,1.602,0.587,1
0.779,0.901,1.357,1
-1.082,1.528,-0.873,1
0.832,0.727,2.286,1
0.757,1.331,0.757,1
0.257,1.625,0.905,1
0.542,1.612,1.853,1
0.501,0.939,0.882,1
1.264,2.397,-0.485,1
0.615,1.981,-0.682,1
0.719,1.372,1.245,1
0.679,2.17,-0.68,1
0.565,1.153,0.918,1
1.91,1.583,0.563,1
2.352,1.289,-0.325,1
1.044,1.513,1.037,1
2.145,-0.562,-0.228,1
1.042,0.604,1.051,1
1.292,0.89,0.819,1
0.724,1.211,1.293,1
1.93,0.803,1.596,1
0.414,1.982,-0.634,1
0.65,1.206,1.528,1
1.319,1.76,1,1
2.097,1.249,0.781,1
0.558,0.638,1.559,1
1.433,2.092,-0.415,1
0.709,2.144,1.706,1
2.852,0.805,-0.284,1
1.668,1.742,-0.369,1
0.67,1.582,-0.831,1
2.762,1.049,-0.25,1
0.442,2.201,1.255,1
0.349,1.832,1.081,1
1.392,1.215,0.476,1
0.822,2.42,1.258,1
0.909,1.041,0.848,1
0.402,0.892,0.635,1
0.81,0.796,0.968,1
0.712,0.741,1.91,1
0.695,1.079,1.63,1
0.68,1.173,1.552,1
0.991,1.616,0.869,1
0.661,2.416,-0.789,1
0.726,0.866,1.448,1
0.593,2.116,1.026,1
1.666,1.496,1.471,1
0.376,0.622,1.729,1
0.837,1.422,0.916,1
0.854,1.671,-0.779,1
0.585,0.907,2.188,1
0.721,1.903,1.228,1
2.657,-0.51,0.449,1
0.424,0.782,2.001,1
0.602,0.686,2.131,1
2.68,0.947,0.763,1
0.376,0.637,1.861,1
0.551,1.96,1.163,1
1.849,-0.384,-0.181,1
2.43,1.251,0.542,1
0.648,0.388,1.075,1
0.474,1.643,2.735,1
1.08,1.333,-1.124,1
0.625,0.666,0.87,1
0.666,0.749,-0.366,1
0.882,1.195,1.149,1
1.981,1.185,0.856,1
0.715,0.427,0.846,1
0.746,1.31,1.934,1
0.565,1.723,1.149,1
0.682,1.767,1.165,1
0.471,2.017,0.907,1
0.971,0.89,1.085,1
0.603,2.147,1.006,1
0.94,1.637,-0.982,1
0.953,1.54,1.066,1
1.048,1.192,1.328,1
0.495,1.153,1.905,1
0.392,0.77,0.966,1
0.575,0.967,0.943,1
1.673,-0.402,-0.351,1
0.947,2.06,-0.911,1
0.609,1.516,0.618,1
0.642,1.454,1.281,1
0.776,0.783,1.646,1
0.332,0.424,-0.699,1
0.593,1.177,0.805,1
0.623,1.68,-0.671,1
0.811,0.818,0.821,1
1.904,1.168,-0.309,1
0.965,0.751,0.638,1
0.518,0.22,0.999,1
0.526,1.648,1.108,1
0.293,0.61,1.27,1
0.727,1.122,1.739,1
0.626,2.667,0.974,1
0.546,0.624,1.11,1
0.317,0.71,1.238,1
0.187,1.576,0.863,1
2.168,0.714,0.84,1
1.68,0.577,0.633,1
0.964,1.656,-0.753,1
0.555,2.047,1.247,1
0.893,1.488,1.385,1
1.005,0.773,1.871,1
2.613,2.02,-0.406,1
1.623,1.774,0.726,1
0.434,1.216,1.443,1
0.408,0.771,0.75,1
0.491,1.761,0.847,1
0.553,0.725,1.927,1
1.688,-0.517,-0.256,1
1.556,2.208,-0.526,1
0.445,0.879,0.87,1
0.52,1.071,2.105,1
1.232,1.665,2.405,1
0.635,0.881,1.262,1
0.509,0.828,0.749,1
1.215,1.091,0.409,1
-0.335,-0.82,-1.28,1
1.076,2.289,0.786,1
0.89,2.556,-0.668,1
2.4,2.177,-0.387,1
2.412,1.066,1.286,1
0.436,0.52,1.207,1
2.776,1.053,0.474,1
1.8,0.877,1.553,1
0.871,1.992,-0.54,1
0.362,0.693,1.387,1
0.452,0.574,1.57,1
2.201,1.476,1.27,1
1.392,1.044,-0.629,1
1.958,0.902,0.615,1
0.277,0.686,-0.248,1
0.576,0.718,0.945,1
1.478,1.244,0.845,1
0.985,1.8,-0.563,1
1.904,1.168,-0.309,1
0.698,2.078,-0.483,1
0.56,1.008,0.828,1
0.434,0.746,0,1
0.674,0.745,2.252,1
0.753,2.195,-0.547,1
0.517,0.332,0.829,1
0.443,0.752,2.5,1
0.754,1.927,1.265,1
1.666,1.935,1.431,1
0.673,1.563,1.307,1
0.401,1.882,1.017,1
-0.263,-0.581,-0.581,1
1.333,1.895,-0.562,1
0.514,0.864,0.766,1
-0.286,-0.585,1.797,1
0.557,0.742,-1.242,1
0.821,1.667,0.89,1
0.499,1.35,1.557,1
0.351,0.358,1.423,1
0.964,2.085,1.071,1
1.384,1.891,0.778,1
0.44,1.951,1.01,1
1.881,1.522,1.629,1
0.331,0.468,1.11,1
0.619,0.735,0.937,1
0.521,0.79,1.135,1
0.633,2.839,-0.626,1
0.871,1.689,0.758,1
2.888,-0.527,0.836,1
0.328,1.847,0.751,1
1.005,1.607,0.835,1
1.016,1.403,0.788,1
2.223,1.258,0.713,1
0.541,1.959,1.106,1
0.965,2.056,0.958,1
1.345,1.675,0.769,1
-0.39,-0.636,1.812,1
0.659,0.765,2.197,1
2.546,1.427,0.868,1
0.526,2.424,0.918,1
0.577,0.736,1.267,1
1.43,2.477,-0.573,1
1.378,1.598,1.22,1
1.651,1.821,0.625,1
0.659,1.048,2.194,1
0.617,1.573,0.633,1
1.646,0.848,0.448,1
0.73,2.632,-0.761,1
0.874,2.555,1.074,1
0.947,0.779,1.17,1
0.357,1.891,2.419,1
0.652,1.007,1.213,1
1.201,0.711,1.41,1
0.801,0.72,1.195,1
0.483,0.456,-0.493,1
0.854,1.639,1.221,1
0.746,0.905,0.393,1
2.709,-0.576,0.369,1
0.64,0.922,1.899,1
0.511,1.136,1.042,1
0.79,2.558,-0.547,1
0.416,0.696,2.056,1
0.414,1.981,-0.633,1
1.402,1.403,-0.409,1
0.422,0.942,1.954,1
-0.599,1.496,0.806,1
0.372,1.216,1.957,1
0.378,1.122,1.364,1
0.587,1.131,0.668,1
1.231,2.523,-0.798,1
0.686,2.173,0.775,1
0.605,1.485,0.623,1
0.897,0.738,1.64,1
1.413,0.913,0.69,1
0.576,0.331,0.82,1
0.892,0.909,1.008,1
0.433,0.623,1.429,1
2.548,1.009,0.749,1
1.655,2.298,-0.528,1
1.382,1.724,1.114,1
0.531,0.696,1.883,1
0.629,0.39,0.669,1
0.55,1.112,1.995,1
2.068,1.532,-0.297,1
0.619,2.605,1.36,1
-0.497,-0.851,-0.818,1
1.065,0.664,1.27,1
0.759,0.523,1.077,1
0.733,0.89,-0.343,1
0.719,1.091,1.546,1
2.761,-0.515,1.349,1
0.598,0.394,0.602,1
1.186,1.595,1.327,1
0.837,1.527,2.826,1
0.506,1.022,0.84,1
0.515,0.739,1.773,1
0.607,1.681,0.867,1
-0.273,-0.57,1.198,1
2.48,1.712,0.655,1
2.68,0.947,0.763,1
0.546,0.415,1.385,1
0.524,0.711,-0.714,1
0.573,1.775,1.341,1
1.211,0.923,2.254,1
1.555,1.434,0.699,1
0.681,0.261,0.769,1
1.129,0.473,-0.542,1
1.986,1.835,-0.38,1
0.77,1.629,0.881,1
0.596,1.494,0.648,1
0.629,1.525,1.985,1
0.705,1.65,1.02,1
1.168,1.752,-0.494,1
0.38,0.535,1.64,1
0.757,1.124,1.021,1
0.695,0.415,-0.786,1
0.801,2.391,-0.743,1
2.082,1.781,-0.401,1
0.717,1.145,1.897,1
0.343,0.429,-0.823,1
0.896,1.072,0.937,1
0.589,2.461,0.899,1
0.594,1.195,0.942,1
0.901,1.058,1.343,1
0.797,0.594,1.179,1
0.765,-0.71,2.161,1
0.689,0.793,-0.401,1
0.881,0.803,1.905,1
2.024,0.903,0.524,1
1.131,0.581,1.918,1
1.015,0.616,1.156,1
2.242,0.645,0.684,1
1.258,1.592,1.568,1
0.443,0.755,0.65,1
0.577,0.743,1.54,1
0.395,1.444,1.722,1
1.135,1.596,-0.505,1
1.086,2.021,0.933,1
1.09,0.513,1.114,1
1.906,1.197,0.714,1
2.469,1.182,0.83,1
0.515,0.665,1.668,1
0.48,1.111,-0.947,1
-0.812,1.327,-0.465,1
2.248,1.092,0.679,1
0.896,1.934,0.769,1
1.846,0.799,1.53,1
0.724,1.742,1.007,1
1.494,1.362,1.755,1
0.523,0.539,1.885,1
0.883,0.887,0.842,1
2.061,1.372,0.577,1
0.653,2.008,0.62,1
1.409,1.394,1.683,1
1.185,0.632,0.977,1
0.534,0.854,-0.444,1
0.747,0.436,1.08,1
1.23,1.482,0.806,1
1.671,1.743,1.062,1
0.441,0.876,0.757,1
0.934,1.852,-0.615,1
0.552,0.983,1.504,1
0.359,0.756,1.917,1
1.289,1.726,1.098,1
2.373,1.464,-0.3,1
2.253,1.342,-0.457,1
0.394,1.807,1.108,1
0.635,0.518,0.514,1
1.119,2.004,-0.864,1
1.072,2.299,1.088,1
0.632,0.746,1.327,1
0.691,2.491,0.941,1
2.156,1.007,1.281,1
0.573,1.927,1.495,1
1.814,1.537,0.741,1
1.366,1.219,1.11,1
0.732,1.461,1.432,1
2.133,0.924,0.436,1
2.963,-0.437,1.227,1
0.814,1.049,1.082,1
