@relation abalone

@attribute Sex {M,F,I}
@attribute Diameter numeric
@attribute Whole_weight numeric
@attribute Shell_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
I,0.205,0.106,0.034,5
I,0.21,0.101,0.0335,5
I,0.245,0.1495,0.045,5
M,0.2,0.0915,0.03,5
I,0.225,0.1345,0.044,5
I,0.19,0.0835,0.025,5
I,0.205,0.181,0.0495,5
I,0.265,0.196,0.0585,5
I,0.18,0.073,0.0225,5
I,0.295,0.3025,0.0765,5
I,0.195,0.1065,0.0285,5
I,0.15,0.0385,0.01,5
I,0.175,0.0705,0.02,5
I,0.24,0.1575,0.0425,5
M,0.21,0.0905,0.03,5
I,0.21,0.1075,0.034,5
I,0.23,0.15,0.045,5
I,0.29,0.213,0.061,5
M,0.18,0.079,0.025,5
I,0.255,0.1985,0.053,5
I,0.21,0.0965,0.03,5
I,0.125,0.0235,0.008,5
F,0.195,0.08,0.025,5
I,0.175,0.2315,0.0705,5
I,0.215,0.0985,0.031,5
I,0.25,0.1785,0.045,5
I,0.215,0.1115,0.032,5
I,0.15,0.042,0.012,5
I,0.23,0.1375,0.0445,5
I,0.23,0.1625,0.0385,5
I,0.195,0.073,0.03,5
I,0.3,0.2855,0.077,5
I,0.15,0.0465,0.015,5
F,0.27,0.1885,0.055,5
I,0.13,0.0315,0.0125,5
I,0.26,0.18,0.055,5
M,0.135,0.0305,0.01,5
I,0.23,0.1145,0.0385,5
I,0.25,0.166,0.045,5
I,0.235,0.18,0.047,5
I,0.21,0.106,0.031,5
I,0.16,0.048,0.015,5
I,0.17,0.057,0.016,5
I,0.19,0.0865,0.025,5
I,0.19,0.086,0.025,5
I,0.225,0.1055,0.04,5
I,0.135,0.033,0.01,5
I,0.32,0.376,0.1,5
I,0.255,0.168,0.05,5
I,0.185,0.071,0.0225,5
I,0.165,0.0545,0.02,5
I,0.34,0.369,0.1015,5
I,0.255,0.2005,0.05,5
I,0.2,0.1225,0.035,5
I,0.175,0.0785,0.02,5
I,0.28,0.198,0.058,5
M,0.205,0.1165,0.03,5
I,0.19,0.099,0.03,5
I,0.13,0.1585,0.0465,5
I,0.135,0.0325,0.0095,4
I,0.2,0.0925,0.026,4
I,0.12,0.117,0.0345,4
I,0.105,0.0175,0.005,4
I,0.125,0.0265,0.0085,4
I,0.16,0.049,0.015,4
I,0.15,0.04,0.013,4
M,0.16,0.0545,0.015,4
I,0.145,0.038,0.015,4
I,0.12,0.018,0.005,4
I,0.205,0.097,0.0305,4
I,0.165,0.0515,0.036,4
M,0.125,0.024,0.005,4
I,0.17,0.0515,0.017,4
I,0.18,0.071,0.0215,4
I,0.18,0.0555,0.018,4
I,0.165,0.059,0.015,4
I,0.195,0.0725,0.021,4
I,0.13,0.029,0.008,4
I,0.13,0.029,0.0095,4
I,0.11,0.0195,0.006,4
I,0.15,0.0455,0.013,4
M,0.125,0.0245,0.008,4
I,0.205,0.118,0.0305,4
I,0.18,0.083,0.02,4
I,0.18,0.0805,0.0215,4
I,0.185,0.0655,0.02,4
I,0.27,0.196,0.064,4
I,0.15,0.042,0.015,4
I,0.095,0.0105,0.0035,4
I,0.105,0.034,0.005,4
I,0.16,0.0465,0.015,4
I,0.215,0.1185,0.042,4
I,0.145,0.036,0.011,4
I,0.195,0.095,0.026,4
I,0.21,0.1065,0.03,4
I,0.235,0.1285,0.0405,4
I,0.185,0.074,0.02,4
M,0.145,0.032,0.012,4
I,0.19,0.086,0.025,4
I,0.235,0.131,0.043,4
I,0.135,0.032,0.01,4
I,0.15,0.04,0.0105,4
M,0.18,0.0635,0.02,4
I,0.195,0.0875,0.0255,4
I,0.105,0.0145,0.005,4
I,0.205,0.0765,0.0215,4
I,0.145,0.037,0.011,4
I,0.13,0.03,0.01,4
I,0.155,0.0435,0.007,4
I,0.11,0.019,0.005,4
I,0.45,0.804,0.23,6
I,0.31,0.2805,0.0975,6
I,0.275,0.2325,0.065,6
I,0.3,0.318,0.0935,6
I,0.285,0.248,0.07,6
F,0.25,0.203,0.055,6
I,0.34,0.389,0.088,6
I,0.205,0.096,0.03,6
M,0.26,0.22,0.085,6
I,0.28,0.2235,0.055,6
I,0.275,0.257,0.0825,6
I,0.22,0.1295,0.035,6
I,0.32,0.309,0.0945,6
I,0.275,0.256,0.0755,6
I,0.285,0.2275,0.0715,6
I,0.25,0.167,0.0575,6
M,0.39,0.6595,0.1565,6
F,0.45,0.874,0.225,6
M,0.215,0.1145,0.035,6
I,0.23,0.117,0.0415,6
M,0.4,0.8085,0.35,6
I,0.27,0.2175,0.065,6
I,0.19,0.081,0.03,6
I,0.27,0.197,0.065,6
I,0.29,0.237,0.082,6
F,0.335,0.4355,0.1195,6
I,0.28,0.244,0.085,6
I,0.33,0.3685,0.102,6
I,0.295,0.252,0.066,6
I,0.225,0.1465,0.0415,6
I,0.31,0.365,0.105,6
I,0.31,0.3595,0.0915,6
I,0.33,0.413,0.096,6
M,0.27,0.219,0.07,6
I,0.325,0.394,0.106,6
I,0.3,0.304,0.0805,6
I,0.345,0.4215,0.111,6
M,0.235,0.1545,0.045,6
I,0.3,0.2885,0.0765,6
I,0.195,0.106,0.028,6
I,0.125,0.0235,0.008,6
I,0.315,0.377,0.105,6
I,0.275,0.2505,0.075,6
I,0.22,0.126,0.035,6
I,0.225,0.139,0.09,6
I,0.305,0.2625,0.09,6
I,0.21,0.097,0.03,6
F,0.4,0.545,0.1385,6
I,0.31,0.34,0.083,6
I,0.18,0.058,0.018,6
F,0.22,0.17,0.05,6
I,0.195,0.0735,0.025,6
I,0.235,0.127,0.04,6
I,0.24,0.131,0.038,6
I,0.225,0.1445,0.045,6
I,0.31,0.306,0.094,6
M,0.41,0.681,0.1835,6
F,0.475,1.1405,0.271,6
I,0.28,0.215,0.055,6
I,0.245,0.1665,0.06,6
I,0.27,0.185,0.065,6
I,0.275,0.2215,0.0615,6
I,0.215,0.128,0.04,6
M,0.2,0.096,0.03,6
I,0.315,0.33,0.08,6
I,0.24,0.187,0.05,6
I,0.19,0.0765,0.0245,6
I,0.235,0.151,0.045,6
F,0.35,0.482,0.1095,6
M,0.24,0.18,0.055,6
I,0.325,0.3245,0.106,6
I,0.265,0.196,0.0445,6
I,0.23,0.1385,0.037,6
I,0.215,0.0935,0.03,6
I,0.23,0.1245,0.038,6
I,0.24,0.2885,0.083,6
I,0.13,0.0295,0.01,6
I,0.205,0.1105,0.035,6
M,0.27,0.2225,0.075,6
I,0.305,0.328,0.082,6
M,0.19,0.0945,0.03,6
I,0.205,0.084,0.029,6
I,0.215,0.305,0.0885,6
I,0.25,0.18,0.054,6
I,0.23,0.134,0.3505,6
I,0.345,0.545,0.1305,6
I,0.38,0.4845,0.142,6
I,0.345,0.4015,0.109,6
M,0.26,0.1905,0.055,6
I,0.375,0.497,0.1295,6
M,0.385,0.64,0.1575,6
M,0.265,0.2265,0.065,6
I,0.275,0.218,0.0755,6
I,0.28,0.217,0.062,6
I,0.315,0.33,0.095,6
I,0.265,0.251,0.07,6
F,0.36,0.5915,0.127,6
I,0.255,0.172,0.06,6
I,0.35,0.4775,0.118,6
I,0.235,0.151,0.039,6
I,0.225,0.1415,0.0405,6
I,0.26,0.192,0.054,6
I,0.29,0.2575,0.086,6
I,0.31,0.3335,0.091,6
F,0.255,0.204,0.05,6
I,0.33,0.3265,0.103,6
I,0.33,0.393,0.0885,6
I,0.31,0.314,0.087,6
I,0.185,0.0925,0.025,6
I,0.24,0.133,0.041,6
I,0.29,0.2545,0.07,6
I,0.27,0.232,0.0615,6
I,0.26,0.179,0.055,6
I,0.27,0.1775,0.054,6
I,0.315,0.3625,0.093,6
I,0.345,0.4495,0.134,6
I,0.325,0.367,0.105,6
M,0.27,0.217,0.0715,6
I,0.335,0.422,0.1,6
I,0.27,0.215,0.065,6
I,0.265,0.1895,0.055,6
I,0.245,0.394,0.1125,6
I,0.24,0.163,0.048,6
I,0.195,0.092,0.0245,6
I,0.35,0.3805,0.115,6
I,0.25,0.1605,0.046,6
M,0.39,0.5215,0.131,6
I,0.31,0.279,0.088,6
I,0.25,0.1695,0.041,6
I,0.23,0.1455,0.05,6
I,0.23,0.164,0.045,6
I,0.285,0.237,0.07,6
I,0.185,0.0715,0.025,6
M,0.265,0.214,0.07,6
I,0.265,0.1785,0.054,6
I,0.325,0.342,0.105,6
I,0.34,0.3925,0.1145,6
I,0.315,0.355,0.087,6
I,0.23,0.1695,0.0505,6
I,0.215,0.1075,0.027,6
I,0.195,0.1125,0.0355,6
F,0.21,0.275,0.035,6
I,0.26,0.2,0.055,6
I,0.315,0.3435,0.09,6
F,0.3,0.2725,0.08,6
I,0.31,0.3205,0.088,6
M,0.305,0.325,0.091,6
I,0.35,0.4315,0.1175,6
I,0.29,0.312,0.086,6
I,0.325,0.309,0.098,6
I,0.275,0.2425,0.21,6
I,0.28,0.226,0.065,6
I,0.435,0.8915,0.2515,6
I,0.245,0.161,0.045,6
I,0.35,0.635,0.135,6
I,0.2,0.092,0.03,6
I,0.27,0.2155,0.0655,6
I,0.205,0.1015,0.03,6
M,0.375,0.6245,0.155,6
I,0.3,0.269,0.11,6
I,0.24,0.1525,0.043,6
I,0.27,0.2185,0.062,6
I,0.235,0.1485,0.045,6
I,0.235,0.1485,0.0425,6
I,0.33,0.411,0.098,6
I,0.3,0.277,0.082,6
I,0.35,0.366,0.11,6
F,0.35,0.46,0.1165,6
M,0.37,0.526,0.1555,6
I,0.265,0.2435,0.06,6
I,0.245,0.2015,0.053,6
I,0.3,0.253,0.075,6
I,0.275,0.238,0.07,6
I,0.315,0.3225,0.091,6
I,0.28,0.1755,0.07,6
I,0.29,0.249,0.067,6
I,0.21,0.111,0.03,6
I,0.22,0.1365,0.035,6
I,0.175,0.0615,0.019,6
I,0.285,0.2645,0.075,6
I,0.325,0.398,0.0945,6
I,0.265,0.192,0.053,6
I,0.185,0.075,0.025,6
I,0.31,0.2815,0.085,6
I,0.29,0.329,0.0825,6
I,0.325,0.4165,0.11,6
I,0.38,0.4725,0.147,6
I,0.32,0.348,0.087,6
I,0.245,0.1445,0.0505,6
I,0.17,0.0625,0.022,6
M,0.335,0.4475,0.11,6
I,0.275,0.2325,0.072,6
F,0.475,1.3695,0.335,6
I,0.19,0.083,0.027,6
I,0.255,0.1945,0.055,6
I,0.17,0.0605,0.02,6
I,0.275,0.1995,0.07,6
I,0.285,0.2545,0.0675,6
I,0.355,0.3685,0.1365,6
I,0.175,0.067,0.018,6
I,0.29,0.219,0.075,6
I,0.215,0.121,0.0405,6
I,0.28,0.221,0.0635,6
M,0.3,0.3435,0.1025,6
I,0.265,0.1735,0.056,6
I,0.22,0.1255,0.039,6
I,0.28,0.2345,0.067,6
I,0.275,0.2465,0.0775,6
M,0.2,0.1205,0.04,6
I,0.34,0.4925,0.12,6
I,0.255,0.18,0.0525,6
I,0.27,0.2155,0.063,6
I,0.27,0.1875,0.058,6
I,0.26,0.2075,0.07,6
F,0.42,0.828,0.1505,6
I,0.3,0.2985,0.075,6
I,0.265,0.18,0.06,6
I,0.25,0.1585,0.0455,6
I,0.34,0.4995,0.1185,6
I,0.23,0.127,0.0345,6
I,0.255,0.183,0.06,6
I,0.225,0.155,0.0365,6
I,0.27,0.2215,0.07,6
I,0.33,0.449,0.097,6
I,0.28,0.2735,0.085,6
I,0.14,0.046,0.0135,6
I,0.275,0.2045,0.08,6
I,0.29,0.2875,0.08,6
I,0.37,0.5335,0.1345,6
I,0.335,0.378,0.09,6
I,0.27,0.2075,0.062,6
I,0.21,0.1195,0.03,6
I,0.27,0.219,0.065,6
F,0.375,0.6065,0.15,6
M,0.475,1.3175,0.58,21
M,0.55,1.247,0.4,21
M,0.51,1.368,0.57,21
F,0.535,1.597,0.47,21
F,0.365,0.6835,0.205,21
F,0.55,1.596,0.585,21
F,0.5,1.742,0.725,21
M,0.39,0.573,0.17,21
I,0.415,0.944,0.265,21
M,0.59,1.756,0.58,21
F,0.485,1.2435,0.39,21
M,0.555,1.4385,0.465,21
M,0.58,2.0805,0.601,17
M,0.425,0.9425,0.275,17
I,0.515,1.1625,0.33,17
M,0.4,0.9325,0.3,17
F,0.44,0.9535,0.305,17
F,0.485,1.1745,0.42,17
F,0.565,1.7265,0.565,17
F,0.485,1.511,0.51,17
M,0.5,1.229,0.395,17
F,0.41,0.6345,0.215,17
M,0.465,1.035,0.385,17
I,0.465,1.0885,0.375,17
I,0.435,0.97,0.264,17
F,0.44,0.959,0.3,17
F,0.38,0.655,0.205,17
M,0.465,1.171,0.4,17
F,0.42,1.001,0.265,17
F,0.48,1.3675,0.515,17
M,0.48,1.262,0.41,17
F,0.5,1.1765,0.345,17
M,0.51,1.539,0.57,17
F,0.425,0.949,0.278,17
I,0.505,1.3315,0.435,17
F,0.505,1.3035,0.41,17
M,0.47,1.142,0.35,17
M,0.57,2.032,0.6585,17
M,0.435,0.805,0.27,17
F,0.435,0.97,0.295,17
M,0.45,0.9085,0.29,17
M,0.585,2.499,0.7,17
M,0.405,0.8505,0.315,17
M,0.425,0.7735,0.255,17
F,0.405,0.8175,0.26,17
F,0.455,0.9215,0.3,17
F,0.565,2.1995,0.885,17
M,0.435,0.996,0.325,17
F,0.55,1.7445,0.625,17
F,0.56,1.7265,0.525,17
F,0.385,0.498,0.17,17
M,0.455,1.027,0.25,17
I,0.42,0.926,0.25,17
M,0.415,0.7395,0.2645,17
M,0.54,1.347,0.415,17
I,0.46,1.278,0.37,17
M,0.485,1.62,0.485,17
F,0.43,0.775,0.235,17
M,0.475,1.0965,0.35,17
F,0.535,1.496,0.475,17
M,0.595,2.8255,0.897,17
M,0.5,1.369,0.37,17
F,0.56,1.719,0.47,17
M,0.52,1.407,0.455,17
F,0.45,0.8685,0.27,22
M,0.505,1.4455,0.435,22
F,0.395,0.64,0.245,22
F,0.525,1.779,0.55,22
M,0.54,1.844,0.585,22
M,0.42,0.7505,0.255,22
I,0.055,0.002,0.0015,1
I,0.14,0.0315,0.0105,3
I,0.12,0.021,0.014,3
I,0.175,0.0665,0.017,3
I,0.1,0.013,0.004,3
M,0.125,0.023,0.01,3
M,0.15,0.0385,0.01,3
M,0.11,0.0155,0.005,3
I,0.15,0.041,0.0125,3
I,0.13,0.0275,0.009,3
I,0.12,0.0215,0.005,3
I,0.155,0.0495,0.014,3
I,0.105,0.014,0.004,3
I,0.15,0.0375,0.011,3
M,0.495,1.0575,0.375,26
F,0.415,0.775,0.26,23
M,0.4,0.8175,0.3,23
F,0.52,1.1835,0.395,23
F,0.385,0.7865,0.24,23
F,0.47,1.2255,0.435,23
F,0.63,2.526,0.62,23
M,0.49,1.103,0.36,23
M,0.485,1.3,0.46,23
F,0.585,1.8075,0.475,29
I,0.1,0.015,0.005,2
F,0.465,1.2125,0.525,27
M,0.535,2.1835,0.885,27
F,0.49,1.406,0.51,25
F,0.54,1.978,0.71,24
