@relation abalone

@attribute Height numeric
@attribute Whole_weight numeric
@attribute Viscera_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.19,1.1745,0.2305,17
0.14,0.8175,0.183,17
0.19,1.171,0.2355,17
0.175,1.347,0.254,17
0.175,0.7395,0.1395,17
0.18,0.996,0.226,17
0.105,0.498,0.1095,17
0.16,1.1625,0.203,17
0.155,0.9325,0.2445,17
0.16,0.9425,0.2185,17
0.13,1.001,0.226,17
0.175,1.035,0.1865,17
0.185,1.3035,0.295,17
0.195,1.7265,0.3365,17
0.165,1.1765,0.244,17
0.16,0.9215,0.196,17
0.175,1.3675,0.3035,17
0.22,1.511,0.284,17
0.19,1.3315,0.252,17
0.155,0.7735,0.123,17
0.215,2.499,0.472,17
0.2,1.676,0.4805,17
0.23,2.8255,0.419,17
0.17,0.775,0.152,17
0.175,1.806,0.3285,17
0.145,0.97,0.22,17
0.205,2.0805,0.3415,17
0.17,0.8685,0.1635,22
0.215,1.779,0.2855,22
0.18,0.64,0.11,22
0.14,0.7505,0.13,22
0.215,1.4455,0.287,22
0.215,1.844,0.327,22
0.01,0.002,0.0005,1
0.05,0.0385,0.0085,3
0.04,0.0155,0.003,3
0.055,0.041,0.009,3
0.03,0.0315,0.005,3
0.03,0.013,0.003,3
0.03,0.0215,0.005,3
0.065,0.0665,0.0135,3
0.045,0.0275,0.01,3
0.03,0.008,0.002,3
0.045,0.0375,0.006,3
0.05,0.023,0.0055,3
0.045,0.0495,0.011,3
0.025,0.018,0.0055,3
0.195,1.0575,0.19,26
0.135,0.775,0.179,23
0.165,0.8165,0.1915,23
0.2,1.2255,0.27,23
0.175,1.3,0.2945,23
0.225,1.1835,0.27,23
0.15,1.103,0.2025,23
0.195,2.526,0.59,23
0.16,0.8175,0.156,23
0.185,1.8075,0.3215,29
0.025,0.015,0.004,2
0.18,1.2125,0.205,27
0.225,2.1835,0.391,27
0.215,1.406,0.2285,25
0.215,1.978,0.3125,24
0.185,1.6195,0.353,24
