@relation abalone

@attribute Sex {M,F,I}
@attribute Diameter numeric
@attribute Whole_weight numeric
@attribute Shucked_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
F,0.39,0.5785,0.2465,13
M,0.425,0.9175,0.2775,13
I,0.355,0.4935,0.216,13
M,0.535,1.65,0.734,13
I,0.4,0.66,0.267,13
M,0.51,1.68,0.926,13
M,0.435,0.9815,0.329,13
M,0.39,0.707,0.2795,13
F,0.31,0.3095,0.138,13
I,0.345,0.425,0.16,13
F,0.4,0.6635,0.21,13
F,0.3,0.265,0.1075,13
F,0.42,0.868,0.33,13
I,0.45,0.9315,0.358,13
I,0.39,0.6275,0.276,13
I,0.26,0.1795,0.074,5
I,0.13,0.1585,0.0685,5
I,0.23,0.1375,0.0545,5
I,0.22,0.1235,0.059,5
I,0.125,0.0235,0.008,5
I,0.155,0.0525,0.021,5
I,0.175,0.0705,0.025,5
I,0.25,0.1405,0.056,5
I,0.225,0.1345,0.057,5
I,0.19,0.0865,0.0345,5
I,0.34,0.369,0.164,5
I,0.205,0.1595,0.077,5
I,0.21,0.125,0.06,5
I,0.215,0.1075,0.044,5
I,0.175,0.2315,0.096,5
I,0.19,0.086,0.04,5
I,0.265,0.2015,0.09,5
I,0.29,0.213,0.096,5
I,0.22,0.1195,0.052,5
I,0.255,0.1985,0.0785,5
I,0.17,0.0475,0.019,5
I,0.185,0.071,0.027,5
I,0.175,0.0645,0.0215,5
I,0.19,0.099,0.0445,5
I,0.23,0.1625,0.065,5
I,0.19,0.0835,0.039,5
F,0.27,0.1885,0.0845,5
I,0.175,0.07,0.0315,5
I,0.3,0.2855,0.1385,5
I,0.22,0.1315,0.066,5
F,0.275,0.2405,0.104,5
I,0.235,0.1385,0.058,5
M,0.215,0.106,0.0415,5
I,0.29,0.2675,0.1205,5
I,0.205,0.106,0.039,5
I,0.205,0.1055,0.495,5
I,0.18,0.073,0.028,5
F,0.195,0.08,0.031,5
I,0.135,0.027,0.0105,5
M,0.2,0.099,0.037,5
I,0.205,0.101,0.041,5
I,0.18,0.0685,0.0245,5
M,0.305,0.3245,0.1395,5
I,0.21,0.1075,0.0415,5
M,0.14,0.035,0.0145,5
I,0.2,0.092,0.0385,5
M,0.135,0.0305,0.011,5
F,0.225,0.14,0.0515,5
I,0.275,0.2815,0.1505,5
I,0.295,0.3025,0.143,5
I,0.215,0.0985,0.0425,5
I,0.23,0.15,0.0605,5
I,0.3,0.247,0.1225,5
M,0.2,0.0915,0.033,5
I,0.21,0.1045,0.0415,5
I,0.15,0.0465,0.017,5
I,0.17,0.0545,0.0205,5
I,0.13,0.0265,0.009,5
I,0.255,0.168,0.079,5
M,0.115,0.024,0.009,5
I,0.12,0.021,0.0075,5
I,0.255,0.2005,0.105,5
I,0.26,0.18,0.09,5
I,0.28,0.198,0.0805,5
M,0.205,0.1165,0.0545,5
I,0.245,0.1495,0.0605,5
I,0.175,0.0705,0.0335,5
I,0.21,0.109,0.044,5
I,0.165,0.059,0.0265,5
I,0.145,0.0345,0.011,5
I,0.215,0.1115,0.053,5
I,0.22,0.1285,0.0585,5
I,0.175,0.0645,0.026,5
I,0.195,0.1065,0.0475,5
I,0.165,0.0545,0.0215,5
I,0.17,0.057,0.026,5
I,0.175,0.0785,0.04,5
I,0.19,0.0815,0.028,5
I,0.265,0.196,0.085,5
I,0.27,0.2985,0.1445,5
I,0.215,0.132,0.072,5
I,0.205,0.1055,0.039,5
I,0.21,0.101,0.0415,5
I,0.28,0.228,0.1025,5
I,0.205,0.181,0.088,5
I,0.2,0.1225,0.0545,5
I,0.2,0.1,0.034,5
I,0.215,0.099,0.037,5
I,0.15,0.0385,0.0115,5
I,0.13,0.0315,0.0105,5
I,0.25,0.1785,0.0665,5
I,0.32,0.376,0.169,5
I,0.235,0.18,0.08,5
I,0.21,0.0965,0.0425,5
I,0.195,0.073,0.0285,5
I,0.16,0.048,0.0185,5
I,0.24,0.1575,0.07,5
I,0.25,0.166,0.076,5
I,0.15,0.042,0.0255,5
I,0.22,0.141,0.062,5
M,0.21,0.0905,0.035,5
I,0.265,0.199,0.073,5
I,0.32,0.2905,0.141,5
I,0.17,0.0565,0.024,4
M,0.16,0.0545,0.0265,4
I,0.205,0.097,0.0415,4
I,0.27,0.196,0.0875,4
M,0.145,0.032,0.01,4
I,0.16,0.049,0.0215,4
M,0.125,0.0245,0.0095,4
I,0.145,0.038,0.0165,4
I,0.12,0.018,0.0075,4
I,0.155,0.0435,0.0155,4
I,0.16,0.0465,0.025,4
I,0.175,0.0635,0.0275,4
I,0.15,0.042,0.0175,4
I,0.145,0.036,0.0125,4
I,0.205,0.118,0.059,4
I,0.18,0.083,0.031,4
M,0.18,0.0635,0.0245,4
I,0.2,0.0925,0.038,4
I,0.11,0.019,0.0065,4
I,0.095,0.0105,0.005,4
I,0.11,0.0195,0.0075,4
I,0.15,0.046,0.021,4
M,0.125,0.024,0.0095,4
I,0.125,0.028,0.0095,4
I,0.205,0.0765,0.034,4
I,0.12,0.117,0.0455,4
M,0.23,0.147,0.06,4
I,0.195,0.0875,0.0345,4
I,0.185,0.0655,0.0295,4
I,0.18,0.0805,0.0345,4
I,0.15,0.0455,0.02,4
I,0.235,0.131,0.05,4
I,0.195,0.0725,0.0285,4
I,0.165,0.0515,0.019,4
I,0.105,0.0175,0.005,4
I,0.18,0.071,0.03,4
I,0.17,0.0515,0.019,4
I,0.125,0.0265,0.0095,4
I,0.13,0.029,0.012,4
I,0.135,0.0325,0.0135,4
I,0.195,0.095,0.0445,4
I,0.13,0.03,0.013,4
I,0.145,0.037,0.0125,4
I,0.105,0.0145,0.005,4
I,0.15,0.04,0.0135,4
I,0.115,0.0145,0.0055,4
I,0.235,0.1285,0.051,4
I,0.19,0.086,0.042,4
I,0.135,0.032,0.011,4
I,0.105,0.034,0.012,4
I,0.215,0.1185,0.048,4
I,0.18,0.0555,0.0235,4
I,0.195,0.106,0.054,6
I,0.3,0.304,0.1455,6
I,0.185,0.075,0.028,6
I,0.315,0.3625,0.175,6
I,0.22,0.126,0.0515,6
F,0.45,0.874,0.3545,6
I,0.2,0.096,0.037,6
I,0.34,0.4995,0.2965,6
F,0.25,0.203,0.078,6
I,0.27,0.2155,0.0915,6
I,0.215,0.128,0.049,6
I,0.31,0.34,0.181,6
I,0.14,0.046,0.0165,6
I,0.125,0.0235,0.009,6
F,0.36,0.5915,0.3245,6
I,0.345,0.4015,0.242,6
I,0.345,0.4495,0.209,6
I,0.265,0.2435,0.122,6
I,0.17,0.0605,0.0205,6
I,0.35,0.3805,0.1575,6
I,0.325,0.3245,0.132,6
M,0.2,0.1205,0.0465,6
I,0.24,0.152,0.065,6
I,0.19,0.0765,0.036,6
I,0.21,0.111,0.0425,6
I,0.185,0.0715,0.026,6
I,0.34,0.382,0.164,6
I,0.275,0.2465,0.11,6
F,0.475,1.3695,0.641,6
I,0.275,0.218,0.093,6
I,0.27,0.1775,0.079,6
I,0.255,0.183,0.075,6
I,0.275,0.256,0.11,6
F,0.42,0.828,0.41,6
I,0.33,0.3685,0.16,6
I,0.29,0.2875,0.123,6
I,0.265,0.192,0.081,6
I,0.26,0.2,0.08,6
I,0.28,0.2235,0.115,6
I,0.34,0.4925,0.241,6
I,0.3,0.2885,0.138,6
I,0.27,0.2185,0.1065,6
I,0.315,0.377,0.1645,6
I,0.225,0.139,0.0565,6
I,0.275,0.2425,0.106,6
I,0.305,0.328,0.168,6
I,0.205,0.1015,0.041,6
I,0.27,0.2075,0.098,6
F,0.35,0.482,0.23,6
M,0.27,0.217,0.0885,6
I,0.315,0.2675,0.116,6
F,0.22,0.17,0.076,6
I,0.28,0.215,0.084,6
F,0.3,0.2725,0.1115,6
I,0.235,0.1485,0.0585,6
I,0.38,0.4845,0.211,6
I,0.225,0.155,0.065,6
I,0.23,0.1245,0.0505,6
F,0.35,0.46,0.2025,6
I,0.23,0.1455,0.0595,6
I,0.21,0.1195,0.056,6
I,0.235,0.151,0.065,6
I,0.13,0.0295,0.0155,6
I,0.235,0.127,0.048,6
F,0.255,0.204,0.097,6
I,0.23,0.117,0.05,6
M,0.265,0.214,0.09,6
I,0.35,0.4315,0.19,6
I,0.275,0.2045,0.096,6
I,0.255,0.172,0.066,6
I,0.215,0.124,0.063,6
F,0.375,0.6065,0.3005,6
I,0.245,0.1445,0.058,6
I,0.34,0.4405,0.2385,6
I,0.235,0.151,0.063,6
I,0.33,0.4095,0.163,6
I,0.265,0.18,0.068,6
I,0.25,0.1605,0.0715,6
I,0.355,0.3685,0.126,6
M,0.195,0.1,0.0385,6
I,0.335,0.422,0.229,6
I,0.35,0.635,0.352,6
M,0.39,0.5215,0.2485,6
F,0.335,0.4355,0.2025,6
I,0.195,0.092,0.0345,6
I,0.23,0.127,0.052,6
I,0.33,0.449,0.254,6
I,0.225,0.1415,0.0675,6
I,0.3,0.269,0.103,6
M,0.24,0.18,0.08,6
I,0.285,0.248,0.0935,6
M,0.3,0.3435,0.1645,6
I,0.275,0.2215,0.097,6
I,0.45,0.804,0.3375,6
I,0.325,0.309,0.119,6
I,0.27,0.185,0.08,6
I,0.31,0.3205,0.1575,6
I,0.265,0.251,0.124,6
I,0.375,0.497,0.2355,6
I,0.23,0.134,0.0575,6
I,0.25,0.167,0.0675,6
M,0.41,0.681,0.3095,6
I,0.27,0.2055,0.075,6
I,0.23,0.164,0.0625,6
I,0.3,0.318,0.1335,6
I,0.285,0.2545,0.119,6
M,0.27,0.2225,0.083,6
I,0.345,0.545,0.269,6
I,0.3,0.3085,0.1385,6
I,0.185,0.0925,0.039,6
I,0.31,0.2805,0.114,6
I,0.235,0.1485,0.064,6
I,0.3,0.277,0.1655,6
M,0.24,0.161,0.0725,6
I,0.24,0.133,0.0585,6
I,0.27,0.232,0.1325,6
I,0.305,0.2625,0.1,6
I,0.28,0.221,0.1165,6
I,0.21,0.1195,0.053,6
I,0.275,0.2505,0.0945,6
I,0.29,0.2545,0.108,6
I,0.26,0.192,0.097,6
I,0.19,0.083,0.0295,6
I,0.255,0.18,0.0745,6
I,0.27,0.1875,0.081,6
M,0.335,0.4475,0.2165,6
I,0.37,0.5335,0.2645,6
I,0.25,0.179,0.0775,6
I,0.31,0.306,0.13,6
F,0.4,0.545,0.261,6
I,0.26,0.179,0.076,6
F,0.36,0.4965,0.237,6
I,0.215,0.1075,0.051,6
M,0.19,0.0945,0.0445,6
I,0.325,0.342,0.1335,6
I,0.275,0.257,0.1015,6
I,0.28,0.217,0.1095,6
I,0.29,0.2575,0.1,6
I,0.205,0.084,0.03,6
I,0.215,0.121,0.047,6
I,0.23,0.1695,0.079,6
I,0.175,0.0615,0.0205,6
I,0.26,0.1885,0.0815,6
I,0.31,0.279,0.1255,6
I,0.28,0.244,0.102,6
I,0.315,0.33,0.1405,6
I,0.225,0.1445,0.0675,6
I,0.25,0.183,0.0735,6
I,0.245,0.2015,0.1005,6
I,0.275,0.2325,0.1165,6
I,0.24,0.131,0.0615,6
I,0.22,0.1295,0.052,6
I,0.285,0.2645,0.1265,6
I,0.29,0.312,0.143,6
I,0.29,0.304,0.127,6
I,0.27,0.2215,0.095,6
I,0.32,0.348,0.194,6
I,0.255,0.1945,0.0925,6
I,0.245,0.161,0.0755,6
I,0.265,0.1735,0.0775,6
F,0.21,0.275,0.113,6
I,0.38,0.4725,0.2075,6
M,0.27,0.219,0.0835,6
I,0.31,0.3595,0.167,6
I,0.215,0.305,0.14,6
I,0.33,0.411,0.1945,6
I,0.25,0.1695,0.0835,6
I,0.275,0.1995,0.0755,6
I,0.29,0.237,0.108,6
I,0.23,0.1385,0.056,6
M,0.385,0.64,0.2925,6
M,0.215,0.1145,0.045,6
I,0.275,0.238,0.1075,6
I,0.265,0.1895,0.0725,6
I,0.285,0.237,0.115,6
I,0.325,0.398,0.1185,6
I,0.265,0.196,0.0775,6
I,0.24,0.163,0.0745,6
I,0.29,0.329,0.188,6
I,0.29,0.219,0.0925,6
I,0.26,0.2075,0.09,6
I,0.33,0.3265,0.1315,6
I,0.2,0.092,0.037,6
I,0.205,0.096,0.036,6
M,0.2,0.096,0.044,6
I,0.195,0.1125,0.0545,6
I,0.33,0.413,0.2055,6
I,0.245,0.1665,0.0595,6
I,0.22,0.1365,0.0565,6
M,0.305,0.325,0.156,6
I,0.27,0.215,0.1,6
M,0.26,0.22,0.0855,6
I,0.33,0.393,0.219,6
I,0.17,0.0625,0.023,6
I,0.21,0.097,0.0375,6
I,0.375,0.4645,0.196,6
I,0.195,0.0735,0.0255,6
I,0.275,0.2325,0.093,6
I,0.28,0.226,0.105,6
I,0.28,0.2345,0.1125,6
I,0.29,0.249,0.1045,6
I,0.35,0.4775,0.2235,6
F,0.475,1.1405,0.547,6
I,0.325,0.4165,0.185,6
I,0.265,0.1785,0.0785,6
I,0.31,0.365,0.159,6
M,0.375,0.6245,0.282,6
M,0.22,0.146,0.061,6
M,0.4,0.8085,0.2345,6
M,0.265,0.2265,0.0995,6
I,0.315,0.3435,0.157,6
I,0.325,0.367,0.1595,6
I,0.33,0.3595,0.17,6
M,0.26,0.1905,0.081,6
M,0.235,0.1545,0.066,6
I,0.35,0.4565,0.206,6
M,0.37,0.526,0.2485,6
I,0.205,0.1105,0.045,6
M,0.39,0.6595,0.3145,6
I,0.25,0.1695,0.0695,6
I,0.27,0.219,0.097,6
I,0.32,0.309,0.115,6
I,0.27,0.2175,0.097,6
M,0.375,0.6765,0.3205,6
I,0.175,0.067,0.027,6
I,0.245,0.394,0.166,6
I,0.31,0.3335,0.1635,6
I,0.34,0.389,0.2015,6
I,0.25,0.1585,0.075,6
I,0.27,0.2155,0.1005,6
I,0.3,0.2985,0.1375,6
I,0.28,0.2565,0.1255,6
I,0.435,0.8915,0.363,6
I,0.415,0.944,0.3845,21
F,0.5,1.742,0.595,21
M,0.55,1.247,0.472,21
F,0.365,0.6835,0.165,21
F,0.485,1.2435,0.4635,21
F,0.455,0.943,0.344,21
M,0.555,1.4385,0.545,21
F,0.42,1.0595,0.358,21
M,0.51,1.368,0.515,21
M,0.59,1.756,0.637,21
M,0.475,1.3175,0.408,21
F,0.535,1.597,0.6275,21
M,0.57,2.032,0.735,17
M,0.465,1.035,0.401,17
I,0.465,1.0885,0.3685,17
M,0.475,1.0965,0.419,17
I,0.44,0.8605,0.312,17
F,0.5,1.1765,0.488,17
F,0.55,1.7445,0.5975,17
M,0.45,0.9085,0.398,17
M,0.54,1.347,0.4955,17
I,0.505,1.3315,0.5805,17
F,0.38,0.655,0.2405,17
M,0.47,1.142,0.387,17
I,0.42,0.926,0.398,17
M,0.48,1.262,0.4835,17
M,0.415,0.7395,0.261,17
F,0.52,1.676,0.673,17
F,0.43,0.775,0.35,17
F,0.385,0.498,0.1795,17
F,0.36,0.5005,0.161,17
F,0.44,0.959,0.2385,17
F,0.435,0.97,0.336,17
M,0.585,2.499,0.9265,17
M,0.52,1.407,0.566,17
F,0.565,1.7265,0.638,17
F,0.485,1.511,0.5095,17
F,0.425,0.949,0.3485,17
F,0.56,1.719,0.68,17
M,0.58,2.0805,0.959,17
M,0.465,1.171,0.3905,17
M,0.455,1.027,0.391,17
F,0.405,0.8175,0.2795,17
M,0.5,1.229,0.524,17
M,0.51,1.539,0.5635,17
I,0.46,1.278,0.41,17
M,0.405,0.8505,0.312,17
F,0.555,1.4385,0.581,17
F,0.4,0.6445,0.242,17
F,0.535,1.496,0.5775,17
I,0.435,0.97,0.4285,17
F,0.455,0.9215,0.312,17
M,0.595,2.8255,1.1465,17
M,0.4,0.9325,0.3605,17
F,0.565,2.1995,0.7245,17
F,0.42,1.001,0.34,17
M,0.485,1.62,0.6275,17
F,0.56,1.7265,0.637,17
F,0.48,1.3675,0.5015,17
F,0.41,0.6345,0.243,17
I,0.515,1.1625,0.495,17
F,0.505,1.3035,0.501,17
M,0.435,0.805,0.293,17
M,0.495,1.806,0.643,17
F,0.44,0.9535,0.3785,17
F,0.45,0.8685,0.3325,22
F,0.395,0.64,0.158,22
M,0.42,0.7505,0.2475,22
M,0.505,1.4455,0.496,22
M,0.54,1.844,0.7425,22
I,0.055,0.002,0.001,1
I,0.1,0.013,0.0045,3
I,0.13,0.0275,0.0125,3
I,0.09,0.008,0.0025,3
I,0.155,0.0495,0.0235,3
I,0.15,0.041,0.015,3
I,0.11,0.018,0.0065,3
I,0.12,0.0215,0.007,3
I,0.105,0.014,0.0055,3
M,0.15,0.0385,0.0155,3
M,0.125,0.023,0.0085,3
I,0.12,0.021,0.0075,3
M,0.11,0.0155,0.0065,3
I,0.15,0.0375,0.018,3
M,0.495,1.0575,0.384,26
M,0.4,0.8175,0.2515,23
F,0.63,2.526,0.933,23
F,0.38,0.8165,0.25,23
F,0.47,1.2255,0.381,23
M,0.49,1.103,0.425,23
F,0.385,0.7865,0.241,23
M,0.485,1.3,0.4335,23
F,0.52,1.1835,0.378,23
F,0.585,1.8075,0.7055,29
I,0.1,0.015,0.0045,2
F,0.465,1.2125,0.3245,27
M,0.535,2.1835,0.7535,27
F,0.49,1.406,0.4265,25
F,0.54,1.978,0.6675,24
M,0.54,1.6195,0.533,24
