@relation page-blocks

@attribute Height numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
8,2.875,0.31,57,1
9,37.889,0.072,222,1
8,1.5,0.427,41,1
7,7.286,0.283,101,1
11,3.455,0.328,137,1
6,5.167,0.263,49,1
5,3.8,0.211,20,1
5,0.8,0.4,8,1
6,2,0.486,35,1
8,0.75,0.375,18,1
10,3,0.33,99,1
8,34,0.187,407,1
7,0.714,0.371,13,1
7,3.286,0.093,15,1
9,1.222,0.283,28,1
6,16,0.26,150,1
10,2.1,0.348,73,1
9,5.444,0.58,256,1
6,5.5,0.247,49,1
9,9,0.328,239,1
7,16.429,0.273,220,1
8,0.875,0.393,22,1
9,6.111,0.259,128,1
9,3.778,0.386,118,1
9,38.778,0.125,394,1
24,5.167,0.902,2683,1
9,11.111,0.276,248,1
14,24.286,0.259,1232,1
7,2,0.327,32,1
7,1.571,0.364,28,1
7,1.429,0.3,21,1
10,8.1,0.279,226,1
8,11.25,0.207,149,1
11,1.273,0.442,68,1
14,30.071,0.379,2236,1
9,11,0.38,339,1
8,2.25,0.479,69,1
8,2,0.43,55,1
9,4.444,0.344,124,1
7,7.714,0.254,96,1
10,8.3,0.357,296,1
10,10,0.449,449,1
9,2.444,0.268,53,1
9,36.778,0.126,374,1
9,20.333,0.218,359,1
13,5.154,0.441,384,1
7,0.286,0.643,9,1
13,6.462,0.35,382,1
8,6.625,0.337,143,1
7,3,0.259,38,1
10,1.7,0.571,97,1
9,4.556,0.507,187,1
12,10.75,0.303,469,1
10,8.3,0.208,173,1
7,0.857,0.452,19,1
10,12.1,0.402,486,1
10,8.5,0.324,275,1
13,16.385,0.359,995,1
23,10.826,0.77,4409,1
7,1,0.286,14,1
7,2,0.296,29,1
7,0.714,0.429,15,1
12,17.25,0.2,496,1
7,5,0.302,74,1
7,4.429,0.286,62,1
7,8.143,0.273,109,1
9,10.667,0.281,243,1
9,59.444,0.191,921,1
7,5.143,0.262,66,1
11,0.727,0.705,62,1
8,3.375,0.208,45,1
9,2,0.321,52,1
7,1.143,0.357,20,1
8,1,0.438,28,1
10,0.8,0.313,25,1
4,34.25,0.173,95,1
9,8.111,0.298,196,1
12,7,0.43,433,1
7,5.429,0.226,60,1
7,1.571,0.312,24,1
11,16.636,0.481,969,1
7,1.143,0.429,24,1
8,1.625,0.663,69,1
6,3.333,0.258,31,1
6,1.5,0.556,30,1
8,1.625,0.587,61,1
8,3.375,0.236,51,1
7,12.286,0.244,147,1
6,15.667,0.287,162,1
10,13.1,0.456,597,1
11,1.545,0.321,60,1
9,11.333,0.404,371,1
5,23,0.417,240,1
8,2.625,0.232,39,1
7,1.143,0.25,14,1
7,1.571,0.377,29,1
5,4.8,0.375,45,1
26,14.538,0.229,2252,1
9,1.333,0.62,67,1
9,3.778,0.337,103,1
17,0.647,0.326,61,1
1,47,0.426,20,1
12,1.833,0.58,153,1
9,10.111,0.302,247,1
9,27.889,0.187,423,1
9,2.556,0.362,75,1
10,4.1,0.266,109,1
7,20.714,0.207,210,1
13,8,0.246,332,1
9,7.111,0.299,172,1
7,13.143,0.143,92,1
9,3.556,0.33,95,1
16,25.313,0.382,2476,1
8,3.25,0.293,61,1
8,3.625,0.207,48,1
9,40.333,0.128,417,1
9,3.111,0.25,63,1
12,3.583,0.357,184,1
7,2,0.184,18,1
9,4,0.349,113,1
9,3.667,0.357,106,1
5,11.2,0.121,34,1
9,4.667,0.198,75,1
10,5.1,0.22,112,1
8,2,0.43,55,1
12,14.583,0.403,847,1
7,0.857,0.214,9,1
9,9.222,0.351,262,1
10,4.1,0.324,133,1
11,34.364,0.33,1371,1
9,8.444,0.307,210,1
6,2.833,0.275,28,1
11,22.364,0.349,944,1
11,1.909,0.411,95,1
10,1.3,0.231,30,1
10,7.8,0.255,199,1
9,14,0.466,528,1
6,4.167,0.273,41,1
9,2.889,0.385,90,1
10,2.2,0.318,70,1
8,2,0.258,33,1
8,5,0.347,111,1
9,5.111,0.292,121,1
8,2,0.516,66,1
8,4.5,0.559,161,1
11,24.636,0.176,525,1
7,13,0.334,213,1
9,10.222,0.24,199,1
5,6.8,0.224,38,1
9,26.444,0.168,359,1
11,24.727,0.171,511,1
9,35.667,0.154,446,1
8,49.75,0.279,887,1
9,2.556,0.222,46,1
6,16.167,0.282,164,1
8,0.875,0.321,18,1
25,11.76,0.471,3459,1
7,9.286,0.284,129,1
7,1.571,0.351,27,1
11,3.818,0.335,155,1
10,1.4,0.314,44,1
8,0.875,0.268,15,1
8,8,0.336,172,1
8,3.625,0.341,79,1
5,19.2,0.342,164,1
13,4.077,0.509,351,1
9,11.444,0.383,355,1
7,21.571,0.077,81,1
10,28.8,0.191,549,1
9,59.333,0.131,629,1
11,3.182,0.382,147,1
7,2.429,0.319,38,1
9,39.778,0.385,1240,1
11,1.818,0.223,49,1
7,6,0.143,42,1
7,3.571,0.434,76,1
8,18.75,0.205,246,1
10,2.5,0.392,98,1
10,15.5,0.329,510,1
8,18.75,0.158,189,1
12,1.083,0.372,58,1
8,0.375,0.5,12,1
7,2,0.316,31,1
7,6.143,0.243,73,1
6,2.167,0.308,24,1
12,5.083,0.251,184,1
5,4,0.54,54,1
5,4.8,0.342,41,1
9,3.556,0.271,78,1
13,2.923,0.312,154,1
16,5.75,0.245,361,1
8,1.75,0.482,54,1
12,1.833,0.542,143,1
8,0.875,0.411,23,1
8,2.5,0.394,63,1
9,6.444,0.203,106,1
7,5.429,0.259,69,1
10,1.3,0.285,37,1
11,7.364,0.339,302,1
11,10.727,0.29,376,1
8,5,0.363,116,1
9,1.556,0.587,74,1
7,9,0.338,149,1
11,2.727,0.467,154,1
10,1.1,0.273,30,1
10,0.8,0.575,46,1
14,30.929,0.355,2152,1
8,3.75,0.342,82,1
7,4.286,0.305,64,1
7,6,0.235,69,1
9,3.556,0.354,102,1
9,9.111,0.428,316,1
8,14.25,0.116,106,1
25,7.44,0.456,2121,1
16,1.5,0.411,158,1
8,1,0.438,28,1
8,6.625,0.38,161,1
10,3.7,0.324,120,1
1,40,0.9,36,1
8,1.875,0.258,31,1
10,5.1,0.337,172,1
5,1.2,0.433,13,1
10,1.6,0.619,99,1
7,3.714,0.352,64,1
9,2.111,0.275,47,1
7,4.143,0.266,54,1
8,3.25,0.394,82,1
8,3.75,0.242,58,1
8,3.25,0.37,77,1
12,21.75,0.207,649,1
14,1.286,0.298,75,1
8,1,0.516,33,1
10,17.6,0.257,452,1
6,0.667,0.583,14,1
8,10.25,0.288,189,1
10,19.7,0.144,284,1
10,1.5,0.313,47,1
7,1.429,0.286,20,1
7,0.571,0.393,11,1
5,5.4,0.548,74,1
8,3.375,0.282,61,1
8,2.25,0.389,56,1
20,1.95,0.232,181,1
11,7.818,0.332,314,1
8,3.875,0.347,86,1
8,5.125,0.351,115,1
9,4.889,0.449,178,1
7,9.286,0.404,184,1
10,3.5,0.38,133,1
9,13.889,0.21,236,1
5,1.2,0.433,13,1
10,3.1,0.645,200,1
17,1.412,0.36,147,1
11,7.636,0.279,258,1
10,3.4,0.421,143,1
10,9,0.501,451,1
9,2.222,0.294,53,1
6,16,0.319,184,1
7,6.571,0.304,98,1
9,24.222,0.148,290,1
9,4.556,0.336,124,1
6,2,0.319,23,1
12,7.417,0.429,458,1
9,8,0.241,156,1
8,0.5,0.406,13,1
8,26.125,0.173,290,1
8,4.875,0.423,132,1
12,0.833,0.442,53,1
10,1.7,0.224,38,1
8,2.625,0.262,44,1
12,2.333,0.265,89,1
8,5.125,0.232,76,1
8,8.75,0.341,191,1
9,3.556,0.417,120,1
7,10.143,0.394,196,1
7,4.857,0.403,96,1
11,27.455,0.379,1260,1
10,27.1,0.197,533,1
10,12.5,0.19,237,1
8,5.5,0.415,146,1
7,10.286,0.236,119,1
10,3.2,0.306,98,1
9,17.444,0.222,313,1
7,14.286,0.283,198,1
5,19.6,0.341,167,1
10,27.2,0.191,520,1
9,11.333,0.357,328,1
13,17.462,0.226,668,1
5,1.4,0.429,15,1
4,24,0.417,160,1
6,6,0.509,110,1
11,0.727,0.727,64,1
11,10.455,0.266,337,1
8,1.625,0.404,42,1
22,3.045,0.221,326,1
6,21.833,0.106,83,1
7,2.571,0.206,26,1
11,3,0.295,107,1
1,104,0.192,20,1
7,1.143,0.161,9,1
8,1.5,0.531,51,1
8,2.625,0.417,70,1
9,20,0.374,606,1
9,9.222,0.284,212,1
7,5.143,0.302,76,1
7,8,0.227,89,1
8,6,0.328,126,1
11,1,0.455,55,1
9,7.111,0.302,174,1
8,1.75,0.277,31,1
9,34.444,0.17,475,1
14,31.429,0.158,975,1
9,4.444,0.494,178,1
7,8.571,0.286,120,1
10,0.7,0.429,30,1
5,5.4,0.607,82,1
3,18.667,0.065,11,1
7,3,0.354,52,1
11,7,0.345,292,1
7,10.571,0.276,143,1
14,24.286,0.344,1636,1
7,3.143,0.325,50,1
6,2.333,0.393,33,1
8,29.125,0.151,282,1
7,1.286,0.365,23,1
17,20.588,0.363,2162,1
5,6,0.16,24,1
8,1.25,0.325,26,1
38,5.974,0.304,2623,1
10,1.2,0.142,17,1
5,0.4,0.7,7,1
9,7.667,0.209,130,1
11,5.636,0.218,149,1
7,37.429,0.152,279,1
5,1,0.4,10,1
10,27.1,0.267,724,1
7,6.429,0.381,120,1
8,1.5,0.396,38,1
9,1.111,0.344,31,1
6,4.833,0.42,73,1
8,2.25,0.215,31,1
7,24.143,0.167,197,1
8,4.375,0.418,117,1
7,2.143,0.2,21,1
24,11.667,0.452,3040,1
7,2.429,0.261,31,1
6,10.333,0.234,87,1
9,59.333,0.184,884,1
8,6.5,0.38,158,1
9,0.778,0.349,22,1
9,4.778,0.481,186,1
6,2,0.361,26,1
6,2.333,0.274,23,1
10,1.5,0.247,37,1
7,5.429,0.353,94,1
7,2.429,0.286,34,1
7,8.143,0.414,165,1
7,5.857,0.22,63,1
9,30.222,0.269,659,1
3,1,0.778,7,1
10,26.2,0.185,484,1
8,6.25,0.378,151,1
9,51.667,0.157,658,1
8,4.5,0.458,132,1
6,2.333,0.286,24,1
4,17.25,0.377,104,1
10,49.9,0.147,733,1
6,4.667,0.143,24,1
8,1.5,0.375,36,1
12,41.5,0.307,1833,1
9,27.778,0.366,823,1
7,5,0.453,111,1
14,7,0.308,422,1
8,24.5,0.142,222,1
8,23.25,0.399,593,1
38,1.816,0.476,1247,1
8,2,0.422,54,1
9,4,0.565,183,1
14,28.714,0.399,2248,1
8,1.125,0.528,38,1
14,29.786,0.359,2094,1
7,8.857,0.272,118,1
11,9.182,0.264,293,1
8,22.875,0.185,271,1
7,6.429,0.254,80,1
1,36,0.306,11,2
1,85,0.882,75,2
1,257,1,257,2
2,99.5,0.485,193,2
7,2,0.102,10,2
2,102,0.412,168,2
1,39,0.897,35,2
1,32,0.719,23,2
5,66.6,0.374,623,2
1,63,1,63,2
2,268.5,0.621,667,2
3,156.67,0.352,496,2
1,84,0.917,77,2
1,18,0.5,9,2
1,28,0.464,13,2
3,183.33,0.329,543,2
1,11,1,11,2
1,81,0.901,73,2
1,36,0.583,21,2
1,22,0.818,18,2
1,148,0.959,142,2
3,178.67,0.341,549,2
1,14,1,14,2
2,10,0.725,29,2
1,126,0.992,125,2
2,269,0.637,685,2
3,61,0.488,268,2
1,13,0.692,9,2
1,279,0.964,269,2
1,52,0.962,50,2
1,32,0.469,15,2
2,23,0.587,54,2
2,49,0.48,94,2
2,58,0.616,143,2
2,7,0.286,8,2
10,55.3,0.797,4409,2
2,268.5,0.523,562,2
1,14,0.5,7,2
2,223,0.439,392,2
1,11,1,11,2
2,11,0.75,33,2
1,61,1,61,2
1,57,0.456,26,2
1,15,0.533,8,2
1,45,0.756,34,2
1,8,1,8,2
1,63,0.587,37,2
3,38.667,0.356,124,2
2,11,0.705,31,2
1,23,0.826,19,2
1,62,0.984,61,2
2,78.5,0.506,159,2
1,40,0.875,35,2
1,127,0.646,82,2
1,413,0.998,412,2
1,22,0.955,21,2
1,106,0.858,91,2
1,19,0.579,11,2
1,114,0.939,107,2
1,7,1,7,2
2,268,0.498,534,2
1,33,0.667,22,2
4,48.5,0.263,204,2
24,21.25,0.846,10359,2
1,58,0.845,49,2
19,24.316,0.523,4591,2
2,26,0.231,24,2
1,214,1,214,2
1,14,0.929,13,2
2,118,0.566,267,2
1,159,0.975,155,2
2,50.5,0.54,109,2
1,33,1,33,2
2,10,0.775,31,2
3,181.33,0.326,532,2
3,38.667,0.385,134,2
1,14,0.857,12,2
2,268.5,0.556,597,2
1,283,0.993,281,2
1,20,0.55,11,2
2,269,0.518,557,2
1,44,0.25,11,2
1,14,0.929,13,2
1,288,0.424,122,2
1,77,0.403,31,2
1,102,0.961,98,2
1,44,0.727,32,2
1,43,0.907,39,2
1,16,1,16,2
1,42,0.19,8,2
2,267.5,0.648,693,2
1,41,0.927,38,2
1,9,0.778,7,2
1,10,1,10,2
1,14,0.643,9,2
1,104,0.971,101,2
3,154.33,0.296,411,2
1,7,1,7,2
1,37,0.811,30,2
2,31,0.452,56,2
2,268.5,0.51,548,2
1,138,1,138,2
1,87,0.92,80,2
12,23.167,0.11,366,2
1,107,0.869,93,2
7,6.571,0.177,57,2
4,4.75,0.276,21,2
4,131,0.542,1136,2
1,54,0.944,51,2
1,13,0.846,11,2
1,11,0.909,10,2
2,207.5,0.505,419,2
2,61.5,0.5,123,2
1,117,0.393,46,2
1,75,0.92,69,2
1,48,0.875,42,2
2,268,0.532,570,2
8,28.875,0.872,1611,2
9,1.444,0.103,12,2
2,4.5,0.556,10,2
1,69,0.667,46,2
3,18,0.364,59,2
2,24.5,0.51,50,2
17,20.118,0.916,5328,2
1,20,0.85,17,2
1,35,0.857,30,2
2,31.5,0.341,43,2
2,23,0.511,47,2
1,199,0.945,188,2
2,88,0.528,186,2
2,268.5,0.594,638,2
1,180,0.983,177,2
2,34.5,0.623,86,2
11,38.818,0.566,2657,2
1,8,1,8,2
1,70,1,70,2
1,15,0.733,11,2
2,237.5,0.504,479,2
2,16,0.516,33,2
1,147,0.864,127,2
1,379,0.963,365,2
17,20.059,0.935,5420,2
1,193,0.57,110,2
10,0.2,0.55,11,2
1,95,1,95,2
1,39,0.308,12,2
1,19,0.684,13,2
1,44,0.909,40,2
1,161,0.41,66,2
1,152,0.822,125,2
25,6.76,0.215,907,2
1,145,0.972,141,2
1,10,1,10,2
3,71,0.318,203,2
2,267.5,0.564,603,2
7,0.143,1,7,2
1,28,0.964,27,2
1,28,0.536,15,2
3,37.667,0.41,139,2
1,34,0.471,16,2
3,183.33,0.339,559,2
1,29,0.931,27,2
3,101.33,0.555,506,2
1,172,0.465,80,2
1,199,0.99,197,2
1,94,0.564,53,2
1,13,1,13,2
5,56,0.78,1092,2
2,268,0.505,541,2
2,9,0.722,26,2
1,131,0.977,128,2
3,179,0.353,569,2
1,277,1,277,2
1,20,0.75,15,2
1,117,0.974,114,2
2,268.5,0.538,578,2
3,180.33,0.71,1152,2
1,14,0.643,9,2
1,16,1,16,2
1,124,0.444,55,2
2,3,0.667,8,2
1,35,0.829,29,2
1,23,0.348,8,2
2,268,0.537,576,2
2,24,0.625,60,2
1,14,0.571,8,2
1,75,0.813,61,2
2,12.5,0.36,18,2
2,267.5,0.545,583,2
1,42,0.31,13,2
1,16,0.938,15,2
2,8.5,0.588,20,2
1,8,0.875,7,2
3,179,0.345,556,2
1,17,1,17,2
2,7,0.464,13,2
1,45,0.244,11,2
1,65,0.646,42,2
1,51,0.471,24,2
6,6.5,0.192,45,2
2,11,0.477,21,2
1,40,1,40,2
1,14,1,14,2
3,43,0.305,118,2
3,44,0.505,200,2
3,86.333,0.96,746,2
1,136,0.963,131,2
11,22.909,0.092,255,2
1,98,0.939,92,2
1,8,1,8,2
2,12,0.354,17,2
1,186,0.828,154,2
1,86,0.93,80,2
3,179.33,0.37,597,2
3,86.333,0.411,319,2
1,67,0.985,66,2
2,9,0.667,24,2
2,268,0.586,628,2
1,46,0.783,36,2
1,52,0.788,41,2
1,9,1,9,2
11,50.182,0.816,4955,2
1,17,0.941,16,2
18,19,0.847,5217,2
1,41,0.78,32,2
1,8,1,8,2
1,537,1,537,2
1,10,0.8,8,2
2,162.5,0.485,315,2
1,73,0.616,45,2
1,17,0.765,13,2
1,278,0.946,263,2
1,12,0.75,9,2
6,23.667,0.115,98,2
1,47,1,47,2
1,8,1,8,2
1,184,0.967,178,2
1,106,0.434,46,2
1,9,0.889,8,2
1,255,0.686,175,2
25,12,0.065,484,2
1,63,0.952,60,2
1,17,0.824,14,2
1,17,1,17,2
1,78,0.949,74,2
1,52,0.538,28,2
1,14,1,14,2
1,159,0.994,158,2
1,196,0.98,192,2
1,10,0.9,9,2
1,115,0.2,23,2
5,22,0.547,301,2
2,8,0.25,8,2
6,3.5,0.246,31,2
1,235,0.923,217,2
1,13,0.692,9,2
1,34,0.353,12,2
1,15,0.867,13,2
2,3,0.667,8,2
37,0.027,1,37,2
3,35.333,0.258,82,2
3,95.333,0.406,348,2
2,9,0.806,29,2
2,268,0.568,609,2
2,268.5,0.537,577,2
3,3.667,0.364,12,2
6,1.167,0.238,10,2
1,17,0.882,15,2
1,29,1,29,2
1,30,0.4,12,2
1,19,0.632,12,2
1,76,0.961,73,2
1,15,0.867,13,2
1,46,0.239,11,2
6,7.833,0.202,57,2
1,17,1,17,2
4,2.25,0.611,22,2
4,28.75,0.426,196,2
1,26,1,26,2
1,19,0.789,15,2
1,52,0.981,51,2
8,2,0.398,51,2
3,166.67,0.373,559,2
2,268.5,0.538,578,2
1,22,0.5,11,2
5,25.6,0.759,486,2
4,27,0.778,336,2
1,17,0.765,13,2
1,11,0.727,8,2
1,206,0.99,204,2
1,29,0.586,17,2
3,19.667,0.475,84,2
1,69,0.841,58,2
1,79,0.608,48,2
1,47,0.532,25,2
1,13,1,13,2
168,0.804,0.82,18591,3
64,1.141,0.403,1882,3
95,0.979,0.675,5966,3
83,1.795,0.388,4804,3
28,1.107,0.492,427,3
28,1.143,0.462,414,3
168,0.863,0.798,19430,3
186,2.522,0.378,33017,3
72,1.333,0.488,3374,3
187,0.754,0.415,10947,3
29,1.103,0.432,401,3
29,1.103,0.476,442,3
128,2.711,0.399,17721,3
28,1.107,0.508,441,3
93,1.118,0.451,4366,3
153,1.033,0.587,14180,3
178,0.787,0.574,14292,3
166,2.843,0.359,28093,3
174,2.707,0.339,27820,3
63,1.254,0.338,1681,3
28,1.143,0.488,437,3
63,1.048,0.491,2041,3
132,4.144,0.37,26693,3
187,0.733,0.899,23025,3
163,0.988,0.523,13725,3
11,0.091,1,11,4
1,25,1,25,4
8,0.125,1,8,4
12,0.167,0.625,15,4
14,0.143,0.536,15,4
15,0.067,1,15,4
25,0.04,1,25,4
17,0.118,0.706,24,4
69,0.043,0.643,133,4
8,0.125,1,8,4
7,0.143,1,7,4
13,0.077,1,13,4
11,0.182,0.636,14,4
84,0.012,1,84,4
12,0.083,1,12,4
6,3.5,0.198,25,4
10,0.1,0.9,9,4
5,0.4,0.9,9,4
13,0.077,1,13,4
9,0.111,1,9,4
11,0.091,1,11,4
8,0.125,1,8,4
53,0.019,1,53,4
5,0.4,0.8,8,4
10,0.1,1,10,4
5,0.4,0.7,7,4
18,0.056,1,18,4
54,0.019,1,54,4
8,0.125,0.875,7,4
94,0.021,0.516,97,4
4,0.5,1,8,4
27,0.148,0.38,41,4
26,0.038,1,26,4
54,0.019,1,54,4
32,0.031,1,32,4
76,0.013,1,76,4
27,0.148,0.333,36,4
13,0.077,1,13,4
261,0.115,0.063,492,4
34,0.029,1,34,4
39,0.026,1,39,4
105,0.019,0.529,111,4
31,0.032,1,31,4
22,0.045,1,22,4
44,0.068,0.598,79,4
16,0.063,1,16,4
7,0.143,1,7,4
9,0.111,1,9,4
9,0.111,1,9,4
58,0.052,0.339,59,4
7,0.143,1,7,4
93,0.043,0.419,156,4
27,0.037,1,27,4
37,0.027,1,37,4
47,0.021,1,47,4
31,0.032,1,31,4
17,0.059,1,17,4
9,0.111,1,9,4
42,0.167,0.282,83,4
136,0.007,0.993,135,4
430,0.012,0.216,465,4
42,0.024,1,42,4
9,0.111,1,9,4
804,0.014,0.191,1689,4
7,0.143,1,7,4
66,0.045,0.657,130,4
23,0.043,1,23,4
8,0.125,1,8,4
9,0.111,1,9,4
20,0.05,1,20,4
38,0.026,1,38,4
13,0.077,1,13,4
4,0.5,0.875,7,4
10,0.1,1,10,4
117,0.009,1,117,4
9,0.222,0.611,11,4
10,0.1,1,10,4
14,0.071,1,14,4
12,0.083,1,12,4
101,0.98,0.14,1398,5
8,2,0.156,20,5
7,1.286,0.143,9,5
9,1.889,0.144,22,5
7,1.857,0.154,14,5
100,0.49,0.093,458,5
6,2.167,0.103,8,5
30,2.033,0.157,288,5
7,2.143,0.114,12,5
52,0.923,0.138,345,5
17,0.529,0.209,32,5
5,2.4,0.133,8,5
31,3.387,0.242,787,5
6,0.833,0.233,7,5
197,1.005,0.273,10654,5
36,1.333,0.143,247,5
7,6.714,0.158,52,5
22,1,0.107,52,5
37,0.541,0.131,97,5
30,2,0.154,278,5
85,0.812,0.165,969,5
33,0.848,0.098,91,5
16,0.25,0.156,10,5
31,1.194,0.189,217,5
67,0.448,0.169,339,5
7,1.571,0.117,9,5
49,1.612,0.084,324,5
24,0.75,0.139,60,5
48,8.375,0.055,1058,5
34,0.794,0.219,201,5
86,0.779,0.164,947,5
39,1.795,0.09,245,5
83,3.928,0.286,7741,5
83,3.795,0.295,7725,5
14,1.357,0.128,34,5
304,1.523,0.063,8898,5
37,1.946,0.12,321,5
68,0.5,0.224,519,5
32,10.938,0.142,1588,5
6,0.833,0.367,11,5
52,8.865,0.192,4607,5
4,1.25,0.35,7,5
10,0.7,0.157,11,5
36,1.194,0.117,181,5
5,0.8,0.45,9,5
31,3.387,0.224,728,5
31,2.29,0.159,350,5
153,2.889,0.114,7689,5
38,1.842,0.059,157,5
54,6.611,0.299,5766,5
4,2.75,0.159,7,5
34,0.735,0.256,218,5
6,1,0.194,7,5
81,0.605,0.113,449,5
8,1.125,0.125,9,5
54,0.889,0.143,370,5
14,1.214,0.113,27,5
21,3.238,0.052,74,5
6,2.833,0.137,14,5
13,0.385,0.323,21,5
6,2,0.139,10,5
311,1.489,0.088,12631,5
36,2.667,0.096,331,5
83,3.783,0.298,7772,5
160,1.788,0.201,9199,5
4,1.75,0.286,8,5
43,1.442,0.08,212,5
13,0.385,0.123,8,5
16,1.875,0.133,64,5
29,1.655,0.116,162,5
158,1.057,0.16,4213,5
9,0.667,0.407,22,5
36,4.778,0.128,793,5
13,1,0.124,21,5
15,0.933,0.11,23,5
118,0.89,0.052,642,5
45,1.756,0.087,308,5
5,1.8,0.178,8,5
55,0.873,0.142,375,5
29,2.103,0.121,214,5
13,0.615,0.154,16,5
54,6.611,0.324,6238,5
21,0.19,0.31,26,5
11,4.364,0.237,125,5
14,1.357,0.113,30,5
4,1.25,0.35,7,5
83,3.337,0.18,4138,5
16,1.813,0.144,67,5
6,1.5,0.148,8,5
12,12.167,0.091,160,5
306,1.52,0.055,7861,5
8,0.5,0.438,14,5
53,0.906,0.157,400,5
25,0.36,0.187,42,5
4,2,0.344,11,5
83,3.783,0.282,7353,5
19,2.474,0.078,70,5
9,1.111,0.144,13,5
5,0.6,0.467,7,5
7,3.429,0.101,17,5
5,1.4,0.229,8,5
28,2.179,0.172,294,5
32,3.313,0.198,671,5
