@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
1,184,44.5,178,2
1,19,4.33,13,2
1,19,4.67,14,2
1,70,70,70,2
3,1611,71.13,569,2
1,104,50.5,101,2
1,106,15.17,91,2
1,136,32.75,131,2
3,33,3,12,2
1,40,40,40,2
2,1076,34.88,558,2
2,18,10,10,2
2,1074,82.57,578,2
1,13,3,9,2
1,75,5.55,61,2
4,776,34,204,2
1,57,3.71,26,2
2,48,3.4,17,2
2,36,24,24,2
1,34,1.71,12,2
10,5530,21.3,4409,2
1,39,1.71,12,2
1,35,10,30,2
1,14,12,12,2
1,8,8,8,2
1,186,9.06,154,2
2,98,50,50,2
1,27,1.83,11,2
1,27,1.4,7,2
3,1650,15.11,559,2
2,36,26,26,2
2,44,33,33,2
17,5797,36.38,5420,2
1,52,14,28,2
1,17,17,17,2
1,106,1.02,46,2
1,44,20,40,2
2,92,47,47,2
1,26,26,26,2
1,78,24.67,74,2
1,17,6.5,13,2
1,11,10,10,2
1,214,214,214,2
1,148,47.33,142,2
1,63,20,60,2
1,45,5.67,34,2
1,63,2.31,37,2
1,15,13,13,2
1,138,138,138,2
1,17,17,17,2
1,288,1.02,122,2
2,36,29,29,2
1,52,25,50,2
7,7,7,7,2
1,95,95,95,2
25,4225,1.57,907,2
1,28,2.17,13,2
2,28,8,8,2
3,549,29.78,268,2
3,1389,13.7,411,2
6,282,57,57,2
2,1072,30,570,2
2,1072,24.36,609,2
1,283,140.5,281,2
2,100,15.33,46,2
4,76,5.25,21,2
1,11,4,8,2
2,314,26.5,159,2
1,12,4,8,2
1,19,3.75,15,2
12,3336,15.91,366,2
1,20,1.38,11,2
1,75,11.5,69,2
1,277,277,277,2
1,20,3,15,2
1,69,8.29,58,2
10,20,11,11,2
1,36,4.2,21,2
1,8,7,7,2
5,35,7,7,2
1,14,14,14,2
1,199,37.6,188,2
37,37,37,37,2
1,42,2.6,13,2
2,232,17.88,143,2
1,15,2,8,2
2,1072,21.66,628,2
3,1623,88.62,1152,2
2,1072,180.33,541,2
1,127,13.67,82,2
1,36,5.25,21,2
1,63,63,63,2
1,41,12.67,38,2
1,257,257,257,2
1,147,11.55,127,2
2,1072,24,576,2
2,1074,22.19,577,2
1,279,38.43,269,2
2,40,27,27,2
1,45,1.38,11,2
1,51,2.4,24,2
2,28,13,13,2
2,1076,29.32,557,2
1,13,13,13,2
4,432,56,336,2
1,22,1.83,11,2
1,8,8,8,2
2,12,4,8,2
2,40,29,29,2
1,9,7,7,2
1,34,1.07,16,2
6,234,45,45,2
1,206,204,204,2
3,777,13.29,319,2
1,29,13.5,27,2
1,16,15,15,2
1,41,4.57,32,2
2,32,2.67,8,2
1,76,36.5,73,2
1,14,14,14,2
2,198,4.55,50,2
1,8,8,8,2
1,193,2.97,110,2
2,92,18,54,2
1,18,17,17,2
2,50,4.5,18,2
1,36,8.67,26,2
2,1070,40.2,603,2
1,13,5.5,11,2
1,32,1.88,15,2
2,138,10.75,86,2
1,84,19.25,77,2
1,23,19,19,2
4,460,17.82,196,2
1,36,1.83,11,2
1,71,2.31,37,2
3,387,11.8,118,2
2,892,17.82,392,2
1,39,8.75,35,2
1,14,3,9,2
1,54,17,51,2
1,17,4.67,14,2
5,550,100.33,301,2
2,34,6.67,20,2
3,339,13.9,139,2
1,20,8.5,17,2
18,6156,43.48,5217,2
1,35,9.67,29,2
1,55,10.33,31,2
1,17,3.25,13,2
28,868,7.49,427,3
187,25619,29.29,23025,3
186,87234,22.29,33017,3
29,928,7.25,442,3
29,899,6.93,416,3
63,4158,44.37,2041,3
174,81954,15.84,27820,3
72,6912,15.69,3374,3
65,3250,245.83,1475,3
163,26243,8.4,13725,3
168,22680,62.81,18591,3
128,44416,13.07,17721,3
83,12367,28.77,4804,3
153,24174,46.95,14180,3
28,896,7.05,437,3
168,24360,13.06,19430,3
166,78352,17.12,28093,3
28,868,7.47,441,3
63,4977,186.78,1681,3
64,4672,72.38,1882,3
132,72204,20.66,26693,3
28,896,7.43,431,3
187,26367,4.69,10947,3
178,24920,21.52,14292,3
93,9672,4.25,4366,3
29,928,6.27,401,3
14,14,14,14,4
8,8,8,8,4
17,34,24,24,4
54,54,54,54,4
9,9,9,9,4
54,54,54,54,4
15,15,15,15,4
12,12,12,12,4
8,8,8,8,4
11,11,11,11,4
13,13,13,13,4
136,136,135,135,4
26,26,26,26,4
20,20,20,20,4
47,47,47,47,4
12,24,15,15,4
13,13,13,13,4
27,108,2.57,36,4
5,10,8,8,4
58,174,59,59,4
37,37,37,37,4
9,9,9,9,4
1,25,25,25,4
7,7,7,7,4
7,7,7,7,4
13,13,13,13,4
7,7,7,7,4
22,22,22,22,4
31,31,31,31,4
10,10,10,10,4
7,14,9,9,4
27,27,27,27,4
11,11,11,11,4
27,108,2.56,41,4
25,25,25,25,4
4,8,8,8,4
84,84,84,84,4
4,8,7,7,4
18,18,18,18,4
19,38,31,31,4
10,10,9,9,4
34,34,34,34,4
98,294,141,141,4
14,28,15,15,4
5,10,9,9,4
9,18,11,11,4
8,8,8,8,4
430,2150,46.5,465,4
7,7,7,7,4
117,117,117,117,4
32,32,32,32,4
94,188,97,97,4
7,7,7,7,4
9,9,9,9,4
9,9,9,9,4
44,132,2.47,79,4
93,372,2.89,156,4
42,42,42,42,4
31,31,31,31,4
9,9,9,9,4
16,16,16,16,4
69,207,2.08,133,4
105,210,111,111,4
9,9,9,9,4
38,38,38,38,4
9,9,9,9,4
14,14,14,14,4
261,7830,2.4,492,4
53,53,53,53,4
804,8844,15.64,1689,4
6,126,1.67,25,4
8,8,8,8,4
39,39,39,39,4
8,8,8,8,4
9,9,9,9,4
8,8,7,7,4
10,10,10,10,4
42,294,2.18,83,4
83,26062,8.75,7772,5
48,19296,4.13,1058,5
4,20,2.33,7,5
4,28,2,8,5
22,484,1.79,52,5
39,2730,7,245,5
8,40,3.67,11,5
31,3255,4.89,787,5
6,30,1.75,7,5
52,2496,7.67,345,5
83,26145,9.21,7725,5
30,1800,1.85,278,5
158,26386,8.24,4213,5
54,2592,6.85,370,5
100,4900,1.77,458,5
37,2664,7.64,321,5
13,169,3.5,21,5
86,5762,2.37,947,5
7,105,2.4,12,5
83,27058,7.55,7741,5
14,266,30,30,5
34,850,2.06,218,5
36,1728,3.58,247,5
54,19278,6.22,6238,5
43,2666,6.63,212,5
85,5865,1.44,969,5
6,30,2.2,11,5
36,1548,3.07,181,5
9,36,9,9,5
45,3555,4.81,308,5
68,2312,2.44,519,5
17,153,1.88,32,5
38,2660,19.63,157,5
8,8,7,7,5
34,918,3.09,201,5
14,238,1.8,27,5
6,72,1.43,10,5
52,23972,11.52,4607,5
20,780,3.21,109,5
5,60,4,8,5
53,2544,4.69,460,5
30,1830,1.88,288,5
28,1708,1.97,294,5
5,45,1.6,8,5
11,528,7.35,125,5
19,893,3.89,70,5
81,3969,2.26,449,5
197,39006,46.93,10654,5
32,11200,3.96,1588,5
6,54,4,8,5
9,54,5.5,22,5
29,1392,5.06,162,5
36,3456,7.7,331,5
32,3392,4.56,671,5
67,2010,2.26,339,5
16,64,5,10,5
6,78,4,8,5
5,20,4.5,9,5
91,25935,113.89,4100,5
31,2201,10.29,350,5
9,90,6.5,13,5
53,2544,7.84,400,5
83,22991,6.86,4138,5
33,924,5.69,91,5
4,44,1.75,7,5
4,20,2.33,7,5
16,336,1.6,32,5
15,210,1.92,23,5
25,225,2.47,42,5
118,12390,3.33,642,5
16,464,2.58,67,5
8,72,4.5,9,5
7,91,2,14,5
54,19278,6.4,5766,5
9,153,3.14,22,5
8,128,5,20,5
311,143993,3.93,12631,5
153,67626,6.27,7689,5
6,36,3.5,7,5
36,6192,4.84,793,5
29,1769,1.78,214,5
31,1147,2.07,217,5
6,102,2.8,14,5
16,480,2.29,64,5
17,1020,7.1,142,5
5,15,3.5,7,5
13,104,1.07,16,5
55,2640,4.26,375,5
31,3255,5.35,728,5
4,32,5.5,11,5
10,120,1.67,25,5
212,98368,11.84,5066,5
13,65,8,8,5
49,3871,7.36,324,5
21,84,3.71,26,5
7,329,5.78,52,5
101,9999,2.02,1398,5
47,13442,4.67,2459,5
12,1752,26.67,160,5
12,48,2,14,5
37,740,4.22,97,5
7,63,9,9,5
304,140752,3.91,8898,5
