@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
0.125,1,1,4
0.091,1,1,4
0.067,1,1,4
0.118,0.706,1,4
0.143,1,1,4
0.143,1,1,4
0.019,0.529,1,4
0.148,0.333,14,4
3.5,0.198,15,4
0.167,0.625,1,4
0.111,1,1,4
0.037,1,1,4
0.111,1,1,4
0.026,1,1,4
0.043,0.419,54,4
0.056,1,1,4
0.019,1,1,4
0.077,1,1,4
0.111,1,1,4
0.012,0.216,10,4
0.059,1,1,4
0.115,0.063,205,4
0.4,0.7,1,4
0.043,0.643,64,4
0.286,0.643,1,4
0.013,1,1,4
0.026,1,1,4
0.024,1,1,4
0.182,0.636,1,4
0.038,1,1,4
25,1,1,4
0.1,0.9,1,4
0.529,0.209,17,5
1.4,0.229,3,5
0.615,0.154,15,5
1,0.107,29,5
1.795,0.09,35,5
2,0.344,2,5
0.7,0.157,7,5
3.783,0.282,838,5
3.387,0.242,161,5
0.848,0.098,16,5
2.667,0.096,43,5
1.75,0.286,4,5
4.778,0.128,164,5
10.938,0.142,401,5
8.865,0.192,400,5
0.5,0.224,213,5
1.946,0.12,42,5
1.788,0.201,166,5
2.29,0.159,34,5
2.033,0.157,153,5
2.889,0.114,1227,5
0.49,0.093,259,5
0.6,0.467,2,5
2.189,0.052,428,5
3.132,0.158,36,5
8.375,0.055,256,5
1.655,0.116,32,5
1.286,0.143,1,5
2.143,0.114,5,5
2,0.139,7,5
0.444,0.25,1,5
0.125,0.875,1,5
0.873,0.142,88,5
0.779,0.164,399,5
2,0.154,150,5
3.238,0.052,13,5
0.19,0.31,7,5
3.783,0.298,888,5
1.489,0.088,3212,5
1.057,0.16,511,5
1.313,0.095,20,5
3.529,0.139,20,5
1.214,0.113,15,5
1.333,0.143,69,5
1.005,0.273,227,5
4.364,0.237,17,5
6.611,0.299,901,5
0.8,0.45,2,5
1.612,0.084,44,5
1.8,0.178,5,5
3.429,0.101,9,5
3.795,0.295,839,5
1.357,0.128,12,5
1.442,0.08,32,5
3.337,0.18,603,5
2.75,0.159,4,5
2.167,0.103,2,5
6.611,0.324,1003,5
0.833,0.367,5,5
1,0.124,6,5
0.667,0.407,4,5
0.906,0.157,51,5
2.833,0.137,5,5
0.625,0.275,3,5
0.25,0.156,2,5
0.5,0.438,2,5
2.103,0.121,120,5
0.889,0.143,54,5
1.52,0.055,2925,5
0.448,0.169,150,5
1.2,0.208,15,5
12.167,0.091,6,5
3.387,0.224,136,5
2,0.156,4,5
0.906,0.181,98,5
0.98,0.14,691,5
0.833,0.233,4,5
1.571,0.117,5,5
1,0.194,2,5
2.179,0.172,149,5
0.385,0.323,4,5
2.474,0.078,18,5
0.89,0.052,193,5
0.933,0.11,12,5
6.714,0.158,9,5
0.333,0.292,7,5
1.523,0.063,2273,5
1.875,0.133,28,5
1.842,0.059,8,5
0.541,0.131,23,5
1.194,0.117,59,5
1.857,0.154,7,5
1.95,0.14,34,5
0.735,0.256,106,5
1.5,0.148,2,5
0.923,0.138,45,5
1.25,0.35,3,5
0.605,0.113,199,5
0.75,0.139,29,5
1.889,0.144,7,5
1.111,0.144,2,5
1.756,0.087,64,5
6.085,0.183,526,5
0.812,0.165,674,5
