@relation page-blocks

@attribute Height numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Class {1,2,3,4,5}

@data
7,0.143,1,4
7,0.286,0.643,4
10,0.1,1,4
136,0.007,0.993,4
42,0.167,0.282,4
9,0.222,0.611,4
42,0.024,1,4
27,0.148,0.38,4
84,0.012,1,4
93,0.043,0.419,4
9,0.111,1,4
4,0.5,1,4
13,0.077,1,4
19,0.105,0.816,4
15,0.067,1,4
12,0.083,1,4
26,0.038,1,4
7,0.143,1,4
14,0.071,1,4
31,0.032,1,4
9,0.111,1,4
13,0.077,1,4
12,0.083,1,4
76,0.013,1,4
10,0.1,0.9,4
1,25,1,4
8,0.125,1,4
25,0.04,1,4
5,0.4,0.8,4
8,0.125,1,4
52,8.865,0.192,5
101,0.98,0.14,5
39,1.795,0.09,5
8,2,0.156,5
8,1.125,0.125,5
83,3.783,0.298,5
7,2.143,0.114,5
81,0.605,0.113,5
5,1.4,0.229,5
22,1,0.107,5
85,0.812,0.165,5
67,0.448,0.169,5
10,0.7,0.157,5
9,1.889,0.144,5
9,0.667,0.407,5
9,1.111,0.144,5
7,1.286,0.143,5
83,3.337,0.18,5
29,2.103,0.121,5
160,1.788,0.201,5
5,1.8,0.178,5
14,1.357,0.128,5
5,2.4,0.133,5
197,1.005,0.273,5
6,1,0.194,5
5,0.8,0.45,5
21,3.238,0.052,5
5,0.6,0.467,5
53,0.906,0.181,5
7,1.857,0.154,5
36,1.194,0.117,5
28,2.179,0.172,5
6,1.5,0.148,5
33,0.848,0.098,5
4,2.75,0.159,5
54,6.611,0.299,5
45,1.756,0.087,5
36,1.333,0.143,5
6,0.833,0.233,5
38,1.842,0.059,5
153,2.889,0.114,5
8,0.625,0.275,5
4,1.75,0.286,5
17,3.529,0.139,5
10,1.2,0.208,5
4,2,0.344,5
13,0.385,0.323,5
21,0.19,0.31,5
34,0.735,0.256,5
7,3.429,0.101,5
6,2,0.139,5
15,0.933,0.11,5
53,0.906,0.157,5
91,3.132,0.158,5
86,0.779,0.164,5
49,1.612,0.084,5
31,3.387,0.224,5
31,2.29,0.159,5
25,0.36,0.187,5
34,0.794,0.219,5
17,0.529,0.209,5
36,2.667,0.096,5
43,1.442,0.08,5
311,1.489,0.088,5
6,2.833,0.137,5
29,1.655,0.116,5
306,1.52,0.055,5
20,1.95,0.14,5
32,10.938,0.142,5
83,3.928,0.286,5
9,0.444,0.25,5
8,0.125,0.875,5
19,2.474,0.078,5
30,2.033,0.157,5
12,12.167,0.091,5
7,1.571,0.117,5
13,0.385,0.123,5
37,1.946,0.12,5
31,1.194,0.189,5
4,1.25,0.35,5
47,6.085,0.183,5
6,0.833,0.367,5
12,0.333,0.292,5
16,1.875,0.133,5
54,0.889,0.143,5
212,2.189,0.052,5
16,1.313,0.095,5
16,1.813,0.144,5
32,3.313,0.198,5
14,1.214,0.113,5
24,0.75,0.139,5
8,0.5,0.438,5
55,0.873,0.142,5
13,0.615,0.154,5
14,1.357,0.113,5
52,0.923,0.138,5
31,3.387,0.242,5
68,0.5,0.224,5
37,0.541,0.131,5
4,1.25,0.35,5
118,0.89,0.052,5
83,3.795,0.295,5
83,3.783,0.282,5
