@relation satimage

@attribute Sp17 numeric
@attribute Sp18 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp43 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
123,100,111,123,100,74,100,92,78,96,67,86,75,112,79,112,101,1
115,91,106,106,91,92,103,81,80,81,79,92,75,107,71,103,96,1
96,81,87,104,89,67,84,83,59,75,63,80,63,79,60,75,80,1
108,92,64,100,99,67,99,92,67,83,59,81,63,75,70,100,92,1
124,97,111,119,101,68,111,102,68,98,68,96,68,112,64,103,96,1
89,80,75,101,80,50,69,76,50,76,50,78,46,71,50,71,74,1
114,94,111,124,94,64,106,94,64,98,64,92,60,103,60,99,92,1
111,91,106,111,98,60,99,92,64,92,63,92,63,99,63,103,96,1
101,83,88,105,83,57,81,76,53,76,56,78,56,79,53,79,78,1
110,98,103,114,94,74,102,90,63,94,64,91,60,102,57,102,94,1
128,103,116,128,99,75,116,100,75,100,74,100,70,113,66,113,100,1
113,92,99,113,92,59,96,81,63,89,63,86,59,95,63,99,86,1
93,79,66,86,72,57,75,73,53,73,60,87,60,81,57,73,76,1
124,94,108,114,98,67,111,94,67,97,60,94,64,106,68,111,98,1
119,94,106,110,90,72,106,98,72,94,71,92,71,103,68,107,96,1
87,78,75,87,78,51,83,75,55,79,49,78,49,71,52,79,78,1
124,94,111,119,97,64,111,102,68,98,71,96,68,112,64,112,99,1
122,96,109,122,96,63,112,94,63,94,67,94,63,106,63,102,90,1
113,96,107,122,92,59,103,92,63,96,63,89,63,100,66,100,92,1
118,92,107,113,96,59,99,92,59,92,59,81,63,91,63,100,89,1
125,102,111,120,98,68,112,99,64,99,71,100,71,111,67,111,100,1
122,100,118,122,100,87,112,98,79,90,78,94,70,106,67,102,94,1
110,90,111,119,97,60,102,94,60,94,56,88,60,95,68,103,92,1
122,96,109,117,96,67,112,98,71,98,67,97,67,111,67,111,101,1
102,83,98,106,91,50,79,78,56,92,51,75,51,79,55,87,83,1
104,88,103,113,92,63,103,92,63,87,63,92,63,104,59,104,92,1
101,83,88,101,83,53,77,79,57,79,60,85,56,79,60,79,85,1
122,92,109,122,96,67,103,94,67,98,63,97,67,111,67,106,97,1
117,92,96,112,89,63,99,94,63,90,70,94,67,97,63,97,90,1
122,100,113,122,100,67,103,90,67,90,67,87,63,102,63,97,87,1
123,100,111,118,100,66,113,100,66,100,67,86,63,108,63,108,98,1
105,83,92,105,83,53,81,83,53,83,53,85,53,83,53,79,78,1
122,99,107,122,96,67,111,96,67,100,63,85,63,109,66,113,100,1
113,88,103,118,92,71,103,92,71,92,70,96,66,104,70,104,92,1
109,92,95,104,87,63,83,85,66,85,63,83,63,91,59,88,83,1
113,96,111,123,100,66,104,89,70,96,75,79,67,99,71,112,98,1
125,98,102,115,94,71,103,96,64,92,67,96,67,91,59,75,83,1
115,94,102,115,94,71,107,96,71,96,67,96,67,107,67,107,96,1
104,114,36,113,128,63,79,87,59,92,70,92,70,100,66,79,85,1
114,94,106,114,97,68,106,94,64,94,64,92,64,103,64,103,96,1
102,76,77,94,76,71,83,85,64,81,84,92,71,79,63,75,83,1
94,83,85,98,83,60,83,81,64,85,75,92,75,95,71,95,87,1
118,100,111,118,100,66,109,100,66,100,67,94,67,108,67,108,94,1
90,76,77,94,79,60,83,85,56,78,63,87,59,75,59,83,79,1
100,79,75,96,79,49,75,78,52,78,49,79,52,70,52,70,75,1
97,83,84,89,73,68,102,87,68,79,71,96,76,112,68,99,85,1
115,94,106,115,94,76,112,99,80,96,79,100,84,111,84,103,96,1
106,87,94,111,87,56,95,92,56,85,63,87,59,95,63,95,87,1
118,96,99,108,88,79,111,96,67,92,78,96,74,109,66,104,92,1
118,96,116,128,103,71,79,92,79,100,78,96,74,83,66,71,85,1
118,96,107,122,99,67,111,100,67,100,66,100,66,109,66,109,96,1
108,92,91,100,85,59,88,86,63,86,60,80,60,75,63,84,83,1
112,92,100,104,81,63,99,90,63,86,60,94,63,111,63,106,90,1
96,78,87,104,85,59,95,87,63,92,59,81,59,87,63,100,92,1
96,78,71,84,74,49,73,83,49,75,50,80,50,75,47,75,80,1
114,97,92,110,83,88,111,94,76,76,92,103,84,112,71,83,85,1
113,92,99,118,88,59,79,79,63,83,52,70,56,75,56,75,78,1
90,76,73,90,79,60,83,78,53,74,63,83,63,87,59,83,79,1
90,75,84,97,79,50,75,80,53,80,60,76,60,77,60,89,83,1
114,90,106,119,94,68,106,94,72,98,68,92,71,103,71,103,96,1
118,96,107,118,96,66,113,96,66,96,63,94,67,103,63,108,94,1
104,89,100,108,92,59,99,90,59,90,57,83,60,88,57,92,87,1
114,90,95,110,86,63,102,90,63,90,60,83,64,98,68,106,94,1
108,89,91,104,85,59,91,86,56,83,53,73,50,79,53,84,83,1
119,94,102,114,94,64,106,94,68,94,64,92,64,107,64,103,92,1
90,79,77,90,75,57,84,80,50,76,57,87,53,85,50,73,76,1
89,73,75,85,69,64,89,79,64,76,71,99,68,99,64,83,74,1
113,96,111,118,96,66,109,96,66,96,67,98,71,108,67,112,98,1
113,92,103,113,96,74,100,92,70,92,67,94,63,95,63,91,90,1
122,92,104,117,92,67,103,94,67,94,70,97,70,115,67,106,94,1
104,81,83,96,81,67,95,87,67,87,63,89,66,100,63,100,92,1
105,86,81,90,79,57,97,90,57,80,57,94,57,94,53,85,87,1
82,72,70,82,72,50,71,73,47,65,53,79,50,73,50,69,72,1
97,86,81,97,79,50,79,83,50,80,50,79,50,73,50,69,72,1
110,87,97,110,87,60,94,87,60,87,53,81,60,87,56,87,81,1
97,79,66,90,79,67,84,87,74,90,76,94,76,102,80,111,102,1
87,78,79,96,78,51,75,75,51,79,56,85,56,83,56,83,81,1
115,91,106,115,94,76,107,103,76,96,75,96,75,107,79,103,100,1
100,83,79,100,79,56,83,81,49,78,49,79,49,73,52,70,75,1
102,87,85,102,79,53,83,78,53,81,59,83,55,79,55,83,79,1
123,100,107,118,96,66,113,100,66,100,67,98,63,112,63,108,101,1
80,70,63,76,66,52,66,72,52,72,50,76,50,71,47,67,65,1
110,90,103,110,86,82,120,101,70,94,80,98,76,111,68,106,91,1
112,96,100,108,85,67,112,98,67,90,70,97,67,111,67,106,97,1
112,89,96,112,89,63,95,90,63,90,60,83,63,79,63,88,90,1
114,90,102,119,94,68,106,94,68,98,64,81,64,103,64,107,96,1
122,96,100,117,96,71,99,98,75,98,70,97,70,102,70,106,94,1
93,73,79,93,73,57,73,76,57,76,53,74,56,79,56,87,85,1
119,98,112,119,94,67,111,94,63,94,64,94,64,106,64,106,94,1
113,96,99,109,96,70,100,92,66,92,63,90,63,91,59,91,86,1
125,98,111,120,98,64,112,96,64,99,67,96,67,107,67,111,96,1
108,89,100,112,92,67,95,83,67,86,63,73,67,84,63,79,73,1
105,87,92,101,90,64,85,83,64,83,60,85,64,83,60,87,85,1
96,78,79,87,78,55,79,75,51,75,52,78,56,83,56,83,85,1
89,83,88,105,87,64,81,83,64,83,64,85,60,83,64,83,81,1
112,92,104,112,96,75,112,98,75,94,70,94,74,111,70,111,97,1
113,88,91,108,88,63,95,87,55,83,74,89,63,96,56,91,89,1
122,96,103,113,92,67,107,96,71,96,63,92,66,100,66,104,92,1
101,87,92,105,90,76,102,98,80,102,80,96,76,107,84,116,103,1
108,96,104,117,92,63,91,79,63,83,63,73,63,84,63,84,73,1
104,92,75,100,83,70,100,96,63,89,71,98,75,108,71,99,94,1
97,79,84,93,75,67,102,87,63,76,68,94,68,111,68,94,79,1
123,100,111,123,96,66,113,103,66,96,67,98,63,108,67,108,98,1
112,92,100,112,96,75,108,98,75,98,70,94,74,106,70,111,97,1
93,83,77,93,79,47,71,80,50,76,50,72,53,69,53,69,72,1
118,96,107,118,96,66,109,96,66,96,67,98,63,108,63,108,98,1
110,87,84,105,83,57,94,87,53,87,68,85,56,91,56,95,92,1
119,94,97,105,87,68,115,102,64,91,64,96,68,116,68,112,96,1
117,92,104,122,92,59,99,90,59,90,57,87,57,92,57,88,83,1
100,78,83,96,85,49,73,75,56,83,53,80,50,84,53,88,80,1
96,78,79,100,78,52,81,79,49,75,53,83,53,84,50,84,76,1
102,79,89,90,76,68,103,88,64,81,71,100,67,107,63,103,92,1
120,102,115,120,98,68,116,99,68,99,71,104,67,111,67,111,96,1
109,87,99,109,87,66,109,100,63,92,67,98,67,112,67,112,98,1
108,85,87,100,85,56,84,83,56,86,63,90,60,92,53,84,87,1
105,80,88,105,83,64,89,79,60,79,68,92,64,99,56,91,81,1
118,92,99,113,92,63,107,92,63,92,59,92,59,100,59,96,81,1
122,96,112,128,99,67,111,100,67,100,63,96,66,113,66,109,100,1
118,96,107,118,99,67,111,96,67,96,66,96,66,113,66,113,96,1
112,92,104,112,92,59,88,86,59,90,57,83,53,92,57,88,87,1
119,98,108,119,94,63,102,90,67,94,64,76,64,89,64,102,91,1
104,87,95,109,87,63,100,92,63,92,63,90,67,99,63,99,94,1
118,96,111,118,96,78,104,96,74,96,75,90,67,99,63,99,90,1
124,97,111,124,101,68,115,98,60,98,64,96,64,112,60,107,96,1
118,96,112,122,96,67,107,96,67,96,66,78,66,91,63,96,85,1
123,96,107,123,96,66,113,92,66,96,71,94,67,108,67,112,98,1
105,83,92,105,87,60,98,87,60,83,60,85,56,91,56,91,85,1
86,72,73,86,75,53,75,73,53,69,57,79,57,73,50,62,68,1
122,99,112,128,99,75,111,100,75,100,74,92,78,113,74,113,100,1
124,98,103,124,94,63,102,94,63,90,50,98,53,66,60,94,87,1
122,99,107,118,96,67,111,100,67,96,66,100,66,109,66,113,96,1
114,94,108,119,98,63,102,90,63,94,64,94,64,102,64,106,94,1
110,86,95,105,86,63,106,90,60,94,60,98,64,106,64,102,94,1
113,87,91,104,87,63,87,81,63,85,56,79,52,77,52,84,86,1
122,99,116,122,99,75,103,96,75,96,74,96,74,109,74,104,92,1
106,87,94,102,87,56,91,85,60,85,63,83,63,95,59,95,92,1
96,78,71,91,78,51,64,75,48,67,52,81,49,75,46,75,78,1
119,98,108,114,98,67,106,97,67,97,64,98,68,111,68,102,94,1
120,98,115,125,98,64,116,99,64,96,67,100,71,111,71,111,96,1
105,87,97,114,90,60,85,87,64,91,56,85,60,91,60,99,92,1
97,75,73,79,68,70,97,87,63,73,68,102,68,106,64,89,79,1
110,90,95,105,90,60,75,83,63,83,60,79,64,81,64,85,83,1
91,74,99,108,88,67,91,79,71,87,63,78,63,87,63,91,78,1
122,96,109,122,96,67,103,94,67,94,63,94,63,106,63,106,90,1
94,76,77,94,76,53,79,81,56,78,55,79,59,83,71,99,87,1
114,87,97,114,90,68,94,91,60,83,68,85,68,87,60,75,78,1
84,70,67,84,74,63,73,75,59,79,63,87,63,92,60,92,90,1
118,100,111,123,104,66,104,96,70,100,67,94,63,103,67,108,98,1
96,81,83,96,81,63,84,83,59,75,63,83,63,84,63,79,83,1
122,99,103,118,96,63,107,100,67,100,63,96,66,109,66,109,100,1
84,70,71,80,70,52,70,72,52,72,50,73,53,79,53,75,73,1
125,102,115,125,98,64,112,103,64,99,67,100,67,111,67,116,100,1
119,94,103,114,94,67,106,97,63,90,68,94,64,102,64,102,94,1
111,91,98,106,91,68,103,88,68,92,71,92,71,103,71,107,92,1
113,96,107,123,100,70,104,96,70,92,75,94,71,108,75,108,98,1
112,92,100,112,92,59,91,86,59,90,60,87,60,88,60,97,83,1
102,83,94,102,79,64,103,88,60,81,71,100,71,107,67,99,83,1
117,100,113,122,103,67,112,101,67,98,63,97,63,111,63,111,97,1
120,98,106,115,94,71,112,99,68,99,71,96,71,107,71,111,96,1
114,94,108,119,98,70,106,94,74,97,72,91,76,111,76,111,94,1
109,92,99,118,92,66,104,92,66,89,63,79,63,95,67,95,83,1
125,102,111,125,102,68,112,96,68,99,67,96,63,107,63,107,100,1
122,96,103,108,81,79,107,92,75,92,63,89,66,100,63,100,96,1
100,85,79,91,78,59,75,79,59,79,66,92,59,91,56,79,81,1
93,71,72,85,75,52,67,74,56,70,52,79,52,66,52,66,68,1
100,78,104,108,89,75,99,79,67,86,67,90,63,92,63,88,83,1
86,79,70,90,75,47,71,73,50,76,50,76,50,66,53,66,76,1
112,92,100,108,89,63,81,86,71,94,74,90,78,92,78,97,97,1
85,71,75,93,79,56,75,74,56,78,52,75,56,84,56,81,79,1
100,81,87,104,85,67,103,87,63,87,59,81,66,100,66,96,92,1
111,91,94,102,83,68,112,96,64,88,71,100,71,116,71,107,96,1
112,96,100,112,92,71,108,94,75,98,70,97,70,106,74,106,97,1
100,85,83,100,81,59,88,83,67,83,67,90,60,84,63,75,80,1
96,81,83,100,81,63,75,83,67,87,82,89,66,71,63,79,85,1
118,92,103,118,96,71,103,96,71,92,70,92,70,109,70,109,96,1
119,98,103,114,90,67,115,104,63,94,64,102,68,115,68,115,102,1
125,102,115,131,102,84,116,103,92,103,71,92,79,103,84,111,100,1
105,86,99,114,94,57,88,83,57,83,53,76,53,77,57,81,79,1
110,87,97,114,87,57,94,87,57,79,56,81,53,83,53,79,81,1
108,88,99,108,92,63,91,87,59,87,63,81,63,87,56,91,89,1
123,100,111,118,96,66,109,96,66,96,67,94,63,103,67,103,94,1
104,88,75,91,78,67,83,79,59,71,66,89,70,96,63,79,78,1
100,78,75,87,74,63,87,83,59,79,56,81,59,83,59,83,81,1
100,81,79,100,81,56,88,83,56,83,57,87,60,88,57,92,87,1
84,74,67,84,74,49,77,75,46,72,50,80,47,75,50,71,76,1
89,75,83,93,75,49,71,78,49,74,49,75,49,73,49,70,72,1
93,79,84,105,86,57,79,80,57,83,57,76,53,77,53,77,79,1
94,76,73,90,76,53,75,78,50,81,51,75,55,79,51,75,75,1
113,88,95,104,88,63,103,92,63,92,63,92,63,104,63,104,92,1
118,96,107,122,99,71,107,96,75,96,74,96,74,109,74,109,96,1
92,81,75,104,85,67,77,79,63,79,67,90,67,84,74,92,90,1
104,85,91,108,89,59,91,86,59,86,53,73,53,79,50,79,80,1
122,96,100,117,96,67,99,86,67,94,63,73,67,84,67,92,76,1
96,81,87,100,85,59,79,75,59,83,56,70,52,71,56,79,74,1
120,94,111,120,94,68,103,92,64,92,71,92,71,99,67,103,96,1
112,92,100,117,92,63,95,86,63,94,60,83,57,106,63,111,97,1
125,98,111,120,98,68,107,96,68,99,67,96,71,107,67,111,100,1
113,92,107,118,92,71,107,96,71,92,70,92,70,109,70,109,92,1
119,94,111,124,97,68,115,98,68,98,64,99,64,112,64,112,96,1
118,92,107,118,96,71,103,96,71,92,66,92,70,109,74,109,96,1
105,87,92,101,87,57,89,87,60,87,56,81,56,91,60,91,85,1
122,103,112,122,96,75,107,96,79,100,74,92,74,109,78,104,96,1
91,74,75,87,78,48,72,75,51,75,49,74,49,71,49,71,74,1
117,92,96,112,89,63,95,90,63,90,60,83,60,75,63,79,83,1
118,96,107,109,96,78,113,96,70,92,79,98,71,103,63,95,86,1
122,96,112,128,99,67,107,96,67,96,66,96,66,109,66,109,96,1
105,86,88,105,86,53,84,83,57,87,57,87,53,89,57,94,87,1
98,83,85,102,83,53,83,81,53,85,51,79,51,75,51,72,75,1
114,90,115,119,97,76,115,102,72,102,76,99,76,112,80,116,103,1
93,76,75,82,73,60,94,87,60,76,64,92,68,99,60,91,85,1
112,92,96,112,92,59,95,90,63,86,60,87,60,97,57,106,90,1
115,94,106,115,94,71,103,92,71,96,71,96,71,103,71,107,92,1
91,78,79,96,70,55,79,79,55,79,56,74,56,79,56,83,81,1
88,74,79,96,78,49,70,72,52,75,50,80,53,75,53,71,73,1
91,78,79,96,78,55,72,71,55,75,49,78,52,67,56,67,70,1
110,87,88,105,90,76,94,91,68,91,84,96,84,107,68,103,92,1
123,96,107,118,96,66,109,96,66,96,63,98,67,108,63,108,98,1
96,85,91,100,85,63,87,87,63,92,63,92,63,96,66,96,89,1
115,98,111,120,98,64,107,96,64,99,67,100,67,111,67,107,96,1
118,96,112,118,96,67,107,96,71,96,52,81,59,87,63,96,92,1
108,89,96,112,89,59,99,90,59,86,67,90,63,102,63,106,90,1
111,87,85,102,87,50,83,85,53,81,51,83,48,75,48,72,75,1
113,96,107,118,96,67,107,96,79,96,63,92,66,100,66,96,92,1
122,96,103,118,92,71,99,92,71,96,70,96,70,100,66,100,92,1
122,103,113,122,100,63,103,94,67,98,63,90,67,102,74,106,104,1
90,79,73,90,76,53,75,74,56,78,63,83,59,83,59,95,87,1
90,75,84,105,86,50,79,76,50,76,53,87,50,73,50,66,72,1
79,74,61,79,67,48,61,67,51,71,52,70,52,63,49,63,66,1
108,89,83,100,81,52,84,86,52,79,53,83,50,79,50,75,80,1
128,99,112,122,96,71,111,96,71,100,66,96,70,113,70,113,96,1
97,79,91,101,86,53,79,73,53,73,53,79,57,73,57,77,76,1
122,100,109,122,96,63,108,98,67,94,60,83,63,102,63,106,90,1
124,98,108,119,98,67,111,97,67,94,68,98,68,111,68,111,102,1
105,87,97,105,87,57,94,87,57,83,56,92,56,87,56,83,85,1
105,86,99,101,86,60,97,94,63,87,64,98,64,102,64,106,94,1
128,100,111,123,96,66,113,100,66,100,63,98,63,112,71,112,101,1
118,96,107,122,96,71,103,92,71,92,70,92,70,109,70,100,92,1
108,89,96,108,89,63,103,90,59,90,63,90,67,102,63,102,90,1
104,88,91,104,85,75,91,92,75,87,66,81,66,83,66,87,89,1
122,92,103,113,88,71,111,100,71,96,66,92,66,104,74,113,100,1
124,101,115,129,101,64,111,98,64,102,64,99,64,107,68,107,99,1
90,75,70,90,75,50,67,76,50,76,50,76,53,66,60,73,76,1
93,76,75,97,80,50,73,79,53,83,50,78,46,79,50,79,81,1
113,85,91,96,78,71,107,96,67,83,74,96,74,113,70,109,96,1
108,85,91,104,85,55,87,87,55,87,59,89,52,87,56,87,85,1
89,76,71,89,80,50,69,72,53,72,50,78,50,68,50,71,70,1
101,83,81,93,79,50,79,80,53,76,53,76,53,77,57,77,76,1
120,98,111,115,98,64,112,99,64,99,71,100,67,111,67,107,96,1
111,98,111,125,102,76,107,96,84,103,84,96,71,79,79,103,100,1
115,94,111,115,94,76,112,96,76,99,75,96,79,103,84,111,100,1
112,96,104,112,92,63,99,90,59,90,57,94,53,88,50,71,76,1
102,91,98,111,91,64,103,96,60,88,59,87,59,87,55,83,83,1
119,97,97,105,87,68,111,102,68,94,68,96,68,112,71,112,99,1
102,79,89,98,79,60,91,81,64,81,71,96,67,99,67,91,79,1
81,71,72,81,71,52,71,70,52,70,52,72,52,70,56,73,75,1
123,96,111,123,100,66,109,96,66,96,63,98,67,103,67,108,94,1
117,96,83,104,89,75,108,98,71,94,70,94,70,106,67,97,90,1
122,96,112,122,96,71,111,100,71,100,66,96,66,113,70,113,100,1
112,92,104,117,92,67,99,94,63,90,57,83,60,88,60,75,83,1
131,102,111,120,94,92,116,103,84,96,79,100,84,111,84,103,92,1
80,70,71,84,70,52,70,72,56,75,53,76,53,75,53,71,69,1
100,83,95,109,92,56,79,81,52,81,56,83,56,84,56,84,79,1
114,90,92,105,80,68,102,91,64,79,71,92,68,107,64,99,85,1
96,83,83,89,79,59,83,81,59,81,56,79,56,81,56,84,86,1
108,92,113,117,96,75,112,101,79,101,70,94,74,115,74,115,101,1
101,83,95,105,79,67,97,80,63,73,64,94,64,106,68,102,87,1
119,90,103,119,94,57,97,87,63,87,60,87,60,94,57,94,87,1
122,99,112,122,99,71,111,100,67,100,70,96,70,118,66,113,100,1
106,91,98,102,91,64,99,92,64,96,63,87,59,91,59,87,87,1
104,85,79,100,81,55,87,87,55,87,66,96,56,91,56,87,89,1
120,98,111,125,98,64,107,99,68,96,67,96,67,107,71,107,96,1
80,74,67,84,70,52,66,72,52,68,57,73,53,71,53,71,73,1
118,96,107,123,96,63,104,92,63,96,59,86,63,99,63,95,90,1
130,101,112,124,101,67,115,101,67,97,64,98,64,111,72,115,102,1
123,100,111,123,100,66,109,100,66,100,67,98,67,108,67,108,101,1
114,98,70,110,98,67,111,97,60,97,68,98,68,102,60,89,94,1
112,96,109,122,100,67,112,98,67,98,67,101,67,115,67,111,94,1
105,80,88,97,73,64,106,94,68,87,64,96,71,107,76,112,99,1
122,103,112,122,99,71,103,96,71,100,70,96,70,104,70,100,92,1
119,94,106,114,97,68,111,94,68,94,71,96,71,112,68,112,99,1
110,90,95,110,90,57,92,83,57,83,53,87,53,89,53,81,83,1
100,81,75,96,78,55,83,87,51,83,56,89,56,87,52,87,89,1
96,79,79,93,75,52,79,78,56,85,52,79,49,73,56,81,83,1
94,76,73,90,76,50,75,78,50,78,51,79,51,75,48,72,79,1
113,88,99,108,88,71,111,96,71,96,66,103,74,113,70,113,96,1
125,98,106,125,98,60,107,96,64,99,71,96,67,103,67,107,96,1
119,101,111,119,94,68,115,98,68,98,64,99,64,116,64,112,96,1
123,100,111,123,100,70,113,96,70,100,71,98,71,108,67,108,98,1
104,87,95,109,87,56,87,85,63,85,56,83,56,84,59,81,86,1
119,98,108,119,98,67,111,101,67,101,68,98,68,111,68,111,98,1
104,87,87,100,87,59,91,85,52,78,59,90,56,84,52,77,79,1
120,98,111,120,94,71,112,96,71,96,71,100,71,111,71,111,100,1
93,83,88,101,83,53,88,80,57,87,57,79,53,81,53,85,83,1
105,86,81,105,86,53,84,87,53,83,64,91,57,94,53,89,87,1
120,98,102,115,94,64,107,96,64,96,63,92,67,107,71,107,96,1
96,81,83,96,81,63,95,83,63,87,59,89,63,96,66,100,92,1
122,96,113,122,96,63,108,98,63,94,67,94,67,111,63,106,94,1
128,99,103,122,96,67,99,96,67,92,70,96,66,104,70,100,96,1
119,94,106,114,90,64,98,91,64,91,64,92,64,103,60,103,88,1
88,74,67,88,70,49,73,79,52,75,50,76,50,79,50,79,76,1
82,73,71,78,73,60,81,76,57,76,68,88,60,91,64,95,88,1
104,85,79,100,81,48,75,75,48,75,49,81,49,79,49,71,78,1
124,101,115,129,104,64,111,102,68,102,64,96,64,116,64,116,96,1
113,92,103,118,92,67,99,92,67,92,63,85,63,96,63,100,89,1
104,89,96,100,92,71,103,94,59,90,70,90,60,92,53,84,83,1
101,83,84,105,86,60,92,87,53,87,68,94,64,98,57,94,87,1
111,91,98,111,91,68,107,92,68,92,71,96,71,103,67,103,92,1
118,96,103,118,99,67,99,92,71,96,66,92,66,100,63,100,92,1
93,73,79,97,80,57,77,76,57,83,56,78,56,87,56,87,81,1
101,87,79,93,80,53,77,76,53,76,53,81,56,83,56,83,81,1
124,98,112,119,98,63,111,101,63,101,68,98,60,111,64,106,98,1
122,99,116,122,96,67,111,96,67,100,66,100,66,113,70,118,100,1
122,96,104,122,96,63,108,98,63,98,63,101,63,106,63,111,97,1
104,79,91,93,71,86,118,100,82,92,87,98,79,103,71,95,90,1
108,88,95,108,85,71,107,96,71,96,74,100,70,113,70,109,100,1
118,96,112,122,96,67,107,96,63,100,63,92,63,109,63,100,96,1
96,78,79,96,78,48,72,79,48,75,49,78,49,71,49,71,74,1
86,76,66,82,76,53,61,67,56,74,48,67,51,61,51,68,71,1
79,74,68,83,70,51,68,71,51,71,49,74,49,67,52,67,70,1
104,87,95,109,87,63,96,89,63,89,63,90,63,95,63,99,90,1
101,80,84,93,76,53,85,79,57,79,56,81,56,83,56,83,81,1
122,96,100,104,89,71,108,101,71,90,67,94,67,111,70,111,97,1
87,70,71,87,74,51,72,75,51,75,46,74,46,67,49,71,74,1
89,75,72,89,71,52,71,74,52,70,49,75,52,66,52,70,72,1
112,92,104,122,96,75,99,90,67,90,74,94,67,97,57,97,94,1
118,96,111,118,100,66,104,96,66,100,63,98,63,108,67,112,101,1
135,98,112,130,98,67,111,101,63,101,64,98,60,111,64,111,102,1
114,90,88,97,75,70,111,97,70,87,64,98,68,111,68,106,94,1
100,78,79,96,81,55,79,75,55,79,56,85,63,91,59,91,85,1
104,92,99,113,92,66,96,89,66,92,67,94,67,103,71,103,98,1
102,83,85,102,83,60,75,78,56,74,67,79,59,72,55,68,75,1
122,96,118,117,100,71,108,98,67,98,67,87,67,111,67,106,97,1
80,70,71,80,74,49,70,72,52,75,47,65,50,71,53,75,73,1
108,92,103,118,96,59,91,87,59,87,63,85,56,91,56,87,85,1
128,103,116,133,103,79,103,100,84,100,74,89,66,71,74,83,92,1
93,73,71,85,69,57,73,72,50,68,53,74,53,71,53,71,74,1
122,100,113,122,96,67,108,98,75,101,67,97,74,106,78,111,101,1
115,94,89,111,94,64,91,92,60,88,67,92,59,75,59,87,92,1
102,83,85,94,83,53,83,81,53,78,51,83,51,79,55,79,75,1
113,92,95,108,88,51,87,87,51,83,59,85,52,79,49,83,81,1
123,100,111,118,100,66,109,96,66,96,67,94,67,108,67,112,98,1
114,94,103,114,90,67,97,87,63,90,64,91,68,94,60,89,83,1
93,79,73,90,75,53,84,80,50,76,57,83,53,85,57,85,79,1
91,78,79,91,78,55,75,79,55,71,56,78,49,75,52,67,74,1
108,89,91,112,89,67,103,94,63,90,67,90,70,106,67,106,90,1
98,79,73,90,72,53,71,74,53,74,55,79,55,79,51,75,75,1
90,76,69,86,72,50,71,78,50,74,51,75,48,61,48,64,71,1
118,92,103,118,92,67,103,92,71,96,70,92,70,104,70,109,92,1
105,83,91,97,83,70,111,90,63,80,72,98,72,115,72,106,91,1
94,76,73,98,76,53,75,78,53,74,51,75,48,79,55,79,79,1
89,73,97,101,80,68,94,83,76,94,68,81,71,103,76,116,99,1
90,79,81,90,83,64,91,81,68,81,63,83,67,91,75,91,92,1
112,122,49,112,118,56,70,98,52,105,67,97,60,88,47,40,122,1
119,97,106,124,104,68,106,98,72,102,60,92,64,99,68,99,99,1
85,75,72,85,75,46,67,74,49,74,49,75,46,66,49,70,75,1
100,81,103,118,96,75,99,87,79,100,63,78,66,91,74,100,92,1
102,87,85,102,87,56,83,85,60,85,63,83,63,87,63,95,92,1
125,98,111,125,98,64,112,96,60,96,71,96,71,107,67,103,96,1
106,87,94,111,87,60,87,85,56,81,59,75,59,91,59,87,83,1
128,103,112,128,96,71,111,100,71,100,70,100,70,113,70,113,100,1
118,96,107,109,92,70,109,100,70,100,67,94,67,103,67,103,90,1
98,76,77,98,79,53,71,74,53,74,48,79,55,79,55,79,75,1
97,79,73,93,75,60,84,80,63,87,68,91,64,98,64,94,91,1
120,94,111,120,94,71,112,96,68,99,71,100,71,111,71,107,96,1
115,91,106,115,94,64,83,88,68,88,55,75,63,79,67,99,92,1
124,98,112,124,101,74,106,104,78,101,68,98,72,111,80,115,102,1
94,79,89,98,83,64,95,85,64,92,59,75,59,79,59,79,79,1
120,98,111,125,98,71,112,99,71,96,71,96,67,99,67,91,92,1
87,74,71,83,74,55,79,75,51,75,52,78,52,75,52,75,78,1
122,92,107,113,92,63,103,96,67,96,63,89,66,100,66,104,96,1
113,92,103,113,96,63,100,96,66,96,59,90,59,95,59,103,94,1
93,79,88,105,86,60,84,80,60,83,57,79,60,81,60,73,79,1
110,86,99,105,83,74,115,101,70,90,72,102,72,115,72,115,98,1
122,99,107,128,96,67,111,100,67,96,66,96,70,109,66,109,96,1
122,96,116,128,103,67,111,100,71,100,66,100,70,118,70,113,100,1
114,90,103,114,94,67,106,90,70,97,72,98,72,106,68,106,94,1
129,101,120,124,97,64,111,102,72,102,64,96,68,107,68,116,99,1
118,96,103,113,96,63,109,100,63,96,63,94,63,103,63,103,94,1
93,80,71,89,80,50,69,72,50,76,50,81,50,75,46,71,74,1
111,87,94,98,83,56,91,85,56,85,59,92,59,91,55,87,87,1
105,90,106,114,94,97,115,102,92,91,97,103,88,116,92,103,81,1
