@relation page-blocks

@attribute Height numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
25,16.4,0.272,6872,1
8,8.625,0.415,543,1
11,7.273,0.492,776,1
7,5.714,0.229,192,1
11,0.818,0.465,76,1
5,0.8,0.45,15,1
1,9,1,9,1
10,9,0.501,781,1
9,3.667,0.347,276,1
8,18.875,0.174,758,1
10,8,0.275,348,1
12,8.417,0.292,960,1
10,12.6,0.456,1103,1
7,4.857,0.223,218,1
7,4.429,0.286,146,1
10,27.2,0.206,2139,1
8,7.75,0.218,312,1
6,16.167,0.266,419,1
11,4.727,0.28,346,1
7,19,0.211,520,1
10,1.5,0.273,142,1
9,0.778,0.302,38,1
10,1.9,0.611,171,1
11,3.273,0.283,313,1
11,9.273,0.289,930,1
8,2,0.477,112,1
10,1.5,0.3,150,1
8,5.25,0.39,316,1
8,6,0.354,332,1
24,4.125,0.912,2282,1
7,49.429,0.167,1712,1
9,11.222,0.211,742,1
6,6.667,0.313,239,1
7,2.143,0.705,102,1
10,5.2,0.294,351,1
6,1.167,0.333,40,1
23,16.13,0.941,8533,1
7,5.143,0.302,220,1
9,2.111,0.298,126,1
11,6.364,0.381,492,1
7,3.857,0.28,179,1
7,2.857,0.421,116,1
10,25.6,0.363,1959,1
23,8.609,0.924,4548,1
6,3,0.5,107,1
7,0.571,0.714,26,1
8,1.75,0.42,95,1
6,2.167,0.436,59,1
7,28.286,0.17,988,1
25,7.44,0.456,4035,1
25,7.48,0.486,4390,1
8,2.125,0.441,133,1
6,1.167,0.429,37,1
7,3.857,0.402,141,1
11,39.636,0.336,3623,1
8,7.75,0.308,470,1
7,5,0.347,189,1
8,3.875,0.298,216,1
14,20.286,0.236,2777,1
11,1,0.43,97,1
8,3.625,0.444,232,1
14,29.857,0.261,3625,1
5,3.8,0.316,87,1
8,13.5,0.293,775,1
6,15,0.394,434,1
6,1.167,0.714,36,1
8,13.5,0.348,750,1
9,10.889,0.302,628,1
8,30.25,0.171,792,1
8,5.875,0.362,331,1
7,1.286,0.444,52,1
7,2.857,0.364,122,1
12,3.333,0.271,352,1
8,1.625,0.423,103,1
7,6.143,0.246,285,1
9,0.444,0.444,36,1
10,4.9,0.551,462,1
10,17.6,0.257,1026,1
9,8.444,0.363,598,1
7,4,0.286,153,1
13,6.538,0.327,700,1
10,5.3,0.215,414,1
10,9.8,0.391,818,1
9,1.333,0.444,108,1
7,29.571,0.249,1117,1
9,0.556,0.244,39,1
24,7.375,0.508,3939,1
6,2.167,0.333,66,1
7,2.571,0.278,123,1
5,19.2,0.342,354,1
10,2.5,0.392,226,1
8,1.75,0.277,72,1
6,8.5,0.454,250,1
8,3.5,0.411,223,1
8,1.5,0.385,66,1
10,5.2,0.269,442,1
9,6.889,0.403,371,1
9,3.778,0.209,151,1
8,8.625,0.098,190,1
9,10.111,0.206,599,1
9,4.333,0.259,244,1
14,4.143,0.683,753,1
7,2.429,0.269,107,1
7,3.286,0.286,109,1
8,29.125,0.151,1239,1
8,5.875,0.266,227,1
11,0.818,0.465,68,1
8,65.625,0.095,1865,1
7,5.857,0.341,207,1
5,7.6,0.426,188,1
11,3.909,0.334,414,1
8,1.625,0.404,103,1
9,18.667,0.315,1054,1
9,1,0.519,43,1
9,27.778,0.366,1727,1
6,5.167,0.263,151,1
11,5.636,0.353,532,1
9,5.556,0.22,311,1
10,8.8,0.257,588,1
8,0.625,0.425,40,1
6,3.167,0.254,109,1
9,6.222,0.339,469,1
7,2.857,0.429,140,1
13,26.846,0.38,3029,1
8,3.5,0.308,187,1
9,12.111,0.219,764,1
8,4.375,0.379,248,1
10,1.1,0.382,110,1
9,29.111,0.089,1015,1
9,36.778,0.195,2323,1
7,2.571,0.27,104,1
6,3.333,0.367,116,1
9,5,0.259,326,1
7,9.571,0.258,257,1
9,6.667,0.413,444,1
1,42,0.381,42,1
8,1.5,0.417,89,1
8,0.875,0.429,56,1
11,0.727,0.602,88,1
10,1.1,0.409,105,1
11,2.091,0.415,217,1
4,22.25,0.34,326,1
8,12.625,0.29,790,1
10,3.1,0.3,252,1
10,4.2,0.355,362,1
11,1.091,0.5,108,1
8,2,0.516,128,1
9,3.333,0.285,162,1
8,1.125,0.528,69,1
8,23.375,0.155,1118,1
9,30.444,0.158,1431,1
11,2.909,0.332,287,1
7,2.857,0.336,99,1
3,1.333,0.75,9,1
10,10,0.267,724,1
5,19.6,0.316,345,1
7,1.571,0.299,50,1
8,5.125,0.393,320,1
19,0.684,0.215,136,1
10,15.5,0.314,978,1
12,7.5,0.183,773,1
7,14.714,0.295,498,1
6,16,0.26,493,1
7,13,0.334,621,1
8,8.5,0.336,472,1
7,2.714,0.286,84,1
7,10.714,0.661,476,1
7,6.571,0.298,320,1
10,25.6,0.371,1995,1
10,7.9,0.306,646,1
10,13.7,0.191,949,1
8,0.875,0.446,43,1
7,4.714,0.299,196,1
6,1.667,0.333,45,1
5,0.4,0.7,7,1
17,22.471,0.363,3680,1
8,5.125,0.335,306,1
6,10,0.292,296,1
10,1,0.56,69,1
7,2.857,0.257,123,1
8,10.25,0.434,492,1
7,5.429,0.308,210,1
10,9.8,0.379,818,1
10,1.1,0.427,110,1
5,1.4,0.543,35,1
25,11.68,0.472,6676,1
11,7,0.345,740,1
9,7.889,0.294,487,1
9,10.333,0.278,709,1
9,2.889,0.175,121,1
7,4.857,0.265,178,1
6,8.333,0.397,214,1
8,63.75,0.144,2166,1
10,5.8,0.081,130,1
9,9.111,0.343,674,1
7,8,0.143,157,1
10,3.3,0.282,277,1
7,9.286,0.404,421,1
10,1.8,0.6,152,1
12,6.083,0.259,651,1
8,1.5,0.458,90,1
8,3,0.203,109,1
6,1.5,0.352,47,1
23,5.435,0.953,2875,1
11,3.364,0.371,366,1
14,21.5,0.257,2378,1
8,0.875,0.411,49,1
11,16.636,0.481,1503,1
9,19.444,0.19,894,1
10,3.7,0.154,169,1
7,5.429,0.286,199,1
7,2.857,0.257,105,1
7,5,0.31,245,1
8,5,0.213,211,1
10,10.1,0.45,878,1
9,5.667,0.296,361,1
8,2.125,0.382,117,1
8,0.75,0.375,38,1
8,10.25,0.288,654,1
7,10.714,0.263,373,1
8,1.625,0.356,98,1
8,0.875,0.429,56,1
9,3.111,0.317,246,1
10,9.7,0.425,800,1
9,30.111,0.284,1651,1
7,11.286,0.566,535,1
9,0.889,0.722,57,1
8,0.5,0.469,23,1
7,1.571,0.364,56,1
9,56.444,0.16,2379,1
7,2.857,0.307,119,1
8,1.5,0.375,76,1
5,2.6,0.4,65,1
3,1,0.778,7,1
8,2.375,0.368,107,1
8,3.75,0.225,161,1
17,5.647,0.366,1101,1
5,7.8,0.492,170,1
8,2,0.383,95,1
36,5.167,0.318,4382,1
7,16.714,0.186,694,1
8,3.125,0.415,200,1
9,3.556,0.354,232,1
7,13.143,0.292,584,1
5,0.4,0.8,10,1
9,24.444,0.23,1501,1
7,2,0.357,92,1
4,16.25,0.296,164,1
11,2.273,0.298,223,1
8,1.5,0.406,85,1
9,5.111,0.297,345,1
9,29.778,0.465,1675,1
9,9.111,0.364,619,1
8,2,0.328,124,1
13,2.923,0.334,463,1
13,11.308,0.358,1343,1
9,5.111,0.29,347,1
7,2.143,0.229,103,1
8,44.125,0.07,825,1
7,1.429,0.3,54,1
10,0.4,0.375,16,1
7,0.857,0.333,27,1
13,10.462,0.415,1375,1
5,5.8,0.317,138,1
8,0.75,0.5,41,1
8,2.25,0.174,66,1
9,10.333,0.229,614,1
11,10.545,0.274,1026,1
10,15.5,0.332,1065,1
7,1.857,0.791,89,1
24,4.875,0.347,2048,1
8,14.125,0.21,686,1
10,0.9,0.333,79,1
5,2.4,0.2,28,1
7,17.286,0.272,547,1
13,16.769,0.216,2090,1
12,27.667,0.402,2626,1
1,91,0.352,91,1
7,1.857,0.374,82,1
10,5.7,0.407,421,1
8,7.5,0.335,439,1
22,3.227,0.487,1302,1
6,1.833,0.303,64,1
9,3.556,0.333,248,1
9,7.111,0.307,485,1
8,4.875,0.224,257,1
8,24,0.207,889,1
6,2.833,0.275,84,1
8,9.25,0.568,582,1
10,21.5,0.133,997,1
8,16.625,0.272,878,1
9,1.778,0.222,69,1
11,39.364,0.449,3365,1
8,3.625,0.207,151,1
8,8.125,0.302,472,1
12,6.667,0.324,646,1
12,34.167,0.324,3474,1
6,0.667,0.417,17,1
10,9.9,0.473,908,1
7,21,0.215,984,1
5,1,0.4,13,1
9,2.333,0.175,97,1
12,21.75,0.223,1810,1
38,1.816,0.476,2201,1
8,15.75,0.188,690,1
10,10.5,0.234,852,1
10,1.1,0.273,102,1
7,6,0.293,252,1
7,5.143,0.567,234,1
6,2.667,0.281,52,1
10,3.4,0.297,301,1
10,16.2,0.454,928,1
11,3.455,0.328,356,1
7,2,0.316,89,1
11,4.091,0.267,363,1
16,24.438,0.401,4219,1
4,7,0.455,112,1
25,6.76,0.218,4101,1
7,6.429,0.254,256,1
16,5.75,0.245,769,1
9,7.111,0.318,471,1
2,3.5,0.5,13,1
10,3,0.3,219,1
10,3,0.357,261,1
10,14.1,0.236,910,1
5,3,0.547,71,1
13,2.923,0.312,472,1
7,5.429,0.338,194,1
7,0.714,0.514,28,1
8,5,0.372,294,1
8,1.25,0.288,65,1
8,0.875,0.375,56,1
8,8.375,0.392,388,1
7,35,0.143,1042,1
10,51.1,0.158,3194,1
7,2.714,0.406,125,1
10,3.1,0.339,221,1
7,8.857,0.189,328,1
11,12.182,0.286,1145,1
7,0.857,0.286,36,1
11,0.727,0.705,88,1
7,2.857,0.464,140,1
9,1.889,0.523,133,1
33,5.455,0.236,3627,1
9,11.889,0.371,626,1
10,4.6,0.363,388,1
9,8.667,0.349,606,1
9,5.778,0.359,387,1
8,1.5,0.458,83,1
7,2.571,0.468,126,1
9,7.111,0.345,400,1
10,1.8,0.389,147,1
5,7.2,0.406,173,1
7,6.571,0.354,320,1
10,16.2,0.294,1183,1
8,2.625,0.411,167,1
9,4,0.654,298,1
7,32.571,0.154,875,1
9,59.444,0.191,3793,1
7,30.714,0.538,1495,1
8,2.5,0.363,149,1
10,4.1,0.324,332,1
7,3,0.313,142,1
11,2.636,0.32,197,1
9,4.111,0.381,269,1
7,20.143,0.163,777,1
7,16.286,0.253,591,1
16,12.813,0.401,2622,1
7,2.714,0.662,121,1
9,28.444,0.099,1027,1
4,6,0.573,92,1
9,59.444,0.156,3312,1
10,3.3,0.318,250,1
10,18.4,0.325,1152,1
10,2,0.54,156,1
8,4.375,0.396,276,1
5,0.6,0.6,15,1
13,32.538,0.188,4191,1
6,2.833,0.451,76,1
11,9.909,0.234,743,1
9,2.444,0.192,138,1
7,1.286,0.381,54,1
9,4.667,0.312,336,1
9,13.778,0.348,806,1
8,9.25,0.412,500,1
9,8.333,0.396,617,1
10,1.8,0.311,127,1
8,1.5,0.427,84,1
15,0.733,0.503,113,1
9,11.444,0.399,770,1
8,3.375,0.208,184,1
7,1.857,0.198,77,1
7,1.714,0.25,44,1
5,2,0.36,50,1
7,22.571,0.211,610,1
7,30.857,0.458,1294,1
11,2.364,0.297,269,1
11,2.091,0.585,211,1
14,18.071,0.372,2924,1
11,6.727,0.267,511,1
3,1.333,0.917,11,1
8,8.75,0.463,552,1
8,66.875,0.171,2984,1
10,2.7,0.367,224,1
7,6.714,0.258,251,1
10,25.2,0.377,1953,1
7,2.143,0.448,87,1
11,14.636,0.329,1071,1
5,2.8,0.586,66,1
17,1.294,0.425,286,1
9,2.111,0.386,156,1
13,2.923,0.332,462,1
9,59.333,0.131,2482,1
8,2.25,0.396,127,1
9,59.444,0.173,3214,1
6,16,0.238,448,1
9,2.444,0.268,118,1
9,2.667,0.352,156,1
24,7.375,0.514,4082,1
6,4.667,0.143,89,1
8,1.25,0.438,79,1
12,7,0.282,784,1
1,10,0.9,10,2
1,86,0.93,86,2
1,106,0.858,106,2
2,10,0.675,27,2
1,57,0.456,57,2
3,37.667,0.41,160,2
17,20.118,0.916,5790,2
3,18,0.364,84,2
2,237.5,0.504,517,2
2,10,0.725,35,2
1,161,0.41,161,2
1,117,0.393,117,2
1,17,1,17,2
1,172,0.465,172,2
3,38.667,0.385,172,2
1,44,0.25,44,2
1,16,0.938,16,2
1,15,0.867,15,2
24,21.25,0.846,11341,2
1,35,0.829,35,2
1,277,1,277,2
28,11.786,0.057,614,2
1,8,1,8,2
18,19,0.847,5522,2
1,10,1,10,2
1,19,0.632,19,2
1,37,0.811,37,2
1,41,0.927,41,2
2,267.5,0.55,627,2
3,38.667,0.356,129,2
1,379,0.963,379,2
1,46,0.239,46,2
1,235,0.923,235,2
12,23.167,0.11,479,2
1,117,0.974,117,2
3,181.33,0.326,662,2
7,2,0.102,20,2
1,22,0.955,22,2
1,413,0.998,413,2
1,255,0.686,255,2
1,85,0.882,85,2
2,268.5,0.594,703,2
2,10.5,0.452,42,2
3,3.667,0.364,22,2
1,48,0.875,48,2
6,1.167,0.238,29,2
1,41,0.78,41,2
2,3,0.667,12,2
1,159,0.975,159,2
2,23,0.511,51,2
1,47,1,47,2
1,42,0.19,42,2
4,27,0.778,357,2
1,15,0.733,15,2
1,17,0.941,17,2
1,126,0.992,126,2
1,283,0.993,283,2
1,214,1,214,2
2,118,0.566,325,2
1,87,0.92,87,2
1,55,0.564,55,2
3,166.67,0.373,632,2
3,183.33,0.329,619,2
1,115,0.2,115,2
25,6.76,0.215,4000,2
3,37.667,0.357,128,2
3,179.33,0.37,685,2
2,12.5,0.36,50,2
3,43,0.305,146,2
1,32,0.469,32,2
11,50.182,0.816,4955,2
1,14,0.643,14,2
2,8.5,0.588,33,2
2,268,0.568,737,2
1,46,0.783,46,2
2,11,0.477,44,2
1,36,0.722,36,2
1,127,0.646,127,2
1,43,0.907,43,2
2,268.5,0.52,667,2
1,45,0.244,45,2
2,267.5,0.648,984,2
2,49.5,0.253,122,2
5,25.6,0.759,489,2
1,13,0.846,13,2
2,268.5,0.51,574,2
1,138,1,138,2
4,131,0.542,1264,2
1,199,0.945,199,2
1,63,1,63,2
1,14,1,14,2
2,26,0.231,55,2
1,17,0.412,17,2
1,15,0.867,15,2
2,58,0.616,186,2
1,106,0.434,106,2
8,28.875,0.872,1630,2
1,11,1,11,2
1,40,1,40,2
5,1.4,0.2,11,2
1,70,0.943,70,2
10,0.2,0.55,12,2
1,26,1,26,2
1,45,0.756,45,2
1,9,0.778,9,2
3,95.333,0.406,366,2
3,180.33,0.71,1213,2
1,102,0.961,102,2
3,154.33,0.296,531,2
2,78.5,0.506,173,2
1,104,0.971,104,2
1,23,0.826,23,2
1,159,0.994,159,2
1,199,0.99,199,2
2,3,0.667,12,2
2,99.5,0.485,202,2
1,29,0.586,29,2
3,179,0.345,652,2
6,3.5,0.246,32,2
19,24.316,0.523,6035,2
1,136,0.963,136,2
2,9,0.722,26,2
1,20,0.55,20,2
1,278,0.946,278,2
1,537,1,537,2
1,196,0.98,196,2
1,187,0.963,187,2
1,13,0.692,13,2
1,36,0.306,36,2
1,288,0.424,288,2
1,40,0.875,40,2
1,131,0.977,131,2
2,31,0.452,70,2
1,71,0.521,71,2
1,11,0.909,11,2
1,10,0.8,10,2
1,39,0.308,39,2
11,22.909,0.092,262,2
1,145,0.972,145,2
1,7,1,7,2
1,15,0.533,15,2
1,63,0.587,63,2
1,19,0.737,19,2
2,268.5,0.537,654,2
1,79,0.608,79,2
1,18,0.944,18,2
3,178.67,0.341,567,2
2,32,0.43,77,2
3,156.67,0.352,545,2
2,10,0.775,34,2
1,11,0.727,11,2
11,38.818,0.566,2676,2
2,4.5,0.556,10,2
2,7,0.286,23,2
1,107,0.869,107,2
1,75,0.92,75,2
1,14,0.5,14,2
1,52,0.538,52,2
1,14,1,14,2
1,84,0.917,84,2
2,268,0.505,549,2
2,32,0.531,75,2
2,8,0.25,17,2
1,17,1,17,2
17,20.059,0.935,5784,2
4,48.5,0.263,212,2
1,70,1,70,2
1,45,0.933,45,2
2,268.5,0.538,638,2
1,75,0.813,75,2
2,268,0.537,667,2
1,98,0.939,98,2
1,277,0.993,277,2
1,8,1,8,2
1,148,0.986,148,2
1,69,0.841,69,2
1,14,0.929,14,2
1,148,0.959,148,2
1,13,1,13,2
1,67,0.985,67,2
21,0.095,0.738,31,2
2,50,0.46,101,2
1,52,0.981,52,2
1,184,0.967,184,2
1,58,0.845,58,2
2,88,0.528,213,2
3,35.333,0.258,108,2
1,29,1,29,2
2,267.5,0.545,673,2
2,269,0.518,641,2
1,81,0.901,81,2
1,14,1,14,2
6,6.5,0.192,46,2
1,52,0.962,52,2
4,4.75,0.276,29,2
1,16,1,16,2
2,207.5,0.505,480,2
2,25,0.46,51,2
1,76,0.961,76,2
2,268,0.586,735,2
1,17,0.882,17,2
1,20,0.75,20,2
1,69,0.667,69,2
1,114,0.939,114,2
1,17,0.765,17,2
1,35,0.857,35,2
1,36,0.583,36,2
3,183.33,0.339,662,2
1,10,1,10,2
1,34,0.471,34,2
2,268.5,0.523,609,2
1,17,0.765,17,2
1,17,0.824,17,2
1,22,0.818,22,2
1,19,0.579,19,2
37,0.027,1,37,2
1,124,0.444,124,2
1,44,0.909,44,2
2,162.5,0.485,349,2
1,18,0.5,18,2
1,27,0.407,27,2
1,8,1,8,2
2,11,0.75,33,2
3,86.333,0.96,760,2
1,30,0.4,30,2
1,23,0.348,23,2
9,1.444,0.103,88,2
1,147,0.864,147,2
2,267.5,0.564,657,2
1,77,0.403,77,2
1,9,1,9,2
2,223,0.439,538,2
1,36,0.583,36,2
1,206,0.99,206,2
3,71,0.318,242,2
2,16,0.516,34,2
1,7,1,7,2
1,28,0.536,28,2
1,14,0.571,14,2
7,6.571,0.177,98,2
1,19,0.684,19,2
1,257,1,257,2
3,44,0.505,221,2
1,42,0.31,42,2
1,20,0.85,20,2
2,56,0.496,113,2
2,11,0.705,38,2
2,269,0.519,736,2
1,28,0.964,28,2
2,268,0.498,571,2
2,24,0.625,65,2
2,61.5,0.5,124,2
6,7.833,0.202,57,2
1,12,0.75,12,2
1,52,0.788,52,2
2,269,0.637,756,2
1,47,0.532,47,2
2,268,0.538,790,2
1,61,1,61,2
7,0.143,1,7,2
2,31.5,0.341,64,2
1,94,0.564,94,2
2,24.5,0.51,50,2
10,55.3,0.797,4890,2
1,9,0.889,9,2
2,268.5,0.556,704,2
2,7,0.464,15,2
1,13,1,13,2
2,268.5,0.507,567,2
1,193,0.57,193,2
1,152,0.822,152,2
1,44,0.727,44,2
1,29,0.931,29,2
1,16,1,16,2
1,27,0.259,27,2
1,33,0.667,33,2
3,19.667,0.475,84,2
2,9,0.667,25,2
2,49,0.48,128,2
1,12,0.667,12,2
1,54,0.944,54,2
3,86.333,0.411,374,2
1,78,0.949,78,2
2,268,0.532,598,2
5,22,0.547,306,2
2,23,0.587,70,2
1,14,0.929,14,2
1,14,0.643,14,2
5,56,0.78,1100,2
8,2,0.398,89,2
1,73,0.616,73,2
2,34.5,0.623,125,2
1,279,0.964,279,2
1,32,0.719,32,2
2,12,0.354,48,2
1,63,0.952,63,2
28,1.143,0.462,647,3
168,0.804,0.82,20513,3
65,0.769,0.454,1582,3
95,0.979,0.675,7968,3
28,1.143,0.488,666,3
132,4.144,0.37,34874,3
29,1.103,0.476,668,3
63,1.048,0.491,2458,3
93,1.118,0.451,5908,3
64,1.141,0.403,2077,3
63,1.254,0.338,1718,3
186,2.522,0.378,46133,3
178,0.787,0.574,16177,3
28,1.143,0.481,665,3
166,2.843,0.359,42821,3
174,2.707,0.339,35499,3
128,2.711,0.399,25163,3
187,0.754,0.415,23301,3
28,1.107,0.508,666,3
187,0.733,0.899,25400,3
29,1.069,0.463,653,3
29,1.103,0.432,639,3
168,0.863,0.798,23457,3
163,0.988,0.523,23547,3
28,1.107,0.492,647,3
72,1.333,0.488,4025,3
9,0.111,1,9,4
804,0.014,0.191,2058,4
9,0.222,0.611,13,4
58,0.052,0.339,60,4
19,0.105,0.816,31,4
66,0.045,0.657,180,4
17,0.059,1,17,4
34,0.029,1,34,4
9,0.111,1,9,4
53,0.019,1,53,4
10,0.1,1,10,4
23,0.043,1,23,4
98,0.031,0.48,143,4
27,0.037,1,27,4
4,0.5,1,8,4
7,0.143,1,7,4
15,0.067,1,15,4
25,0.04,1,25,4
26,0.038,1,26,4
14,0.071,1,14,4
84,0.012,1,84,4
10,0.1,1,10,4
136,0.007,0.993,136,4
430,0.012,0.216,475,4
14,0.071,1,14,4
5,0.4,0.9,9,4
9,0.111,1,9,4
76,0.013,1,76,4
13,0.077,1,13,4
13,0.077,1,13,4
27,0.148,0.333,72,4
8,0.125,1,8,4
42,0.167,0.282,127,4
31,0.032,1,31,4
20,0.05,1,20,4
6,3.5,0.198,56,4
7,0.143,1,7,4
11,0.091,1,11,4
11,0.091,1,11,4
105,0.019,0.529,112,4
69,0.043,0.643,197,4
4,0.5,0.875,7,4
27,0.148,0.38,81,4
12,0.083,1,12,4
117,0.009,1,117,4
7,0.143,1,7,4
47,0.021,1,47,4
16,0.063,1,16,4
8,0.125,1,8,4
11,0.182,0.636,14,4
44,0.068,0.598,111,4
8,0.125,1,8,4
10,0.1,0.9,10,4
7,0.143,1,7,4
7,0.286,0.643,10,4
37,0.027,1,37,4
7,0.143,1,7,4
22,0.045,1,22,4
10,0.1,1,10,4
31,0.032,1,31,4
5,0.4,0.8,8,4
13,0.077,1,13,4
9,0.111,1,9,4
9,0.111,1,9,4
38,0.026,1,38,4
261,0.115,0.063,701,4
9,0.111,1,9,4
17,0.118,0.706,24,4
94,0.021,0.516,97,4
1,25,1,25,4
9,0.111,1,9,4
32,0.031,1,32,4
54,0.019,1,54,4
12,0.083,1,12,4
54,0.019,1,54,4
8,0.125,1,8,4
5,0.4,0.7,7,4
18,0.056,1,18,4
14,1.214,0.113,92,5
7,1.571,0.117,38,5
20,1.95,0.14,316,5
12,0.333,0.292,48,5
8,0.625,0.275,18,5
13,0.385,0.123,35,5
7,1.857,0.154,44,5
30,2.033,0.157,884,5
36,4.778,0.128,2086,5
25,0.36,0.187,98,5
6,1,0.194,15,5
30,2,0.154,823,5
54,6.611,0.299,12626,5
13,1,0.124,76,5
10,0.7,0.157,42,5
212,2.189,0.052,6884,5
5,2.4,0.133,16,5
38,1.842,0.059,165,5
5,0.8,0.45,13,5
6,2.167,0.103,35,5
53,0.906,0.181,951,5
5,0.6,0.467,9,5
9,1.111,0.144,47,5
5,1.8,0.178,24,5
13,0.615,0.154,80,5
9,0.667,0.407,28,5
36,2.667,0.096,717,5
5,1.4,0.229,21,5
54,6.611,0.324,12422,5
14,1.357,0.113,134,5
153,2.889,0.114,14538,5
118,0.89,0.052,1296,5
52,8.865,0.192,5938,5
48,8.375,0.055,1814,5
10,1.2,0.208,70,5
45,1.756,0.087,693,5
24,0.75,0.139,163,5
16,1.813,0.144,230,5
17,3.529,0.139,378,5
32,10.938,0.142,4497,5
31,3.387,0.242,1485,5
4,1.25,0.35,16,5
29,2.103,0.121,762,5
13,0.385,0.323,36,5
4,1.25,0.35,16,5
306,1.52,0.055,17452,5
6,0.833,0.233,19,5
16,1.313,0.095,173,5
54,0.889,0.143,685,5
101,0.98,0.14,7780,5
197,1.005,0.273,12964,5
158,1.057,0.16,7279,5
31,2.29,0.159,651,5
6,1.5,0.148,16,5
28,2.179,0.172,870,5
86,0.779,0.164,5386,5
8,1.125,0.125,23,5
304,1.523,0.063,17081,5
85,0.812,0.165,2588,5
39,1.795,0.09,697,5
53,0.906,0.157,685,5
6,2.833,0.137,64,5
7,3.429,0.101,50,5
17,0.529,0.209,76,5
7,6.714,0.158,95,5
83,3.783,0.298,17482,5
6,0.833,0.367,30,5
31,1.194,0.189,637,5
4,2.75,0.159,41,5
33,0.848,0.098,250,5
14,1.357,0.128,144,5
7,2.143,0.114,31,5
36,1.333,0.143,755,5
49,1.612,0.084,694,5
83,3.928,0.286,18149,5
81,0.605,0.113,1580,5
8,0.125,0.875,8,5
83,3.783,0.282,16139,5
36,1.194,0.117,283,5
91,3.132,0.158,4287,5
311,1.489,0.088,23092,5
16,1.875,0.133,226,5
43,1.442,0.08,454,5
32,3.313,0.198,1341,5
7,1.286,0.143,15,5
4,2,0.344,17,5
37,0.541,0.131,143,5
34,0.794,0.219,509,5
8,0.5,0.438,19,5
8,2,0.156,110,5
31,3.387,0.224,1358,5
21,3.238,0.052,156,5
16,0.25,0.156,34,5
160,1.788,0.201,10347,5
68,0.5,0.224,1215,5
55,0.873,0.142,960,5
100,0.49,0.093,1958,5
11,4.364,0.237,206,5
52,0.923,0.138,619,5
4,1.75,0.286,28,5
47,6.085,0.183,4258,5
83,3.795,0.295,15523,5
9,0.444,0.25,27,5
