@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
1,115,4.6,23,2
1,279,38.43,269,2
3,544,16.12,532,2
1,52,14,28,2
1,148,73,146,2
2,16,2.67,8,2
1,79,6.86,48,2
1,28,27,27,2
1,19,4,12,2
3,536,61,549,2
3,132,20,200,2
1,95,95,95,2
1,13,13,13,2
1,65,3,42,2
1,45,1.38,11,2
1,51,2.4,24,2
28,330,31,527,2
1,52,25,50,2
5,280,156,1092,2
1,107,18.6,93,2
1,278,29.22,263,2
2,64,17,68,2
1,85,12.5,75,2
2,46,47,47,2
1,147,11.55,127,2
2,6,4,8,2
3,286,87,348,2
1,152,11.36,125,2
1,17,4.67,14,2
11,427,189.79,2657,2
2,236,10.27,267,2
1,98,30.67,92,2
1,20,8.5,17,2
1,283,140.5,281,2
1,255,4.86,175,2
1,20,1.38,11,2
1,187,25.71,180,2
3,538,22.11,597,2
3,500,19.28,559,2
1,33,3.67,22,2
1,40,40,40,2
1,18,3,9,2
3,54,8.43,59,2
1,13,13,13,2
1,117,38,114,2
1,73,3.75,45,2
1,87,16,80,2
1,17,3.25,13,2
3,541,88.62,1152,2
163,161,8.4,13725,3
95,93,3.63,5966,3
29,31,6.93,416,3
63,79,186.78,1681,3
28,32,7.05,437,3
28,32,7.43,431,3
168,135,62.81,18591,3
174,471,15.84,27820,3
28,31,7.49,427,3
28,31,7.47,441,3
83,149,28.77,4804,3
178,140,21.52,14292,3
128,347,13.07,17721,3
153,158,46.95,14180,3
65,50,245.83,1475,3
29,32,6.27,401,3
93,104,4.25,4366,3
187,137,29.29,23025,3
186,469,22.29,33017,3
132,547,20.66,26693,3
187,141,4.69,10947,3
28,32,7.02,414,3
29,32,7.25,442,3
166,472,17.12,28093,3
168,145,13.06,19430,3
42,7,2.18,83,4
14,1,14,14,4
261,30,2.4,492,4
5,2,8,8,4
94,2,97,97,4
7,1,7,7,4
430,5,46.5,465,4
14,2,15,15,4
93,4,2.89,156,4
9,1,9,9,4
32,1,32,32,4
8,1,8,8,4
8,1,7,7,4
9,1,9,9,4
9,1,9,9,4
8,1,8,8,4
4,2,8,8,4
39,1,39,39,4
8,1,8,8,4
12,1,12,12,4
58,3,59,59,4
13,1,13,13,4
84,1,84,84,4
9,1,9,9,4
34,1,34,34,4
54,1,54,54,4
54,1,54,54,4
10,1,10,10,4
53,1,53,53,4
17,2,24,24,4
6,21,1.67,25,4
5,2,7,7,4
11,1,11,11,4
7,1,7,7,4
23,1,23,23,4
31,1,31,31,4
76,1,76,76,4
1,25,25,25,4
38,1,38,38,4
37,1,37,37,4
11,2,14,14,4
7,2,9,9,4
15,1,15,15,4
98,3,141,141,4
22,1,22,22,4
14,1,14,14,4
11,1,11,11,4
9,1,9,9,4
10,1,10,10,4
12,2,15,15,4
4,2,7,7,4
31,1,31,31,4
17,1,17,17,4
117,1,117,117,4
27,4,2.57,36,4
66,3,2.6,130,4
42,1,42,42,4
10,1,9,9,4
27,1,27,27,4
9,1,9,9,4
26,1,26,26,4
47,1,47,47,4
18,1,18,18,4
8,1,8,8,4
7,1,7,7,4
9,1,9,9,4
12,1,12,12,4
25,1,25,25,4
13,1,13,13,4
16,1,16,16,4
27,4,2.56,41,4
7,1,7,7,4
69,3,2.08,133,4
9,1,9,9,4
105,2,111,111,4
20,1,20,20,4
19,2,31,31,4
10,1,10,10,4
83,314,8.75,7772,5
68,34,2.44,519,5
10,12,1.67,25,5
36,96,7.7,331,5
12,4,2,14,5
31,105,5.35,728,5
6,9,4,8,5
32,350,3.96,1588,5
306,465,2.69,7861,5
13,13,3.5,21,5
8,4,7,14,5
16,21,1.6,32,5
37,20,4.22,97,5
6,6,3.5,7,5
101,99,2.02,1398,5
45,79,4.81,308,5
52,461,11.52,4607,5
28,61,1.97,294,5
86,67,2.37,947,5
81,49,2.26,449,5
37,72,7.64,321,5
54,48,6.85,370,5
10,7,1.57,11,5
212,464,11.84,5066,5
13,5,5.25,21,5
6,17,2.8,14,5
13,8,1.07,16,5
53,48,7.84,400,5
43,62,6.63,212,5
4,11,1.75,7,5
31,71,10.29,350,5
29,48,5.06,162,5
197,198,46.93,10654,5
118,105,3.33,642,5
8,5,3.67,11,5
6,12,1.43,10,5
158,167,8.24,4213,5
22,22,1.79,52,5
83,314,8.77,7353,5
6,5,1.75,7,5
83,277,6.86,4138,5
34,25,2.06,218,5
54,357,6.4,5766,5
83,315,9.21,7725,5
19,47,3.89,70,5
4,5,2.33,7,5
24,18,2.07,60,5
311,463,3.93,12631,5
17,9,1.88,32,5
8,16,5,20,5
7,47,5.78,52,5
39,70,7,245,5
21,68,5.69,74,5
48,402,4.13,1058,5
160,286,55.42,9199,5
31,105,4.89,787,5
4,8,5.5,11,5
30,61,1.88,288,5
17,60,7.1,142,5
52,48,7.67,345,5
5,3,3.5,7,5
20,39,3.21,109,5
100,49,1.77,458,5
9,4,9,9,5
153,442,6.27,7689,5
14,19,2.83,34,5
5,4,4.5,9,5
6,13,4,8,5
8,1,7,7,5
36,43,3.07,181,5
53,48,4.69,460,5
7,15,2.4,12,5
49,79,7.36,324,5
21,4,3.71,26,5
38,70,19.63,157,5
304,463,3.91,8898,5
36,48,3.58,247,5
29,61,1.78,214,5
14,17,1.8,27,5
12,146,26.67,160,5
67,30,2.26,339,5
6,5,2.2,11,5
16,4,5,10,5
33,28,5.69,91,5
47,286,4.67,2459,5
54,357,6.22,6238,5
7,24,1.89,17,5
7,13,2,14,5
9,6,5.5,22,5
7,9,9,9,5
9,17,3.14,22,5
9,10,6.5,13,5
5,7,2.67,8,5
7,11,1.8,9,5
55,48,4.26,375,5
30,60,1.85,278,5
85,69,1.44,969,5
91,285,113.89,4100,5
15,14,1.92,23,5
4,7,2,8,5
11,48,7.35,125,5
36,172,4.84,793,5
16,30,2.29,64,5
5,9,1.6,8,5
