@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
2.333,0.274,1.64,23,1
1.5,0.296,2,16,1
6.5,0.303,1.58,71,1
9.111,0.309,1.93,228,1
10.5,0.269,1.79,181,1
32.538,0.188,1.64,1034,1
15.25,0.227,1.44,222,1
5,0.4,1.52,50,1
1.167,0.5,2.1,21,1
8.154,0.306,2.37,422,1
3,0.25,3,12,1
4.1,0.324,1.87,133,1
14.286,0.283,1.68,198,1
6,0.354,1.89,136,1
0.778,0.302,1.9,19,1
16,0.26,1.53,150,1
11.444,0.383,2.75,355,1
10.714,0.661,5.51,347,1
3.333,0.46,7.62,221,1
2.8,0.293,2,82,1
2.857,0.229,1.19,32,1
16.667,0.385,1.72,231,1
9.5,0.453,2.46,155,1
2.833,0.275,2,28,1
0.9,0.222,1.25,20,1
0.5,0.556,10,10,1
5.917,0.608,5.95,518,1
2.375,0.388,2.19,59,1
2.75,0.426,2.42,75,1
2.167,0.372,1.71,29,1
4.333,0.288,1.41,45,1
51.1,0.141,1.3,721,1
5.714,0.311,1.43,87,1
13.833,0.329,1.58,164,1
5.444,0.594,3.05,262,1
9,0.481,1.77,39,1
6,0.203,1.44,122,1
2.7,0.367,2.02,99,1
0.571,0.286,2,8,1
2.222,0.233,1.62,42,1
5,0.326,2.01,163,1
7.9,0.306,1.89,242,1
2.286,0.464,3.25,52,1
2.625,0.339,1.97,57,1
5.75,0.318,2.09,117,1
3.75,0.363,2.29,87,1
26.444,0.168,1.26,359,1
23.947,0.081,33.48,703,1
2.273,0.36,2.11,99,1
10,0.371,1.9,182,1
2.5,0.278,1.92,25,1
6.75,0.183,1.34,79,1
33,0.26,1.71,420,1
1.5,0.583,6.22,56,1
2.111,0.55,7.23,94,1
10.25,0.398,2.51,261,1
15.333,0.271,1.87,336,1
12.429,0.232,1.27,141,1
30.857,0.458,3.11,693,1
4.833,0.368,1.73,64,1
8,0.227,1.25,89,1
0.636,0.468,3.6,36,1
2.5,0.332,1.89,83,1
25.1,0.179,1.37,449,1
2.375,0.355,1.74,54,1
3.125,0.365,1.83,73,1
0.111,1,9,9,1
1,0.778,7,7,1
2,0.605,8.07,121,1
22.5,0.199,1.31,286,1
2,0.275,1.9,55,1
23.727,0.231,1.87,662,1
4.714,0.351,1.45,81,1
74,0.189,1.08,14,1
66.5,0.192,1.28,816,1
16.833,0.393,1.98,238,1
5.3,0.306,1.84,162,1
25.75,0.236,1.64,389,1
55.571,0.167,1.19,455,1
9.2,0.278,2.21,64,1
16.13,0.941,16.83,8027,1
1.143,0.161,1.8,9,1
25.6,0.371,2.95,951,1
1,0.245,1.71,12,1
9.308,0.376,3.72,591,1
24.375,0.175,1.24,273,1
5.625,0.367,1.89,132,1
4.778,0.47,3.31,182,1
2.2,0.323,2.09,71,1
17,0.499,4.35,849,1
1.818,0.223,2.58,49,1
8.625,0.098,1.38,54,1
1.333,1,12,12,1
4.6,0.317,1.85,146,1
10.889,0.285,2.06,251,1
27.429,0.136,1.36,183,1
5.125,0.424,2.53,139,1
1.818,0.568,8.93,125,1
1.6,0.338,2.08,54,1
21.286,0.207,3.49,862,1
4.889,0.341,2.55,135,1
7.636,0.251,1.77,232,1
2.4,0.6,3,36,1
10.667,0.339,2.91,520,1
1.833,0.553,7.68,146,1
1.286,0.365,1.77,23,1
9.333,0.329,2.08,249,1
29,0.31,1.13,9,1
1.5,0.208,1.11,20,1
2.571,0.357,1.55,45,1
2.571,0.27,1.31,34,1
5.857,0.213,1.36,61,1
19.167,0.164,3.48,453,1
5.75,0.315,1.78,116,1
29.111,0.089,1.19,210,1
2.429,0.412,2.72,49,1
15,0.259,1.18,97,1
4.556,0.425,2.71,157,1
6.538,0.188,1.54,833,1
60,0.217,1.08,13,1
14.357,0.373,4.84,1050,1
4,0.506,2.93,164,1
1.833,0.394,1.53,26,1
4.889,0.467,3.14,185,1
56.667,0.161,1.31,740,1
3.342,0.464,3.41,2238,1
1.571,0.351,1.59,27,1
2.222,0.339,1.74,61,1
34.556,0.163,1.34,456,1
6.857,0.292,1.53,98,1
3.8,0.308,2.13,117,1
2,0.414,2.31,67,1
10.111,0.161,1.86,132,1
5.857,0.185,1.51,53,1
3.222,0.234,1.3,61,1
23.727,0.257,2.01,738,1
3.8,0.316,1.5,30,1
30.071,0.379,4.8,2236,1
4.556,0.301,1.91,111,1
2.875,0.321,1.51,59,1
7.333,0.241,1.42,143,1
1,0.344,1.83,22,1
29.111,0.209,1.38,492,1
21.455,0.354,2.91,920,1
18.75,0.158,1.23,189,1
27.583,0.237,2.19,942,1
19.7,0.245,1.87,482,1
1.5,0.458,3.67,44,1
9.8,0.448,2.74,439,1
19.625,0.446,2.55,560,1
8.75,0.332,1.66,186,1
0.7,0.357,2.08,25,1
10.818,0.236,1.75,309,1
1.556,0.333,2.47,42,1
4.375,0.357,1.64,100,1
12,0.604,4.08,261,1
6.111,0.251,1.43,124,1
2.714,0.286,1.36,38,1
23.412,0.32,5.3,2162,1
2.375,0.401,1.97,61,1
2.286,0.259,2.07,29,1
4.727,0.262,1.79,150,1
4.125,0.39,1.72,103,1
2,0.383,1.69,49,1
5.143,0.262,1.27,66,1
47,0.426,1.05,20,1
7.6,0.474,3.03,360,1
2.625,0.28,1.38,47,1
5,0.602,5.57,301,1
5.714,0.186,2.26,52,1
2.778,0.329,2.55,74,1
89,0.191,1.06,17,1
31.222,0.272,1.73,687,1
17.538,0.264,3.29,783,1
13.6,0.866,16.57,7358,1
8.6,0.456,1.42,98,1
0.857,0.381,2.29,16,1
5.333,0.375,2.25,18,1
9.75,0.2,1.6,281,1
4.429,0.382,1.84,83,1
6.571,0.354,1.46,114,1
2.667,0.227,3.38,348,1
11.5,0.28,1.4,116,1
17.25,0.377,1.82,104,1
2,0.296,1.61,29,1
2,0.242,1.94,31,1
1.5,0.385,2.47,37,1
2.333,0.529,3.33,100,1
2.5,0.394,2.1,63,1
11,0.267,1.42,47,1
17.286,0.305,1.79,258,1
1,0.438,4.08,53,1
2.571,0.206,2.17,26,1
28.143,0.072,1.5,99,1
9,0.322,2.22,235,1
4.75,0.349,1.93,106,1
3.4,0.412,1.75,35,1
4.3,0.458,3.58,197,1
8.818,0.266,2.04,284,1
15.714,0.174,1.25,134,1
2,0.328,1.91,42,1
2.444,0.212,1.62,42,1
4,0.306,1.58,60,1
0.5,0.875,7,7,1
18.84,0.449,7.8,5290,1
8.333,0.24,1.76,72,1
11.778,0.373,2.8,356,1
16.2,0.311,1.3,126,1
9.3,0.206,1.48,192,1
4.286,0.352,1.54,74,1
2.364,0.297,2.02,85,1
24.636,0.168,1.35,502,1
3.125,0.33,1.65,66,1
4.5,0.475,2.33,77,1
22.091,0.117,1.41,314,1
3.25,0.293,2.03,61,1
5.7,0.556,5.2,317,1
2,0.378,1.95,37,1
1.625,0.423,1.76,44,1
7.48,0.472,7.28,2207,1
9.125,0.235,1.47,137,1
1,0.347,2.13,17,1
1.125,0.375,2.45,27,1
20.333,0.218,1.42,359,1
1.75,0.402,1.55,45,1
10,0.392,4.77,663,1
3.4,0.279,1.86,95,1
6.2,0.361,1.56,56,1
1.4,0.686,3,24,1
33.667,0.334,2.82,1617,1
4,0.352,1.75,114,1
7.429,0.272,1.22,99,1
7.182,0.342,2.2,297,1
1,0.203,4.33,13,1
2.667,0.354,1.48,34,1
0.857,0.452,1.9,19,1
30.143,0.257,1.7,380,1
4.9,0.551,3.07,270,1
1.222,0.283,1.56,28,1
3,0.307,1.96,92,1
3.667,0.33,1.81,98,1
2,0.375,1.93,27,1
14.625,0.201,1.45,188,1
0.857,0.286,1.71,12,1
1.5,0.51,2.58,49,1
8.2,0.3,2.05,246,1
17.286,0.272,1.54,230,1
23.25,0.312,1.66,116,1
3.8,0.426,3.12,162,1
4.071,0.742,12.08,592,1
1,0.306,2.14,15,1
8.5,0.324,2.25,275,1
3.2,0.306,1.69,98,1
6.429,0.2,1.91,63,1
5.857,0.355,1.85,102,1
45,0.2,1.13,9,1
5.444,0.265,1.36,117,1
7.9,0.163,1.25,129,1
49.429,0.185,1.26,448,1
7.9,0.347,2.25,274,1
9.455,0.377,2.57,431,1
6,0.495,1.91,107,1
4.833,0.305,1.26,53,1
23.923,0.216,1.63,873,1
8.1,0.279,2.11,226,1
13.444,0.322,2.08,351,1
4.071,0.727,11.84,580,1
1,0.438,2.33,28,1
5.583,0.376,2.99,302,1
9.111,0.385,2.29,284,1
4.333,0.256,1.64,90,1
1.857,0.33,1.76,30,1
3.222,0.287,1.53,75,1
10.714,0.263,1.52,138,1
3.8,0.387,2.49,147,1
2,0.461,2.57,59,1
25,0.287,2.83,868,1
6,0.365,2.35,219,1
11.889,0.209,1.38,201,1
15.5,0.427,2.6,424,1
22.667,0.249,2.01,812,1
31.462,0.267,2.23,1421,1
5.923,0.258,3.04,258,1
49.429,0.173,1.23,418,1
29.333,0.261,1.99,619,1
7.4,0.303,2.17,224,1
26.25,0.178,1.44,299,1
16,0.302,2.2,174,1
3.875,0.427,2.16,106,1
16.125,0.232,1.46,239,1
3.1,0.339,2.14,105,1
3.583,0.31,2.32,160,1
59.444,0.106,1.21,510,1
0.692,0.402,3.36,47,1
1,0.321,13,26,1
0.875,0.482,2.45,27,1
5.375,0.372,2.1,128,1
26.2,0.274,1.8,719,1
3.625,0.207,1.6,48,1
39.636,0.336,2.86,1612,1
17.857,0.27,1.4,236,1
3,0.286,1.35,42,1
14.714,0.295,1.76,213,1
5.6,0.329,1.77,46,1
0.8,0.4,4,32,1
49.429,0.167,1.19,404,1
15,0.127,1.39,93,1
33.6,0.163,1.32,549,1
23.375,0.155,1.38,232,1
8.167,0.267,2.33,314,1
3.5,0.268,1.67,15,1
7.111,0.318,2.18,183,1
32.429,0.217,1.6,345,1
7.75,0.505,7.4,2256,1
20.286,0.365,5.1,1453,1
1.5,0.433,13.68,260,1
4.667,0.45,2.79,170,1
1.714,0.417,1.84,35,1
1.2,0.433,1.63,13,1
20.556,0.386,2.83,643,1
65.625,0.095,1.34,398,1
1.667,0.533,4,8,1
30.429,0.199,1.25,296,1
2.167,0.276,2.21,86,1
2.125,0.353,2,48,1
5,0.453,2.47,111,1
12.143,0.192,1.3,114,1
8.778,0.323,2.19,230,1
2.222,0.35,1.91,63,1
8.333,0.256,2.19,173,1
4.111,0.333,2.22,111,1
19.8,0.356,1.5,176,1
9.111,0.374,2.3,276,1
5.778,0.359,2.4,168,1
19.2,0.404,2.77,194,1
1.167,0.333,2.33,14,1
27.455,0.379,2.81,1260,1
29.692,0.286,2.19,1437,1
11.68,0.472,7.51,3448,1
5.3,0.34,1.82,180,1
3,0.328,1.75,63,1
16.5,0.301,1.46,179,1
1.286,0.349,2.2,22,1
3,0.297,1.43,57,1
32.7,0.379,2.75,1239,1
2.167,0.295,1.44,23,1
1.7,0.482,6.83,82,1
5.625,0.197,1.39,283,1
5.217,0.942,17.44,2599,1
4.286,0.329,1.38,69,1
3.5,0.349,1.33,44,1
3.556,0.333,1.68,96,1
5.8,0.276,1.6,40,1
1.167,0.262,1.38,11,1
8.364,0.361,2.3,365,1
6,0.31,1.92,119,1
2,0.395,2.78,64,1
1.833,0.538,8.35,142,1
7.7,0.469,2.64,361,1
3.556,0.33,1.79,95,1
2.636,0.408,3.1,130,1
8.6,0.423,2.44,364,1
1,0.44,1.57,11,1
30,0.193,1.4,370,1
4.75,0.25,1.38,76,1
9,0.287,2.22,209,1
11.071,0.303,2.76,658,1
4.714,0.264,1.2,61,1
6.143,0.243,3.48,73,1
5.222,0.362,2.01,153,1
4.429,0.281,1.56,61,1
2.2,0.318,1.79,70,1
1.333,0.833,10,10,1
2.909,0.264,3.1,93,1
59.333,0.102,1.4,491,1
19.444,0.19,1.35,299,1
2.75,0.376,2.39,265,1
22.833,0.208,1.65,685,1
0.125,1,8,8,1
6.917,0.301,1.99,300,1
3.778,0.225,1.57,69,1
0.619,0.168,2.3,46,1
31.462,0.277,2.65,1475,1
1.5,0.521,2.5,50,1
8.417,0.292,1.99,354,1
3,0.318,2.65,61,1
11,0.195,1.49,137,1
4.1,0.312,1.94,128,1
16.667,0.284,1.76,384,1
3.25,0.37,1.79,77,1
9.7,0.423,2.48,410,1
16,0.293,2.09,169,1
4.1,0.356,2.15,146,1
17.556,0.217,1.45,308,1
2,0.296,2.9,29,1
3.125,0.405,1.84,81,1
5.111,0.29,2.18,120,1
2.167,0.346,3.38,27,1
2.6,0.154,10,10,1
3.375,0.218,2.14,47,1
17.6,0.257,1.72,452,1
4.5,0.427,2.05,123,1
2.375,0.388,1.97,59,1
5.286,0.282,1.35,73,1
28.4,0.202,1.43,575,1
2.286,0.259,1.38,29,1
1.714,0.393,2.36,33,1
1.571,0.299,1.77,23,1
1.875,0.5,2.14,60,1
22.5,0.213,1.39,306,1
3.6,0.322,1.45,29,1
2.714,0.263,1.35,35,1
8,0.198,3.44,268,1
0.75,0.375,1.8,18,1
8.167,0.286,1.38,84,1
1,0.359,1.64,23,1
16.778,0.257,1.48,349,1
9.067,0.24,2.81,489,1
1.091,0.295,3,39,1
10,0.184,1.4,118,1
9.833,0.268,1.27,95,1
0.833,0.367,2.75,11,1
22.25,0.377,5.8,2150,1
16.636,0.481,4.66,969,1
18.333,0.337,2.54,501,1
5.125,0.323,1.66,106,1
4.429,0.415,2.31,90,1
2.375,0.454,2.16,69,1
18.75,0.205,1.32,246,1
1.714,0.464,2.17,39,1
1.167,0.714,30,30,1
1.286,0.381,2,24,1
59.444,0.156,1.35,752,1
7.333,0.496,7.85,2096,1
14.636,0.329,3.05,582,1
10.75,0.303,2.51,469,1
2.571,0.413,1.86,52,1
6.25,0.428,2.31,171,1
5.429,0.252,1.4,67,1
16.2,0.454,5.93,735,1
2.7,0.367,1.87,99,1
21.063,0.363,5.19,1956,1
13,0.575,3.71,478,1
2.222,0.628,8.07,113,1
30.25,0.128,1.27,247,1
6.667,0.221,1.26,53,1
4.458,0.908,16.91,2333,1
0.286,0.714,10,10,1
17.8,0.169,1.14,75,1
5.75,0.245,3.61,361,1
1.545,0.321,4.29,60,1
17,0.285,1.5,237,1
2.5,0.425,2.27,68,1
6.286,0.218,1.26,67,1
16.625,0.272,1.78,289,1
3.556,0.24,1.5,69,1
7,0.3,1.34,103,1
13.364,0.32,2.2,518,1
16,0.335,2.44,193,1
3.222,0.414,2.4,108,1
35,0.429,1.07,15,1
4,0.391,1.67,25,1
0.625,0.475,2.38,19,1
11,0.484,2.52,431,1
26.667,0.231,2.06,888,1
3.778,0.32,1.56,98,1
1.857,0.297,1.69,27,1
2.833,0.275,1.33,28,1
1.75,0.509,3,57,1
5.583,0.403,3.68,324,1
21.75,0.207,1.81,649,1
5.917,0.631,6.64,538,1
4.125,0.371,1.92,98,1
13.667,0.39,2.82,432,1
1.8,0.55,7.62,99,1
3.429,0.28,1.38,47,1
17.538,0.24,3.02,710,1
12.1,0.37,2.41,448,1
22.667,0.329,2.74,1075,1
2.875,0.375,2.09,69,1
3.667,0.424,1.85,126,1
34.364,0.33,2.95,1371,1
4.333,0.444,2.74,156,1
1.625,0.394,2.28,41,1
2.375,0.368,1.75,56,1
0.667,0.302,2.9,29,1
20.143,0.16,1.17,158,1
6.818,0.27,2.08,223,1
2.333,0.571,2.4,48,1
1.2,0.333,2.5,10,1
5.143,0.567,2.51,143,1
9.182,0.239,1.61,265,1
1.1,0.382,1.5,42,1
24.75,0.503,2.4,199,1
1.833,0.303,1.33,20,1
2.444,0.389,1.93,77,1
4.25,0.357,1.87,97,1
1.571,0.234,1.29,18,1
5.4,0.296,3.08,40,1
9.182,0.33,2.68,367,1
4,0.337,2.13,66,1
7.8,0.492,2.46,96,1
6.75,0.35,1.74,151,1
9,0.501,3.92,451,1
3,0.5,2.45,54,1
12.875,0.425,2.71,350,1
17.889,0.432,2.87,626,1
12.875,0.921,17.51,6828,1
4.833,0.343,3.85,239,1
18.929,0.354,4.47,1315,1
14.625,0.173,1.3,162,1
50.8,0.1,1.36,506,1
30.25,0.232,1.72,450,1
0.8,0.5,10,10,1
3.556,0.302,2.17,87,1
2,0.344,1.83,11,1
4.444,0.386,2.44,139,1
0.857,0.452,1.73,19,1
3,0.287,4.43,31,1
4.286,0.338,1.54,71,1
19.6,0.316,1.82,155,1
17.4,0.278,2.02,483,1
9.444,0.302,1.82,231,1
1.5,0.438,2.1,42,1
2.286,0.438,2.04,49,1
4.875,0.423,1.83,132,1
22.385,0.285,2.68,1080,1
6.9,0.277,1.85,191,1
22.875,0.185,1.43,271,1
2,0.344,1.52,44,1
1.143,0.501,7.02,449,1
2,0.388,1.65,38,1
2,0.357,1.84,35,1
20.462,0.398,4.81,1375,1
3.143,0.398,2.5,245,1
4,0.47,2.35,47,1
8.5,0.336,1.91,183,1
25.938,0.389,5.17,2582,1
34,0.186,1.35,404,1
36.778,0.222,1.57,661,1
2.25,0.389,2.24,56,1
0.583,0.214,3.6,18,1
2.6,0.477,1.48,31,1
31.846,0.357,3.08,1919,1
9.833,0.255,2.06,361,1
0.875,0.304,1.55,17,1
7,0.2,4.38,35,1
7.636,0.291,1.74,269,1
5.2,0.492,2.37,64,1
21.313,0.378,5.23,2060,1
6.471,0.175,1.46,328,1
18.125,0.156,1.24,181,1
11.333,0.357,2.43,328,1
2.167,0.551,2.53,43,1
15.833,0.256,1.78,146,1
3.556,0.271,2.23,78,1
5.8,0.538,2.36,78,1
6.667,0.324,2.45,311,1
7.792,0.485,8.16,2178,1
4.1,0.278,1.93,114,1
24.667,0.202,1.52,403,1
2.125,0.228,1.24,31,1
3.5,0.337,1.87,118,1
1.875,0.325,1.86,39,1
1.5,0.479,2.19,46,1
1.2,0.367,3.67,11,1
51.1,0.161,1.43,822,1
4,0.568,3.02,184,1
2.875,0.451,2.08,83,1
7.3,0.273,1.84,199,1
1.25,0.4,2,32,1
15.5,0.238,1.71,133,1
2.571,0.254,1.39,32,1
6.2,0.265,2.19,164,1
25.1,0.151,1.29,378,1
1.8,0.383,2.3,69,1
3.25,0.375,1.77,78,1
2.364,0.262,1.79,75,1
2.429,0.286,1.31,34,1
0.857,0.476,1.82,20,1
1.857,0.363,1.57,33,1
19.375,0.366,1.64,454,1
5.545,0.294,2.21,197,1
3.429,0.196,1.38,33,1
11.333,0.404,2.81,371,1
0.462,0.436,34,34,1
1.6,0.544,7.25,87,1
6.727,0.267,2.21,217,1
14.091,0.257,2.09,438,1
263,0.152,1.03,40,1
9.333,0.222,1.81,168,1
13.556,0.333,2.54,366,1
3.714,0.269,1.23,49,1
5.5,0.415,2.06,146,1
25,0.186,1.21,228,1
9.5,0.184,1.4,7,1
3.571,0.303,1.51,53,1
2.375,0.428,1.76,65,1
8,0.255,2.01,165,1
4.4,0.318,1.75,140,1
30,0.376,4.92,2209,1
34.286,0.215,1.64,362,1
7.111,0.299,1.81,172,1
8.625,0.205,1.38,113,1
31.273,0.446,4.71,1686,1
20.429,0.105,1.28,105,1
1.917,0.576,9.94,159,1
3.1,0.197,1.3,61,1
13,0.453,2.78,589,1
6.5,0.393,1.77,92,1
11.889,0.357,2.14,344,1
16.818,0.295,1.94,600,1
4.222,0.444,2.71,152,1
4.714,0.346,1.36,80,1
18.1,0.491,3.25,888,1
1.444,0.239,4.67,28,1
5,0.391,2.08,125,1
1,0.56,28,56,1
8.583,0.353,2.55,436,1
3.286,0.447,1.95,72,1
0.9,0.3,2.25,27,1
2.333,0.286,1.2,24,1
1.6,0.55,1.83,22,1
6.25,0.528,3.01,211,1
23.444,0.219,1.48,416,1
26.2,0.273,1.83,716,1
17.727,0.358,3,768,1
16,0.267,1.51,154,1
1.8,0.333,1.88,15,1
9.111,0.337,2.49,249,1
1,0.391,2.5,25,1
9,0.348,2.21,254,1
9.111,0.37,2.39,273,1
9.455,0.367,2.56,420,1
3.667,0.458,2.19,136,1
1.5,0.427,2.05,41,1
1.857,0.407,1.76,37,1
3.667,0.34,2.53,101,1
2,0.319,2.09,23,1
23,0.177,1.29,330,1
2.125,0.441,1.67,60,1
16.375,0.246,1.46,258,1
0.667,0.417,5,10,1
1.571,0.39,1.58,30,1
1.714,0.357,1.67,30,1
4.6,0.504,2.42,58,1
4.143,0.281,1.33,57,1
2.875,0.239,1.76,44,1
1.286,0.286,1.2,18,1
4.125,0.375,1.9,99,1
1.5,0.396,1.81,38,1
5.143,0.302,1.36,76,1
3.143,0.247,1.23,38,1
3,0.093,1.4,7,1
1.857,0.286,1.37,26,1
3.9,0.285,1.91,111,1
8.444,0.307,1.84,210,1
14.111,0.174,1.28,199,1
9.556,0.337,2.19,261,1
3,0.3,2.14,90,1
0.727,0.705,8.86,62,1
1.167,0.405,4.25,1,1
2.429,0.412,2.58,49,1
5.647,0.366,5.15,597,1
3,0.427,2.78,128,1
1.143,0.375,1.62,21,1
22.7,0.225,1.64,510,1
12,0.583,3.5,7,1
53.571,0.092,1.21,241,1
36.778,0.195,1.29,582,1
5.111,0.338,1.67,140,1
16,0.351,2.43,202,1
5.429,0.327,1.38,87,1
3.727,0.337,2.92,152,1
10,0.449,2.82,449,1
1.7,0.224,2.38,38,1
0.556,0.467,10.5,21,1
5.125,0.351,1.92,115,1
1.25,0.388,2.21,31,1
25.583,0.29,2.41,1068,1
1.556,0.706,7.42,89,1
1.857,0.374,1.7,34,1
4.25,0.191,1.86,13,1
2.571,0.119,2.14,15,1
1.571,0.143,1.57,11,1
6.444,0.351,2.29,183,1
6.3,0.184,1.4,116,1
8.875,0.289,1.64,164,1
6.143,0.545,2.56,164,1
1.778,0.16,1.92,23,1
5.286,0.305,1.46,79,1
3.6,0.356,2.33,128,1
4,0.207,1.23,53,1
8.333,0.194,1.46,131,1
5.375,0.34,1.83,117,1
2.167,0.333,1.37,26,1
3.3,0.345,1.9,114,1
1.25,0.288,1.64,23,1
2.75,0.398,2.06,70,1
4.875,0.282,2,88,1
37,0.237,1.57,711,1
6.571,0.155,4.17,50,1
2.4,0.483,1.38,29,1
6.429,0.238,1.15,75,1
0.7,0.329,1.77,23,1
5.875,0.266,1.56,100,1
12,0.189,2.04,274,1
17.571,0.265,1.66,228,1
27.222,0.16,1.39,353,1
6.143,0.319,1.41,96,1
3.667,0.261,2.38,138,1
3.286,0.298,1.45,48,1
3.4,0.576,2.33,49,1
3.273,0.469,8.64,743,1
13.5,0.196,1.34,169,1
1.625,0.365,1.65,38,1
9.375,0.375,2.05,225,1
8.667,0.335,2.46,418,1
8.556,0.251,1.87,174,1
33.444,0.178,1.3,482,1
22.429,0.439,2.77,482,1
8.75,0.463,2.31,259,1
0.8,0.313,1.56,25,1
9.375,0.328,1.86,197,1
23.727,0.233,1.75,668,1
2.6,0.4,1.18,26,1
50.8,0.131,1.27,667,1
1,0.327,2,16,1
0.667,0.583,3.5,14,1
2.625,0.357,1.67,60,1
10.1,0.45,2.95,455,1
7,0.345,2.43,292,1
13.5,0.348,1.65,301,1
12.222,0.311,2.08,308,1
1.091,0.432,4.38,57,1
4.125,0.912,20.07,2168,1
1.125,0.375,2.08,27,1
2.2,0.277,1.74,61,1
1.571,0.364,1.4,28,1
0.818,0.404,4.44,40,1
9.286,0.215,1.38,98,1
5.727,0.413,3.08,286,1
5.222,0.307,2.03,130,1
9.9,0.264,1.92,261,1
4.259,0.293,2.35,910,1
1.167,0.31,1.86,13,1
0.875,0.411,2.09,23,1
2.857,0.364,1.46,51,1
3.714,0.396,2,72,1
56.444,0.188,1.49,861,1
1.333,0.407,1.63,44,1
6.25,0.405,1.93,162,1
22.583,0.232,1.93,753,1
11.625,0.324,1.99,241,1
3.25,0.394,2.16,82,1
8.875,0.407,2.06,231,1
6.667,0.296,1.37,71,1
2.013,0.319,51.4,4009,1
10.25,0.288,1.99,189,1
3.2,0.338,1.83,108,1
56.444,0.164,1.22,748,1
5.75,0.356,2.11,131,1
34.083,0.302,2.88,1482,1
27.1,0.239,1.94,647,1
2.3,0.313,2.4,72,1
2.857,0.357,1.85,50,1
0.8,0.4,8,8,1
6.143,0.219,1.27,66,1
12.8,0.355,2.25,455,1
5.222,0.333,2.39,141,1
8.889,0.333,2.02,240,1
2,0.319,1.53,23,1
1.2,0.4,2,12,1
7.857,0.374,2.09,144,1
19.4,0.334,1.98,162,1
12.286,0.281,1.55,169,1
7.083,0.305,1.94,311,1
3.375,0.407,2.05,88,1
2.846,0.322,3.52,155,1
2.167,0.282,1.57,22,1
24.313,0.364,5.35,2268,1
7.9,0.385,2.13,304,1
3.429,0.244,1.46,41,1
27,0.408,3.18,705,1
5.182,0.343,2.95,215,1
15.286,0.27,1.6,202,1
74.429,0.091,1.28,333,1
3,0.444,1.71,48,1
56.667,0.148,1.33,681,1
30.556,0.202,1.39,500,1
0.8,0.688,9.17,55,1
5.909,0.178,1.65,127,1
16,0.217,1.45,125,1
0.667,0.458,2.2,11,1
6.1,0.29,2.16,177,1
4,0.292,1.35,42,1
26.1,0.183,1.49,477,1
12.6,0.41,2.63,516,1
37.889,0.072,1.35,222,1
16.5,0.258,1.65,426,1
11.875,0.187,1.34,142,1
2.625,0.208,2.92,35,1
17.667,0.249,1.93,356,1
14,0.571,2.67,8,1
13.556,0.339,2.57,372,1
24.111,0.168,1.4,329,1
15.1,0.193,1.48,291,1
6.556,0.335,1.96,178,1
10.143,0.231,1.37,115,1
12.25,0.282,1.42,221,1
29.778,0.183,1.29,441,1
1.333,0.454,1.69,49,1
5.444,0.252,1.61,111,1
6.444,0.203,1.34,106,1
4.2,0.295,1.48,31,1
26.5,0.371,5.34,2514,1
11.333,0.18,1.2,165,1
2.429,0.429,2.22,51,1
9.9,0.473,2.93,468,1
3,0.32,1.68,47,1
2.571,0.357,2.14,45,1
13.071,0.39,4.87,998,1
1.429,0.286,1.82,20,1
2.923,0.312,3.42,154,1
24.727,0.279,1.97,835,1
4.714,0.385,2.23,89,1
2.3,0.317,2.35,73,1
8.444,0.358,2.19,245,1
2.222,0.55,8.25,99,1
2.1,0.329,2.56,69,1
4.5,0.299,2.21,86,1
0.636,0.597,5.75,46,1
20.111,0.361,2.76,588,1
0.778,0.286,2,18,1
1.6,0.375,15,15,1
59.556,0.091,1.38,441,1
2.143,0.438,2.3,46,1
4.111,0.213,1.54,71,1
4.857,0.282,1.49,67,1
1.167,0.262,1.38,11,1
3.25,0.236,1.26,49,1
2.857,0.35,1.58,49,1
2.286,0.446,2,50,1
23.733,0.398,5.32,2127,1
34.667,0.606,9.95,189,1
3.143,0.396,1.85,61,1
1,0.219,1.56,14,1
7.909,0.253,1.89,242,1
29.286,0.241,2.4,1382,1
2.857,0.257,1.33,36,1
1.4,0.457,2,16,1
1.143,0.357,2.86,20,1
6.842,0.208,1.93,514,1
4.8,0.36,2.16,173,1
4.857,0.462,2.34,110,1
4.667,0.405,1.84,68,1
8.75,0.371,1.7,208,1
34.125,0.215,1.27,469,1
3.375,0.208,1.45,45,1
7,0.282,1.91,284,1
5.778,0.286,1.84,134,1
20.091,0.25,1.95,607,1
5.375,0.326,1.81,112,1
1.4,0.457,1.45,16,1
3,0.367,2.29,110,1
2.333,0.392,2.74,74,1
26,0.366,4.71,1865,1
3.778,0.386,2.41,118,1
74.143,0.073,1.23,265,1
6,0.302,1.76,116,1
268.5,0.538,82.57,578,2
35,0.857,10,30,2
23,0.826,19,19,2
8,1,8,8,2
8.5,0.588,6.67,20,2
34.5,0.623,10.75,86,2
114,0.939,21.4,107,2
223,0.439,17.82,392,2
268,0.505,180.33,541,2
537,1,537,537,2
180.33,0.71,88.62,1152,2
22,0.5,1.83,11,2
9,0.889,8,8,2
73,0.616,3.75,45,2
106,0.858,15.17,91,2
61,1,61,61,2
39,0.308,1.71,12,2
32,0.469,1.88,15,2
152,0.822,11.36,125,2
19,0.632,4,12,2
