@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
8,64,1,0.438,6,1
8,320,5,0.372,68,1
11,957,7.909,0.319,115,1
7,70,1.429,0.314,17,1
10,2790,27.9,0.377,389,1
14,798,4.071,0.727,49,1
8,1392,21.75,0.161,172,1
24,4080,7.083,0.924,237,1
12,276,1.917,0.576,16,1
7,287,5.857,0.422,70,1
8,200,3.125,0.28,35,1
12,4020,27.917,0.4,348,1
14,4172,21.286,0.207,247,1
9,4815,59.444,0.191,676,1
10,830,8.3,0.295,121,1
7,91,1.857,0.297,23,1
7,189,3.857,0.079,6,1
5,145,5.8,0.317,33,1
7,168,3.429,0.268,28,1
8,568,8.875,0.289,100,1
7,119,2.429,0.286,26,1
11,1034,8.545,0.28,143,1
12,1236,8.583,0.353,171,1
10,250,2.5,0.328,40,1
10,2620,26.2,0.288,421,1
12,3624,25.167,0.199,429,1
9,252,3.111,0.317,41,1
9,2889,35.667,0.154,339,1
1,40,40,0.2,7,1
8,136,2.125,0.199,9,1
8,328,5.125,0.351,60,1
9,963,11.889,0.383,166,1
8,1240,19.375,0.366,276,1
9,2502,30.889,0.176,345,1
8,160,2.5,0.363,30,1
10,1440,14.4,0.256,205,1
8,272,4.25,0.371,48,1
17,6494,22.471,0.363,431,1
10,300,3,0.307,47,1
7,112,2.286,0.446,25,1
11,4543,37.545,0.356,664,1
6,234,6.5,0.342,39,1
15,2070,9.2,0.431,164,1
7,140,2.857,0.429,30,1
10,140,1.4,0.371,18,1
7,1561,31.857,0.121,142,1
7,497,10.143,0.231,84,1
24,8064,14,0.898,455,1
6,66,1.833,0.348,15,1
9,891,11,0.27,125,1
10,790,7.9,0.347,122,1
9,738,9.111,0.383,108,1
9,369,4.556,0.374,61,1
6,78,2.167,0.333,19,1
10,1010,10.1,0.45,154,1
1,70,70,0.2,13,1
7,238,4.857,0.223,40,1
5,195,7.8,0.492,39,1
10,100,1,0.56,2,1
7,140,2.857,0.379,33,1
7,1001,20.429,0.113,77,1
7,91,1.857,0.286,15,1
18,3330,10.278,0.163,228,1
8,640,10,0.197,85,1
6,42,1.167,0.476,9,1
10,1570,15.7,0.233,222,1
10,100,1,0.57,18,1
6,42,1.167,0.405,9,1
10,190,1.9,0.621,14,1
9,63,0.778,0.365,13,1
7,301,6.143,0.292,66,1
10,530,5.3,0.294,87,1
10,2610,26.1,0.183,321,1
9,1053,13,0.419,178,1
7,854,17.429,0.281,139,1
8,176,2.75,0.398,27,1
9,324,4,0.395,54,1
8,80,1.25,0.475,13,1
9,288,3.556,0.24,46,1
15,435,1.933,0.524,55,1
11,847,7,0.345,120,1
8,112,1.75,0.384,25,1
9,342,4.222,0.211,32,1
7,175,3.571,0.331,41,1
15,1005,4.467,0.293,82,1
10,3180,31.8,0.128,344,1
12,792,5.5,0.402,105,1
5,140,5.6,0.329,26,1
8,264,4.125,0.371,52,1
9,1647,20.333,0.327,239,1
5,60,2.4,0.483,21,1
5,70,2.8,0.329,9,1
15,165,0.733,0.503,8,1
6,78,2.167,0.282,14,1
6,480,13.333,0.352,112,1
8,56,0.875,0.411,11,1
7,98,2,0.408,23,1
8,104,1.625,0.683,10,1
5,70,2.8,0.557,14,1
9,162,2,0.327,29,1
7,392,8,0.319,86,1
9,297,3.667,0.34,40,1
7,63,1.286,0.429,9,1
14,3178,16.214,0.237,226,1
11,110,0.909,0.436,11,1
8,384,6,0.396,75,1
9,2070,25.556,0.399,314,1
7,77,1.571,0.403,21,1
8,216,3.375,0.407,43,1
15,3330,14.8,0.414,258,1
8,1472,23,0.237,213,1
9,900,11.111,0.276,130,1
10,180,1.8,0.467,10,1
8,168,2.625,0.482,6,1
9,369,4.556,0.298,58,1
11,583,4.818,0.249,75,1
9,306,3.778,0.225,44,1
11,693,5.727,0.332,83,1
10,190,1.9,0.332,17,1
8,40,0.625,0.325,2,1
9,4788,59.111,0.154,572,1
5,135,5.4,0.296,13,1
8,144,2.25,0.396,31,1
12,600,4.167,0.345,76,1
11,77,0.636,0.468,1,1
16,6784,26.5,0.371,471,1
8,1480,23.125,0.265,199,1
8,224,3.5,0.308,22,1
9,189,2.333,0.429,27,1
6,84,2.333,0.56,21,1
7,77,1.571,0.299,14,1
9,2439,30.111,0.285,382,1
9,234,2.889,0.175,30,1
9,1782,22,0.289,274,1
7,413,8.429,0.15,45,1
8,4280,66.875,0.164,520,1
9,126,1.556,0.706,12,1
6,24,0.667,0.417,2,1
7,609,12.429,0.232,111,1
7,133,2.714,0.263,26,1
9,504,6.222,0.21,84,1
8,232,3.625,0.345,40,1
8,864,13.5,0.293,150,1
11,572,4.727,0.28,78,1
9,126,1.556,0.127,9,1
8,368,5.75,0.34,70,1
8,408,6.375,0.306,64,1
10,270,2.7,0.63,28,1
7,119,2.429,0.412,18,1
8,48,0.75,0.313,8,1
11,5621,46.455,0.17,671,1
9,162,2,0.321,23,1
13,5720,33.846,0.255,669,1
14,5698,29.071,0.353,443,1
10,190,1.9,0.584,16,1
6,300,8.333,0.24,41,1
5,195,7.8,0.41,48,1
8,296,4.625,0.264,42,1
14,4480,22.857,0.354,355,1
9,558,6.889,0.348,87,1
7,1092,22.286,0.473,218,1
10,1510,15.1,0.381,165,1
5,255,10.2,0.314,49,1
7,126,2.571,0.468,21,1
9,144,1.778,0.208,14,1
9,891,11,0.288,132,1
7,182,3.714,0.192,23,1
7,847,17.286,0.276,131,1
8,192,3,0.297,31,1
5,15,0.6,0.6,2,1
8,248,3.875,0.375,46,1
9,1332,16.444,0.198,198,1
6,294,8.167,0.32,32,1
9,828,10.222,0.24,129,1
5,150,6,0.16,14,1
12,96,0.667,0.198,9,1
5,80,3.2,0.313,12,1
6,72,2,0.486,16,1
7,98,2,0.327,12,1
9,765,9.444,0.308,121,1
9,4824,59.556,0.154,547,1
6,600,16.667,0.385,134,1
8,304,4.75,0.408,75,1
8,96,1.5,0.385,22,1
7,112,2.286,0.259,21,1
6,156,4.333,0.288,32,1
7,70,1.429,0.286,9,1
8,568,8.875,0.407,112,1
14,2842,14.5,0.362,236,1
8,200,3.125,0.355,41,1
10,660,6.6,0.324,95,1
14,798,4.071,0.714,48,1
9,306,3.778,0.337,57,1
9,108,1.333,0.407,28,1
10,340,3.4,0.279,51,1
10,2610,26.1,0.259,388,1
6,78,2.167,0.436,15,1
1,49,49,0.286,2,1
7,140,2.857,0.257,32,1
8,360,5.625,0.297,57,1
4,548,34.25,0.173,29,1
7,518,10.571,0.16,74,1
6,42,1.167,0.405,4,1
9,1107,13.667,0.331,159,1
7,77,1.571,0.299,13,1
8,552,8.625,0.234,84,1
4,1012,63.25,0.129,93,1
10,2710,27.1,0.187,375,1
11,1078,8.909,0.317,122,1
8,336,5.25,0.369,67,1
5,95,3.8,0.389,28,1
9,4590,56.667,0.137,506,1
9,2448,30.222,0.137,252,1
8,112,1.75,0.464,20,1
7,1701,34.714,0.198,227,1
6,42,1.167,0.452,9,1
10,2720,27.2,0.187,368,1
14,252,1.286,0.298,15,1
5,150,6,0.36,43,1
9,774,9.556,0.3,109,1
8,1040,16.25,0.36,169,1
7,28,0.571,0.25,3,1
8,1520,23.75,0.118,148,1
9,396,4.889,0.341,53,1
10,110,1.1,0.473,21,1
8,192,3,0.417,42,1
9,180,2.222,0.367,30,1
8,2104,32.875,0.154,274,1
7,119,2.429,0.353,27,1
11,209,1.727,0.306,26,1
7,217,4.429,0.295,39,1
9,333,4.111,0.453,56,1
7,1274,26,0.203,204,1
5,80,3.2,0.25,10,1
11,2981,24.636,0.162,355,1
24,4224,7.333,0.496,267,1
8,104,1.625,0.635,8,1
9,324,4,0.491,48,1
5,155,6.2,0.419,34,1
8,96,1.5,0.521,20,1
11,1122,9.273,0.223,163,1
16,1440,5.625,0.197,204,1
23,8533,16.13,0.941,477,1
9,747,9.222,0.371,84,1
8,256,4,0.375,46,1
7,210,4.286,0.305,39,1
9,153,1.889,0.608,13,1
9,486,6,0.191,75,1
9,1143,14.111,0.174,155,1
9,126,1.556,0.238,22,1
8,128,2,0.453,20,1
10,490,4.9,0.59,93,1
11,2882,23.818,0.242,364,1
10,2710,27.1,0.239,333,1
5,35,1.4,0.371,3,1
10,2560,25.6,0.371,322,1
9,576,7.111,0.318,84,1
8,184,2.875,0.31,31,1
7,49,1,0.306,7,1
24,6720,11.667,0.452,399,1
7,77,1.571,0.299,13,1
10,1000,10,0.444,168,1
9,72,0.889,0.681,4,1
11,88,0.727,0.705,7,1
24,3240,5.625,0.911,158,1
15,4410,19.6,0.395,330,1
5,85,3.4,0.471,17,1
9,405,5,0.447,56,1
10,760,7.6,0.322,123,1
9,162,2,0.58,12,1
5,120,4.8,0.375,31,1
1,47,47,0.34,14,1
8,176,2.75,0.426,31,1
22,1584,3.273,0.469,86,1
10,350,3.5,0.434,65,1
8,560,8.75,0.388,98,1
1,13,13,0.769,2,1
7,266,5.429,0.226,43,1
11,1111,9.182,0.398,160,1
8,504,7.875,0.435,91,1
5,25,1,0.28,4,1
8,120,1.875,0.467,25,1
8,336,5.25,0.414,74,1
5,35,1.4,0.686,8,1
8,1728,27,0.408,222,1
9,468,5.778,0.37,101,1
9,306,3.778,0.32,63,1
8,120,1.875,0.25,14,1
10,3300,33,0.207,425,1
9,360,4.444,0.494,61,1
8,472,7.375,0.381,65,1
23,3151,5.957,0.855,162,1
9,1449,17.889,0.273,164,1
10,190,1.9,0.3,34,1
13,3601,21.308,0.293,407,1
9,423,5.222,0.336,80,1
7,672,13.714,0.314,119,1
11,539,4.455,0.343,43,1
7,238,4.857,0.403,53,1
10,1890,18.9,0.263,213,1
8,56,0.875,0.464,11,1
8,104,1.625,0.423,25,1
7,1176,24,0.081,83,1
6,78,2.167,0.551,17,1
7,224,4.571,0.277,44,1
8,1232,19.25,0.424,190,1
10,100,1,0.34,18,1
9,180,2.222,0.361,28,1
7,91,1.857,0.374,18,1
6,24,0.667,0.5,2,1
10,5110,51.1,0.158,596,1
9,684,8.444,0.436,126,1
4,16,1,0.438,1,1
10,730,7.3,0.273,108,1
9,4806,59.333,0.14,507,1
11,88,0.727,0.705,8,1
7,42,0.857,0.548,9,1
7,140,2.857,0.457,26,1
36,6696,5.167,0.318,292,1
7,77,1.571,0.351,18,1
8,568,8.875,0.31,95,1
6,246,6.833,0.232,44,1
8,768,12,0.276,120,1
7,14,0.286,0.857,1,1
9,1188,14.667,0.168,149,1
10,3190,31.9,0.239,458,1
6,42,1.167,0.357,2,1
14,4872,24.857,0.169,526,1
9,495,6.111,0.299,77,1
8,1480,23.125,0.235,191,1
10,430,4.3,0.458,55,1
7,77,1.571,0.299,19,1
7,245,5,0.482,42,1
12,264,1.833,0.542,16,1
10,180,1.8,0.306,22,1
7,119,2.429,0.336,27,1
10,400,4,0.295,62,1
8,424,6.625,0.38,86,1
8,72,1.125,0.431,15,1
5,90,3.6,0.4,22,1
7,133,2.714,0.398,30,1
5,75,3,0.547,20,1
10,400,4,0.428,56,1
8,1864,29.125,0.262,309,1
11,2343,19.364,0.264,317,1
7,189,3.857,0.164,12,1
5,40,1.6,0.35,14,1
8,96,1.5,0.479,20,1
11,1078,8.909,0.397,164,1
7,203,4.143,0.305,42,1
10,180,1.8,0.511,31,1
11,946,7.818,0.413,126,1
6,168,4.667,0.405,37,1
17,374,1.294,0.409,34,1
4,356,22.25,0.34,74,1
9,180,2.222,0.294,35,1
8,152,2.375,0.401,31,1
8,72,1.125,0.403,15,1
8,320,5,0.213,55,1
8,80,1.25,0.288,14,1
11,1034,8.545,0.38,126,1
74,13542,2.473,0.544,58,1
10,250,2.5,0.268,35,1
9,477,5.889,0.335,66,1
20,380,0.95,0.495,15,1
8,80,1.25,0.438,18,1
12,1020,7.083,0.305,160,1
9,774,9.556,0.211,126,1
7,231,4.714,0.351,56,1
10,1650,16.5,0.258,258,1
7,252,5.143,0.567,57,1
7,798,16.286,0.253,114,1
8,80,1.25,0.325,17,1
11,220,1.818,0.223,19,1
9,2025,25,0.198,283,1
10,210,2.1,0.362,36,1
8,160,2.5,0.425,30,1
11,473,3.909,0.336,58,1
6,240,6.667,0.313,59,1
8,112,1.75,0.42,23,1
6,60,1.667,0.317,16,1
12,1392,9.667,0.331,176,1
1,88,88,0.193,17,1
7,238,4.857,0.298,54,1
9,180,2.222,0.3,31,1
9,1044,12.889,0.339,190,1
6,606,16.833,0.411,129,1
8,232,3.625,0.207,30,1
9,153,1.889,0.601,11,1
9,423,5.222,0.274,48,1
7,63,1.286,0.444,9,1
7,98,2,0.327,22,1
8,496,7.75,0.357,99,1
8,792,12.375,0.199,114,1
10,2880,28.8,0.191,365,1
5,35,1.4,0.6,6,1
12,1224,8.5,0.292,171,1
13,494,2.923,0.334,42,1
7,1512,30.857,0.458,223,1
8,256,4,0.402,3,1
8,368,5.75,0.285,74,1
10,290,2.9,0.307,48,1
8,240,3.75,0.233,45,1
7,49,1,0.245,7,1
1,7,7,1,1,1
10,5100,51,0.162,564,1
8,184,2.875,0.451,40,1
8,1744,27.25,0.144,195,1
9,999,12.333,0.218,128,1
7,1498,30.571,0.461,234,1
8,104,1.625,0.394,18,1
13,3146,18.615,0.231,312,1
9,126,1.556,0.587,12,1
9,108,1.333,0.491,22,1
11,1397,11.545,0.266,166,1
8,672,10.5,0.269,101,1
8,56,0.875,0.5,9,1
24,4248,7.375,0.514,272,1
9,45,0.556,0.244,6,1
7,252,5.143,0.365,55,1
8,1048,16.375,0.246,177,1
10,3270,32.7,0.379,450,1
10,1310,13.1,0.487,217,1
6,42,1.167,0.262,6,1
9,1656,20.444,0.214,242,1
7,98,2,0.306,23,1
9,423,5.222,0.31,56,1
7,1533,31.286,0.195,207,1
11,121,1,0.43,11,1
1,40,40,0.4,15,1
11,88,0.727,0.375,8,1
14,1974,10.071,0.278,240,1
13,5733,33.923,0.374,463,1
7,42,0.857,0.405,9,1
8,56,0.875,0.429,11,1
9,1629,20.111,0.369,201,1
7,217,4.429,0.276,48,1
12,1416,9.833,0.266,189,1
6,60,1.667,0.483,14,1
13,1963,11.615,0.302,229,1
7,133,2.714,0.398,29,1
16,5504,21.5,0.373,358,1
8,112,1.75,0.509,19,1
60,3420,0.95,0.46,403,1
7,287,5.857,0.345,64,1
9,963,11.889,0.371,138,1
9,648,8,0.255,82,1
5,20,0.8,0.7,6,1
12,276,1.917,0.576,21,1
8,176,2.75,0.375,37,1
9,216,2.667,0.356,35,1
9,441,5.444,0.265,86,1
6,126,3.5,0.238,19,1
8,64,1,0.219,9,1
7,42,0.857,0.452,10,1
9,171,2.111,0.222,29,1
10,790,7.9,0.163,103,1
23,2875,5.435,0.953,132,1
5,70,2.8,0.386,16,1
5,35,1.4,0.429,3,1
10,190,1.9,0.326,39,1
7,2422,49.429,0.159,329,1
7,77,1.571,0.416,16,1
9,189,2.333,0.497,26,1
7,77,1.571,0.325,17,1
8,344,5.375,0.387,69,1
6,426,11.833,0.131,43,1
9,261,3.222,0.234,47,1
10,320,3.2,0.334,51,1
33,5940,5.455,0.236,835,1
9,234,2.889,0.385,48,1
23,598,1.13,0.278,92,1
6,114,3.167,0.333,30,1
8,104,1.625,0.413,22,1
2,34,8.5,0.324,4,1
10,5040,50.4,0.139,590,1
12,1176,8.167,0.245,129,1
8,96,1.5,0.427,20,1
7,112,2.286,0.286,17,1
9,333,4.111,0.381,62,1
7,245,5,0.494,55,1
7,91,1.857,0.67,8,1
7,287,5.857,0.355,55,1
7,126,2.571,0.365,30,1
9,405,5,0.319,61,1
7,231,4.714,0.299,48,1
6,408,11.333,0.257,91,1
10,610,6.1,0.29,82,1
7,28,0.571,0.286,1,1
10,930,9.3,0.206,130,1
10,1970,19.7,0.245,258,1
8,120,1.875,0.475,24,1
7,427,8.714,0.321,77,1
4,24,1.5,0.333,4,1
10,190,1.9,0.611,13,1
7,112,2.286,0.304,25,1
8,176,2.75,0.477,37,1
13,1755,10.385,0.492,157,1
8,344,5.375,0.326,62,1
12,1008,7,0.331,142,1
13,2938,17.385,0.258,243,1
10,980,9.8,0.376,175,1
8,1848,28.875,0.228,257,1
10,470,4.7,0.481,76,1
7,812,16.571,0.309,114,1
8,96,1.5,0.427,20,1
6,576,16,0.274,100,1
9,3384,41.778,0.225,569,1
7,378,7.714,0.304,91,1
8,96,1.5,0.458,12,1
10,1280,12.8,0.355,202,1
10,340,3.4,0.297,59,1
9,4590,56.667,0.149,561,1
10,180,1.8,0.55,13,1
10,2520,25.2,0.377,330,1
10,3090,30.9,0.2,441,1
8,320,5,0.391,60,1
13,1352,8,0.246,82,1
5,55,2.2,0.6,12,1
8,368,5.75,0.266,53,1
9,963,11.889,0.328,152,1
9,189,2.333,0.175,20,1
7,406,8.286,0.212,38,1
8,1936,30.25,0.232,262,1
9,1332,16.444,0.194,189,1
8,56,0.875,0.411,11,1
7,70,1.429,0.286,11,1
7,133,2.714,0.286,23,1
9,1206,14.889,0.216,158,1
6,138,3.833,0.377,22,1
9,396,4.889,0.46,64,1
8,2200,34.375,0.209,351,1
8,936,14.625,0.201,130,1
6,774,21.5,0.195,112,1
9,414,5.111,0.316,76,1
7,294,6,0.143,33,1
8,3184,49.75,0.279,521,1
3,168,18.667,0.065,8,1
7,77,1.571,0.234,14,1
7,56,1.143,0.25,9,1
10,400,4,0.278,53,1
13,5200,30.769,0.364,418,1
14,3822,19.5,0.373,310,1
10,500,5,0.268,69,1
11,924,7.636,0.279,110,1
6,618,17.167,0.248,124,1
8,456,7.125,0.268,84,1
9,882,10.889,0.185,103,1
8,64,1,0.516,13,1
8,168,2.625,0.417,36,1
8,176,2.75,0.398,34,1
9,2403,29.667,0.164,307,1
9,1107,13.667,0.362,153,1
12,2760,19.167,0.164,130,1
9,891,11,0.189,120,1
13,572,3.385,0.171,61,1
10,450,4.5,0.296,65,1
9,1098,13.556,0.339,145,1
7,140,2.857,0.329,31,1
1,32,32,0.438,7,1
9,36,0.444,0.472,3,1
14,252,1.286,0.159,12,1
7,1491,30.429,0.235,234,1
5,55,2.2,0.309,10,1
6,168,4.667,0.149,17,1
9,189,2.333,0.302,30,1
10,830,8.3,0.357,130,1
28,3836,4.893,0.265,201,1
11,2178,18,0.383,288,1
13,325,1.923,0.234,7,1
9,180,2.222,0.55,10,1
13,4875,28.846,0.154,521,1
11,1672,13.818,0.365,212,1
11,2024,16.727,0.46,211,1
25,2950,4.72,0.268,392,1
25,4225,6.76,0.218,586,1
3,93,10.333,0.226,10,1
8,344,5.375,0.343,69,1
27,3105,4.259,0.293,388,1
17,391,1.353,0.373,14,1
22,1540,3.182,0.525,70,1
9,909,11.222,0.211,140,1
6,288,8,0.316,58,1
27,8640,11.852,0.321,613,1
12,852,5.917,0.608,87,1
8,64,1,0.234,6,1
12,84,0.583,0.56,9,1
11,352,2.909,0.256,45,1
9,918,11.333,0.386,128,1
8,144,2.25,0.479,32,1
8,2392,37.375,0.186,338,1
5,65,2.6,0.554,14,1
7,266,5.429,0.353,46,1
9,360,4.444,0.356,56,1
10,2720,27.2,0.211,401,1
10,2580,25.8,0.337,325,1
9,576,7.111,0.491,110,1
13,1040,6.154,0.434,81,1
10,1590,15.9,0.355,184,1
9,1674,20.667,0.425,220,1
11,220,1.818,0.568,14,1
7,896,18.286,0.203,137,1
8,96,1.5,0.438,28,1
9,153,1.889,0.183,16,1
9,243,3,0.333,48,1
9,738,9.111,0.306,79,1
8,96,1.5,0.417,20,1
8,120,1.875,0.5,28,1
17,3451,11.941,0.925,225,1
8,1648,25.75,0.236,237,1
11,209,1.727,0.579,16,1
7,112,2.286,0.321,14,1
10,2610,26.1,0.264,390,1
8,200,3.125,0.385,28,1
8,112,1.75,0.277,11,1
8,368,5.75,0.315,65,1
25,5075,8.12,0.837,279,1
7,91,1.857,0.407,21,1
11,462,3.818,0.284,68,1
5,45,1.8,0.533,12,1
9,819,10.111,0.321,135,1
9,396,4.889,0.412,66,1
12,3264,22.667,0.249,404,1
11,836,6.909,0.254,102,1
6,54,1.5,0.296,13,1
7,210,4.286,0.324,44,1
8,872,13.625,0.109,76,1
9,423,5.222,0.404,86,1
9,963,11.889,0.191,135,1
9,144,1.778,0.215,20,1
6,198,5.5,0.247,41,1
10,1220,12.2,0.273,164,1
28,7868,10.036,0.318,530,1
6,306,8.5,0.454,57,1
8,1544,24.125,0.4,246,1
9,162,2,0.66,15,1
8,160,2.5,0.394,28,1
24,2976,5.167,0.902,161,1
7,91,1.857,0.286,16,1
10,1550,15.5,0.326,181,1
7,28,0.571,0.393,3,1
9,189,2.333,0.365,30,1
8,32,0.5,0.406,6,1
5,115,4.6,0.452,29,1
7,105,2.143,0.438,20,1
11,2079,17.182,0.174,256,1
3,81,9,0.481,22,1
5,55,2.2,0.4,14,1
7,49,1,0.327,8,1
8,184,2.875,0.359,40,1
7,1036,21.143,0.184,159,1
23,460,0.87,0.507,11,1
8,576,9,0.399,102,1
8,208,3.25,0.399,43,1
7,329,6.714,0.38,54,1
8,48,0.75,0.542,2,1
8,184,2.875,0.239,25,1
9,828,10.222,0.365,137,1
6,114,3.167,0.316,20,1
11,1452,12,0.189,134,1
9,702,8.667,0.464,98,1
9,639,7.889,0.352,114,1
9,117,1.444,0.239,6,1
5,480,19.2,0.329,74,1
13,4043,23.923,0.216,537,1
5,85,3.4,0.576,21,1
6,60,1.667,0.45,14,1
10,190,1.9,0.379,34,1
7,49,1,0.286,9,1
11,286,2.364,0.283,37,1
12,264,1.833,0.621,17,1
5,20,0.8,0.35,3,1
13,390,2.308,0.356,43,1
7,875,17.857,0.29,160,1
11,242,2,0.603,17,1
11,1771,14.636,0.333,217,1
9,360,4.444,0.275,62,1
77,18865,3.182,0.445,257,1
7,217,4.429,0.382,45,1
10,110,1.1,0.491,12,1
13,1729,10.231,0.36,127,1
8,96,1.5,0.417,23,1
11,121,1,0.537,13,1
8,56,0.875,0.429,9,1
13,1690,10,0.392,139,1
8,40,0.625,0.35,4,1
4,12,0.75,0.667,3,1
9,405,5,0.442,54,1
17,5950,20.588,0.363,414,1
7,161,3.286,0.093,11,1
8,72,1.125,0.319,11,1
7,875,17.857,0.27,168,1
8,208,3.25,0.264,38,1
10,1620,16.2,0.294,176,1
6,96,2.667,0.354,23,1
9,621,7.667,0.343,122,1
8,1928,30.125,0.119,182,1
8,240,3.75,0.225,44,1
8,344,5.375,0.34,64,1
11,1342,11.091,0.256,177,1
10,500,5,0.472,86,1
8,872,13.625,0.2,125,1
13,1092,6.462,0.35,121,1
24,4080,7.083,0.931,223,1
5,65,2.6,0.4,22,1
8,368,5.75,0.391,78,1
28,2296,2.929,0.271,70,1
7,266,5.429,0.301,55,1
5,215,8.6,0.405,54,1
9,198,2.444,0.318,26,1
11,2035,16.818,0.487,220,1
5,35,1.4,0.4,6,1
7,1001,20.429,0.105,82,1
11,2871,23.727,0.231,354,1
6,174,4.833,0.339,39,1
9,1188,14.667,0.189,146,1
4,16,1,0.563,2,1
25,4950,7.92,0.869,270,1
10,2720,27.2,0.279,382,1
6,102,2.833,0.245,16,1
2,558,139.5,0.075,40,1
12,96,0.667,0.51,7,1
7,112,2.286,0.464,16,1
7,371,7.571,0.299,86,1
8,32,0.5,0.375,5,1
3,12,1.333,0.75,1,1
12,732,5.083,0.251,104,1
9,756,9.333,0.25,103,1
10,1310,13.1,0.439,206,1
8,56,0.875,0.375,8,1
10,1540,15.4,0.315,192,1
11,2706,22.364,0.349,331,1
7,161,3.286,0.248,33,1
9,171,2.111,0.667,15,1
8,96,1.5,0.396,21,1
8,184,2.875,0.337,32,1
8,96,1.5,0.583,9,1
10,100,1,0.35,18,1
10,80,0.8,0.675,6,1
10,440,4.4,0.393,55,1
8,184,2.875,0.462,45,1
9,468,5.778,0.359,70,1
24,3768,6.542,0.905,186,1
5,25,1,0.4,1,1
10,340,3.4,0.421,71,1
9,144,1.778,0.556,12,1
9,954,11.778,0.309,150,1
8,96,1.5,0.438,20,1
8,200,3.125,0.355,41,1
4,64,4,0.391,15,1
7,203,4.143,0.266,20,1
1,42,42,0.405,16,1
8,72,1.125,0.375,13,1
10,1970,19.7,0.144,228,1
4,48,3,0.146,7,1
9,189,2.333,0.323,34,1
8,224,3.5,0.46,40,1
6,276,7.667,0.217,30,1
11,1694,14,0.36,206,1
9,378,4.667,0.344,61,1
10,2850,28.5,0.175,315,1
9,2376,29.333,0.197,349,1
10,880,8.8,0.257,124,1
8,72,1.125,0.528,12,1
9,369,4.556,0.336,65,1
7,357,7.286,0.322,77,1
7,1064,21.714,0.214,179,1
8,328,5.125,0.393,59,1
1,41,41,0.39,15,1
9,729,9,0.328,117,1
6,78,2.167,0.346,8,1
8,88,1.375,0.443,24,1
9,198,2.444,0.268,16,1
7,3647,74.429,0.091,260,1
7,98,2,0.337,24,1
8,32,0.5,0.469,3,1
8,496,7.75,0.361,59,1
8,1216,19,0.27,164,1
10,270,2.7,0.3,41,1
13,2886,17.077,0.377,221,1
9,738,9.111,0.252,93,1
13,494,2.923,0.324,42,1
9,315,3.889,0.362,58,1
7,343,7,0.318,71,1
10,100,1,0.56,14,1
9,369,4.556,0.444,57,1
18,864,2.667,0.264,53,1
4,32,2,0.344,6,1
9,189,2.333,0.487,28,1
9,2250,27.778,0.305,314,1
7,483,9.857,0.188,71,1
4,48,3,0.292,10,1
9,1107,13.667,0.39,153,1
12,1380,9.583,0.256,203,1
16,6480,25.313,0.382,467,1
9,513,6.333,0.285,105,1
10,720,7.2,0.292,116,1
7,77,1.571,0.364,16,1
8,912,14.25,0.116,73,1
8,256,4,0.336,35,1
10,190,1.9,0.311,35,1
8,816,12.75,0.403,122,1
10,1550,15.5,0.332,208,1
10,1730,17.3,0.09,102,1
6,66,1.833,0.394,17,1
7,2205,45,0.056,110,1
5,145,5.8,0.276,25,1
10,100,1,0.46,1,1
8,112,1.75,0.321,21,1
7,91,1.857,0.341,17,1
11,88,0.727,0.25,9,1
8,672,10.5,0.36,125,1
5,140,5.6,0.307,31,1
9,180,2.222,0.261,28,1
1,18,18,0.389,2,1
6,300,8.333,0.327,49,1
8,552,8.625,0.261,98,1
7,322,6.571,0.354,78,1
11,990,8.182,0.362,127,1
6,42,1.167,0.524,11,1
7,273,5.571,0.33,63,1
11,88,0.727,0.693,6,1
7,1701,34.714,0.219,230,1
9,4815,59.444,0.157,617,1
7,735,15,0.256,111,1
7,301,6.143,0.246,56,1
7,238,4.857,0.273,42,1
3,9,1,0.778,1,1
11,660,5.455,0.271,91,1
8,120,1.875,0.283,15,1
10,1250,12.5,0.456,195,1
8,96,1.5,0.396,23,1
7,98,2,0.408,16,1
9,981,12.111,0.243,151,1
9,288,3.556,0.382,51,1
10,5110,51.1,0.141,555,1
15,5340,23.733,0.406,410,1
9,4806,59.333,0.131,479,1
6,564,15.667,0.184,79,1
7,42,0.857,0.214,1,1
7,336,6.857,0.298,60,1
6,18,0.5,0.556,1,1
8,1624,25.375,0.149,191,1
6,450,12.5,0.356,109,1
9,2250,27.778,0.36,316,1
8,1056,16.5,0.31,178,1
9,1980,24.444,0.23,316,1
7,133,2.714,0.331,26,1
12,4920,34.167,0.333,608,1
8,432,6.75,0.183,59,1
7,56,1.143,0.268,14,1
9,189,2.333,0.291,35,1
10,2600,26,0.282,412,1
8,496,7.75,0.363,85,1
8,112,1.75,0.482,18,1
9,1899,23.444,0.219,282,1
7,77,1.571,0.351,17,1
25,4450,7.12,0.49,276,1
9,4824,59.556,0.126,456,1
7,49,1,0.918,2,1
10,1710,17.1,0.126,121,1
8,784,12.25,0.282,156,1
7,1379,28.143,0.072,66,1
11,396,3.273,0.283,54,1
9,1926,23.778,0.23,307,1
14,3276,16.714,0.383,299,1
5,35,1.4,0.543,9,1
7,154,3.143,0.097,11,1
4,72,4.5,0.181,2,1
