@relation phoneme

@attribute Aa numeric
@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.121,0.544,0.468,1
0.232,0.77,0.881,1
-0.063,0.752,1.324,1
0.335,2.761,1.349,1
0.416,0.71,1.498,1
0.335,0.809,0.954,1
1.2,1.449,-0.52,1
0.182,0.731,1.308,1
1.14,1.366,1.11,1
0.171,-0.298,-1.084,1
-0.266,0.638,1.742,1
0.428,0.5,0.733,1
-0.206,0.938,-0.78,1
0.42,0.629,-0.719,1
0.535,0.876,-0.853,1
0.16,0.991,1.083,1
0.098,0.451,2.514,1
1.329,1.413,0.69,1
0.223,0.497,1.099,1
0.345,0.688,2.2,1
0.219,0.912,-0.551,1
0.296,0.584,1.044,1
0.911,1.413,1.071,1
0.252,0.619,1.36,1
0.621,0.433,0.719,1
0.603,0.551,0.914,1
0.839,1.302,-0.408,1
0.544,0.698,-0.483,1
0.353,0.827,0.986,1
0.517,0.837,0.895,1
0.426,0.754,0.915,1
-0.59,-1.327,-0.647,1
0.156,0.464,0.801,1
0.344,1.233,0.942,1
0.538,0.834,-0.72,1
0.242,0.421,1.066,1
0.554,1.308,0.99,1
0.326,0.457,1.601,1
0.228,0.844,2.52,1
0.12,0.508,-0.698,1
0.325,0.854,1.221,1
1.249,2.548,0.749,1
0.337,0.682,2.159,1
0.077,-0.088,-0.326,1
0.197,1.125,1.191,1
0.221,0.845,2.423,1
0.177,0.546,1.665,1
0.293,1.106,2.263,1
1.027,0.82,1.064,1
0.106,0.132,0.47,1
0.162,0.522,2.073,1
0.993,1.201,0.768,1
0.258,0.861,1.026,1
0.297,0.556,1.111,1
0.671,1.885,0.742,1
0.383,2.978,1.06,1
0.92,1.932,-0.448,1
0.613,2.804,0.927,1
0.161,0.685,2.073,1
1.392,1.958,0.615,1
0.225,0.363,1.63,1
0.298,0.642,0.778,1
1.299,1.229,0.608,1
0.172,0.526,1.262,1
0.298,1.666,1.471,1
0.312,0.648,1.123,1
0.365,0.526,0.918,1
0.457,1.035,0.84,1
-0.217,0.793,1.583,1
0.88,2.242,0.587,1
0.449,0.592,1.247,1
0.248,0.947,-0.911,1
0.611,1.37,-0.706,1
0.367,0.416,1.073,1
0.65,1.237,0.992,1
0.399,1.039,0.899,1
1.231,1.554,-0.409,1
0.305,0.94,-0.982,1
-0.115,0.482,-0.875,1
0.824,1.346,0.365,1
0.349,0.794,0.913,1
0.12,0.715,0.846,1
0.146,0.532,1.36,1
-0.085,0.562,0.957,1
0.672,0.596,2.122,1
0.66,0.885,-0.425,1
0.155,1.232,1.047,1
0.397,1.067,1.328,1
0.544,2.082,0.603,1
0.84,2.23,-0.333,1
-0.098,0.67,-0.831,1
0.523,0.813,1.27,1
0.307,0.499,1.557,1
0.507,1.163,0.814,1
0.093,0.613,1.183,1
0.288,0.715,0.849,1
0.147,0.971,1.085,1
0.191,0.787,1.728,1
-0.069,0.51,1.442,1
0.18,0.679,1.823,1
0.396,0.629,1.985,1
0.585,0.629,0.911,1
0.127,0.724,0.52,1
0.673,0.596,2.123,1
0.258,0.378,1.364,1
0.216,0.336,1.634,1
0.69,0.606,1.305,1
0.274,0.798,2.06,1
0.392,0.937,1.256,1
0.139,0.422,1.517,1
0.886,1.555,-0.56,1
0.567,0.51,1.576,1
1.027,0.821,1.064,1
0.504,1.435,-0.378,1
0.211,0.785,2.162,1
0.568,2.557,1.003,1
0.069,-0.166,-0.408,1
0.983,1.915,-0.662,1
0.155,0.687,1.694,1
0.403,-0.648,-0.693,1
0.939,1.4,1.303,1
0.652,1.177,-0.463,1
0.394,2.329,0.7,1
0.204,0.417,1.823,1
0.402,0.659,1.769,1
0.132,0.543,1.6,1
0.245,0.727,1.739,1
0.525,1.542,1.723,1
1.303,2.465,0.761,1
0.528,0.949,-0.418,1
0.234,1.176,0.714,1
0.41,2.154,0.836,1
1.177,0.625,0.618,1
0.504,1.435,-0.378,1
0.678,0.655,1.735,1
0.28,0.685,-0.687,1
1.072,0.89,-0.668,1
0.528,1.671,1.062,1
0.235,0.673,1.332,1
0.169,0.732,1.432,1
0.059,0.336,-0.21,1
0.316,0.783,1.369,1
0.806,1.226,1.044,1
0.459,0.973,0.678,1
0.599,0.585,0.809,1
0.351,0.785,1.792,1
0.298,1.13,1.29,1
0.134,0.462,1.248,1
0.114,0.501,0.882,1
0.535,1.65,1.805,1
0.093,0.443,2.5,1
0.234,0.48,-0.947,1
0.093,0.435,0.792,1
0.603,0.722,-0.392,1
0.954,1.444,0.716,1
1.604,0.991,0.869,1
0.109,0.445,0.87,1
0.328,1.09,1.063,1
0.863,2.356,0.594,1
0.358,0.471,0.907,1
0.295,0.837,2.826,1
0.345,1.261,1.312,1
0.497,0.378,2.463,1
0.296,1.085,-0.596,1
0.262,1.101,-0.672,1
0.58,0.542,0.834,1
0.413,2.223,0.713,1
0.092,0.413,0,1
0.486,1.176,1.356,1
0.081,0.332,-0.699,1
0.486,1.117,-0.587,1
0.618,0.884,1.215,1
0.075,0.359,1.857,1
0.225,0.964,-0.559,1
0.53,0.257,0.905,1
0.094,0.392,1.763,1
0.822,1.508,1.312,1
0.287,1.607,1.297,1
0.099,0.378,0.692,1
0.119,0.654,0.404,1
0.589,0.656,0.485,1
0.596,0.671,1.095,1
0.687,1.871,0.378,1
1.476,1.929,-0.3,1
0.532,0.434,1.443,1
0.514,0.545,0.979,1
0.219,0.695,1.107,1
0.557,0.596,1.204,1
-0.076,0.341,1.026,1
0.671,0.593,1.026,1
0.259,0.861,2.039,1
0.461,0.809,1.196,1
0.23,0.398,1.72,1
0.331,1.163,1.493,1
1.533,1.529,0.391,1
0.356,1.082,-0.575,1
-0.092,-0.391,-0.685,1
0.143,0.947,1.17,1
-0.319,0.635,1.262,1
0.205,0.765,2.161,1
0.106,0.387,0.639,1
0.94,1.464,0.546,1
0.569,0.909,-0.531,1
-0.069,-0.273,1.198,1
0.177,0.256,0.891,1
-0.164,0.342,1.911,1
0.135,0.768,0.546,1
0.3,0.715,2.231,1
0.647,0.86,0.993,1
-0.079,0.719,1.245,1
0.249,0.569,2.165,1
0.292,0.317,1.238,1
0.891,1.352,0.861,1
0.661,1.665,-0.371,1
0.773,2.314,0.646,1
0.136,0.766,2.249,1
0.117,0.509,0.749,1
0.512,0.87,0.649,1
0.32,0.822,0.806,1
0.187,0.474,0.996,1
0.785,2.823,0.7,1
0.421,1.494,1.755,1
0.2,0.684,2.185,1
0.22,0.535,1.348,1
0.25,0.757,1.021,1
0.475,1.016,0.788,1
0.369,1.313,-0.574,1
0.299,0.849,-0.609,1
0.304,1.152,-0.646,1
0.328,1.144,1.914,1
0.606,2.201,1.27,1
0.116,0.719,0,1
0.768,1.512,0.469,1
0.283,1.136,-0.661,1
1.083,0.58,1.264,1
0.295,1.018,1.108,1
0.219,0.484,-1.097,1
1.214,1.807,-0.398,1
0.103,0.411,-0.632,1
1.117,2.852,-0.284,1
0.46,3.218,0.71,1
0.097,0.434,0,1
0.219,1.263,0.971,1
0.37,0.488,2.657,1
0.419,0.601,1.045,1
0.984,2.097,0.781,1
0.199,1.065,1.27,1
0.21,0.822,1.258,1
0.34,0.664,1.207,1
0.763,1.414,-0.299,1
0.912,0.791,1.416,1
0.52,0.38,1.64,1
0.543,0.486,1.553,1
0.889,1.076,0.786,1
0.37,0.517,2.47,1
0.32,1.033,1.106,1
0.126,0.68,0.754,1
0.545,0.752,-0.604,1
0.251,0.474,1.311,1
0.204,0.779,1.357,1
0.315,1.213,1.048,1
1.317,0.82,1.641,1
0.285,0.786,-0.399,1
0.127,0.422,1.954,1
0.45,0.721,1.228,1
0.188,0.518,0.999,1
1.173,1.814,0.741,1
0.442,0.52,2.105,1
0.36,0.797,1.179,1
0.27,0.832,1.274,1
1.079,2.734,0.416,1
0.348,0.602,-0.748,1
0.156,0.416,2.056,1
0.979,1.545,0.576,1
0.157,0.511,-0.406,1
0.908,0.896,0.937,1
0.074,0.352,1.879,1
0.54,1.666,1.432,1
0.513,0.545,0.979,1
0.233,0.685,2.078,1
0.114,0.615,2.074,1
0.192,0.638,0.73,1
0.487,1.881,1.629,1
0.354,1.407,1.962,1
0.703,0.863,0.915,1
0.195,0.454,0.713,1
0.214,0.546,1.385,1
0.653,1.061,1.546,1
0.279,0.676,0.924,1
0.641,1.284,1.508,1
0.109,0.697,0.579,1
0.87,1.053,0.57,1
0.169,1.034,1.278,1
0.135,0.491,-0.37,1
0.471,1.471,1.503,1
0.133,0.487,-0.558,1
0.411,1.046,0.982,1
0.53,0.45,0.994,1
0.582,0.496,1.548,1
0.426,1.016,1.009,1
0.329,2.133,0.436,1
0.44,0.728,1.453,1
0.201,0.734,-0.34,1
1.322,1.284,-0.441,1
1.057,1.935,-0.473,1
0.672,0.602,2.131,1
1.029,1.651,0.625,1
1.37,0.965,0.638,1
0.7,2.43,0.542,1
0.47,0.435,0.743,1
0.231,0.52,1.957,1
0.452,0.759,1.077,1
0.302,0.555,1.213,1
0.221,0.754,1.235,1
-0.114,-0.497,-0.818,1
1.035,1.538,-0.549,1
0.579,2.811,0.495,1
0.442,0.623,0.915,1
0.334,0.871,0.884,1
0.432,0.961,0.865,1
0.76,1.029,0.89,1
1.443,1.953,0.559,1
0.243,0.505,1.348,1
0.562,2.578,0.433,1
0.1,0.508,1.837,1
0.572,2.468,0.83,1
0.125,0.568,0.887,1
0.363,0.44,1.01,1
1.077,0.335,1.496,1
0.539,0.711,1.127,1
0.999,1.822,-0.452,1
0.569,0.908,-0.531,1
1.147,0.598,0.635,1
0.454,0.99,0.833,1
0.174,0.709,-0.877,1
0.235,1.131,1.918,1
0.885,1.789,1.406,1
0.436,2.86,1.081,1
0.14,0.784,0.566,1
0.785,2.821,0.699,1
0.21,0.749,0.986,1
0.226,1.179,0.92,1
0.371,0.535,1.079,1
0.291,0.9,2.319,1
0.515,0.457,1.058,1
0.487,1.881,1.629,1
0.303,1.333,-0.562,1
0.744,0.889,1.601,1
-0.067,-0.286,1.797,1
0.287,0.814,1.082,1
0.315,1.126,1.181,1
0.538,1.103,-0.509,1
0.448,0.675,1.033,1
0.278,1.63,1.155,1
0.276,1.265,-0.651,1
0.564,0.408,-0.56,1
0.136,0.458,-0.51,1
0.352,0.733,1.247,1
0.562,1.253,-0.668,1
1.091,0.86,0.658,1
0.324,0.917,2.418,1
0.365,0.876,1.509,1
0.222,1.185,0.977,1
0.564,2.68,0.763,1
0.459,0.708,1.517,1
0.335,0.705,1.756,1
1.167,2.286,0.269,1
0.123,0.402,0.635,1
0.58,1.224,1.786,1
0.691,0.817,-0.679,1
0.497,0.773,-0.596,1
0.74,2.402,-0.458,1
0.099,0.789,1.781,1
0.459,0.709,1.706,1
0.105,0.707,-0.562,1
0.334,0.58,2.097,1
0.556,0.612,0.969,1
0.499,0.351,1.423,1
0.487,2.897,0.567,1
-0.107,-0.515,-1.526,1
0.36,0.588,1.501,1
0.579,2.812,0.495,1
0.122,0.561,0,1
0.87,2.27,0.636,1
1.201,1.655,0.458,1
0.769,2.192,0.518,1
0.999,2.847,0.438,1
0.516,1.19,0.766,1
0.172,0.473,1.616,1
0.651,2.707,0.903,1
1.013,1.817,-0.461,1
0.554,0.741,-0.842,1
0.223,0.75,1.019,1
1.21,1.967,0.986,1
0.399,0.66,-0.691,1
0.143,0.546,1.11,1
0.106,0.635,0.453,1
0.212,0.585,1.343,1
0.245,0.355,1.934,1
0.287,0.99,0.904,1
0.418,0.603,1.006,1
0.121,0.172,-0.439,1
0.119,0.804,1.278,1
1.099,1.843,1.369,1
0.672,0.602,2.131,1
0.15,0.827,1.827,1
0.951,2.365,-0.183,1
1.165,0.903,0.648,1
1.098,1.264,-0.485,1
0.704,0.988,1.48,1
0.834,2.046,1.252,1
0.269,0.725,1.374,1
0.747,1.029,-0.998,1
0.588,0.442,1.255,1
0.353,0.583,0.937,1
0.204,0.739,1.878,1
1.506,0.815,-0.502,1
0.52,0.38,1.639,1
0.374,1.348,1.562,1
0.21,0.454,-0.731,1
0.475,0.984,-1.032,1
0.106,0.468,0.825,1
1.056,2.294,-0.396,1
0.613,1.064,-0.556,1
0.403,1.093,-0.687,1
0.12,0.773,1.222,1
1.308,2.352,-0.325,1
0.881,1.29,1.098,1
0.661,0.798,0.796,1
0.636,0.675,1.532,1
0.411,0.736,0.839,1
0.406,1.016,2.047,1
0.677,0.443,-0.536,1
0.229,0.649,2.198,1
0.143,0.184,-0.496,1
0.236,0.772,-0.608,1
0.255,1.037,0.772,1
0.377,0.801,-0.743,1
0.181,0.678,1.745,1
0.139,0.582,-0.638,1
0.443,0.99,0.943,1
1.014,0.492,0.847,1
0.836,2.717,-0.364,1
1.115,0.331,2.039,1
0.172,0.638,0.85,1
1.046,2.514,0.812,1
0.242,0.395,1.722,1
0.509,1.904,-0.309,1
0.306,0.483,1.404,1
0.479,0.357,2.419,1
0.127,0.522,1.744,1
0.178,0.698,0.776,1
0.554,0.624,1.151,1
0.195,0.731,1.89,1
0.21,0.606,1.168,1
0.152,0.526,0.862,1
0.96,1.09,1.114,1
0.472,3.202,0.624,1
0.098,0.693,0.912,1
0.125,0.675,-0.755,1
0.173,0.673,1.377,1
0.305,1.2,1.386,1
0.567,0.908,-0.616,1
0.624,1.052,1.287,1
0.523,1.005,0.892,1
0.134,0.399,1.404,1
0.564,2.68,0.763,1
0.499,0.901,-0.638,1
0.259,1.255,-0.496,1
-0.091,0.514,0.766,1
0.445,0.809,1.442,1
0.209,0.543,1.936,1
0.103,0.597,2.278,1
0.187,0.422,1.4,1
0.14,0.312,0.351,1
1.058,2.479,1.436,1
0.198,0.67,-0.384,1
0.4,1.26,0.906,1
0.382,0.701,1.669,1
0.917,1.68,0.633,1
0.223,0.609,0.618,1
0.373,1.299,0.86,1
0.403,0.357,1.133,1
0.308,0.604,0.896,1
0.148,0.672,1.526,1
0.176,0.472,-0.583,1
0.964,1.478,0.845,1
0.257,0.757,0.757,1
0.822,1.043,1.127,1
0.52,0.985,1.072,1
0.496,1.171,0.947,1
0.48,0.509,1.578,1
0.295,0.921,1.018,1
0.103,0.453,2.483,1
0.616,0.753,-0.547,1
0.186,0.699,0.797,1
0.178,0.299,1.123,1
0.322,0.697,2.289,1
0.539,1.666,1.431,1
0.584,1.413,-0.653,1
0.278,2.076,1.383,1
0.36,0.984,1.034,1
0.959,0.934,-0.615,1
0.149,0.536,1.808,1
0.121,0.74,1.219,1
0.697,1.068,0.515,1
0.119,0.614,2.237,1
0.332,1.281,1.925,1
0.296,0.73,-0.761,1
0.278,0.809,1.768,1
0.297,0.661,-0.789,1
0.132,0.517,2.237,1
0.951,0.414,-0.634,1
0.367,0.51,0.886,1
0.101,0.629,0.74,1
0.543,1.229,1.902,1
1.205,0.721,-0.604,1
0.169,0.729,1.954,1
0.646,0.378,0.796,1
0.294,1.074,1.111,1
0.15,1.057,1.318,1
0.186,0.769,0.71,1
0.381,1.368,0.783,1
0.89,1.93,1.343,1
1.079,2.082,-0.401,1
0.284,0.923,0.668,1
1.256,2.372,-0.324,1
0.517,1.118,1.132,1
1.305,0.795,0.884,1
0.325,0.765,1.373,1
0.204,0.527,1.66,1
0.348,0.808,0.932,1
0.089,0.322,0.521,1
0.357,0.901,1.343,1
0.788,2.615,0.653,1
0.122,0.724,1.292,1
0.319,1.059,-0.751,1
0.877,0.255,-0.667,1
-0.095,-0.39,1.812,1
1.014,0.653,1.07,1
0.146,0.557,1.846,1
0.148,0.583,0.711,1
1.366,1.527,-0.418,1
0.215,0.523,1.435,1
0.738,0.57,-0.591,1
0.647,2.709,0.369,1
0.393,1.401,1.137,1
0.407,2.613,-0.406,1
0.465,0.499,0.939,1
0.455,0.43,1.484,1
0.158,0.378,-0.398,1
0.995,1.846,1.53,1
0.173,0.362,1.387,1
1.364,0.808,-0.511,1
0.562,0.458,0.664,1
0.653,2.546,0.868,1
0.37,1.143,-0.54,1
1.031,0.584,1.532,1
0.312,0.538,0.777,1
0.354,1.005,0.835,1
0.22,0.709,1.3,1
0.321,3.02,0.677,1
0.165,0.588,1.854,1
0.105,0.517,0.829,1
-0.105,0.697,0,1
0.494,2.247,1.177,1
0.216,0.796,1.752,1
0.961,1.678,0.932,1
0.324,1.166,0.952,1
0.129,0.969,1.683,1
0.098,0.307,1.045,1
0.096,0.433,2.096,1
0.098,0.335,0.887,1
0.2,1.042,1.051,1
1.936,2.328,-0.148,1
0.736,2.344,0.618,1
0.367,0.788,1.386,1
0.819,1.963,1.48,1
1.067,0.501,0.782,1
0.195,0.419,1.248,1
0.102,0.452,0.462,1
0.175,0.516,1.92,1
0.356,0.807,1.552,1
1.166,1.382,0.706,1
0.648,0.754,1.265,1
0.966,1.848,0.741,1
1.175,1.208,-0.469,1
0.244,0.562,0.839,1
0.16,0.566,-0.499,1
0.44,0.526,1.108,1
0.247,0.563,1.569,1
0.173,0.63,0.917,1
0.464,2.4,-0.387,1
0.443,1.345,0.769,1
-0.195,0.932,-0.707,1
0.104,0.565,0.918,1
0.695,1.215,-0.318,1
2.038,2.236,-0.132,1
0.729,1.166,0.736,1
0.307,0.853,0.792,1
0.542,1.044,-0.775,1
0.47,0.637,1.189,1
0.369,2.829,1.401,1
0.722,1.094,-0.935,1
0.423,1.251,-0.554,1
0.11,0.626,2.22,1
0.325,0.815,1.28,1
0.662,0.862,0.827,1
0.147,0.625,0.87,1
0.736,0.75,2.181,1
0.645,0.607,0.867,1
0.445,0.875,1,1
0.312,0.847,2.785,1
1.471,1.709,0.695,1
0.333,1.906,0.714,1
0.149,0.513,1.332,1
0.429,1.231,-0.798,1
0.172,0.411,0.959,1
0.483,2.622,0.834,1
0.156,0.678,0.914,1
0.807,2.168,0.84,1
0.384,0.852,1.245,1
0.14,0.295,1.349,1
0.795,0.861,1.715,1
0.465,0.871,0.758,1
0.251,1.268,0.863,1
0.331,0.729,1.338,1
0.406,2.574,-0.413,1
0.721,1.473,0.746,1
0.807,1.647,1.16,1
0.409,0.648,2.168,1
0.717,1.183,-0.473,1
0.56,1.075,1.744,1
0.127,0.605,0.873,1
-0.323,0.674,-0.9,1
0.137,0.695,1.63,1
0.184,0.556,1.136,1
0.699,1.203,0.804,1
0.497,0.85,1.021,1
0.572,1.309,1.936,1
0.655,1.054,-0.724,1
0.36,1.301,1.889,1
0.23,0.749,-0.97,1
0.184,0.496,1.117,1
0.092,0.372,0.579,1
0.208,0.617,1.657,1
0.102,0.514,0.813,1
0.128,0.598,0.602,1
0.16,0.374,0.482,1
0.365,0.882,1.149,1
0.421,1.073,1.101,1
1.126,0.909,-0.595,1
0.35,0.585,2.188,1
1.014,0.491,0.847,1
1.213,0.697,1.233,1
0.892,1.429,1.151,1
0.394,2.694,1.585,1
0.623,0.613,0.62,1
-0.072,0.661,1.246,1
0.384,1.323,-0.618,1
0.299,0.658,0.851,1
0.545,2.094,0.607,1
-0.247,0.524,1.935,1
0.857,1.331,-0.545,1
0.149,0.513,1.332,1
-0.235,-0.709,-1.135,1
0.879,0.72,1.896,1
1.09,1.212,0.432,1
0.153,0.55,1.995,1
-0.104,-0.438,-0.886,1
0.705,1.623,0.726,1
0.157,0.642,0.761,1
0.111,0.452,1.57,1
0.418,0.58,1.108,1
0.748,1.16,0.896,1
-0.073,-0.25,1.539,1
0.895,0.559,1.421,1
0.685,3.172,0.623,1
0.226,0.837,-0.819,1
0.132,0.515,1.668,1
0.582,0.401,1.017,1
0.376,1.218,0.859,1
0.927,2.496,0.798,1
0.172,0.474,0.75,1
0.314,1.029,1.96,1
0.983,1.849,-0.181,1
0.304,0.561,0.762,1
0.11,0.502,0.864,1
0.643,1.066,1.371,1
0.172,0.714,0.353,1
0.849,1.938,1.274,1
0.743,1.36,1.141,1
0.253,0.872,-0.585,1
0.389,0.55,1.13,1
0.174,0.727,1.152,1
0.469,0.495,1.905,1
-0.094,-0.341,-0.623,1
0.813,2.258,1.007,1
0.269,0.524,-0.714,1
0.423,0.691,0.941,1
0.391,0.905,0.987,1
0.168,0.704,1.268,1
1.383,0.79,-0.547,1
0.465,1.193,1.55,1
0.289,0.869,2.632,1
0.567,0.671,1.233,1
0.53,1.273,0.733,1
0.774,1.042,-0.652,1
0.469,0.548,1.319,1
-0.426,-0.741,-0.53,1
0.279,2.161,1.08,1
0.432,0.615,-0.682,1
1.137,0.603,0.636,1
0.264,0.906,-0.609,1
0.556,2.03,-0.264,1
0.564,1.168,-0.494,1
0.192,0.292,1.358,1
0.365,0.526,0.918,1
0.607,1.628,0.694,1
0.584,0.843,0.939,1
0.096,0.62,1.164,1
0.252,0.687,1.845,1
0.718,1.183,-0.473,1
1.013,2.31,0.748,1
0.794,1.392,-0.629,1
0.266,0.711,1.138,1
0.248,0.601,0.993,1
-0.165,0.458,1.811,1
-0.044,0.19,-0.344,1
0.371,1.254,0.698,1
0.251,0.511,1.042,1
1.396,1.668,-0.369,1
0.151,0.642,1.281,1
0.493,2.223,1.384,1
0.349,0.801,1.195,1
0.143,0.394,2.066,1
0.234,0.758,1.06,1
0.962,1.664,-0.71,1
0.089,0.509,1.248,1
0.431,0.628,1.116,1
0.495,2.469,-0.278,1
0.706,0.837,0.916,1
0.596,0.187,0.863,1
1.103,0.633,-0.626,1
0.178,0.702,1.329,1
0.213,0.962,-0.78,1
0.107,0.622,0.944,1
1.02,0.605,1.409,1
0.304,1.005,1.871,1
0.436,0.574,2.314,1
1.102,0.874,0.641,1
0.145,1.035,1.289,1
0.327,0.51,-1.004,1
0.314,1.186,1.327,1
1.039,2.271,-0.369,1
0.573,0.733,-0.445,1
0.341,1.223,1.285,1
0.31,1.211,2.254,1
0.219,0.562,1.387,1
0.287,0.931,0.902,1
0.904,1.135,-0.505,1
0.194,0.652,1.213,1
0.323,0.577,1.267,1
0.442,0.747,1.08,1
0.48,0.656,1.496,1
0.11,0.544,0.866,1
0.908,0.772,1.827,1
0.189,0.61,0.791,1
0.105,0.576,0.83,1
0.627,0.871,-0.54,1
0.421,0.573,1.341,1
0.125,0.794,2.03,1
0.635,1.011,1.184,1
0.203,0.689,-0.401,1
1.147,0.598,0.636,1
0.521,1.331,0.887,1
0.337,1.325,0.701,1
0.301,0.538,1.29,1
0.215,0.376,1.861,1
-0.632,-0.881,-0.868,1
0.967,1.624,1.028,1
0.096,0.498,0.849,1
0.543,0.509,1.332,1
0.885,0.328,0.751,1
0.384,0.425,1.008,1
0.928,2.511,0.97,1
0.677,1.384,0.778,1
0.601,0.905,1.777,1
0.985,2.644,0.394,1
0.709,2.371,0.602,1
1.139,0.662,-0.607,1
0.893,0.6,1.399,1
0.62,1.132,1.763,1
0.362,0.399,1.423,1
1.199,2.525,-0.326,1
0.696,0.788,2.166,1
0.458,0.924,-0.625,1
0.374,0.712,0.826,1
0.214,0.508,0.927,1
0.208,0.897,1.64,1
0.31,0.502,1.496,1
0.135,0.142,-0.663,1
0.184,0.702,1.858,1
0.493,2.223,1.384,1
0.324,1.044,1.037,1
0.586,1.146,2.144,1
0.558,0.474,0.861,1
0.369,0.48,1.151,1
0.29,0.824,-0.602,1
0.294,0.523,1.14,1
0.106,0.158,0.547,1
0.254,0.422,1.307,1
0.385,0.67,0.839,1
0.567,0.863,-0.496,1
0.355,1.988,0.51,1
0.253,0.481,-1.007,1
0.201,0.424,2.001,1
0.525,1.543,1.724,1
1.232,1.285,0.435,1
0.618,1.385,1.338,1
0.321,1.232,2.405,1
0.582,1.276,1.478,1
0.507,1.592,1.732,1
-0.102,0.724,1.293,1
0.265,1.079,-0.673,1
0.444,1.556,-0.526,1
0.494,2.368,0.752,1
0.238,0.809,-0.604,1
0.542,1.011,0.796,1
1.116,2.347,-0.317,1
0.602,1.077,-0.581,1
0.234,0.727,0.778,1
0.116,0.471,2.121,1
0.539,0.555,1.247,1
-0.104,0.383,0.673,1
0.852,1.655,-0.528,1
0.105,0.594,-0.808,1
0.959,2.302,0.369,1
0.912,0.79,1.416,1
1.371,0.965,0.638,1
0.892,1.352,0.861,1
0.302,0.697,1.227,1
1.402,0.892,1.384,1
-0.144,-0.563,-0.916,1
0.103,0.427,1.374,1
0.911,1.035,0.808,1
0.118,0.497,1.743,1
0.185,0.746,1.934,1
0.975,1.07,-0.61,1
0.317,1.008,-0.625,1
0.272,0.719,1.061,1
0.192,0.629,0.704,1
0.237,0.789,2.106,1
0.19,0.846,1.299,1
0.376,1.33,0.818,1
0.77,2.304,0.764,1
0.287,0.883,0.842,1
0.561,1.17,1.012,1
0.93,1.519,0.766,1
0.504,2.242,0.684,1
-0.147,-0.297,1.205,1
0.226,0.609,1.347,1
0.607,0.586,1.078,1
0.233,0.385,1.504,1
1.393,1.619,-0.428,1
0.502,2.603,0.986,1
0.363,0.802,1.568,1
0.278,1.134,0.838,1
0.315,1.189,-0.638,1
0.328,0.517,0.888,1
1.437,1.91,0.563,1
0.367,1.632,0.562,1
0.584,1.796,1.431,1
0.444,0.698,0.741,1
0.503,0.813,0.772,1
0.388,0.577,1.54,1
1.078,0.9,-0.649,1
0.215,0.611,-0.446,1
0.307,0.846,1.537,1
0.779,2.109,-0.419,1
0.207,0.309,1.796,1
0.431,2.627,-0.469,1
0.557,1.247,-0.623,1
1.031,0.584,1.532,1
0.172,0.768,0.826,1
0.396,1.382,1.114,1
0.6,1.405,-0.701,1
0.636,1.279,-0.331,1
0.275,0.953,1.212,1
0.113,0.47,0.597,1
0.694,0.627,2.079,1
1.283,2.381,-0.348,1
0.181,0.479,-0.925,1
1.046,1.131,-0.497,1
0.697,1.043,0.84,1
0.319,1.171,1.831,1
0.135,0.43,-0.241,1
0.493,0.807,-0.724,1
0.114,0.465,0.635,1
0.212,0.746,-0.393,1
0.603,2.469,1.279,1
1.017,1.215,0.409,1
1.322,2.248,0.679,1
0.25,0.735,2.285,1
1.591,1.104,0.729,1
0.23,0.926,2.243,1
0.433,2.88,0.65,1
0.458,1.129,-0.542,1
-0.064,0.499,1.58,1
0.173,0.497,1.917,1
0.612,3.149,0.85,1
0.583,0.594,0.676,1
0.921,1.678,0.668,1
0.443,0.705,1.27,1
0.081,0.552,0.6,1
0.207,0.87,2.123,1
0.914,1.734,-0.217,1
0.195,0.587,1.021,1
0.166,0.724,1.007,1
0.261,0.293,1.27,1
1.231,1.8,1.553,1
0.427,0.565,1.149,1
0.214,1.201,1.41,1
0.195,0.854,0.779,1
0.651,2.706,0.903,1
0.2,0.591,0.632,1
0.78,1.52,1.115,1
0.225,0.618,0.633,1
0.889,1.66,-0.371,1
0.48,1.502,-0.692,1
0.367,0.768,1.582,1
0.211,0.874,1.074,1
0.37,0.81,1.628,1
1.047,2.068,-0.297,1
0.19,0.449,1.624,1
0.221,0.939,1.636,1
0.202,0.596,0.648,1
0.551,0.418,0.91,1
0.117,0.557,-1.242,1
0.788,2.617,0.653,1
0.289,1.059,-0.874,1
-0.118,0.62,0.949,1
0.2,0.506,0.837,1
0.258,0.699,2.133,1
-0.142,0.501,-1.14,1
0.132,0.515,1.668,1
0.173,0.349,1.579,1
0.591,1.121,-0.657,1
0.409,0.349,1.081,1
0.431,0.803,-0.764,1
0.572,2.469,0.83,1
0.563,1.167,-0.494,1
0.238,0.61,0.864,1
1.62,1.209,0.716,1
0.362,0.688,0.699,1
-0.139,0.499,1.597,1
0.149,0.661,0.296,1
0.306,0.593,0.805,1
0.182,0.515,1.773,1
0.213,0.605,0.623,1
0.567,0.907,-0.617,1
1.059,2.209,-0.361,1
0.306,0.483,1.404,1
0.422,1.478,1.155,1
-0.426,-0.74,-0.529,1
-0.115,0.697,1.713,1
0.251,0.964,-0.753,1
1.136,2.373,-0.3,1
0.36,0.689,1.434,1
0.229,0.802,-0.791,1
0.222,0.672,2.422,1
0.305,0.599,1.92,1
0.421,0.674,0.894,1
0.451,2.116,0.391,1
0.395,0.644,-0.542,1
1.3,1.38,-0.522,1
