@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute Mean_tr numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
7,91,1.857,1.17,23,1
8,72,1.125,2.07,15,1
24,2376,4.125,20.07,108,1
10,2380,23.8,2.85,295,1
9,324,4,3.51,51,1
17,1632,5.647,5.15,116,1
9,351,4.333,2.74,57,1
10,120,1.2,1.82,22,1
10,280,2.8,1.78,49,1
9,2484,30.667,2.58,373,1
8,248,3.875,1.84,44,1
8,112,1.75,1.55,29,1
5,35,1.4,2.33,6,1
7,161,3.286,1.71,35,1
8,440,6.875,1.77,56,1
7,224,4.571,1.28,47,1
13,494,2.923,3.42,45,1
8,48,0.75,1.78,9,1
12,1176,8.167,2.33,135,1
10,290,2.9,2.1,42,1
14,252,1.286,5,15,1
25,4650,7.44,8.06,263,1
9,1440,17.778,2.63,197,1
12,156,1.083,2.32,25,1
7,77,1.571,1.2,20,1
7,63,1.286,3.11,9,1
7,1204,24.571,2.07,171,1
9,162,2,7.64,11,1
10,1210,12.1,2.61,192,1
9,738,9.111,2.13,111,1
1,42,42,1.07,15,1
5,165,6.6,1.44,43,1
10,490,4.9,1.26,76,1
5,465,18.6,1.66,98,1
1,91,91,1.03,31,1
9,306,3.778,1.71,68,1
8,184,2.875,1.91,34,1
10,370,3.7,2,61,1
9,162,2,8.8,10,1
5,150,6,2.44,36,1
12,276,1.917,9.94,16,1
9,117,1.444,3.88,17,1
9,315,3.889,3.88,48,1
9,108,1.333,10,7,1
9,963,11.889,1.94,186,1
9,927,11.444,2.98,124,1
7,147,3,1.84,31,1
12,516,3.583,2.29,66,1
11,187,1.545,4.29,14,1
8,96,1.5,2.17,18,1
7,77,1.571,1.38,21,1
13,1040,6.154,5.57,81,1
10,230,2.3,2.4,30,1
23,1081,2.043,2.2,155,1
11,935,7.727,1.73,145,1
16,5504,21.5,5.2,408,1
5,145,5.8,1.61,36,1
9,882,10.889,2.03,131,1
8,2192,34.25,1.35,244,1
8,360,5.625,1.88,57,1
11,880,7.273,4.98,87,1
12,2760,19.167,3.48,130,1
7,105,2.143,1.83,23,1
5,460,18.4,1.38,96,1
11,220,1.818,8.27,15,1
13,871,5.154,5.19,74,1
10,80,0.8,4,8,1
4,24,1.5,10,1,1
7,42,0.857,2.33,9,1
8,136,2.125,1.48,21,1
7,119,2.429,1.31,26,1
8,104,1.625,2.1,20,1
13,689,4.077,5.75,61,1
10,5350,53.5,1.32,671,1
10,1740,17.4,2.02,239,1
10,1310,13.1,2.94,217,1
8,1480,23.125,1.82,191,1
9,1539,19,2.87,214,1
10,210,2.1,1.91,33,1
8,88,1.375,1.29,17,1
8,112,1.75,3,18,1
6,66,1.833,1.47,15,1
14,3178,16.214,3.34,226,1
10,190,1.9,7.6,15,1
10,2710,27.1,1.96,369,1
9,261,3.222,1.73,48,1
4,392,24.5,2.14,96,1
6,66,1.833,1.69,13,1
5,220,8.8,2.52,21,1
14,2618,13.357,2.31,300,1
8,864,13.5,1.41,144,1
9,918,11.333,2.77,128,1
8,184,2.875,1.89,45,1
9,162,2,1.89,28,1
10,80,0.8,9,6,1
8,104,1.625,8.25,8,1
5,20,0.8,2.4,5,1
9,378,4.667,2.85,60,1
7,140,2.857,2,30,1
6,78,2.167,1.44,16,1
7,91,1.857,1.33,27,1
9,639,7.889,2.16,87,1
5,85,3.4,2.35,17,1
10,200,2,2.52,23,1
12,3972,27.583,2.19,431,1
7,364,7.429,1.22,81,1
6,102,2.833,1.39,18,1
7,497,10.143,1.43,67,1
8,312,4.875,1.38,69,1
7,2401,49,1.45,352,1
5,85,3.4,1.83,18,1
9,99,1.222,1.29,17,1
10,2120,21.2,1.85,274,1
7,182,3.714,1.9,29,1
6,30,0.833,2.75,4,1
9,378,4.667,1.71,72,1
9,468,5.778,1.38,69,1
10,2150,21.5,1.2,239,1
10,370,3.7,1.85,65,1
7,119,2.429,1.81,26,1
13,494,2.923,3.62,39,1
9,81,1,5.1,10,1
7,77,1.571,1.35,17,1
9,4806,59.333,1.32,507,1
7,189,3.857,2.81,16,1
8,704,11,1.49,92,1
7,147,3,1.34,32,1
17,374,1.294,4.5,34,1
24,8064,14,15.91,455,1
11,1353,11.182,5.74,113,1
9,828,10.222,2.2,137,1
8,80,1.25,1.75,16,1
9,189,2.333,3.33,30,1
7,679,13.857,1.68,79,1
7,49,1,2.13,8,1
8,80,1.25,1.73,11,1
10,80,0.8,5,8,1
7,1225,25,1.87,221,1
5,480,19.2,2.14,74,1
8,48,0.75,3,5,1
10,1550,15.5,1.85,231,1
11,1694,14,1.94,163,1
10,330,3.3,1.9,60,1
7,98,2,1.56,18,1
5,70,2.8,1.69,16,1
6,198,5.5,1.46,41,1
1,35,35,1.17,6,1
7,224,4.571,1.25,55,1
8,120,1.875,2.29,14,1
10,940,9.4,1.7,138,1
5,65,2.6,1.42,12,1
6,42,1.167,1.83,6,1
9,1242,15.333,1.34,144,1
8,104,1.625,1.76,21,1
6,294,8.167,1.42,50,1
6,558,15.5,1.52,101,1
11,121,1,4.23,13,1
12,1020,7.083,1.94,160,1
8,240,3.75,1.24,45,1
11,3168,26.182,2.04,386,1
15,5130,22.8,2.49,495,1
7,294,6,2.05,58,1
9,1980,24.444,1.44,316,1
8,560,8.75,2.36,110,1
12,336,2.333,3.07,29,1
9,738,9.111,2.49,100,1
8,56,0.875,2.09,11,1
8,432,6.75,1.34,59,1
9,1746,21.556,1.37,215,1
9,900,11.111,2.92,143,1
7,1617,33,1.71,246,1
8,24,0.375,10,1,1
8,328,5.125,2.19,59,1
8,568,8.875,1.64,100,1
8,128,2,2.33,21,1
8,160,2.5,1.88,32,1
5,445,17.8,1.14,66,1
13,4524,26.769,1.64,537,1
7,140,2.857,2.35,26,1
19,532,1.474,13.04,24,1
9,468,5.778,1.66,86,1
8,512,8,2.12,81,1
9,720,8.889,1.54,108,1
11,99,0.818,15.67,3,1
9,216,2.667,1.28,36,1
8,376,5.875,2,64,1
7,609,12.429,1.91,116,1
10,2720,27.2,1.98,382,1
10,190,1.9,6.94,16,1
8,1392,21.75,1.3,172,1
10,200,2,8.07,15,1
12,528,3.667,2.38,58,1
7,98,2,2.53,19,1
10,1010,10.1,2.95,154,1
8,1936,30.25,1.27,195,1
12,4908,34.083,2.88,515,1
11,363,3,1.98,54,1
7,329,6.714,1.4,67,1
7,245,5,2.57,47,1
9,639,7.889,1.97,114,1
8,128,2,1.86,29,1
15,6285,27.933,4.5,482,1
5,170,6.8,1.31,29,1
16,2928,11.438,4.81,251,1
7,700,14.286,1.68,118,1
12,396,2.75,4.08,38,1
10,350,3.5,2.67,12,1
7,140,2.857,1.97,29,1
8,72,1.125,3.17,12,1
7,77,1.571,1.33,18,1
10,190,1.9,3,9,1
10,2510,25.1,1.77,398,1
9,747,9.222,1.91,111,1
8,1400,21.875,1.2,183,1
11,2882,23.818,1.91,364,1
9,36,0.444,5.67,3,1
7,287,5.857,1.85,55,1
6,576,16,2.25,76,1
8,848,13.25,2.29,133,1
10,1190,11.9,2.46,190,1
12,3084,21.417,3,291,1
10,400,4,2.09,53,1
5,100,4,1.55,11,1
11,319,2.636,2.22,46,1
10,170,1.7,2.41,27,1
10,660,6.6,1.94,93,1
9,360,4.444,2.29,56,1
10,590,5.9,1.81,88,1
10,460,4.6,2.01,83,1
10,480,4.8,6.04,46,1
14,5194,26.5,4.85,407,1
5,75,3,1.4,5,1
9,873,10.778,1.77,162,1
5,590,23.6,1.44,63,1
8,2240,35,1.28,333,1
8,56,0.875,2.45,11,1
7,140,2.857,1.13,32,1
14,4760,24.286,5.07,360,1
11,4158,34.364,2.95,465,1
5,10,0.4,8,1,1
11,1111,9.182,1.72,173,1
8,160,2.5,2.35,31,1
11,1309,10.818,1.88,181,1
7,413,8.429,1.79,56,1
5,70,2.8,2.79,14,1
10,150,1.5,2.08,26,1
4,384,24,2.19,73,1
13,1001,5.923,3.04,85,1
9,306,3.778,2.38,47,1
16,5632,22,5.25,418,1
7,875,17.857,1.59,160,1
8,136,2.125,2.38,26,1
7,70,1.429,1.33,18,1
22,1584,3.273,10.04,82,1
10,280,2.8,2,41,1
9,4806,59.333,1.31,479,1
11,803,6.636,2.03,107,1
8,224,3.5,2.2,40,1
8,472,7.375,1.82,76,1
7,105,2.143,1.5,28,1
9,378,4.667,2.65,54,1
9,594,7.333,2,96,1
9,4590,56.667,1.31,566,1
8,496,7.75,2.12,85,1
8,64,1,4.33,3,1
9,675,8.333,2.21,121,1
7,665,13.571,1.64,120,1
9,981,12.111,1.69,127,1
7,126,2.571,2.81,21,1
8,152,2.375,2,27,1
9,891,11,2.16,129,1
8,568,8.875,1.85,95,1
7,245,5,1.36,44,1
9,297,3.667,2.47,43,1
10,180,1.8,7.2,15,1
7,273,5.571,1.43,56,1
8,336,5.25,1.85,67,1
7,1834,37.429,1.28,218,1
6,42,1.167,4.25,4,1
9,4428,54.667,1.33,697,1
7,63,1.286,2.22,9,1
7,182,3.714,2.07,29,1
9,774,9.556,1.29,126,1
2,208,52,1.08,12,1
4,44,2.75,1.36,14,1
10,1550,15.5,2.88,177,1
8,72,1.125,3,11,1
8,48,0.75,3,6,1
9,936,11.556,1.93,137,1
8,184,2.875,1.47,36,1
8,312,4.875,1.74,65,1
5,495,19.8,1.92,78,1
9,477,5.889,1.66,91,1
14,4214,21.5,2.37,458,1
9,189,2.333,2.74,27,1
7,322,6.571,2.18,44,1
8,216,3.375,1.76,42,1
11,132,1.091,2.22,27,1
9,45,0.556,10.67,3,1
9,414,5.111,1.67,84,1
8,96,1.5,2.73,15,1
6,192,5.333,1.41,39,1
16,2896,11.313,5.1,227,1
9,216,2.667,2.17,35,1
8,4256,66.5,1.28,636,1
9,828,10.222,2.07,140,1
7,315,6.429,1.4,57,1
8,224,3.5,2.07,44,1
11,484,4,1.92,79,1
5,40,1.6,1.89,9,1
10,470,4.7,2.97,76,1
8,120,1.875,2.27,15,1
7,217,4.429,1.84,45,1
25,11775,18.84,7.8,678,1
6,144,4,1.42,26,1
9,747,9.222,2.05,122,1
9,423,5.222,2.42,48,1
11,88,0.727,10.17,6,1
6,72,2,1.53,15,1
7,280,5.714,1.28,50,1
6,24,0.667,1.86,7,1
1,263,263,1.03,39,1
4,356,22.25,1.64,74,1
6,144,4,1.46,26,1
9,3321,41,2.67,409,1
8,328,5.125,1.55,49,1
14,4396,22.429,4.66,357,1
9,369,4.556,1.91,58,1
2,104,26,2.5,6,1
9,261,3.222,2.13,38,1
6,12,0.333,7,1,1
11,2981,24.636,1.35,371,1
11,2871,23.727,2,361,1
8,208,3.25,2.03,30,1
10,1650,16.5,1.65,258,1
8,792,12.375,1.48,113,1
9,1548,19.111,1.28,202,1
5,195,7.8,3.67,21,1
9,189,2.333,3.27,30,1
10,260,2.6,1.59,49,1
17,408,1.412,4.88,34,1
8,312,4.875,1.36,47,1
7,525,10.714,1.28,64,1
6,174,4.833,1.5,34,1
25,2100,3.36,8.45,110,1
7,98,2,2.9,10,1
11,506,4.182,1.81,79,1
8,120,1.875,2.59,22,1
12,5976,41.5,2.44,752,1
9,2889,35.667,1.32,339,1
5,200,8,1.4,63,1
7,301,6.143,1.41,68,1
10,2850,28.5,1.58,315,1
7,175,3.571,1.63,40,1
10,760,7.6,1.99,123,1
24,8160,14.167,2.67,643,1
7,637,13,1.76,121,1
7,357,7.286,1.49,77,1
11,99,0.818,8.5,6,1
7,763,15.571,1.93,112,1
11,330,2.727,2.39,41,1
7,35,0.714,2.5,6,1
7,28,0.571,1.75,4,1
8,744,11.625,1.24,111,1
10,100,1,1.89,18,1
5,70,2.8,2,19,1
11,385,3.182,2.25,60,1
8,224,3.5,2.48,40,1
2,14,3.5,3.5,2,1
6,306,8.5,2.44,57,1
9,2979,36.778,1.29,452,1
9,396,4.889,2.84,64,1
10,1620,16.2,5.93,124,1
8,1864,29.125,1.58,309,1
8,136,2.125,3,9,1
7,455,9.286,2.18,85,1
7,91,1.857,1.79,19,1
7,98,2,1.85,13,1
9,729,9,2.04,117,1
15,3330,14.8,5.34,258,1
9,1413,17.444,1.58,198,1
9,135,1.667,2.43,21,1
11,1617,13.364,2.2,235,1
10,1250,12.5,2.92,195,1
8,280,4.375,2.09,57,1
6,78,2.167,1.5,14,1
5,85,3.4,1.75,20,1
14,5852,29.857,2.16,707,1
10,5110,51.1,1.43,575,1
9,315,3.889,1.97,58,1
9,153,1.889,8.36,11,1
6,534,14.833,1.82,89,1
7,686,14,1.53,114,1
9,144,1.778,6.67,12,1
14,3276,16.714,4.2,299,1
10,2620,26.2,1.83,391,1
9,504,6.222,2.22,77,1
6,246,6.833,1.2,46,1
11,2035,16.818,1.94,310,1
8,96,1.5,2.5,20,1
7,294,6,1.79,43,1
5,20,0.8,9,1,1
9,72,0.889,13,4,1
7,147,3,1.68,28,1
9,369,4.556,1.9,58,1
9,351,4.333,1.64,55,1
6,1086,30.167,1.69,192,1
14,5138,26.214,4.5,398,1
9,423,5.222,2.39,59,1
8,152,2.375,1.83,35,1
7,980,20,1.28,100,1
23,2852,5.391,17.21,156,1
7,336,6.857,1.53,64,1
8,360,5.625,1.9,42,1
8,80,1.25,2,14,1
9,918,11.333,2.43,135,1
8,968,15.125,3.11,134,1
16,6560,25.625,5.55,450,1
9,1044,12.889,1.86,190,1
10,5110,51.1,1.36,532,1
1,40,40,12,3,1
7,287,5.857,1.32,57,1
7,308,6.286,1.26,53,1
9,1053,13,2.48,178,1
8,344,5.375,2.1,61,1
9,684,8.444,1.84,114,1
9,738,9.111,2.11,115,1
1,109,109,1.05,19,1
6,102,2.833,1.18,22,1
7,91,1.857,1.82,17,1
10,5040,50.4,1.19,590,1
8,656,10.25,2.78,97,1
14,2604,13.286,2.5,319,1
6,114,3.167,1.38,24,1
9,81,1,1.81,16,1
7,105,2.143,1.41,17,1
5,150,6,1.26,43,1
12,1092,7.583,2.46,125,1
8,568,8.875,2.06,112,1
7,315,6.429,1.15,65,1
9,918,11.333,1.27,132,1
7,203,4.143,1.46,39,1
11,1298,10.727,1.99,189,1
6,168,4.667,1.77,35,1
10,530,5.3,1.84,88,1
4,176,11,1.81,26,1
9,243,3,1.85,47,1
9,423,5.222,2.75,57,1
12,5964,41.417,2.27,731,1
5,30,1.2,13,1,1
8,640,10,1.72,113,1
10,760,7.6,3.03,119,1
5,35,1.4,2.33,9,1
7,140,2.857,1.85,27,1
8,128,2,1.91,22,1
12,528,3.667,2.31,67,1
10,550,5.5,1.98,82,1
10,70,0.7,30,1,1
7,210,4.286,1.33,43,1
7,112,2.286,2.07,14,1
8,656,10.25,2.91,98,1
13,4524,26.769,2.57,543,1
8,1200,18.75,1.32,187,1
8,48,0.75,2.22,9,1
9,513,6.333,1.39,105,1
9,2439,30.111,1.82,382,1
8,424,6.625,1.93,76,1
7,749,15.286,1.6,126,1
7,98,2,1.94,17,1
14,3556,18.143,4.72,284,1
6,78,2.167,1.6,15,1
9,4581,56.556,1.34,328,1
22,1034,2.136,2.13,155,1
10,1710,17.1,1.78,121,1
24,3000,5.208,21.29,129,1
9,531,6.556,2.26,82,1
8,864,13.5,1.65,182,1
12,828,5.75,3.15,107,1
10,1310,13.1,3,199,1
8,1936,30.25,1.72,262,1
9,369,4.556,1.3,57,1
14,1428,7.286,2.96,172,1
9,396,4.889,3.14,59,1
10,410,4.1,1.94,66,1
8,24,0.375,3,4,1
16,6672,26.063,5.29,481,1
7,49,1,1.44,9,1
7,91,1.857,1.57,21,1
6,582,16.167,1.71,80,1
7,42,0.857,1.71,7,1
9,63,0.778,1.9,10,1
14,5460,27.857,4.44,441,1
8,40,0.625,2.14,7,1
9,144,1.778,1.32,19,1
17,5950,20.588,5.22,414,1
8,536,8.375,2.49,82,1
5,25,1,2.17,6,1
8,120,1.875,1.96,26,1
10,1190,11.9,1.84,178,1
11,1056,8.727,1.83,160,1
6,294,8.167,1.38,61,1
13,325,1.923,10.86,7,1
9,198,2.444,3.31,16,1
7,385,7.857,2.09,69,1
8,856,13.375,2.4,136,1
8,48,0.75,1.8,10,1
5,65,2.6,1.82,11,1
8,56,0.875,2.18,11,1
14,532,2.714,2.95,44,1
7,126,2.571,1.31,26,1
10,530,5.3,1.79,87,1
7,84,1.714,1.9,10,1
8,88,1.375,2,21,1
7,266,5.429,1.5,46,1
9,324,4,3.31,48,1
11,924,7.636,1.77,131,1
7,49,1,2.14,7,1
7,112,2.286,1.88,17,1
12,1404,9.75,1.86,190,1
8,2104,32.875,1.19,274,1
10,130,1.3,2.41,17,1
7,1001,20.429,1.47,77,1
7,126,2.571,1.15,26,1
8,240,3.75,1.23,44,1
6,576,16,2.44,79,1
9,891,11,1.95,132,1
9,144,1.778,1.92,12,1
7,217,4.429,1.64,39,1
9,54,0.667,13.5,2,1
10,330,3.3,1.82,51,1
12,468,3.25,4,33,1
9,81,1,2.23,13,1
21,2226,5.048,1.99,152,1
10,2500,25,1.19,253,1
9,432,5.333,1.42,83,1
9,4806,59.333,1.34,482,1
38,15580,10.789,2.39,1815,1
8,320,5,1.24,55,1
5,485,19.4,1.98,82,1
7,140,2.857,2.46,24,1
11,1716,14.182,1.52,253,1
12,1008,7,4.75,89,1
10,270,2.7,1.98,41,1
7,147,3,1.41,34,1
11,121,1,5,13,1
7,1106,22.571,1.33,198,1
8,96,1.5,2.58,19,1
9,252,3.111,1.47,43,1
7,280,5.714,1.25,51,1
16,5392,21.063,5.19,377,1
5,375,15,1.22,83,1
16,1936,7.563,5.6,137,1
6,72,2,1.93,14,1
7,133,2.714,1.69,32,1
8,192,3,1.8,41,1
6,48,1.333,3.22,9,1
9,2826,34.889,1.25,352,1
9,747,9.222,2.49,113,1
6,78,2.167,1.71,17,1
14,2142,10.929,4.44,183,1
6,168,4.667,1.29,38,1
12,1488,10.333,1.96,228,1
7,112,2.286,2,14,1
11,2145,17.727,3,256,1
13,5629,33.308,4.82,438,1
9,729,9,2.38,119,1
10,90,0.9,10.33,6,1
10,450,4.5,1.84,69,1
9,4815,59.444,1.31,432,1
7,91,1.857,2.27,11,1
7,98,2,1.3,23,1
8,296,4.625,1.61,69,1
7,1379,28.143,1.5,66,1
6,66,1.833,1.53,17,1
8,64,1,1.64,14,1
9,198,2.444,1.62,26,1
8,128,2,1.68,31,1
5,195,7.8,1.35,49,1
12,1008,7,3.52,123,1
11,88,0.727,9,5,1
9,1242,15.333,1.87,180,1
11,594,4.909,2.19,74,1
9,72,0.889,21,2,1
12,3264,22.667,2.01,404,1
6,564,15.667,2.02,91,1
8,168,2.625,1.94,36,1
11,4543,37.545,2.44,664,1
4,24,1.5,2,4,1
7,56,1.143,1.8,5,1
5,470,18.8,1.63,80,1
6,360,10,1.57,67,1
7,42,0.857,21,1,1
10,2840,28.4,1.43,402,1
7,945,19.286,1.09,99,1
6,42,1.167,7.5,2,1
11,2882,23.818,1.85,391,1
7,91,1.857,1.85,13,1
10,1000,10,1.45,146,1
9,927,11.444,2.55,134,1
8,64,1,2.78,9,1
7,42,0.857,2.56,9,1
7,392,8,1.25,71,1
10,980,9.8,2.72,167,1
9,1449,17.889,2.41,164,1
4,276,17.25,1.82,57,1
8,80,1.25,1.64,14,1
8,32,0.5,3.75,4,1
9,909,11.222,1.22,146,1
10,2520,25.2,2.88,330,1
8,184,2.875,1.75,40,1
7,378,7.714,1.53,58,1
7,287,5.857,1.36,45,1
7,469,9.571,1.7,71,1
10,800,8,1.92,116,1
9,351,4.333,2.58,50,1
9,963,11.889,2.22,166,1
10,4740,47.4,1.51,585,1
7,217,4.429,2.13,47,1
6,192,5.333,1.41,39,1
8,200,3.125,1.68,40,1
11,209,1.727,2.46,26,1
7,84,1.714,2.86,14,1
22,440,0.909,5.35,23,1
9,45,0.556,1.83,6,1
9,288,3.556,1.72,69,1
10,1860,18.6,2.42,267,1
10,650,6.5,2.58,112,1
11,154,1.273,2.43,28,1
11,2871,23.727,1.87,354,1
7,812,16.571,2.2,114,1
8,200,3.125,2.64,39,1
7,126,2.571,1.35,26,1
8,112,1.75,2.4,20,1
9,1674,20.667,2.44,255,1
8,680,10.625,1.46,111,1
11,792,6.545,6.35,83,1
10,860,8.6,1.85,151,1
7,147,3,1.63,32,1
7,77,1.571,1.29,17,1
14,5824,29.714,4.64,481,1
7,1589,32.429,1.6,215,1
8,504,7.875,1.52,85,1
12,108,0.75,9.17,6,1
10,330,3.3,2.35,46,1
6,24,0.667,5,2,1
10,610,6.1,2.16,82,1
15,2040,9.067,2.81,174,1
8,664,10.375,1.98,120,1
7,280,5.714,1.44,66,1
10,400,4,1.82,73,1
10,60,0.6,2.6,10,1
14,6062,30.929,4.44,485,1
10,190,1.9,8.43,14,1
12,852,5.917,6.4,81,1
8,1672,26.125,1.27,228,1
10,160,1.6,2.22,32,1
9,2655,32.778,1.5,354,1
8,80,1.25,2.21,14,1
7,217,4.429,1.32,50,1
9,4572,56.444,1.49,579,1
9,4662,57.556,1.25,360,1
9,837,10.333,1.74,125,1
7,98,2,1.52,23,1
10,1220,12.2,2.03,164,1
7,140,2.857,2.46,26,1
8,144,2.25,2.52,27,1
8,632,9.875,2.12,112,1
9,603,7.444,3.76,75,1
7,91,1.857,1.37,19,1
9,2790,34.444,1.27,375,1
8,336,5.25,2.37,60,1
6,1578,43.833,1.11,177,1
9,180,2.222,1.86,35,1
5,210,8.4,1.46,37,1
9,126,1.556,2.06,17,1
9,441,5.444,1.82,74,1
12,5964,41.417,2.25,789,1
9,927,11.444,2.47,134,1
7,371,7.571,1.5,22,1
10,230,2.3,2.19,26,1
9,711,8.778,2.2,111,1
5,35,1.4,2.5,6,1
8,1848,28.875,1.64,257,1
5,885,35.4,1.71,117,1
7,259,5.286,1.35,54,1
9,864,10.667,1.96,124,1
7,98,2,2.72,18,1
11,1606,13.273,1.83,209,1
9,1116,13.778,2.57,151,1
8,2720,42.5,1.41,355,1
10,900,9,3.92,115,1
2,38,9.5,1.4,5,1
9,1917,23.667,1.41,276,1
4,68,4.25,1.86,7,1
1,40,40,1.07,15,1
6,90,2.5,1.92,13,1
11,2013,16.636,4.53,207,1
10,360,3.6,2.24,59,1
13,4381,25.923,1.58,514,1
7,77,1.571,1.61,18,1
8,280,4.375,1.88,59,1
7,301,6.143,1.32,56,1
8,168,2.625,1.52,29,1
9,738,9.111,2.02,125,1
8,760,11.875,1.77,130,1
11,143,1.182,2.22,27,1
6,96,2.667,2.14,22,1
6,66,1.833,1.31,16,1
7,49,1,1.9,10,1
5,480,19.2,2.77,70,1
12,120,0.833,11.57,7,1
6,78,2.167,2.63,16,1
11,2035,16.818,2.94,246,1
6,114,3.167,1.8,20,1
24,4080,7.083,15.9,237,1
8,936,14.625,1.3,125,1
60,3420,0.95,3.91,403,1
5,35,1.4,1.45,11,1
5,135,5.4,2.18,34,1
11,440,3.636,1.8,66,1
3,9,1,8,1,1
10,140,1.4,2.89,18,1
11,2695,22.273,1.86,365,1
5,75,3,1.35,20,1
5,20,0.8,8,1,1
3,9,1,7,1,1
7,252,5.143,2.51,57,1
9,189,2.333,1.79,34,1
9,765,9.444,1.82,127,1
9,108,1.333,1.63,27,1
10,160,1.6,2.14,28,1
10,220,2.2,1.79,39,1
25,7300,11.68,7.58,461,1
10,250,2.5,2.09,47,1
6,198,5.5,1.39,38,1
8,200,3.125,1.65,40,1
8,120,1.875,2.17,23,1
10,80,0.8,6,8,1
10,610,6.1,1.85,110,1
8,320,5,2.47,60,1
10,440,4.4,1.9,81,1
9,252,3.111,1.51,43,1
10,280,2.8,2.33,45,1
10,480,4.8,2.16,80,1
11,1111,9.182,1.65,178,1
9,1215,15,1.56,193,1
7,1596,32.571,1.4,175,1
7,2625,53.571,1.21,200,1
7,322,6.571,4.17,12,1
5,20,0.8,2.25,4,1
10,120,1.2,1.82,22,1
10,310,3.1,3.32,28,1
7,161,3.286,1.45,33,1
9,360,4.444,2.07,60,1
10,410,4.1,2.07,60,1
10,800,8,5.08,87,1
5,80,3.2,2.65,17,1
8,56,0.875,2.63,8,1
6,24,0.667,6,2,1
5,25,1,2.17,6,1
7,119,2.429,1.52,21,1
9,2502,30.889,1.62,398,1
9,144,1.778,1.48,27,1
8,96,1.5,1.65,23,1
25,10250,16.4,2.29,1218,1
5,315,12.6,2,58,1
10,1260,12.6,2.68,200,1
9,396,4.889,1.42,67,1
9,684,8.444,2.19,112,1
9,819,10.111,1.71,112,1
9,9,0.111,9,1,1
8,664,10.375,2.42,108,1
9,702,8.667,2.1,110,1
7,56,1.143,2.86,7,1
8,56,0.875,1.55,11,1
7,1071,21.857,2.75,182,1
10,830,8.3,2.1,105,1
8,40,0.625,3,6,1
5,260,10.4,1.35,40,1
7,679,13.857,1.51,95,1
16,3632,14.188,4.97,300,1
13,5291,31.308,2.31,609,1
9,495,6.111,1.47,87,1
7,49,1,3.5,4,1
2,28,7,3.67,3,1
9,2241,27.667,1.96,344,1
9,738,9.111,2.47,100,1
9,4815,59.444,1.39,470,1
1,40,40,1.17,6,1
11,1694,14,2.96,206,1
8,272,4.25,1.88,52,1
9,1467,18.111,2.82,137,1
8,264,4.125,1.72,60,1
24,4488,7.792,8.16,267,1
7,133,2.714,1.36,28,1
9,387,4.778,2.25,65,1
10,1510,15.1,1.48,197,1
8,264,4.125,1.57,58,1
5,55,2.2,1.46,13,1
8,2184,34.125,1.27,369,1
7,56,1.143,2,11,1
5,20,0.8,7,2,1
10,340,3.4,2.01,71,1
6,150,4.167,1.38,34,1
7,364,7.429,1.21,80,1
8,96,1.5,2.11,18,1
11,2882,23.818,1.84,373,1
13,325,1.923,6,19,1
8,48,0.75,2.75,8,1
5,115,4.6,1.79,29,1
10,660,6.6,2.25,95,1
8,208,3.25,1.93,43,1
9,261,3.222,1.3,46,1
10,1540,15.4,2.55,207,1
10,2710,27.1,1.94,333,1
7,294,6,1.46,67,1
11,1232,10.182,1.73,154,1
8,2176,34,1.38,310,1
9,387,4.778,1.78,65,1
6,168,4.667,1.84,37,1
12,264,1.833,9.65,17,1
9,333,4.111,2.08,71,1
6,570,15.833,1.63,73,1
11,2673,22.091,1.41,223,1
8,256,4,2.09,46,1
10,420,4.2,2.22,60,1
7,21,0.429,3,4,1
10,2190,21.9,1.24,270,1
10,1810,18.1,3.25,273,1
7,301,6.143,1.33,66,1
6,42,1.167,2.22,9,1
10,390,3.9,1.95,62,1
9,396,4.889,3.35,55,1
8,144,2.25,1.84,31,1
8,80,1.25,1.92,13,1
8,96,1.5,2,21,1
3,12,1.333,12,1,1
7,245,5,2.47,45,1
9,576,7.111,1.99,89,1
7,98,2,1.83,18,1
8,208,3.25,1.26,39,1
11,253,2.091,2.09,32,1
17,6851,23.706,5.43,440,1
7,161,3.286,1.45,38,1
7,175,3.571,1.51,35,1
8,168,2.625,1.88,34,1
7,182,3.714,1.5,42,1
8,352,5.5,1.43,70,1
5,110,4.4,2.19,27,1
16,6784,26.5,5.16,488,1
7,238,4.857,1.4,45,1
12,1416,9.833,1.95,184,1
6,348,9.667,1.17,82,1
9,1647,20.333,1.42,252,1
7,70,1.429,1.25,16,1
10,200,2,2.9,30,1
11,869,7.182,2.11,132,1
8,344,5.375,2.26,53,1
10,220,2.2,2.74,27,1
9,297,3.667,2.58,40,1
7,42,0.857,1.67,9,1
8,104,1.625,6.9,10,1
38,3648,2.526,3.29,478,1
10,1000,10,2.82,159,1
9,2196,27.111,1.59,327,1
14,1372,7,2.43,174,1
12,3408,23.667,2.87,386,1
10,190,1.9,9.82,11,1
26,4784,7.077,16.88,219,1
9,2376,29.333,1.99,311,1
13,481,2.846,3.52,44,1
8,384,6,1.96,67,1
8,240,3.75,2,41,1
9,1620,20,1.39,186,1
7,175,3.571,1.81,42,1
12,2592,18,5.3,248,1
10,250,2.5,2.46,39,1
7,602,12.286,1.55,109,1
