@relation page-blocks

@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
780,7.8,0.381,118,1
738,9.111,0.364,96,1
1638,20.222,0.378,210,1
102,2.833,0.255,22,1
930,9.3,0.206,130,1
1536,24,0.316,279,1
946,7.818,0.297,144,1
1665,20.556,0.398,238,1
180,7.2,0.211,25,1
400,6.25,0.253,44,1
238,4.857,0.403,53,1
63,1.286,0.381,13,1
980,20,0.131,100,1
738,9.111,0.337,100,1
63,1.286,0.317,9,1
1034,8.545,0.257,122,1
315,3.889,0.59,48,1
209,1.727,0.598,17,1
608,9.5,0.232,75,1
1197,24.429,0.16,154,1
119,2.429,0.16,11,1
2304,28.444,0.099,167,1
117,0.692,0.402,14,1
656,10.25,0.418,109,1
99,0.818,0.343,10,1
28,0.571,0.286,1,1
3876,3.353,0.105,157,1
320,3.2,0.338,59,1
1233,15.222,0.235,171,1
3927,32.455,0.215,546,1
1561,31.857,0.121,142,1
14,3.5,0.5,2,1
4815,59.444,0.118,432,1
35,1.4,0.4,12,1
96,1.5,0.458,17,1
35,1.4,0.4,6,1
60,2.4,0.2,7,1
798,4.071,0.714,48,1
1521,18.778,0.333,220,1
112,2.286,0.286,17,1
273,5.571,0.147,24,1
104,1.625,0.625,11,1
88,88,0.193,17,1
77,0.636,0.468,10,1
66,1.833,0.318,16,1
380,3.8,0.308,55,1
872,13.625,0.2,125,1
64,1,0.25,10,1
360,4.444,0.483,61,1
354,9.833,0.268,75,1
168,3.429,0.28,34,1
2844,8.778,0.198,229,1
747,9.222,0.371,84,1
1026,12.667,0.272,150,1
312,2.167,0.276,39,1
42,0.857,0.333,10,1
747,9.222,0.333,85,1
2176,34,0.186,299,1
42,1.167,0.286,8,1
140,2.857,0.257,27,1
160,6.4,0.35,42,1
336,6.857,0.33,77,1
657,8.111,0.298,77,1
2304,4,0.208,151,1
56,0.875,0.411,11,1
340,3.4,0.426,48,1
152,2.375,0.395,31,1
368,5.75,0.348,65,1
1012,8.364,0.361,159,1
80,1.25,0.238,11,1
350,7.143,0.214,61,1
180,2.222,0.461,32,1
168,2.625,0.208,12,1
1536,24,0.207,203,1
170,6.8,0.141,19,1
396,2.75,0.391,38,1
1771,14.636,0.333,217,1
486,6,0.27,88,1
1000,10,0.267,147,1
136,2.125,0.456,26,1
224,3.5,0.411,48,1
408,1.412,0.36,25,1
3542,18.071,0.372,302,1
270,3.333,0.304,44,1
272,4.25,0.419,57,1
4176,51.556,0.158,505,1
128,2,0.43,27,1
7,7,1,1,1
170,1.7,0.482,12,1
110,1.1,0.2,10,1
4901,29,0.178,548,1
460,4.6,0.363,83,1
480,4.8,0.36,80,1
512,8,0.336,81,1
102,2.833,0.314,14,1
56,0.875,0.446,8,1
84,2.333,0.298,14,1
120,1.2,0.142,6,1
170,1.7,0.318,14,1
224,4.571,0.272,40,1
312,4.875,0.362,65,1
77,1.571,0.364,16,1
405,5,0.306,74,1
91,1.857,0.264,13,1
1210,12.1,0.402,180,1
1561,31.857,0.205,229,1
405,5,0.259,75,1
860,8.6,0.326,151,1
324,4,0.506,56,1
1260,12.6,0.41,196,1
6016,23.5,0.371,401,1
48,1.333,0.604,9,1
272,4.25,0.36,52,1
560,8.75,0.279,93,1
56,1.143,0.375,13,1
1236,8.583,0.353,171,1
656,10.25,0.434,98,1
1810,18.1,0.491,273,1
980,20,0.253,167,1
357,7.286,0.283,75,1
162,2,0.58,12,1
252,1.286,0.159,12,1
200,3.125,0.515,39,1
832,13,0.575,129,1
378,4.667,0.452,60,1
306,3.778,0.288,42,1
96,1.5,0.396,21,1
2950,4.72,0.268,392,1
972,12,0.376,155,1
110,1.1,0.473,21,1
42,0.857,0.333,3,1
70,1.429,0.286,9,1
1353,11.182,0.25,173,1
42,0.857,0.5,9,1
357,1.235,0.373,8,1
250,2.5,0.408,42,1
5317,31.462,0.312,547,1
231,4.714,0.368,54,1
481,2.846,0.306,41,1
152,2.375,0.355,27,1
45,0.556,0.244,6,1
78,2.167,0.308,17,1
1057,21.571,0.077,61,1
310,3.1,0.3,28,1
800,8,0.314,122,1
1518,3.136,0.516,74,1
441,5.444,0.58,86,1
525,10.714,0.661,63,1
120,1.2,0.55,14,1
120,1.875,0.433,26,1
115,4.6,0.504,24,1
198,2.444,0.212,26,1
549,6.778,0.213,73,1
90,0.9,0.344,18,1
7644,11.308,0.453,456,1
369,4.556,0.244,68,1
333,4.111,0.228,60,1
324,4,0.506,58,1
2070,9.2,0.431,164,1
56,0.875,0.482,11,1
250,2.5,0.392,47,1
49,1,0.286,11,1
72,1.125,0.319,10,1
1467,18.111,0.263,137,1
1300,13,0.453,212,1
84,1.714,0.226,10,1
1099,22.429,0.439,174,1
56,0.875,0.411,11,1
594,4.909,0.258,77,1
297,3.667,0.259,46,1
525,10.714,0.263,91,1
4815,59.444,0.146,534,1
234,2.889,0.291,39,1
5733,33.923,0.374,463,1
114,3.167,0.254,25,1
24,1.5,0.542,8,1
56,1.143,0.393,13,1
5194,26.5,0.38,407,1
406,2.071,0.14,35,1
280,4.375,0.443,58,1
1593,19.667,0.196,227,1
117,1.444,0.564,17,1
9,1,0.778,1,1
535,21.4,0.247,92,1
480,19.2,0.342,77,1
1672,26.125,0.173,228,1
119,2.429,0.429,27,1
387,4.778,0.344,73,1
333,4.111,0.598,57,1
91,1.857,0.319,18,1
65,2.6,0.554,14,1
1225,25,0.186,188,1
30,1.2,0.3,5,1
200,2,0.605,15,1
160,2.5,0.413,32,1
96,1.5,0.583,9,1
1010,10.1,0.466,156,1
180,1.8,0.522,10,1
774,9.556,0.337,119,1
105,2.143,0.333,24,1
360,5.625,0.469,58,1
434,8.857,0.392,91,1
410,4.1,0.324,71,1
187,0.647,0.417,8,1
80,0.8,0.675,6,1
60,2.4,0.6,12,1
14,14,0.571,3,1
40,0.625,0.4,6,1
112,2.286,0.259,14,1
88,0.727,0.602,9,1
200,3.125,0.24,33,1
264,2.182,0.53,14,1
144,2.25,0.438,23,1
120,1.2,0.333,22,1
301,6.143,0.545,64,1
287,5.857,0.341,62,1
1560,24.375,0.175,221,1
324,4,0.54,61,1
70,0.7,0.429,1,1
1526,31.143,0.142,171,1
272,4.25,0.309,56,1
869,7.182,0.321,132,1
192,3,0.318,39,1
180,1.8,0.522,11,1
350,3.5,0.38,66,1
28,0.571,0.286,1,1
104,1.625,0.49,19,1
77,1.571,0.364,16,1
378,4.667,0.312,60,1
120,1.875,0.375,24,1
91,1.857,0.33,19,1
1704,11.833,0.337,189,1
2376,4.125,0.912,108,1
184,2.875,0.353,34,1
882,10.889,0.285,122,1
287,5.857,0.345,64,1
350,3.5,0.434,65,1
738,9.111,0.245,122,1
2706,22.364,0.349,331,1
200,2,0.61,15,1
63,1.286,0.349,10,1
288,4.5,0.406,62,1
184,2.875,0.277,30,1
4064,63.5,0.092,290,1
245,5,0.494,47,1
56,0.875,0.393,11,1
630,6.3,0.233,87,1
162,2,0.327,28,1
220,2.2,0.591,20,1
812,4.143,0.683,46,1
656,10.25,0.412,97,1
280,2.8,0.336,56,1
1122,31.167,0.188,168,1
248,3.875,0.327,44,1
344,5.375,0.372,61,1
70,1.429,0.3,14,1
896,1.143,0.459,69,1
301,6.143,0.249,58,1
180,7.2,0.406,54,1
1573,9.308,0.376,159,1
112,1.75,0.482,18,1
1599,9.462,0.428,156,1
128,2,0.383,29,1
378,4.667,0.429,59,1
465,18.6,0.351,98,1
96,1.5,0.438,21,1
426,11.833,0.131,43,1
84,1.714,0.464,18,1
3252,22.583,0.259,423,1
4554,8.609,0.924,282,1
231,4.714,0.346,59,1
162,4.5,0.241,35,1
126,2.571,0.397,28,1
287,5.857,0.425,62,1
1782,22,0.289,274,1
400,6.25,0.378,89,1
91,1.857,0.264,17,1
1372,7,0.308,174,1
42,1.167,0.262,8,1
4944,19.313,0.382,351,1
80,0.8,0.4,8,1
60,1.667,0.317,16,1
112,1.75,0.518,18,1
288,4.5,0.458,65,1
96,1.5,0.427,20,1
266,5.429,0.414,45,1
96,2.667,0.281,11,1
1107,13.667,0.362,153,1
576,16,0.267,102,1
217,4.429,0.276,48,1
324,4,0.531,61,1
1650,16.5,0.258,258,1
3408,23.667,0.325,386,1
273,5.571,0.33,63,1
2500,25,0.12,253,1
56,1.143,0.411,10,1
200,3.125,0.415,44,1
830,8.3,0.425,121,1
624,9.75,0.244,113,1
441,5.444,0.252,69,1
322,6.571,0.354,78,1
963,11.889,0.328,152,1
496,7.75,0.218,69,1
432,6.75,0.245,82,1
530,5.3,0.343,91,1
161,3.286,0.28,35,1
738,9.111,0.252,93,1
1980,24.444,0.23,316,1
424,6.625,0.347,76,1
2100,14.583,0.403,198,1
1520,15.2,0.297,208,1
1098,13.556,0.333,144,1
72,1.125,0.389,13,1
70,1.429,0.314,17,1
121,1,0.438,13,1
105,4.2,0.295,21,1
504,7.875,0.321,89,1
2710,27.1,0.187,375,1
84,0.583,0.56,9,1
392,8,0.329,78,1
200,200,0.13,25,1
273,5.571,0.293,56,1
371,7.571,0.342,53,1
4420,6.538,0.188,542,1
140,2.857,0.493,38,1
217,4.429,0.286,40,1
1404,9.75,0.231,193,1
35,1.4,0.429,6,1
520,5.2,0.298,74,1
1134,31.5,0.324,227,1
1216,19,0.27,164,1
168,2.625,0.381,34,1
162,2,0.543,10,1
1755,10.385,0.492,157,1
754,4.462,0.336,79,1
1001,8.273,0.286,123,1
328,5.125,0.232,49,1
915,4.067,0.247,121,1
48,1.333,0.5,11,1
238,4.857,0.252,42,1
245,5,0.188,38,1
162,4.5,0.475,33,1
992,15.5,0.427,163,1
315,3.889,0.397,65,1
539,4.455,0.343,43,1
1925,15.909,0.21,205,1
96,1.5,0.479,21,1
320,5,0.481,59,1
600,9.375,0.328,106,1
781,6.455,0.69,77,1
30,0.833,0.333,6,1
287,5.857,0.321,62,1
2255,18.636,0.371,278,1
175,3.571,0.434,42,1
20,0.8,0.45,4,1
28,7,0.393,3,1
738,9.111,0.306,79,1
790,7.9,0.306,128,1
182,3.714,0.396,36,1
24,0.667,0.667,4,1
11304,19.625,0.474,679,1
7209,9.889,0.362,599,1
544,8.5,0.54,97,1
525,10.714,0.156,64,1
970,9.7,0.423,165,1
80,1.25,0.388,14,1
376,5.875,0.362,68,1
441,9,0.338,77,1
120,0.833,0.675,7,1
4280,66.875,0.164,520,1
2928,11.438,0.413,251,1
2176,34,0.189,311,1
5504,21.5,0.373,358,1
504,6.222,0.327,85,1
5018,29.692,0.286,657,1
77,1.571,0.416,21,1
7,7,1,1,1
9,1,0.778,1,1
120,1.875,0.292,19,1
480,19.2,0.323,87,1
864,13.5,0.293,150,1
414,5.111,0.292,63,1
144,1.778,0.382,24,1
812,16.571,0.262,116,1
99,1.222,0.222,17,1
56,1.143,0.357,13,1
56,0.875,0.429,11,1
63,1.286,0.444,9,1
12,0.75,0.667,3,1
531,6.556,0.335,91,1
1755,21.667,0.126,144,1
215,8.6,0.405,54,1
4956,1.424,0.659,22,1
49,1,0.408,9,1
637,13,0.179,92,1
77,1.571,0.403,20,1
40,0.625,0.375,9,1
368,5.75,0.356,62,1
70,70,0.2,13,1
1008,7,0.282,149,1
6720,11.667,0.449,389,1
198,2.444,0.268,16,1
1184,18.5,0.196,181,1
1302,36.167,0.25,214,1
6720,11.667,0.456,400,1
494,2.923,0.334,42,1
156,4.333,0.288,35,1
91,1.857,0.67,8,1
32,0.5,0.375,5,1
170,1.7,0.506,11,1
1498,30.571,0.449,243,1
2981,24.636,0.176,378,1
390,3.9,0.344,48,1
570,15.833,0.274,79,1
3267,40.333,0.128,326,1
220,1.818,0.564,14,1
189,2.333,0.497,26,1
324,4,0.568,61,1
56,0.875,0.464,11,1
126,2.571,0.357,21,1
4590,56.667,0.161,566,1
77,1.571,0.351,18,1
870,8.7,0.375,146,1
230,9.2,0.174,28,1
54,1.5,0.296,8,1
432,5.333,0.257,79,1
70,2.8,0.543,19,1
48,0.75,0.396,12,1
2337,6.474,0.089,1,1
77,1.571,0.364,21,1
2769,16.385,0.359,214,1
91,1.857,0.363,15,1
270,3.333,0.248,46,1
3632,14.188,0.41,300,1
4806,59.333,0.184,661,1
96,0.667,0.615,10,1
42,42,0.405,16,1
460,18.4,0.287,96,1
224,3.5,0.442,40,1
1176,6,0.261,133,1
1240,12.4,0.473,171,1
576,7.111,0.302,88,1
20,20,0.55,8,2
98,98,0.939,3,2
41,41,0.78,7,2
19,19,0.789,4,2
145,145,0.972,4,2
1072,268,0.586,29,2
17,17,0.941,1,2
2096,131,0.542,28,2
5797,20.059,0.935,149,2
282,7.833,0.202,1,2
29,29,0.931,2,2
186,186,0.828,17,2
27,27,0.407,6,2
1070,267.5,0.648,59,2
1665,66.6,0.374,17,2
106,106,0.858,6,2
98,24.5,0.51,1,2
413,413,0.998,1,2
62,62,0.984,1,2
58,58,0.845,5,2
5530,55.3,0.797,207,2
40,10,0.675,1,2
7,7,1,1,2
45,45,0.933,2,2
912,101.33,0.555,12,2
9,9,0.778,1,2
33,33,0.667,6,2
1500,166.67,0.373,29,2
7500,12,0.065,12,2
67,67,0.985,1,2
128,32,0.43,14,2
14,14,0.929,1,2
63,63,1,1,2
37,0.027,1,1,2
549,61,0.488,9,2
10,10,1,1,2
152,152,0.822,11,2
640,25.6,0.759,3,2
41,41,0.927,3,2
852,23.667,0.115,15,2
12240,21.25,0.846,268,2
28,28,0.536,5,2
46,46,0.783,3,2
10,10,1,1,2
11,11,1,1,2
1072,268,0.505,3,2
117,117,0.393,8,2
352,88,0.528,6,2
200,50,0.46,8,2
104,104,0.971,2,2
180,180,0.983,2,2
314,78.5,0.506,6,2
15,15,0.533,4,2
106,106,0.434,45,2
35,35,0.857,3,2
94,94,0.564,16,2
13,13,0.692,2,2
92,23,0.587,3,2
777,86.333,0.96,11,2
126,126,0.992,1,2
51,51,0.471,10,2
1623,180.33,0.71,13,2
187,187,0.963,7,2
14,14,0.643,2,2
858,95.333,0.406,4,2
27,27,0.259,5,2
198,49.5,0.253,11,2
432,27,0.778,6,2
84,84,0.917,4,2
126,31.5,0.341,4,2
36,2.25,0.611,1,2
472,118,0.566,26,2
28,28,0.464,6,2
79,79,0.608,7,2
1611,179,0.345,25,2
10,10,0.8,2,2
398,99.5,0.485,6,2
45,45,0.244,8,2
128,32,0.531,4,2
54,54,0.944,3,2
127,127,0.646,6,2
117,117,0.974,3,2
64,16,0.516,1,2
277,277,0.993,2,2
136,136,0.963,4,2
34,34,0.353,7,2
75,75,0.92,6,2
17,17,0.765,2,2
44,11,0.75,1,2
17,17,1,1,2
235,235,0.923,8,2
124,31,0.452,5,2
1072,268,0.537,24,2
14,14,0.643,3,2
20,20,0.75,5,2
1076,269,0.518,19,2
8,8,1,1,2
650,162.5,0.485,11,2
6156,19,0.847,120,2
17,17,0.765,4,2
36,36,0.306,6,2
8,8,0.875,1,2
63,63,0.587,16,2
1650,183.33,0.339,37,2
550,22,0.547,3,2
8,8,1,1,2
76,4.75,0.276,4,2
20,20,0.85,2,2
98,2,0.102,1,2
1632,181.33,0.326,33,2
102,102,0.961,4,2
138,34.5,0.623,8,2
234,6.5,0.192,1,2
232,58,0.616,8,2
11,11,0.909,1,2
44,44,0.909,2,2
396,44,0.505,10,2
1074,268.5,0.538,18,2
1074,268.5,0.538,7,2
9,9,1,1,2
1608,178.67,0.341,9,2
10,10,1,1,2
76,76,0.961,2,2
30,30,0.4,5,2
202,50.5,0.54,10,2
1074,268.5,0.537,26,2
13,13,1,1,2
47,47,0.532,1,2
42,1.167,0.238,1,2
36,36,0.722,3,2
7,7,1,1,2
19,19,0.684,3,2
73,73,0.616,12,2
45,45,0.756,6,2
75,75,0.813,11,2
246,61.5,0.5,1,2
777,86.333,0.411,24,2
537,537,1,1,2
10,10,0.9,1,2
15,15,0.867,2,2
830,207.5,0.505,25,2
224,56,0.496,2,2
4697,38.818,0.566,14,2
70,70,0.943,3,2
77,77,0.403,6,2
8,8,1,1,2
16,16,0.938,1,2
12,3,0.667,2,2
61,61,1,1,2
348,38.667,0.356,2,2
37,37,0.811,5,2
5814,20.118,0.916,176,2
117,1.444,0.103,3,2
13,13,1,1,2
70,70,1,1,2
107,107,0.869,5,2
39,39,0.897,4,2
257,257,1,1,2
1074,268.5,0.594,30,2
23,23,0.348,5,2
318,35.333,0.258,13,2
161,161,0.41,65,2
196,49,0.48,10,2
13,13,0.846,2,2
52,52,0.981,1,2
639,71,0.318,17,2
14,14,0.571,4,2
1611,179,0.353,8,2
1614,179.33,0.37,27,2
148,148,0.959,3,2
43,43,0.907,4,2
277,277,1,1,2
2772,22.909,0.092,4,2
47,47,1,1,2
16,16,1,1,2
1074,268.5,0.621,40,2
40,10,0.725,1,2
124,124,0.444,7,2
29,29,1,1,2
279,279,0.964,7,2
17,17,1,1,2
8,8,1,1,2
11,11,0.727,2,2
278,278,0.946,9,2
36,36,0.583,5,2
1072,268,0.538,19,2
36,9,0.806,1,2
147,147,0.864,11,2
339,37.667,0.357,4,2
19,19,0.632,3,2
65,65,0.646,14,2
32,32,0.719,4,2
92,23,0.511,1,2
33,3.667,0.364,4,2
57,57,0.456,7,2
19,19,0.579,3,2
17,17,0.824,3,2
14,14,0.857,1,2
55,55,0.564,3,2
17,17,0.412,4,2
44,44,0.25,5,2
28,7,0.286,1,2
44,11,0.477,1,2
1070,267.5,0.55,5,2
32,8,0.25,3,2
71,71,0.521,16,2
13,13,0.692,3,2
1072,268,0.568,25,2
46,46,0.239,8,2
17,17,0.882,2,2
69,69,0.667,11,2
96,24,0.625,2,2
3336,23.167,0.11,23,2
6072,50.182,0.816,1,2
9,9,0.889,1,2
131,131,0.977,2,2
22,22,0.818,4,2
1070,267.5,0.564,15,2
36,36,0.583,4,2
1848,28.875,0.872,9,2
42,42,0.19,5,2
1070,267.5,0.545,24,2
1072,268,0.498,13,2
114,114,0.939,5,2
115,115,0.2,5,2
36,9,0.667,1,2
348,38.667,0.385,4,2
255,255,0.686,36,2
28,28,0.964,1,2
177,19.667,0.475,1,2
20,0.2,0.55,1,2
34,8.5,0.588,3,2
408,102,0.412,16,2
1072,268,0.532,19,2
288,288,0.424,120,2
14,14,1,1,2
17,17,1,1,2
22,22,0.5,6,2
1074,268.5,0.51,11,2
44,44,0.727,6,2
460,28.75,0.426,11,2
52,52,0.962,2,2
1410,156.67,0.352,21,2
1074,268.5,0.556,24,2
128,2,0.398,20,2
42,42,0.31,5,2
26,26,1,1,2
196,196,0.98,3,2
40,40,0.875,3,2
29,29,0.586,8,2
159,159,0.975,2,2
18,4.5,0.556,1,2
1400,56,0.78,7,2
19,19,0.737,3,2
14,14,0.929,1,2
69,69,0.841,7,2
42,10.5,0.452,3,2
18,18,0.944,1,2
16,16,1,1,2
23,23,0.826,1,2
14,14,1,1,2
148,148,0.986,2,2
52,52,0.788,4,2
15,15,0.867,1,2
78,78,0.949,3,2
12,12,0.667,2,2
86,86,0.93,2,2
1076,269,0.519,16,2
9240,11.786,0.057,17,2
950,237.5,0.504,5,2
1074,268.5,0.507,3,2
283,283,0.993,2,2
44,11,0.705,2,2
18,18,0.5,3,2
85,85,0.882,6,2
81,81,0.901,3,2
34,34,0.471,15,2
35,35,0.829,3,2
199,199,0.945,5,2
1074,268.5,0.52,21,2
42,0.095,0.738,1,2
776,48.5,0.263,6,2
100,25,0.46,3,2
206,206,0.99,1,2
14,14,1,1,2
22,22,0.955,1,2
28,7,0.464,1,2
339,37.667,0.41,10,2
33,33,1,1,2
87,87,0.92,5,2
12,12,0.75,1,2
95,95,1,1,2
40,40,1,1,2
35,1.4,0.2,1,2
387,43,0.305,10,2
4225,6.76,0.215,579,2
24174,1.033,0.587,302,3
9672,1.118,0.451,1028,3
81954,2.707,0.339,1756,3
899,1.069,0.463,60,3
868,1.107,0.492,57,3
3250,0.769,0.454,6,3
868,1.107,0.508,59,3
8835,0.979,0.675,1644,3
25619,0.733,0.899,786,3
6912,1.333,0.488,215,3
26367,0.754,0.415,2333,3
22680,0.804,0.82,296,3
44416,2.711,0.399,1356,3
928,1.103,0.432,64,3
928,1.103,0.476,61,3
4977,1.254,0.338,9,3
12367,1.795,0.388,167,3
896,1.143,0.481,58,3
4158,1.048,0.491,46,3
26243,0.988,0.523,1634,3
896,1.143,0.462,59,3
24360,0.863,0.798,1488,3
4672,1.141,0.403,26,3
78352,2.843,0.359,1641,3
24920,0.787,0.574,664,3
34,0.029,1,1,4
294,0.031,0.48,1,4
294,0.167,0.282,38,4
14,0.071,1,1,4
9,0.111,1,1,4
8,0.125,0.875,1,4
132,0.068,0.598,32,4
26,0.038,1,1,4
31,0.032,1,1,4
207,0.043,0.643,64,4
7,0.143,1,1,4
84,0.012,1,1,4
8,0.125,1,1,4
9,0.111,1,1,4
47,0.021,1,1,4
188,0.021,0.516,1,4
8844,0.014,0.191,108,4
39,0.026,1,1,4
10,0.4,0.9,1,4
17,0.059,1,1,4
7,0.143,1,1,4
14,0.286,0.643,1,4
10,0.4,0.7,1,4
10,0.1,1,1,4
20,0.05,1,1,4
11,0.091,1,1,4
117,0.009,1,1,4
42,0.024,1,1,4
9,0.111,1,1,4
2150,0.012,0.216,10,4
25,0.04,1,1,4
8,0.125,1,1,4
174,0.052,0.339,1,4
54,0.019,1,1,4
7,0.143,1,1,4
53,0.019,1,1,4
198,0.045,0.657,50,4
8,0.5,0.875,1,4
12,0.083,1,1,4
10,0.4,0.8,1,4
27,0.037,1,1,4
13,0.077,1,1,4
7,0.143,1,1,4
13,0.077,1,1,4
10,0.1,0.9,1,4
22,0.045,1,1,4
24,0.167,0.625,1,4
38,0.105,0.816,1,4
13,0.077,1,1,4
14,0.071,1,1,4
13,0.077,1,1,4
18,0.056,1,1,4
8,0.125,1,1,4
372,0.043,0.419,54,4
23,0.043,1,1,4
8,0.125,1,1,4
136,0.007,0.993,1,4
9,0.111,1,1,4
12,0.083,1,1,4
15,0.067,1,1,4
8,0.125,1,1,4
18,0.222,0.611,1,4
210,0.019,0.529,1,4
25,25,1,1,4
34,0.118,0.706,1,4
22,0.182,0.636,1,4
37,0.027,1,1,4
76,0.013,1,1,4
8,0.5,1,1,4
16,0.063,1,1,4
9,0.111,1,1,4
7,0.143,1,1,4
10,0.1,1,1,4
31,0.032,1,1,4
9,0.111,1,1,4
38,0.026,1,1,4
108,0.148,0.38,16,4
28,0.143,0.536,1,4
9,0.111,1,1,4
1392,1.655,0.116,32,5
2640,0.873,0.142,88,5
26145,3.795,0.295,839,5
25935,3.132,0.158,36,5
90,1.111,0.144,2,5
45760,1.788,0.201,166,5
2201,2.29,0.159,34,5
3969,0.605,0.113,199,5
1147,1.194,0.189,105,5
54,0.667,0.407,4,5
1830,2.033,0.157,153,5
105,2.143,0.114,5,5
44,2.75,0.159,4,5
780,1.95,0.14,34,5
3456,2.667,0.096,43,5
464,1.813,0.144,26,5
26062,3.783,0.282,838,5
1708,2.179,0.172,149,5
210,0.933,0.11,12,5
1752,12.167,0.091,6,5
13442,6.085,0.183,526,5
740,0.541,0.131,23,5
2544,0.906,0.181,98,5
67626,2.889,0.114,1227,5
40,0.625,0.275,3,5
63,1.286,0.143,1,5
3255,3.387,0.242,161,5
2592,0.889,0.143,54,5
20,1.25,0.35,3,5
26062,3.783,0.298,888,5
238,1.214,0.113,15,5
336,1.313,0.095,20,5
54,1.5,0.148,2,5
32,2,0.344,2,5
15,0.6,0.467,2,5
45,1.8,0.178,5,5
2496,0.923,0.138,45,5
120,1.2,0.208,15,5
484,1,0.107,29,5
8,0.125,0.875,1,5
1428,3.238,0.052,13,5
48,0.333,0.292,7,5
2664,1.946,0.12,42,5
1548,1.194,0.117,59,5
2010,0.448,0.169,150,5
168,3.429,0.101,9,5
142290,1.52,0.055,2925,5
39006,1.005,0.273,227,5
104,0.615,0.154,15,5
480,1.875,0.133,28,5
266,1.357,0.128,12,5
28,1.75,0.286,4,5
893,2.474,0.078,18,5
1728,1.333,0.143,69,5
143993,1.489,0.088,3212,5
36,0.444,0.25,1,5
225,0.36,0.187,17,5
30,0.833,0.367,5,5
924,0.848,0.098,16,5
2660,1.842,0.059,8,5
1769,2.103,0.121,120,5
72,2,0.139,7,5
3392,3.313,0.198,147,5
1020,3.529,0.139,20,5
23972,8.865,0.192,400,5
3871,1.612,0.084,44,5
2730,1.795,0.09,35,5
32,0.5,0.438,2,5
153,0.529,0.209,17,5
77,1.571,0.117,5,5
3255,3.387,0.224,136,5
19278,6.611,0.299,901,5
20,1.25,0.35,3,5
20,0.8,0.45,2,5
84,0.19,0.31,7,5
35,1.4,0.229,3,5
432,0.75,0.139,29,5
266,1.357,0.113,1,5
30,0.833,0.233,4,5
65,0.385,0.123,1,5
5762,0.779,0.164,399,5
65,0.385,0.323,4,5
36,1,0.194,2,5
3555,1.756,0.087,64,5
850,0.735,0.256,106,5
11200,10.938,0.142,401,5
98368,2.189,0.052,428,5
128,2,0.156,4,5
60,2.4,0.133,2,5
102,2.833,0.137,5,5
5865,0.812,0.165,674,5
27058,3.928,0.286,1025,5
22991,3.337,0.18,603,5
2312,0.5,0.224,213,5
70,0.7,0.157,7,5
918,0.794,0.219,65,5
153,1.889,0.144,7,5
2666,1.442,0.08,32,5
12390,0.89,0.052,193,5
72,1.125,0.125,2,5
2544,0.906,0.157,51,5
9999,0.98,0.14,691,5
91,1.857,0.154,7,5
