@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Mean_tr numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
2,17,6.67,3,2
2,176,31,6,2
1,537,537,1,2
1,54,17,3,2
1,75,11.5,6,2
2,18,24,1,2
2,50,15.33,3,2
1,288,1.02,120,2
1,44,2.2,5,2
2,236,10.27,26,2
1,14,14,1,2
25,169,1.57,579,2
3,116,62,2,2
1,9,8,1,2
1,36,1.83,6,2
1,73,3.75,12,2
1,8,8,1,2
1,18,17,1,2
1,106,1.02,45,2
1,42,2.6,5,2
1,12,4,2,2
3,470,23.62,21,2
3,259,67.82,11,2
1,19,4.67,3,2
2,64,3.93,14,2
1,9,7,1,2
1,277,137.5,2,2
2,99,4.55,11,2
168,135,62.81,296,3
28,32,7.43,58,3
28,32,7.02,59,3
95,93,3.63,1644,3
186,469,22.29,1481,3
163,161,8.4,1634,3
29,32,6.27,64,3
28,31,7.49,57,3
63,79,186.78,9,3
128,347,13.07,1356,3
64,73,72.38,26,3
187,141,4.69,2333,3
132,547,20.66,1292,3
168,145,13.06,1488,3
28,32,7.05,62,3
63,66,44.37,46,3
28,31,7.47,59,3
187,137,29.29,786,3
72,96,15.69,215,3
93,104,4.25,1028,3
166,472,17.12,1641,3
29,31,6.93,60,3
178,140,21.52,664,3
174,471,15.84,1756,3
29,32,7.25,61,3
65,50,245.83,6,3
6,21,1.67,15,4
7,2,9,1,4
9,1,9,1,4
34,1,34,1,4
9,2,11,1,4
47,1,47,1,4
9,1,9,1,4
37,1,37,1,4
5,2,7,1,4
32,1,32,1,4
31,1,31,1,4
27,1,27,1,4
4,2,7,1,4
23,1,23,1,4
11,2,14,1,4
76,1,76,1,4
31,1,31,1,4
7,1,7,1,4
10,1,10,1,4
11,1,11,1,4
17,2,24,1,4
4,2,8,1,4
27,4,2.57,14,4
7,1,7,1,4
15,1,15,1,4
136,1,135,1,4
10,1,10,1,4
17,1,17,1,4
14,1,14,1,4
19,2,31,1,4
25,1,25,1,4
13,1,13,1,4
53,1,53,1,4
44,3,2.47,32,4
261,30,2.4,205,4
54,1,54,1,4
7,1,7,1,4
22,1,22,1,4
804,11,15.64,108,4
16,1,16,1,4
8,1,8,1,4
54,1,54,1,4
13,1,13,1,4
14,1,14,1,4
98,3,141,1,4
94,2,97,1,4
69,3,2.08,64,4
18,1,18,1,4
26,1,26,1,4
12,1,12,1,4
9,1,9,1,4
9,1,9,1,4
7,1,7,1,4
84,1,84,1,4
430,5,46.5,10,4
8,1,8,1,4
117,1,117,1,4
7,1,7,1,4
9,1,9,1,4
1,25,25,1,4
8,1,8,1,4
10,1,9,1,4
58,3,59,1,4
5,2,8,1,4
66,3,2.6,50,4
20,1,20,1,4
9,1,9,1,4
5,2,9,1,4
13,1,13,1,4
12,1,12,1,4
9,1,9,1,4
27,4,2.56,16,4
105,2,111,1,4
11,1,11,1,4
38,1,38,1,4
8,1,8,1,4
42,7,2.18,38,4
10,1,10,1,4
30,61,1.88,153,5
16,29,2.58,26,5
85,69,1.44,674,5
101,99,2.02,691,5
14,19,30,1,5
55,48,4.26,88,5
31,105,4.89,161,5
36,43,3.07,59,5
5,4,4.5,2,5
13,13,3.5,6,5
53,48,7.84,51,5
32,350,3.96,401,5
31,105,5.35,136,5
6,5,2.2,5,5
6,17,2.8,5,5
8,1,7,1,5
54,48,6.85,54,5
83,326,7.55,1025,5
6,13,4,2,5
7,13,2,7,5
54,357,6.4,901,5
10,7,1.57,7,5
86,67,2.37,399,5
212,464,11.84,428,5
31,37,2.07,105,5
5,9,1.6,5,5
83,315,9.21,839,5
7,47,5.78,9,5
4,5,2.33,3,5
29,61,1.78,120,5
36,172,4.84,164,5
4,7,2,4,5
5,7,2.67,3,5
49,79,7.36,44,5
91,285,113.89,36,5
4,11,1.75,4,5
306,465,2.69,2925,5
16,30,2.29,28,5
304,463,3.91,2273,5
4,5,2.33,3,5
45,79,4.81,64,5
48,402,4.13,256,5
81,49,2.26,199,5
83,314,8.75,888,5
13,5,8,1,5
8,5,3.67,3,5
33,28,5.69,16,5
16,21,1.6,20,5
13,5,5.25,4,5
53,48,4.69,98,5
17,9,1.88,17,5
34,27,3.09,65,5
21,68,5.69,13,5
160,286,55.42,166,5
158,167,8.24,511,5
9,10,6.5,2,5
30,60,1.85,150,5
17,60,7.1,20,5
118,105,3.33,193,5
37,20,4.22,23,5
7,11,1.8,5,5
43,62,6.63,32,5
52,461,11.52,400,5
100,49,1.77,259,5
153,442,6.27,1227,5
14,17,1.8,15,5
52,48,7.67,45,5
31,71,10.29,34,5
197,198,46.93,227,5
20,39,3.21,34,5
36,48,3.58,69,5
38,70,19.63,8,5
7,9,9,1,5
9,6,5.5,4,5
54,357,6.22,1003,5
4,8,5.5,2,5
311,463,3.93,3212,5
7,15,2.4,5,5
25,9,2.47,17,5
36,96,7.7,43,5
5,12,4,2,5
68,34,2.44,213,5
8,4,7,2,5
28,61,1.97,149,5
6,5,1.75,4,5
13,8,1.07,15,5
39,70,7,35,5
8,16,5,4,5
12,4,2,7,5
10,12,1.67,15,5
8,9,4.5,2,5
32,106,4.56,147,5
14,19,2.83,12,5
7,24,1.89,9,5
83,314,8.77,838,5
6,6,3.5,2,5
5,3,3.5,2,5
11,48,7.35,17,5
6,9,4,2,5
24,18,2.07,29,5
47,286,4.67,526,5
9,4,9,1,5
16,4,5,2,5
