@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
1.103,0.432,639,3
0.733,0.899,25400,3
1.107,0.492,647,3
1.795,0.388,5838,3
1.069,0.463,653,3
1.141,0.403,2077,3
1.143,0.481,665,3
1.033,0.587,15491,3
2.707,0.339,35499,3
1.107,0.508,666,3
1.254,0.338,1718,3
0.804,0.82,20513,3
2.522,0.378,46133,3
1.103,0.476,668,3
0.769,0.454,1582,3
1.048,0.491,2458,3
2.711,0.399,25163,3
0.787,0.574,16177,3
0.988,0.523,23547,3
1.143,0.488,666,3
0.754,0.415,23301,3
1.333,0.488,4025,3
4.144,0.37,34874,3
2.843,0.359,42821,3
1.118,0.451,5908,3
0.863,0.798,23457,3
0.111,1,9,4
0.148,0.333,72,4
0.125,1,8,4
0.125,0.875,8,4
0.019,1,54,4
0.111,1,9,4
0.143,1,7,4
0.043,0.643,197,4
0.027,1,37,4
0.125,1,8,4
0.5,1,8,4
0.026,1,38,4
0.4,0.8,8,4
0.021,1,47,4
0.111,1,9,4
0.148,0.38,81,4
0.167,0.625,16,4
0.037,1,27,4
0.032,1,31,4
0.024,1,42,4
0.012,1,84,4
0.143,1,7,4
0.222,0.611,13,4
0.007,0.993,136,4
0.068,0.598,111,4
0.111,1,9,4
0.167,0.282,127,4
0.052,0.339,60,4
0.077,1,13,4
0.091,1,11,4
0.056,1,18,4
0.012,0.216,475,4
0.077,1,13,4
0.038,1,26,4
0.009,1,117,4
0.1,0.9,10,4
0.111,1,9,4
0.014,0.191,2058,4
0.5,0.875,7,4
0.045,1,22,4
0.1,1,10,4
0.115,0.063,701,4
0.111,1,9,4
0.071,1,14,4
3.5,0.198,56,4
0.077,1,13,4
0.05,1,20,4
0.125,1,8,4
0.071,1,14,4
0.043,0.419,210,4
0.125,1,8,4
0.029,1,34,4
0.091,1,11,4
0.143,1,7,4
0.067,1,15,4
0.125,1,8,4
0.1,1,10,4
0.031,1,32,4
0.031,0.48,143,4
0.083,1,12,4
0.032,1,31,4
0.021,0.516,97,4
0.063,1,16,4
0.143,0.536,15,4
0.111,1,9,4
0.111,1,9,4
0.105,0.816,31,4
0.286,0.643,10,4
0.026,1,39,4
25,1,25,4
0.019,1,53,4
0.04,1,25,4
0.143,1,7,4
0.143,1,7,4
0.118,0.706,24,4
0.4,0.9,9,4
0.019,1,54,4
0.019,0.529,112,4
0.5,0.224,1215,5
1.2,0.208,70,5
0.923,0.138,619,5
1.75,0.286,28,5
0.833,0.367,30,5
1.005,0.273,12964,5
1.523,0.063,17081,5
2.75,0.159,41,5
1.214,0.113,92,5
0.529,0.209,76,5
1.946,0.12,685,5
0.49,0.093,1958,5
1.111,0.144,47,5
1.842,0.059,165,5
0.873,0.142,960,5
1.889,0.144,70,5
3.529,0.139,378,5
1.875,0.133,226,5
2.167,0.103,35,5
8.865,0.192,5938,5
0.541,0.131,143,5
0.89,0.052,1296,5
4.364,0.237,206,5
6.611,0.324,12422,5
6.085,0.183,4258,5
12.167,0.091,225,5
0.385,0.123,35,5
1.25,0.35,16,5
2.189,0.052,6884,5
1.5,0.148,16,5
3.387,0.224,1358,5
1.8,0.178,24,5
2.4,0.133,16,5
0.125,0.875,8,5
0.906,0.181,951,5
0.6,0.467,9,5
1,0.194,15,5
1.357,0.113,134,5
10.938,0.142,4497,5
1.813,0.144,230,5
2,0.344,17,5
1.333,0.143,755,5
2.103,0.121,762,5
3.132,0.158,4287,5
4.778,0.128,2086,5
0.615,0.154,80,5
0.906,0.157,685,5
2.667,0.096,717,5
0.36,0.187,98,5
0.812,0.165,2588,5
0.667,0.407,28,5
1.795,0.09,697,5
2.179,0.172,870,5
2.143,0.114,31,5
2.833,0.137,64,5
2.29,0.159,651,5
2,0.156,110,5
1.612,0.084,694,5
0.8,0.45,13,5
0.605,0.113,1580,5
3.795,0.295,15523,5
2.033,0.157,884,5
1.057,0.16,7279,5
0.625,0.275,18,5
1,0.124,76,5
0.735,0.256,454,5
3.928,0.286,18149,5
1.655,0.116,373,5
0.19,0.31,54,5
6.714,0.158,95,5
3.313,0.198,1341,5
1.857,0.154,44,5
1.756,0.087,693,5
6.611,0.299,12626,5
1.286,0.143,15,5
1.313,0.095,173,5
0.333,0.292,48,5
3.337,0.18,8387,5
1.489,0.088,23092,5
0.448,0.169,924,5
2.889,0.114,14538,5
1,0.107,229,5
3.783,0.298,17482,5
1.194,0.117,283,5
0.889,0.143,685,5
1.125,0.125,23,5
0.848,0.098,250,5
1.194,0.189,637,5
0.933,0.11,71,5
1.442,0.08,454,5
0.794,0.219,509,5
0.25,0.156,34,5
2,0.139,37,5
0.98,0.14,7780,5
0.833,0.233,19,5
1.25,0.35,16,5
2,0.154,823,5
8.375,0.055,1814,5
3.387,0.242,1485,5
2.474,0.078,100,5
1.95,0.14,316,5
0.444,0.25,27,5
0.779,0.164,5386,5
