@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Eccen numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
15,29,1.933,4.15,1
9,73,8.111,1.44,1
7,150,21.429,1.36,1
7,65,9.286,1.57,1
6,11,1.833,1.33,1
9,248,27.556,2.39,1
6,95,15.833,1.78,1
12,22,1.833,7.65,1
9,91,10.111,1.37,1
9,116,12.889,1.86,1
7,23,3.286,1.45,1
9,1,0.111,9,1
8,36,4.5,2.13,1
10,69,6.9,1.85,1
7,21,3,1.84,1
8,39,4.875,1.36,1
11,56,5.091,3.09,1
9,39,4.333,1.69,1
11,32,2.909,1.86,1
6,94,15.667,1.32,1
9,36,4,3.02,1
9,72,8,2.01,1
7,11,1.571,1.52,1
10,123,12.3,2.99,1
7,11,1.571,1.2,1
8,65,8.125,1.74,1
8,272,34,2.7,1
8,64,8,2.12,1
7,16,2.286,1.56,1
7,18,2.571,1.55,1
11,9,0.818,5.75,1
10,159,15.9,3.07,1
9,534,59.333,1.34,1
10,511,51.1,1.35,1
7,6,0.857,21,1
7,24,3.429,1.46,1
7,101,14.429,3.19,1
6,221,36.833,1.95,1
8,14,1.75,1.88,1
8,32,4,1.62,1
7,32,4.571,1.25,1
8,39,4.875,1.83,1
7,11,1.571,1.64,1
8,70,8.75,1.76,1
9,104,11.556,1.93,1
7,121,17.286,1.79,1
12,22,1.833,9.65,1
9,57,6.333,1.39,1
4,98,24.5,2.14,1
11,154,14,2.96,1
7,214,30.571,2.95,1
8,25,3.125,2.75,1
9,19,2.111,1.35,1
8,68,8.5,1.91,1
5,11,2.2,1.57,1
19,13,0.684,1.51,1
10,19,1.9,7.5,1
9,59,6.556,1.96,1
16,344,21.5,5.73,1
8,63,7.875,1.82,1
9,144,16,1.33,1
7,10,1.429,1.29,1
6,33,5.5,1.2,1
8,13,1.625,1.76,1
13,80,6.154,5.57,1
10,31,3.1,1.98,1
6,60,10,1.57,1
17,203,11.941,14.19,1
28,45,1.607,7.86,1
7,13,1.857,1.63,1
9,26,2.889,2.35,1
10,31,3.1,2.08,1
7,24,3.429,1.38,1
11,118,10.727,1.99,1
7,20,2.857,1.35,1
12,22,1.833,8.94,1
10,25,2.5,2.46,1
7,26,3.714,1.53,1
13,25,1.923,10.86,1
8,75,9.375,2.05,1
12,500,41.667,2.45,1
7,11,1.571,1.29,1
8,12,1.5,2.05,1
9,33,3.667,2.19,1
7,46,6.571,4.17,1
7,11,1.571,1.63,1
8,62,7.75,1.81,1
7,19,2.714,4.89,1
5,8,1.6,2.18,1
9,85,9.444,1.95,1
6,3,500,2.25,1
5,5,1,1.75,1
1,40,40,1.07,1
10,271,27.1,1.42,1
9,179,19.889,2.4,1
8,39,4.875,2,1
6,9,1.5,2.14,1
9,534,59.333,1.31,1
8,28,3.5,2.07,1
8,22,2.75,2.41,1
9,30,3.333,1.4,1
8,42,5.25,1.74,1
9,49,5.444,1.46,1
7,25,3.571,2.26,1
8,35,4.375,1.88,1
17,24,1.412,4.46,1
11,8,0.727,5.1,1
9,32,3.556,1.7,1
9,101,11.222,1.71,1
10,280,28,2.63,1
10,87,8.7,2.23,1
5,12,2.4,1.92,1
8,209,26.125,1.27,1
5,3,0.6,4.5,1
8,8,1,2.33,1
11,271,24.636,1.49,1
10,8,0.8,4,1
6,44,7.333,2.11,1
5,42,8.4,1.46,1
17,23,1.353,10.43,1
10,51,5.1,1.29,1
5,24,4.8,1.32,1
7,26,3.714,1.66,1
5,98,19.6,1.82,1
10,25,2.5,1.89,1
9,27,3,1.85,1
6,15,2.5,1.92,1
1,42,42,1.07,1
12,84,7,3.52,1
4,18,4.5,1.71,1
7,74,10.571,1.57,1
10,80,8,3.93,1
9,22,2.444,2.11,1
10,38,3.8,2.78,1
10,26,2.6,1.87,1
10,53,5.3,1.79,1
8,59,7.375,2.41,1
7,13,1.857,1.41,1
7,215,30.714,3.35,1
12,72,6,2.15,1
9,164,18.222,1.26,1
12,40,3.333,7.62,1
8,12,1.5,2.11,1
9,97,10.778,2.28,1
7,19,2.714,1.35,1
7,12,1.714,2.36,1
7,32,4.571,1.41,1
10,121,12.1,2.61,1
6,17,2.833,1.32,1
8,40,5,1.75,1
6,43,7.167,1.77,1
9,32,3.556,2.16,1
24,280,11.667,7.66,1
12,40,3.333,1.97,1
11,24,2.182,10,1
8,71,8.875,1.47,1
5,58,11.6,1.18,1
9,35,3.889,2.14,1
10,173,17.3,1.52,1
5,19,3.8,1.33,1
5,8,1.6,1.55,1
9,159,17.667,1.93,1
11,30,2.727,3.05,1
7,20,2.857,1.58,1
8,41,5.125,1.55,1
5,8,1.6,1.89,1
11,99,9,2.14,1
10,37,3.7,8.11,1
10,430,43,2.7,1
9,121,13.444,2.2,1
8,12,1.5,2.1,1
5,12,2.4,4.67,1
7,11,1.571,2,1
8,41,5.125,1.92,1
8,108,13.5,1.41,1
9,38,4.222,1.87,1
10,58,5.8,2.81,1
8,76,9.5,2.73,1
11,13,1.182,2.22,1
8,127,15.875,1.98,1
9,5,0.556,2.83,1
11,26,2.364,2.02,1
8,98,12.25,1.42,1
17,11,0.647,9.75,1
7,17,2.429,1.41,1
10,57,5.7,5.2,1
7,11,1.571,1.56,1
5,32,6.4,1.41,1
5,26,5.2,1.89,1
8,9,1.125,2.07,1
9,29,3.222,1.53,1
10,20,2,8.82,1
7,18,2.571,1.94,1
9,107,11.889,1.38,1
8,71,8.875,1.83,1
1,45,45,1.13,1
9,79,8.778,2.19,1
8,193,24.125,2.51,1
7,11,1.571,1.21,1
7,29,4.143,2,1
10,33,3.3,1.66,1
8,9,1.125,1.73,1
8,19,2.375,1.74,1
9,79,8.778,2.2,1
10,271,27.1,1.38,1
11,33,3,2.1,1
12,83,6.917,1.75,1
7,38,5.429,1.82,1
8,54,6.75,1.29,1
10,181,18.1,3.25,1
9,20,2.222,8.25,1
15,342,22.8,2.49,1
7,7,1,1.91,1
8,17,2.125,2.47,1
9,67,7.444,3.76,1
6,13,2.167,1.37,1
18,48,2.667,4.3,1
21,106,5.048,1.99,1
8,186,23.25,2.53,1
11,126,11.455,2.11,1
8,43,5.375,3.4,1
8,23,2.875,1.94,1
11,9,0.818,3.8,1
10,60,6,1.44,1
6,4,0.667,1.86,1
7,14,2,1.95,1
8,30,3.75,2.12,1
10,108,10.8,1.84,1
9,518,57.556,1.25,1
8,60,7.5,1.85,1
8,109,13.625,1.25,1
7,16,2.286,1.13,1
11,76,6.909,2.08,1
9,36,4,1.75,1
10,250,25,1.19,1
9,19,2.111,7.6,1
5,15,3,2.21,1
10,34,3.4,1.83,1
5,3,0.6,8,1
8,57,7.125,2.91,1
7,11,1.571,1.21,1
7,29,4.143,2.7,1
9,16,1.778,2.14,1
11,22,2,1.94,1
8,23,2.875,2,1
8,6,0.75,8,1
7,21,3,1.63,1
14,185,13.214,2.27,1
10,155,15.5,2.78,1
11,183,16.636,4.53,1
9,40,4.444,2.29,1
8,11,1.375,1.4,1
6,96,16,1.38,1
9,21,2.333,1.65,1
8,25,3.125,1.98,1
9,20,2.222,2.59,1
8,206,25.75,1.64,1
9,219,24.333,1.43,1
7,128,18.286,1.69,1
7,63,9,1.61,1
2,69,34.5,1.2,1
6,36,6,1.91,1
6,181,30.167,1.69,1
7,11,1.571,1.33,1
10,271,27.1,1.31,1
7,19,2.714,1.36,1
7,10,1.429,1.33,1
28,32,1.143,5.96,1
11,22,2,8.05,1
7,7,1,1.56,1
10,10,1,46,1
6,13,2.167,2.27,1
8,9,1.125,2.38,1
1,99,99,1.06,1
8,14,1.75,1.72,1
7,36,5.143,1.84,1
10,48,4.8,2.16,1
6,7,1.167,2.1,1
7,62,8.857,1.28,1
5,6,1.2,13,1
7,11,1.571,1.39,1
8,202,25.25,1.83,1
9,107,11.889,2.59,1
9,185,20.556,2.79,1
9,107,11.889,1.34,1
11,52,4.727,2.05,1
7,45,6.429,1.91,1
1,143,143,1.06,1
7,172,24.571,2.07,1
6,20,3.333,1.21,1
7,26,3.714,2,1
7,2,0.286,2.25,1
18,24,1.333,5.76,1
19,28,1.474,13.04,1
7,35,5,2.48,1
9,76,8.444,2.2,1
12,497,41.417,2.44,1
9,535,59.444,1.42,1
8,14,1.75,3,1
9,230,25.556,2.63,1
5,19,3.8,1.5,1
7,20,2.857,2.35,1
9,27,3,1.87,1
7,56,8,1.25,1
13,123,9.462,4.38,1
8,24,3,1.95,1
10,119,11.9,2.46,1
7,5,0.714,2.5,1
8,69,8.625,1.94,1
2,21,10.5,1.4,1
11,35,3.182,2.25,1
11,20,1.818,8.47,1
4,65,16.25,2.66,1
9,83,9.222,2.77,1
9,98,10.889,2.78,1
14,399,28.5,5.04,1
11,54,4.909,2.19,1
13,375,28.846,1.44,1
8,79,9.875,1.8,1
10,18,1.8,9.4,1
7,16,2.286,1.18,1
10,80,8,2.02,1
8,45,5.625,1.87,1
8,12,1.5,2.47,1
7,16,2.286,1.96,1
8,15,1.875,1.88,1
6,26,4.333,2.36,1
8,16,2,2.09,1
9,37,4.111,2,1
8,16,2,2.67,1
8,9,1.125,2.33,1
10,509,50.9,1.23,1
10,25,2.5,2.05,1
8,12,1.5,1.56,1
11,77,7,2.43,1
24,178,7.417,7.86,1
1,22,22,21,2
2,538,269,29.78,2
1,69,69,8.29,2
1,17,17,6.5,2
1,63,63,20,2
25,169,6.76,1.57,2
1,15,15,13,2
1,79,79,6.86,2
1,413,413,412,2
1,98,98,30.67,2
4,524,131,40.57,2
1,63,63,2.31,2
2,32,16,33,2
1,15,15,6.5,2
2,536,268,41.08,2
2,325,162.5,28.64,2
37,1,0.027,37,2
1,29,29,2.13,2
3,550,183.33,15.11,2
5,280,56,156,2
2,52,26,1.5,2
1,44,44,2.2,2
1,22,22,1.83,2
1,19,19,4,2
3,59,19.667,84,2
1,114,114,21.4,2
1,47,47,25,2
1,16,16,15,2
1,10,10,9,2
1,47,47,47,2
7,1,0.143,7,2
1,14,14,2.33,2
8,231,28.875,179,2
1,186,186,9.06,2
1,23,23,1.6,2
6,39,6.5,45,2
1,104,104,50.5,2
1,8,8,8,2
1,20,20,1.38,2
1,19,19,4.33,2
1,15,15,2,2
2,46,23,47,2
1,63,63,63,2
1,9,9,9,2
1,33,33,33,2
1,43,43,9.75,2
1,78,78,24.67,2
9,13,1.444,4,2
2,204,102,10.5,2
2,537,268.5,49.82,2
1,16,16,16,2
2,20,10,31,2
10,553,55.3,21.3,2
11,427,38.818,189.79,2
1,8,8,8,2
1,13,13,13,2
1,41,41,12.67,2
1,29,29,29,2
1,77,77,5.17,2
17,342,20.118,30.27,2
1,86,86,40,2
2,537,268.5,32.11,2
1,76,76,36.5,2
3,213,71,11.94,2
1,279,279,38.43,2
1,379,379,60.83,2
1,39,39,8.75,2
1,161,161,1.02,2
2,20,10,29,2
2,101,50.5,10.9,2
1,32,32,1.88,2
1,196,196,64,2
1,8,8,8,2
1,40,40,40,2
2,535,267.5,40.2,2
1,73,73,3.75,2
1,11,11,11,2
1,75,75,11.5,2
1,39,39,1.71,2
1,14,14,14,2
2,536,268,24,2
1,14,14,3,2
1,23,23,19,2
3,537,179,71.13,2
2,537,268.5,24.88,2
3,259,86.333,67.82,2
2,69,34.5,10.75,2
1,57,57,3.71,2
1,35,35,10,2
7,14,2,10,2
1,126,126,125,2
24,510,21.25,38.65,2
1,11,11,10,2
1,9,9,8,2
1,42,42,1.6,2
3,11,3.667,3,2
1,7,7,7,2
1,40,40,11.67,2
1,8,8,7,2
1,70,70,70,2
1,10,10,10,2
1,13,13,13,2
3,304,101.33,42.17,2
1,34,34,1.71,2
1,206,206,204,2
11,552,50.182,4955,2
1,9,9,7,2
2,22,11,15.5,2
4,19,4.75,5.25,2
1,199,199,197,2
1,14,14,13,2
1,199,199,37.6,2
1,138,138,138,2
17,341,20.059,36.38,2
2,537,268.5,21.27,2
3,106,35.333,6.31,2
3,541,180.33,88.62,2
1,44,44,20,2
3,113,37.667,13.9,2
6,142,23.667,6.53,2
2,18,9,29,2
1,37,37,6,2
10,2,0.2,11,2
3,537,179,22.24,2
3,470,156.67,23.62,2
25,300,12,40.33,2
3,500,166.67,19.28,2
1,107,107,18.6,2
1,14,14,2,2
4,194,48.5,34,2
1,131,131,64,2
1,14,14,14,2
1,67,67,66,2
1,28,28,3,2
5,110,22,100.33,2
1,17,17,4.67,2
1,46,46,12,2
3,550,183.33,27.15,2
1,148,148,47.33,2
1,13,13,5.5,2
1,14,14,4.5,2
2,18,9,24,2
2,446,223,17.82,2
2,157,78.5,26.5,2
1,17,17,17,2
2,25,12.5,4.5,2
2,536,268,21.66,2
3,544,181.33,16.12,2
1,537,537,537,2
1,145,145,35.25,2
1,13,13,4.5,2
2,536,268,180.33,2
1,51,51,2.4,2
1,14,14,13,2
3,132,44,20,2
1,46,46,1.38,2
2,98,49,9.4,2
2,123,61.5,123,2
1,117,117,38,2
1,106,106,15.17,2
2,536,268,24.36,2
1,184,184,44.5,2
3,116,38.667,62,2
2,14,7,13,2
2,538,269,29.32,2
1,180,180,88.5,2
1,257,257,257,2
5,128,25.6,162,2
1,36,36,1.83,2
2,116,58,17.88,2
1,52,52,51,2
2,9,4.5,10,2
19,462,24.316,16.88,2
2,537,268.5,22.19,2
1,17,17,17,2
2,6,3,4,2
1,69,69,4.18,2
1,26,26,26,2
2,63,31.5,10.75,2
1,19,19,3.75,2
2,16,8,2.67,2
1,13,13,3,2
3,259,86.333,13.29,2
2,22,11,21,2
1,117,117,5.75,2
1,172,172,1.04,2
1,14,14,12,2
1,81,81,24.33,2
1,42,42,2.6,2
1,34,34,1.07,2
1,45,45,5.67,2
1,87,87,16,2
1,33,33,3.67,2
1,10,10,4,2
2,22,11,33,2
1,85,85,12.5,2
2,535,267.5,11.75,2
1,115,115,4.6,2
1,15,15,3.67,2
1,41,41,4.57,2
1,14,14,14,2
1,20,20,8.5,2
1,28,28,27,2
1,11,11,11,2
1,159,159,158,2
2,49,24.5,50,2
1,102,102,24.5,2
11,252,22.909,63.75,2
1,18,18,3,2
18,342,19,43.48,2
2,537,268.5,62.44,2
1,288,288,1.02,2
3,54,18,8.43,2
1,62,62,61,2
1,127,127,13.67,2
1,52,52,25,2
1,44,44,5.33,2
1,159,159,77.5,2
1,277,277,277,2
2,48,24,30,2
1,8,8,8,2
6,21,3.5,31,2
1,75,75,5.55,2
1,8,8,8,2
1,19,19,3.67,2
1,28,28,2.17,2
4,108,27,56,2
2,24,12,3.4,2
8,16,2,2.55,2
2,537,268.5,16.68,2
6,47,7.833,57,2
2,415,207.5,16.76,2
1,17,17,16,2
1,214,214,214,2
1,36,36,4.2,2
6,7,1.167,10,2
1,65,65,3,2
3,129,43,11.8,2
1,45,45,1.38,2
1,193,193,2.97,2
12,278,23.167,15.91,2
3,463,154.33,13.7,2
3,536,178.67,61,2
1,12,12,9,2
1,124,124,7.86,2
4,115,28.75,17.82,2
1,106,106,1.02,2
2,6,3,4,2
2,535,267.5,24.29,2
1,58,58,9.8,2
2,537,268.5,82.57,2
2,536,268,30,2
3,116,38.667,33.5,2
1,11,11,4,2
1,152,152,11.36,2
1,7,7,7,2
1,235,235,27.13,2
1,61,61,61,2
1,20,20,3,2
1,136,136,32.75,2
1,10,10,10,2
1,52,52,10.25,2
1,32,32,5.75,2
3,183,61,29.78,2
2,14,7,8,2
1,29,29,13.5,2
1,84,84,19.25,2
2,46,23,18,2
1,17,17,17,2
1,16,16,16,2
2,18,9,26,2
2,62,31,11.2,2
2,236,118,10.27,2
1,95,95,95,2
1,278,278,29.22,2
1,147,147,11.55,2
1,35,35,9.67,2
3,538,179.33,22.11,2
7,46,6.571,8.14,2
1,30,30,2.4,2
1,22,22,4.5,2
1,17,17,3.25,2
1,255,255,4.86,2
1,94,94,3.31,2
2,199,99.5,32.17,2
2,176,88,31,2
1,283,283,140.5,2
3,286,95.333,87,2
1,52,52,14,2
1,54,54,17,2
1,17,17,7.5,2
4,9,2.25,22,2
2,17,8.5,6.67,2
2,475,237.5,95.8,2
5,333,66.6,36.65,2
1,48,48,10.5,2
29,32,1.103,6.27,3
28,32,1.143,7.05,3
72,96,1.333,15.69,3
168,145,0.863,13.06,3
93,104,1.118,4.25,3
28,31,1.107,7.49,3
186,469,2.522,22.29,3
28,31,1.107,7.47,3
166,472,2.843,17.12,3
163,161,0.988,8.4,3
174,471,2.707,15.84,3
187,137,0.733,29.29,3
132,547,4.144,20.66,3
83,149,1.795,28.77,3
178,140,0.787,21.52,3
29,32,1.103,7.25,3
63,66,1.048,44.37,3
187,141,0.754,4.69,3
95,93,0.979,3.63,3
64,73,1.141,72.38,3
153,158,1.033,46.95,3
63,79,1.254,186.78,3
28,32,1.143,7.02,3
128,347,2.711,13.07,3
168,135,0.804,62.81,3
27,4,0.148,2.56,4
261,30,0.115,2.4,4
7,1,0.143,7,4
7,1,0.143,7,4
10,1,0.1,9,4
12,1,0.083,12,4
66,3,0.045,2.6,4
25,1,0.04,25,4
58,3,0.052,59,4
804,11,0.014,15.64,4
9,2,0.222,11,4
4,2,0.5,7,4
11,1,0.091,11,4
8,1,0.125,8,4
136,1,0.007,135,4
12,2,0.167,15,4
34,1,0.029,34,4
84,1,0.012,84,4
9,1,0.111,9,4
117,1,0.009,117,4
27,4,0.148,2.57,4
31,1,0.032,31,4
9,1,0.111,9,4
76,1,0.013,76,4
5,2,0.4,9,4
47,1,0.021,47,4
23,1,0.043,23,4
105,2,0.019,111,4
7,1,0.143,7,4
13,1,0.077,13,4
12,1,0.083,12,4
16,1,0.063,16,4
7,1,0.143,7,4
31,1,0.032,31,4
39,1,0.026,39,4
15,1,0.067,15,4
93,4,0.043,2.89,4
20,1,0.05,20,4
11,1,0.091,11,4
8,1,0.125,8,4
13,1,0.077,13,4
6,21,3.5,1.67,4
13,1,0.077,13,4
38,1,0.026,38,4
54,1,0.019,54,4
32,1,0.031,32,4
94,2,0.021,97,4
26,1,0.038,26,4
9,1,0.111,9,4
11,2,0.182,14,4
9,1,0.111,9,4
8,1,0.125,7,4
5,2,0.4,8,4
8,1,0.125,8,4
14,2,0.143,15,4
9,1,0.111,9,4
8,1,0.125,8,4
42,1,0.024,42,4
42,7,0.167,2.18,4
5,2,0.4,7,4
27,1,0.037,27,4
430,5,0.012,46.5,4
9,1,0.111,9,4
10,1,0.1,10,4
13,1,0.077,13,4
37,1,0.027,37,4
10,1,0.1,10,4
54,1,0.019,54,4
53,1,0.019,53,4
22,1,0.045,22,4
18,1,0.056,18,4
4,2,0.5,8,4
17,2,0.118,24,4
14,1,0.071,14,4
17,1,0.059,17,4
10,1,0.1,10,4
1,25,25,25,4
44,3,0.068,2.47,4
69,3,0.043,2.08,4
31,71,2.29,10.29,5
311,463,1.489,3.93,5
16,4,0.25,5,5
16,30,1.875,2.29,5
101,99,0.98,2.02,5
7,15,2.143,2.4,5
38,70,1.842,19.63,5
36,48,1.333,3.58,5
54,48,0.889,6.85,5
6,5,0.833,2.2,5
33,28,0.848,5.69,5
4,8,2,5.5,5
86,67,0.779,2.37,5
9,6,0.667,5.5,5
7,11,1.571,1.8,5
197,198,1.005,46.93,5
25,9,0.36,2.47,5
54,357,6.611,6.4,5
13,13,1,3.5,5
16,29,1.813,2.58,5
8,16,2,5,5
28,61,2.179,1.97,5
21,4,0.19,3.71,5
31,105,3.387,4.89,5
36,43,1.194,3.07,5
48,402,8.375,4.13,5
39,70,1.795,7,5
55,48,0.873,4.26,5
37,72,1.946,7.64,5
7,24,3.429,1.89,5
4,5,1.25,2.33,5
83,326,3.928,7.55,5
49,79,1.612,7.36,5
83,314,3.783,8.75,5
6,5,0.833,1.75,5
37,20,0.541,4.22,5
29,61,2.103,1.78,5
14,19,1.357,2.83,5
7,47,6.714,5.78,5
53,48,0.906,7.84,5
30,61,2.033,1.88,5
52,48,0.923,7.67,5
36,172,4.778,4.84,5
118,105,0.89,3.33,5
14,17,1.214,1.8,5
100,49,0.49,1.77,5
15,14,0.933,1.92,5
85,69,0.812,1.44,5
10,7,0.7,1.57,5
4,5,1.25,2.33,5
4,11,2.75,1.75,5
32,350,10.938,3.96,5
8,4,0.5,7,5
9,17,1.889,3.14,5
34,25,0.735,2.06,5
6,13,2.167,4,5
14,19,1.357,30,5
306,465,1.52,2.69,5
30,60,2,1.85,5
13,8,0.615,1.07,5
13,5,0.385,8,5
83,315,3.795,9.21,5
43,62,1.442,6.63,5
11,48,4.364,7.35,5
5,3,0.6,3.5,5
22,22,1,1.79,5
29,48,1.655,5.06,5
7,13,1.857,2,5
67,30,0.448,2.26,5
52,461,8.865,11.52,5
5,4,0.8,4.5,5
158,167,1.057,8.24,5
6,17,2.833,2.8,5
54,357,6.611,6.22,5
12,146,12.167,26.67,5
24,18,0.75,2.07,5
5,9,1.8,1.6,5
31,37,1.194,2.07,5
17,9,0.529,1.88,5
31,105,3.387,5.35,5
9,10,1.111,6.5,5
34,27,0.794,3.09,5
68,34,0.5,2.44,5
19,47,2.474,3.89,5
5,7,1.4,2.67,5
6,6,1,3.5,5
36,96,2.667,7.7,5
6,9,1.5,4,5
45,79,1.756,4.81,5
160,286,1.788,55.42,5
21,68,3.238,5.69,5
5,12,2.4,4,5
304,463,1.523,3.91,5
6,12,2,1.43,5
81,49,0.605,2.26,5
83,314,3.783,8.77,5
7,9,1.286,9,5
153,442,2.889,6.27,5
32,106,3.313,4.56,5
13,5,0.385,5.25,5
8,9,1.125,4.5,5
83,277,3.337,6.86,5
4,7,1.75,2,5
