@relation phoneme

@attribute Aa numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.305,1.328,-0.969,1
0.532,2.435,-0.708,1
1.098,-0.485,-0.22,1
0.192,0.704,1.2,1
0.169,1.885,0,1
1.249,0.749,-0.182,1
0.836,-0.364,-0.173,1
0.285,-0.399,0,1
1.598,0.808,0.732,1
0.779,0.648,0.587,1
0.532,1.39,1.461,1
1.317,1.641,-0.503,1
1.053,1.495,-0.636,1
0.14,0.351,0.922,1
0.259,2.039,0,1
0.186,0.693,0,1
0.143,1.11,0.548,1
0.198,0.671,1.312,1
0.322,0.856,1.153,1
0.152,0.862,0.997,1
0.394,0.7,0.875,1
0.494,0.751,-0.291,1
0.189,1.125,1.457,1
0.544,1.169,-0.355,1
0.2,1.051,0,1
0.353,0.937,0.682,1
1.155,-0.313,-0.166,1
0.146,0.294,0.915,1
0.561,1.012,1.311,1
1.213,1.233,0.647,1
0.103,2.278,-0.879,1
0.528,-0.418,1.071,1
0.459,0.678,-0.351,1
0.465,1.55,-0.688,1
0.242,1.722,2.137,1
-0.115,1.713,0,1
0.152,1.101,-0.482,1
0.251,1.311,2.021,1
1.013,-0.381,-0.162,1
0.142,1.292,0,1
-0.239,1.292,1.084,1
0.182,1.726,-0.639,1
0.636,-0.331,-0.269,1
0.318,1.985,0,1
0.494,1.177,-0.411,1
0.733,-0.693,0.414,1
0.1,1.837,0,1
0.445,1,1.207,1
0.391,1.683,-0.481,1
0.591,0.806,1.528,1
0.184,1.858,0,1
0.348,-0.748,0.714,1
0.094,1.763,0,1
0.109,0.832,0,1
0.155,1.662,-0.889,1
0.983,-0.181,-0.116,1
0.446,0.884,0.666,1
0.421,0.894,1.511,1
0.15,1.827,0,1
0.211,2.162,-0.935,1
0.114,0.909,0,1
0.249,2.165,-1.034,1
0.653,1.546,-0.401,1
0.696,2.166,0,1
0.413,0.713,0.951,1
0.135,-0.241,0,1
0.439,0.769,0,1
0.564,-0.494,-0.229,1
0.297,-0.789,1.02,1
0.373,0.86,1.325,1
-0.118,1.743,-0.776,1
1.366,-0.418,-0.15,1
0.214,1.385,-0.702,1
0.179,-0.787,1.537,1
0.168,1.268,1.578,1
1.021,0.887,-0.244,1
0.454,1.167,-0.397,1
1.103,-0.626,-0.249,1
0.586,2.144,-0.7,1
0.838,0.769,0.429,1
0.418,1.507,-0.647,1
0.687,0.378,-0.286,1
0.108,0.421,-0.36,1
0.301,1.29,0,1
0.122,1.191,0,1
0.403,-0.687,0,1
0.186,0.797,0,1
0.2,1.241,-0.772,1
0.369,-0.574,-0.313,1
0.124,0.669,1.234,1
0.304,-0.646,-0.638,1
0.643,1.371,-0.557,1
0.353,1.758,-0.72,1
0.329,0.957,0.873,1
0.237,2.106,-0.857,1
0.353,0.986,-0.473,1
0.239,1.907,0,1
1.079,-0.401,-0.172,1
0.107,1.861,-0.632,1
0.666,1.067,0.563,1
0.589,0.485,0.376,1
0.718,-0.473,-0.394,1
0.18,1.823,-0.782,1
0.245,1.739,-0.781,1
0.449,1.411,-0.354,1
0.219,-1.097,-0.629,1
0.427,1.149,1.763,1
0.908,1.827,-0.504,1
0.63,1.238,1.264,1
-0.632,-0.868,-0.486,1
1.402,1.384,-0.652,1
0.443,0.769,0.708,1
0.15,1.116,-0.667,1
0.079,-0.332,-0.419,1
0.999,0.752,-0.279,1
0.245,0.929,0.739,1
0.302,1.213,-0.873,1
0.252,-0.671,2.141,1
0.216,1.752,0,1
1.158,-0.248,-0.129,1
0.279,0.924,0,1
0.414,1.104,0,1
0.78,1.115,1.255,1
0.173,1.377,0.732,1
0.795,1.715,0,1
0.677,0.778,0.913,1
0.257,-0.782,2.308,1
0.133,0.84,-0.477,1
0.119,2.237,-0.765,1
0.178,1.123,1.037,1
0.352,1.247,1.489,1
0.421,1.755,0,1
0.794,-0.629,-0.633,1
0.396,-0.554,0.514,1
0.204,1.823,1.688,1
0.567,1.576,-0.617,1
0.153,0.703,0,1
0.475,2.417,-0.68,1
0.105,-0.562,0,1
0.24,1.204,1.426,1
0.657,0.882,-0.241,1
0.101,0.74,1.562,1
0.908,0.937,-0.23,1
0.371,1.227,-0.389,1
0.598,0.705,-0.257,1
1.476,-0.3,-0.122,1
0.108,1.09,0,1
0.954,0.716,0.689,1
0.863,0.594,-0.184,1
-0.091,0.766,0.643,1
0.242,2.037,0,1
0.892,0.861,0.854,1
1.393,-0.428,-0.158,1
0.599,0.59,-0.255,1
0.216,1.634,1.03,1
0.579,0.495,0.699,1
0.721,0.746,1.298,1
0.564,0.763,0.723,1
0.298,1.293,1.02,1
0.437,-0.573,0.388,1
0.262,-0.672,-0.56,1
0.371,1.079,-0.646,1
-0.076,1.026,0,1
0.153,1.995,-0.851,1
0.538,-0.72,0.73,1
0.778,0.277,-0.263,1
0.418,1.108,-0.776,1
0.2,0.837,0,1
0.681,1.406,0,1
0.553,0.714,0.69,1
0.641,1.508,-0.421,1
0.422,1.155,-0.505,1
1.109,-0.357,-0.145,1
0.695,-0.318,-0.267,1
0.389,1.13,0,1
0.243,1.348,-0.844,1
0.914,-0.217,-0.11,1
0.394,1.585,-0.456,1
-0.092,-0.685,0,1
1.205,-0.604,-0.236,1
-0.073,1.539,-1.184,1
0.212,0.393,1.21,1
0.252,1.36,1.06,1
0.951,-0.633,0.34,1
0.36,1.889,-0.615,1
0.697,0.84,1.487,1
0.639,0.633,0.493,1
0.253,-1.007,2.337,1
0.231,1.153,1.191,1
0.356,-0.678,-0.344,1
0.408,1.186,-0.912,1
0.223,0.618,0,1
0.367,1.582,-0.785,1
0.123,2.028,-0.833,1
0.245,1.934,1.389,1
0.321,2.405,-0.653,1
0.312,0.777,0,1
0.781,0.383,0.816,1
0.369,1.151,0.58,1
0.53,0.994,0.6,1
0.255,0.772,0,1
0.25,2.285,0,1
0.582,1.478,-0.4,1
0.187,0.996,0,1
0.662,0.827,-0.796,1
0.37,2.657,-0.785,1
0.181,0.831,-0.398,1
0.624,0.79,1.38,1
1.387,-0.564,-0.243,1
1.053,1.495,-0.636,1
0.535,-0.853,1.208,1
0.618,1.247,1.241,1
1.072,-0.668,-0.373,1
0.295,2.826,-0.816,1
0.604,0.669,1.196,1
0.929,1.584,1.263,1
0.151,1.281,-0.716,1
0.446,1.576,-0.504,1
0.234,0.778,1.449,1
0.195,1.021,0,1
0.936,0.519,-0.174,1
-0.268,1.662,0,1
0.95,1.481,1.496,1
0.19,1.299,0.877,1
0.199,1.258,0,1
0.227,2.218,-1.008,1
0.889,0.786,-0.379,1
0.174,1.546,-0.581,1
0.195,1.953,1.493,1
0.562,0.433,0.491,1
0.299,-0.609,0.507,1
0.319,-0.751,1.249,1
0.885,0.751,0.387,1
0.912,1.416,0.563,1
0.47,0.743,0.422,1
1.099,1.369,-0.462,1
0.298,1.29,-0.74,1
0.53,0.733,-0.692,1
0.569,-0.531,-0.226,1
0.548,-0.61,-0.361,1
-0.072,1.246,0.76,1
0.223,1.019,1.273,1
0.34,1.207,1.763,1
0.207,2.123,-0.786,1
0.278,1.172,-0.538,1
0.28,1.339,1.17,1
0.098,0.887,1.862,1
0.857,1.853,0.767,1
0.109,0.579,0,1
0.59,1.282,1.441,1
0.215,1.435,-0.934,1
0.287,1.082,-0.349,1
1.322,-0.441,-0.179,1
0.517,1.132,-0.358,1
0.402,1.769,-0.693,1
0.264,0.73,0.869,1
0.154,2.048,-0.818,1
0.127,1.954,-0.795,1
-0.105,0,0,1
0.736,0.618,0.733,1
0.226,0.92,1.018,1
0.436,1.698,-1.012,1
0.201,-0.34,1.24,1
0.564,0.763,0.722,1
0.717,-0.473,-0.394,1
0.433,0.65,-0.23,1
0.157,-0.406,0.342,1
0.381,0.783,-0.601,1
0.12,2.126,-0.77,1
0.181,1.745,-0.508,1
-0.426,-0.529,-0.319,1
0.064,0.449,-0.448,1
0.477,1.689,-0.494,1
1.047,-0.297,-0.138,1
-0.079,1.245,0.819,1
0.171,-1.084,-0.995,1
-0.136,-0.743,1.456,1
0.483,0.679,-0.34,1
0.234,0.945,-1.009,1
0.253,-0.585,-0.327,1
0.94,0.546,1.342,1
1.309,1.657,-0.414,1
0.109,0.685,0.638,1
0.12,-0.318,0.904,1
1.139,0.572,-0.191,1
0.503,0.772,1.597,1
0.104,0.918,-0.487,1
0.254,1.307,1.838,1
0.135,1.552,0,1
0.661,0.796,-1.107,1
0.416,1.498,-0.592,1
0.544,-0.483,0.685,1
0.32,0.806,0.824,1
-0.247,1.935,-0.977,1
0.49,1.019,1.024,1
0.307,1.557,1.779,1
0.538,-0.509,-0.268,1
0.145,1.566,0,1
0.656,0.722,0.378,1
0.21,0.986,-0.491,1
0.558,0.861,1.547,1
0.789,1.857,-0.593,1
0.611,-0.706,-0.255,1
0.242,-0.68,0.545,1
0.365,1.149,0.78,1
0.092,0,0,1
0.672,2.122,-0.553,1
0.132,1.668,0.674,1
0.296,1.044,1.251,1
0.328,2.117,1.779,1
0.37,-0.54,-0.577,1
1.352,-0.205,-0.12,1
0.198,1.591,-0.513,1
0.106,1.13,0.969,1
0.7,0.542,0.786,1
1.02,-0.343,-0.167,1
0.689,1.191,-0.418,1
0.452,1.077,0.982,1
0.493,1.384,-0.442,1
0.214,0.927,0,1
-0.058,-0.954,0,1
-0.106,1.3,0,1
0.505,-0.799,0,1
0.291,2.319,-0.814,1
0.806,1.044,0.721,1
0.177,0.891,1.044,1
0.748,0.896,0.821,1
0.572,0.83,-0.371,1
0.16,-0.748,-0.354,1
1.126,-0.595,-0.353,1
0.103,0.82,0,1
0.061,-0.248,-0.275,1
1.102,0.641,-0.258,1
1.37,0.638,0.325,1
0.926,0.86,-0.244,1
0.384,-0.618,-0.488,1
0.187,1.4,-0.748,1
0.768,0.469,0.63,1
-0.085,0.957,-0.724,1
0.117,0.749,0,1
0.124,0.71,0,1
0.572,0.83,-0.371,1
0.096,1.164,0,1
1.058,1.436,-0.286,1
0.166,1.007,0,1
0.179,1.419,1.107,1
0.302,-0.668,-0.52,1
0.824,0.365,0.839,1
0.215,1.89,0,1
1.236,-0.38,-0.167,1
1.437,0.563,-0.165,1
0.48,-0.692,0.402,1
0.518,1.317,2.015,1
0.328,1.063,1.043,1
0.574,1.16,1.802,1
0.272,0.89,-0.377,1
0.881,1.098,0.834,1
0.212,-0.393,1.21,1
0.075,1.857,-0.832,1
0.951,-0.183,-0.101,1
0.885,1.406,-0.496,1
0.305,-0.982,1.584,1
0.603,1.279,-0.361,1
0.149,1.808,-0.623,1
0.99,0.803,-0.271,1
0.116,0.758,0,1
0.873,-0.52,-0.207,1
0.303,-0.562,0,1
0.613,0.927,0.56,1
0.116,2.121,-0.681,1
1.175,-0.469,-0.284,1
0.538,-0.509,-0.267,1
0.109,1.565,-0.879,1
1.752,-0.437,0.648,1
0.371,-0.429,-0.19,1
1.177,0.618,0.273,1
0.459,1.517,-0.511,1
0.279,1.08,-0.375,1
0.485,1.109,0.992,1
0.891,0.848,-0.23,1
0.443,1.27,0.92,1
0.227,1.898,1.184,1
0.218,2.194,-0.904,1
0.417,1.194,0,1
1.303,0.761,-0.31,1
0.76,0.89,-0.673,1
0.268,1.417,0.709,1
0.877,-0.667,-0.416,1
1.396,-0.369,-0.138,1
0.275,1.212,0.904,1
0.352,0.79,0.371,1
0.31,1.066,0.639,1
0.23,1.233,0.64,1
0.116,0,0,1
0.455,-0.622,1.512,1
0.448,1.033,2.068,1
0.243,1.268,1.067,1
-0.094,-0.623,0,1
0.258,2.133,0,1
0.388,1.54,1.1,1
0.892,1.151,-0.472,1
0.205,1.258,1.718,1
0.307,1.537,1.264,1
0.46,-0.501,0,1
0.219,0.971,0.568,1
0.4,0.906,0.799,1
1.083,1.264,1.061,1
0.532,1.443,1.977,1
0.886,-0.56,-0.228,1
1.139,-0.607,-0.242,1
0.205,1.614,-0.935,1
0.168,1.816,-0.7,1
0.904,-0.505,0.859,1
0.231,-0.405,-0.198,1
0.114,2.074,-0.841,1
0.272,1.061,-0.518,1
0.211,1.074,1.181,1
0.221,1.636,0,1
0.098,0.712,0,1
0.88,0.587,-0.178,1
1.309,1.657,-0.414,1
0.469,1.905,0,1
0.174,0.584,-0.46,1
0.151,1.777,-0.828,1
0.493,-0.724,0.521,1
0.431,-0.764,0.523,1
0.686,1.049,1.84,1
0.157,0.761,0,1
-0.142,-1.14,0,1
0.258,1.026,0,1
0.278,1.768,-0.699,1
0.367,1.568,0,1
1.469,-0.469,-0.167,1
0.564,-0.56,0.432,1
1.256,-0.324,-0.129,1
0.563,-0.494,-0.229,1
0.374,1.562,-0.498,1
0.131,-0.386,0.786,1
0.442,2.105,0,1
0.568,1.003,-0.411,1
1.077,1.496,1.241,1
0.098,1.045,-0.403,1
1.165,0.648,-0.264,1
1.147,0.635,-0.248,1
0.676,1.144,-0.307,1
0.113,0.597,-0.789,1
0.315,-0.638,-0.517,1
0.347,-0.753,0.433,1
0.879,1.896,-0.52,1
0.584,0.939,1.358,1
0.121,0,0,1
0.125,0.887,0,1
0.105,0.829,0,1
0.302,1.893,-0.499,1
0.411,1.012,0,1
0.979,0.576,1.144,1
1.031,1.532,-0.671,1
0.367,-0.351,0.624,1
0.266,1,0.602,1
0.145,1.289,0,1
0.181,0.791,0,1
0.243,2.233,-1.078,1
-0.235,1.448,0,1
0.266,1.138,0.536,1
0.333,0.714,1.378,1
0.268,2.286,-0.76,1
0.959,0.369,-0.176,1
0.365,0.581,0.381,1
1.091,0.658,-0.263,1
0.127,0.873,-0.751,1
0.287,0.902,1.253,1
0.197,1.156,0,1
0.271,1.056,0,1
0.156,2.056,-0.688,1
0.181,-0.925,-0.387,1
0.597,-0.601,-0.231,1
0.139,-0.638,0,1
0.383,0.79,0.636,1
0.53,0.905,-0.513,1
0.1,0.75,0,1
0.603,-0.392,0.357,1
-0.098,-0.831,-0.387,1
0.093,2.5,0,1
0.208,1.792,-0.738,1
0.207,0.616,1.462,1
0.483,0.834,0.691,1
0.32,1.106,1.171,1
0.334,0.884,0.785,1
0.423,0.993,1.777,1
0.222,0.977,1.181,1
1.201,0.458,-0.223,1
0.125,1.428,0,1
0.289,2.632,-0.796,1
0.121,1.219,0,1
0.911,0.808,0.827,1
0.175,-1.084,1.037,1
0.28,0.949,1.396,1
-0.137,-0.668,-0.544,1
0.927,0.798,-0.242,1
0.451,0.391,0.465,1
0.469,1.319,1.587,1
0.4,1.122,-0.716,1
0.335,1.756,-1.04,1
0.351,1.792,0,1
0.149,1.332,0.851,1
1.046,0.812,-0.214,1
0.173,1.579,-1.115,1
-0.266,1.742,0,1
0.359,-0.658,0.947,1
0.195,0.779,0.477,1
0.37,2.47,-0.766,1
0.609,0.539,-0.389,1
0.961,0.476,1.277,1
0.334,1.172,-0.369,1
0.16,-0.499,-0.534,1
0.219,1.107,-0.635,1
0.826,-0.533,0.347,1
0.797,-0.451,-0.173,1
0.428,0.733,0.449,1
0.149,2.099,-0.722,1
0.27,1.274,0.872,1
0.21,1.258,1.277,1
0.411,0.839,-0.451,1
0.125,-0.755,0,1
0.305,1.386,0,1
0.582,1.017,0,1
0.287,1.883,0,1
0.744,1.601,-0.768,1
0.155,1.694,0,1
0.43,2.294,1.079,1
0.678,1.735,0.846,1
0.296,-0.596,-0.31,1
0.146,1.846,-0.459,1
0.148,0.711,0,1
0.75,-0.44,-0.162,1
0.348,1.109,0.688,1
0.554,1.151,0.627,1
0.106,0.453,0.944,1
0.213,1.941,1.284,1
0.839,-0.408,-0.14,1
0.453,0.959,0.989,1
0.335,0.954,0.865,1
0.693,2.078,-0.564,1
0.21,0.946,0,1
0.981,1.172,-0.597,1
0.319,1.386,-0.735,1
1.062,-0.576,-0.203,1
0.302,1.122,1.408,1
0.233,1.504,2.106,1
0.321,1.075,0,1
1.305,0.884,0.562,1
1.014,0.847,-0.24,1
0.151,-0.312,0.944,1
0.247,1.569,-0.961,1
0.119,0.404,0.873,1
1.435,-0.212,-0.111,1
0.411,1.409,0,1
0.313,1.077,0.748,1
0.298,0.778,0.713,1
0.229,-0.791,1.559,1
0.31,1.086,0.689,1
0.349,1.195,1.344,1
-0.426,-0.53,-0.32,1
0.251,-0.753,1.305,1
0.454,0.833,2.049,1
0.138,0,0,1
1.117,-0.284,-0.154,1
0.13,2.13,-0.793,1
0.296,-0.761,0.493,1
0.069,-0.408,0,1
0.278,-0.838,1.005,1
0.335,1.349,-0.331,1
-0.165,1.811,-1.284,1
0.995,1.53,-0.462,1
0.554,-0.842,-0.405,1
0.109,0.579,0,1
0.231,1.957,0,1
0.444,-0.526,-0.355,1
0.363,1.568,-0.936,1
0.189,0.791,1.297,1
0.591,-0.657,1.705,1
0.371,0.698,-0.355,1
0.214,1.696,-0.645,1
0.185,1.934,-0.782,1
0.495,-0.278,-0.148,1
0.874,0.584,-0.191,1
0.114,0.635,0,1
0.229,1.253,0,1
0.228,2.501,0,1
0.306,1.404,1.526,1
0.122,-0.736,0,1
0.337,1.051,-0.714,1
0.314,1.96,0,1
0.264,-0.609,-0.372,1
-0.104,1.229,0.665,1
0.446,0.807,1.199,1
1.339,-0.355,-0.144,1
0.287,1.041,0.354,1
0.406,2.047,0,1
0.518,1.016,1.261,1
0.786,1.737,-0.757,1
0.545,-0.604,-0.363,1
0.374,0.826,0.543,1
0.238,-0.604,-0.711,1
0.304,0.762,0,1
0.315,1.048,0.786,1
0.74,-0.458,-0.17,1
0.658,1.077,1.151,1
-0.079,-0.597,0,1
0.326,1.602,1.481,1
0.239,0.899,0,1
0.133,-0.558,0.643,1
0.512,0.649,-0.324,1
0.36,1.501,1.115,1
0.13,-0.786,0,1
1.067,0.782,-0.249,1
0.618,1.215,-0.349,1
0.331,1.338,1.339,1
0.698,0.749,-0.224,1
0.479,2.419,-0.677,1
0.539,1.247,1.558,1
1.2,-0.52,-0.191,1
0.881,1.098,0.834,1
0.234,1.917,1.346,1
0.106,0.639,0,1
0.616,-0.546,-0.23,1
0.44,1.108,1.932,1
0.694,2.079,-0.564,1
0.763,-0.299,-0.313,1
0.705,0.726,1.199,1
0.889,-0.371,-0.14,1
0.121,0.468,1.522,1
0.328,1.063,1.043,1
0.159,1.513,-0.873,1
1.02,1.409,0.755,1
0.173,1.917,-0.738,1
0.354,0.835,-0.338,1
0.544,0.603,-0.404,1
0.103,1.374,0.984,1
0.813,1.058,1.043,1
1.136,-0.3,-0.168,1
1.013,-0.461,-0.174,1
0.912,1.416,0.563,1
0.165,1.854,0,1
0.4,1.883,0,1
0.391,0.987,0,1
0.37,1.628,-1.039,1
-0.195,-0.707,0.988,1
0.31,1.066,-0.639,1
0.851,0.524,0.634,1
0.52,1.639,0.997,1
0.213,1.266,1.975,1
0.238,0.864,-0.918,1
0.325,1.221,1.817,1
0.599,0.809,0.429,1
0.356,1.905,-0.772,1
0.214,1.41,0.764,1
0.184,1.117,1.106,1
0.445,0.958,1.31,1
0.597,-0.601,-0.231,1
1.157,-0.457,-0.158,1
0.635,1.184,0.832,1
0.813,1.007,0.786,1
0.525,1.724,-0.479,1
0.112,1.609,-0.794,1
0.834,1.252,-0.456,1
0.138,1.528,0,1
0.215,-0.446,0.477,1
0.44,1.453,-0.995,1
0.56,1.744,1.669,1
0.572,1.936,-0.501,1
0.444,0.741,0.647,1
0.395,-0.542,0.52,1
0.734,0.556,0.451,1
0.14,1.349,1.88,1
0.508,0.693,-0.255,1
0.403,1.141,-0.683,1
1.371,0.638,0.325,1
-0.222,-0.931,-0.407,1
1.971,-0.137,-0.089,1
0.077,-0.326,0,1
0.588,1.255,1.27,1
0.541,-0.463,0.378,1
0.213,0.623,0,1
0.525,1.723,-0.478,1
0.446,0.884,0.666,1
0.132,2.237,0,1
1.363,-0.367,-0.153,1
0.384,1.245,0,1
0.301,2.351,-0.71,1
0.317,-0.864,0,1
0.293,1,1.248,1
0.201,1.345,1.486,1
0.201,1.008,-0.476,1
0.455,1.31,-0.515,1
0.136,2.249,0,1
1.035,-0.549,-0.202,1
0.47,1.264,-0.616,1
1.615,0.484,0.555,1
0.306,1.904,-0.735,1
0.334,2.097,1.297,1
0.444,0.741,0.647,1
0.105,0.83,0,1
0.911,1.071,-0.4,1
0.857,-0.545,-0.263,1
0.093,0.792,0,1
0.403,1.809,1.525,1
1.392,0.615,1.069,1
0.301,0.933,1.105,1
0.762,0.456,0.298,1
0.704,1.48,-1.12,1
0.459,1.706,-0.58,1
0.487,1.629,-0.476,1
0.92,-0.448,-0.189,1
-0.087,-1.28,-0.787,1
-0.064,1.58,-0.992,1
0.292,1.238,0.913,1
0.259,-0.496,-0.265,1
0.09,0.769,0,1
0.465,1.238,-0.55,1
1.079,0.416,0.213,1
1.039,-0.369,-0.168,1
0.399,-0.691,0.462,1
0.245,1.135,1.037,1
0.556,-0.436,1.254,1
0.297,0.974,0.522,1
-0.206,-0.78,0.96,1
0.118,1.743,0.776,1
0.501,1.562,1.704,1
0.895,1.421,1.516,1
0.851,0.524,0.634,1
0.95,1.481,1.495,1
0.636,1.531,0.725,1
0.893,1.399,1.392,1
0.122,1.292,-0.496,1
0.511,1.094,-0.397,1
1.116,-0.407,-0.147,1
0.23,-0.97,0.516,1
0.362,0.699,0.52,1
0.121,0.943,0,1
0.48,1.578,-0.978,1
0.216,1.698,0.843,1
0.459,1.106,-0.785,1
0.999,-0.452,0.447,1
1.02,1.409,0.756,1
0.993,0.768,0.428,1
0.234,0.732,1.318,1
0.223,2.053,1.019,1
0.672,2.131,-0.569,1
1.027,1.064,0.469,1
0.197,1.191,0.831,1
0.621,0.719,0.719,1
0.418,1.006,-0.831,1
0.569,-0.531,-0.226,1
0.209,1.338,0.705,1
0.205,2.161,-0.94,1
0.089,1.248,-0.478,1
0.297,1.286,0.849,1
1.231,1.553,-0.374,1
0.496,-0.605,0.721,1
1.173,0.741,-0.208,1
0.497,1.021,0.69,1
0.54,1.432,-0.431,1
1.22,0.863,-0.24,1
0.607,1.078,-0.395,1
-0.217,1.583,-0.768,1
0.486,1.356,-0.58,1
0.257,1.26,0,1
0.497,2.463,-0.698,1
1.139,-0.607,-0.242,1
0.099,1.781,-0.602,1
0.355,0.51,-0.366,1
0.283,-0.661,0.77,1
0.709,0.602,0.86,1
0.174,-0.877,1.723,1
1.585,-0.585,-0.268,1
0.105,-0.808,0,1
0.414,-0.4,-0.212,1
0.691,-0.679,-0.684,1
0.324,0.952,-0.677,1
0.623,0.62,0.507,1
0.302,1.227,-0.737,1
0.706,0.916,1.748,1
0.345,2.2,1.909,1
0.161,1.504,-0.933,1
0.172,1.616,-0.756,1
0.11,0.866,0,1
0.776,0.733,0.619,1
0.557,1.204,0.683,1
0.762,-0.299,-0.313,1
0.218,1.11,1.845,1
0.596,1.095,0.583,1
0.807,1.16,-0.411,1
0.279,1.152,0,1
0.106,0.547,-0.672,1
0.199,1.27,0,1
0.139,1.517,0.961,1
0.242,1.066,1.571,1
0.312,2.785,-0.707,1
0.209,1.429,2.012,1
0.265,-0.673,-0.831,1
0.444,1.261,-0.565,1
0.261,1.27,0.929,1
0.096,0.849,0,1
0.312,1.277,0,1
0.102,0.813,0,1
0.409,1.081,-0.749,1
0.186,0.71,-0.211,1
0.222,1.207,1.687,1
0.25,1.753,0,1
0.28,0.937,0,1
0.474,-0.761,0.791,1
0.92,0.776,0.471,1
0.222,2.422,-1.051,1
0.704,1.905,-0.85,1
0.225,1.811,-1.058,1
1.014,0.847,-0.239,1
0.211,1.601,1.188,1
0.383,1.108,-0.72,1
0.177,1.665,1.184,1
0.125,2.03,0,1
0.121,-0.439,1.005,1
0.576,1.163,1.59,1
0.593,1.154,-0.419,1
0.284,1.047,-0.379,1
0.204,1.66,-0.714,1
1.105,-0.25,-0.149,1
0.089,0.573,0,1
0.393,1.137,-0.451,1
0.435,1.192,1.157,1
0.545,0.607,-0.2,1
0.547,2.259,-0.731,1
0.258,-0.667,-0.424,1
0.226,-0.819,-0.392,1
0.36,1.034,-0.364,1
0.229,2.198,-1.007,1
0.562,-0.668,-0.28,1
0.522,1.194,1.138,1
0.755,1.122,0.604,1
0.65,0.992,1.502,1
0.135,-0.493,1.108,1
0.317,-0.625,0.478,1
1.21,0.986,-0.323,1
0.673,2.123,-0.553,1
0.385,0.839,0.794,1
0.304,1.871,1.331,1
1.058,1.283,-0.444,1
1.186,0.344,0.194,1
0.316,1.221,-0.88,1
0.423,0.941,0.758,1
0.242,1.68,0,1
0.58,1.786,-0.516,1
0.489,0.78,0.756,1
0.396,1.985,0,1
0.152,1.652,-0.749,1
0.601,1.777,-0.519,1
-0.259,1.167,-1.013,1
0.471,1.563,-0.553,1
0.173,1.387,-0.804,1
0.126,0.754,1.24,1
1.383,-0.547,-0.257,1
0.162,1.327,-0.638,1
0.612,0.85,-0.389,1
0.442,1.08,0.996,1
0.289,-0.874,1.442,1
1.056,-0.396,-0.163,1
0.201,0.34,1.24,1
0.324,2.418,-0.86,1
0.538,1.165,1.541,1
0.497,-0.596,0,1
0.308,0.896,0.547,1
1.031,1.532,-0.672,1
0.277,0.64,0,1
0.465,0.605,-0.19,1
0.204,1.878,-0.9,1
0.432,-0.682,0.457,1
0.208,1.704,1.572,1
0.119,1.278,0,1
0.87,0.636,-0.192,1
0.313,0.789,0.66,1
0.647,0.369,0.56,1
0.139,0.514,1.456,1
0.182,0.449,0,1
0.125,0.836,0,1
0.204,1.357,0,1
1.011,0.474,-0.168,1
0.287,1.297,-0.484,1
0.173,0.917,-0.425,1
0.22,1.348,0,1
1.443,0.559,0,1
1.048,0.696,-0.206,1
0.232,1.646,0,1
0.361,0.775,0.733,1
1.283,-0.348,0.221,1
0.08,0.476,-0.479,1
0.316,1.369,1.196,1
0.329,0.436,-0.326,1
0.162,0.79,0,1
0.487,0.567,0.831,1
0.109,0.757,0,1
0.504,-0.378,-0.239,1
0.225,-0.813,1.215,1
0.395,0.965,0,1
0.367,0.562,-0.387,1
0.202,0.343,1.266,1
0.959,0.942,1.499,1
0.482,-0.835,-0.762,1
0.535,1.805,-0.458,1
0.602,-0.581,1.484,1
0.302,1.122,1.408,1
0.773,0.646,0.835,1
0.419,1.045,0.554,1
0.471,1.503,-0.515,1
0.16,0.893,-0.462,1
1.146,-0.464,0.846,1
0.577,-0.673,1.464,1
0.232,0.881,-0.4,1
0.507,1.732,-0.538,1
0.52,1.072,1.783,1
0.442,0.915,0.612,1
0.132,-0.498,1.078,1
-0.095,1.812,0,1
0.455,1.484,1.698,1
0.127,1.236,0,1
1.604,0.869,0.765,1
0.69,1.305,0.579,1
-0.044,-0.344,-0.488,1
0.474,0.697,-0.376,1
0.45,1.228,1.565,1
-0.069,1.198,1.274,1
0.255,0.953,0.448,1
0.132,1.668,-0.674,1
0.596,0.863,-0.569,1
0.556,0.969,0.477,1
0.885,0.751,0.387,1
0.935,0.627,-0.207,1
0.2,-0.366,1.391,1
0.082,-0.823,2.113,1
-0.104,0.673,0.845,1
0.178,0.776,0,1
0.096,2.096,-0.896,1
0.486,-0.587,1.164,1
0.472,0.624,0.457,1
1.402,1.385,-0.652,1
0.606,1.27,-0.276,1
0.615,-0.563,0.401,1
0.327,2.197,2.149,1
0.188,0.999,1.675,1
0.975,-0.61,-0.294,1
0.233,1.316,0,1
0.679,0.926,0.535,1
0.382,1.669,1.539,1
0.909,-0.23,-0.106,1
0.324,1.91,-0.908,1
0.176,-0.583,0,1
0.332,1.925,-0.568,1
0.366,0.819,0.444,1
0.796,0.415,0.89,1
0.697,0.515,-0.298,1
0.628,1.307,-0.706,1
0.465,0.939,0.589,1
0.565,-0.516,1.483,1
0.252,1.845,0,1
0.838,0.769,0.428,1
0.287,0.842,0,1
0.474,1.803,-0.634,1
0.458,-0.625,1.592,1
1.014,1.07,1.297,1
0.921,0.668,0,1
0.41,0.836,1.02,1
0.285,2.097,0,1
0.103,1.844,-0.797,1
